,MAPK8IP3 (23162)
ACH-000004,0.08304845022068358
ACH-000005,-0.08029870717057408
ACH-000007,-0.07266572451177858
ACH-000009,0.03931523630155739
ACH-000011,0.01744892000601076
ACH-000012,-0.03801648517935877
ACH-000013,0.13276591146886862
ACH-000014,0.04803105889297025
ACH-000015,-0.1397664173495215
ACH-000017,-0.18854742233493485
ACH-000018,0.01717319504796235
ACH-000019,-0.09089131479407687
ACH-000021,-0.01877637092854686
ACH-000022,-0.11581815258939415
ACH-000025,0.1369636142187488
ACH-000028,-0.04259934801486541
ACH-000030,-0.009219622220249836
ACH-000035,-0.09645345936733156
ACH-000036,-0.20763486393937866
ACH-000037,-0.13900099493809034
ACH-000039,-0.0649097645440078
ACH-000040,0.0729346291091419
ACH-000041,-0.104850028499944
ACH-000042,-0.11380034581368666
ACH-000045,0.008397027433136979
ACH-000047,-0.0980968803451529
ACH-000052,-0.032263955411473665
ACH-000053,-0.04881224072668591
ACH-000054,0.01954580504814668
ACH-000055,-0.0440401775180917
ACH-000060,0.1032761734227956
ACH-000067,-0.24256929553660184
ACH-000070,-0.05417122923670408
ACH-000075,-0.13169996673206374
ACH-000078,-0.17528210616744458
ACH-000082,-0.02076677718219589
ACH-000085,0.09520880907457964
ACH-000086,-0.03144935717425957
ACH-000087,0.1266079197984139
ACH-000092,-0.02273745299269871
ACH-000095,-0.02207087833113348
ACH-000097,-0.10801586053305
ACH-000098,-0.02612178248178239
ACH-000099,-0.12107064009193608
ACH-000108,-0.0847745713763588
ACH-000113,-0.15905175331907812
ACH-000116,0.039951214270702
ACH-000118,0.022686577249007408
ACH-000120,0.02099069389869636
ACH-000123,-0.13272367520289738
ACH-000127,0.04346628013231546
ACH-000128,-0.005554823574595035
ACH-000132,-0.07224995286939496
ACH-000133,-0.13549325703160878
ACH-000137,-0.0828551720139999
ACH-000138,-0.04064223932168042
ACH-000142,-0.07195888001928041
ACH-000143,0.07439973117800497
ACH-000146,0.06080796963384925
ACH-000148,-0.02311789123549534
ACH-000150,0.0033167717325664463
ACH-000152,-0.07024904040501817
ACH-000153,0.1235114751644846
ACH-000159,-0.036983208384224836
ACH-000160,-0.03859812624437943
ACH-000163,-0.07692673457916374
ACH-000167,-0.13552351964875325
ACH-000168,-0.04080989009306748
ACH-000169,0.013598679293093477
ACH-000178,0.06949893188269819
ACH-000183,-0.10894898424504476
ACH-000188,-0.04291878229188528
ACH-000189,0.13422853941999655
ACH-000190,-0.09469375153093901
ACH-000198,-0.03629274916967107
ACH-000203,0.07125949797340013
ACH-000204,0.2603599676163415
ACH-000206,0.04076358582432119
ACH-000207,-0.17583425211664852
ACH-000208,-0.12092367711327295
ACH-000210,-0.010093931595114377
ACH-000211,0.031016802349447124
ACH-000215,-0.10365468164136477
ACH-000221,0.11701312114850487
ACH-000222,-0.0035342005543042383
ACH-000223,0.08599912569735224
ACH-000226,0.07024946864298601
ACH-000227,0.026025782134510605
ACH-000228,0.059364710306468726
ACH-000231,0.005810215076791403
ACH-000232,0.03041077884602782
ACH-000233,-0.012282610343899544
ACH-000234,-0.014160853563439813
ACH-000235,-0.0419625004890004
ACH-000237,-0.06010454191759077
ACH-000238,0.10901051752577133
ACH-000242,-0.8651183746598412
ACH-000243,0.08950917546505975
ACH-000244,0.04677445166891122
ACH-000246,-0.00459104966885041
ACH-000248,-0.048164600315782936
ACH-000250,-0.07322397793886716
ACH-000251,0.17940569101208198
ACH-000252,-0.1436561179283736
ACH-000253,-0.0588495964339129
ACH-000255,0.22421076004165533
ACH-000256,0.0573183438727204
ACH-000257,-0.19306695371093746
ACH-000258,-0.05769537887302671
ACH-000259,-0.12071239986337708
ACH-000260,-0.07208072013361343
ACH-000261,-0.004649493017875075
ACH-000262,-0.08312134156955396
ACH-000263,-0.15045313717728725
ACH-000264,-0.03216759735170262
ACH-000265,0.034875320778494236
ACH-000266,-0.010589740805956932
ACH-000272,-0.032308774218203065
ACH-000274,-0.02674006816680164
ACH-000277,-0.04581901137254612
ACH-000278,0.11961176493166795
ACH-000279,-0.0932269309722906
ACH-000280,-0.07865650351390137
ACH-000281,-0.04362518446569926
ACH-000288,-0.06460463113536714
ACH-000291,0.02015811559528644
ACH-000293,-0.02072989034527424
ACH-000294,0.06145158556386501
ACH-000295,-0.06295717434319661
ACH-000296,-0.054276342635730924
ACH-000302,-0.01834659893810064
ACH-000304,0.11145111111352353
ACH-000307,-0.08647950955157106
ACH-000308,0.016857251567888958
ACH-000310,-0.0696819007073743
ACH-000311,-0.0855831161042424
ACH-000312,-0.17031690558520107
