,CR1L (1379)
ACH-000256,-0.2767753546118321
ACH-000257,-0.1600217036845621
ACH-000258,-0.4804599335151708
ACH-000259,-0.1982721900593764
ACH-000260,-0.20847933148233413
ACH-000261,-0.19044955408686834
ACH-000262,-0.3809128920669737
ACH-000263,-0.3455973211294386
ACH-000264,-0.3204246139020012
ACH-000265,-0.05333047827447057
ACH-000266,-0.3169526049377353
ACH-000272,-0.34213366175678417
ACH-000274,-0.2598053180832655
ACH-000277,-0.19617908887674285
ACH-000278,-0.25790408703014456
ACH-000279,-0.17279963107309207
ACH-000280,-0.3129211675172317
ACH-000281,-0.22520573594279125
ACH-000288,-0.2009612635708444
ACH-000291,-0.2602661837284578
ACH-000293,-0.2562736671270033
ACH-000294,-0.1335706809430726
ACH-000295,-0.07813226183176569
ACH-000296,-0.31279745298976946
ACH-000302,-0.20751377211389188
ACH-000304,0.09152714170916254
ACH-000307,-0.3229717902480459
ACH-000308,-0.14813036959158596
ACH-000310,-0.5141762110927143
ACH-000311,-0.2983494763203427
ACH-000312,-0.265998539500446
ACH-000315,-0.0924617730403338
ACH-000316,-0.20147920363071076
ACH-000317,-0.1503962229656142
ACH-000318,-0.3030942255526237
ACH-000319,-0.20285386829023916
ACH-000320,-0.2325834520913191
ACH-000322,-0.1859908690794542
ACH-000323,-0.2323125518055225
ACH-000324,-0.6328499680982399
ACH-000329,-0.30235817935870635
ACH-000330,-0.17923867085388154
ACH-000331,-0.1657169352637634
ACH-000332,-0.21599650774593665
ACH-000334,-0.12259760419469448
ACH-000335,-0.052731953974491326
ACH-000336,-0.5446701727350121
ACH-000337,-0.2524557657919768
ACH-000338,-0.21059244113610506
ACH-000339,-0.2899694146704593
ACH-000341,-0.4535141210938186
ACH-000348,-0.36978527644558223
ACH-000350,-0.4406143795217377
ACH-000352,-0.2528342821039257
ACH-000356,-0.32818437159619884
ACH-000361,-0.24129806741225615
ACH-000362,-0.28122020894842314
ACH-000363,-0.21780143012266864
ACH-000364,-0.2273421310970344
ACH-000365,-0.13018389506115716
ACH-000366,-0.31142032313749873
ACH-000368,-0.2289191050667621
ACH-000374,-0.3776363964660598
ACH-000375,-0.16183776586384324
ACH-000376,-0.1941119079625792
ACH-000381,-0.12013980826944692
ACH-000383,-0.23537878649224386
ACH-000387,-0.2198483962200236
ACH-000389,-0.2599660107109253
ACH-000390,-0.4270886681637076
ACH-000393,-0.23411496140350785
ACH-000395,-0.4075468372816049
ACH-000396,-0.2860683375091285
ACH-000397,-0.4706028290087748
ACH-000401,-0.16276941933290895
ACH-000402,0.09044955039110428
ACH-000403,-0.7649611242413602
ACH-000404,-0.17344276666197214
ACH-000406,-0.2516943096652936
ACH-000407,-0.18317726080850869
ACH-000408,-0.11593968728701334
ACH-000410,-0.38058472879626254
ACH-000411,-0.32400796090914963
ACH-000414,-0.4478276397761066
ACH-000415,-0.21060583317166395
ACH-000416,-0.2091275835117185
ACH-000420,-0.2848830929568797
ACH-000421,-0.13145029130783872
ACH-000424,0.07186808923311731
ACH-000425,-0.2270925970804998
ACH-000426,-0.4921427207318658
ACH-000427,-0.3573661140576701
ACH-000433,-0.3606519199354042
ACH-000435,-0.5910107633468279
ACH-000436,-0.2831757386419367
ACH-000444,-0.19062589068472405
ACH-000445,-0.2164204342951779
ACH-000448,-0.2619119676778194
ACH-000450,-0.2995379536313275
ACH-000452,-0.24442502476880945
ACH-000454,-0.16747057909219434
ACH-000458,-0.16032818663533066
ACH-000459,-0.151888327587885
ACH-000460,-0.2388281259904075
ACH-000461,-0.1426777511493359
ACH-000463,-0.2871939949147689
ACH-000464,-0.20749116485689997
ACH-000466,-0.31411279916004353
ACH-000467,-0.4420868735094605
ACH-000468,-0.2591468210075969
ACH-000469,-0.16749043216851486
ACH-000470,-0.415784204053532
ACH-000471,-0.1852705738148996
ACH-000472,-0.3147547315390829
ACH-000473,-0.3200505030460973
ACH-000475,-0.2856456433185792
ACH-000476,-0.2480831094767807
ACH-000477,-0.07870208025299187
ACH-000479,-0.0922927254052891
ACH-000480,-0.23338424123631915
ACH-000481,-0.3177048975300408
ACH-000483,-0.3102317328603227
ACH-000484,-0.4061705430633718
ACH-000485,-0.1548451000739083
ACH-000486,-0.27625908469994154
ACH-000487,-0.3231180898536751
ACH-000488,-0.29666544087319296
ACH-000490,-0.29177554747110984
ACH-000491,-0.3397474845813531
ACH-000495,-0.3672420706390577
ACH-000496,-0.10273292748565288
ACH-000499,-0.1107667409792324
ACH-000500,-0.4653747042320271
ACH-000502,-0.2957193904483409
ACH-000503,-0.2272507744988901
ACH-000505,-0.28481897008756385
ACH-000507,-0.15066496655445633
ACH-000510,-0.3651559327274552
ACH-000511,-0.19091582116305975
ACH-000512,-0.15873419856672635
ACH-000516,-0.3314022564550751
ACH-000517,-0.2891021932555917
ACH-000518,-0.17396738536354042
ACH-000520,-0.3314812928047197
ACH-000521,-0.36107048424156973
ACH-000522,-0.2737565302643448
ACH-000524,-0.27026352905302553
ACH-000527,-0.2691747611511867
ACH-000528,-0.33760331398914484
ACH-000537,-0.19439604288134385
ACH-000541,-0.4046478739774842
ACH-000542,-0.3339647351862298
ACH-000544,-0.34785925060786
ACH-000545,-0.3292581502890234
ACH-000547,-0.4816633225288266
ACH-000548,-0.3341912885475176
ACH-000549,-0.26599743778992724
ACH-000550,-0.3506827244348512
ACH-000552,-0.14637369336070946
ACH-000556,-0.14426100795766444
ACH-000557,-0.4821622406999759
ACH-000569,-0.28941167348374097
ACH-000570,-0.07858374680163159
ACH-000571,-0.34684850213545176
ACH-000573,-0.1927304740974222
ACH-000576,-0.4243330436467941
ACH-000579,-0.3867448231172318
ACH-000580,-0.2953749528643046
ACH-000584,-0.3033314547421013
ACH-000585,-0.29384321874196584
ACH-000588,-0.3957787747505543
ACH-000589,-0.09829936204959694
ACH-000591,-0.08907027973640308
ACH-000593,-0.2385781080984056
ACH-000600,-0.3878392903370228
ACH-000601,-0.16663039315769246
ACH-000605,-0.2811385737565532
ACH-000606,-0.06252451838682828
ACH-000608,-0.28255544669274785
ACH-000614,-0.15858408464738016
ACH-000616,-0.2271260163818439
ACH-000618,-0.2675949341608069
ACH-000619,-0.2759401453980476
ACH-000620,-0.1340763052122462
ACH-000621,-0.25881568782106285
ACH-000622,-0.031683813862156816
ACH-000623,-0.20447999625927984
ACH-000624,-0.3829961667441733
ACH-000627,-0.4377778605066679
ACH-000630,-0.3034174113559872
ACH-000631,-0.6391145659788329
ACH-000632,-0.21724382815231366
ACH-000633,-0.1293765346314622
ACH-000637,-0.20590470934096208
ACH-000638,-0.26813219649663306
ACH-000646,-0.40698188283443176
ACH-000647,-0.27147791002522864
ACH-000648,-0.4482989774607543
ACH-000649,-0.3943150169222914
ACH-000651,-0.17977311966105264
ACH-000652,-0.15804950794832334
ACH-000653,-0.2987437603781586
ACH-000657,-0.3489308372521993
ACH-000658,-0.8068825659363502
ACH-000661,-0.2203159593432191
ACH-000662,-0.2203832451754924
ACH-000663,-0.2594723619685045
ACH-000665,-0.1873793094896338
ACH-000671,-0.3776222565369917
ACH-000672,0.02408234460046959
ACH-000673,-0.2976427501401017
ACH-000676,-0.2956479569316904
ACH-000677,-0.4033160075093579
ACH-000681,-0.24098365755603315
ACH-000683,-0.8885064880516501
ACH-000684,-0.2278069566555282
ACH-000688,-0.14207286744162875
ACH-000693,-0.0692832876382831
ACH-000694,-0.11883752139340915
ACH-000695,-0.2889806296310527
ACH-000696,-0.2860003741954783
ACH-000697,-0.11618160729229565
ACH-000699,-0.18788573908499034
ACH-000701,-0.511505927758051
ACH-000706,-0.44020622826067096
ACH-000711,-0.18289568718528088
ACH-000713,-0.1555078211690195
ACH-000714,-0.32686964517278644
ACH-000718,-0.18005227914163002
ACH-000720,-0.15075866588607453
ACH-000721,-0.20525368151491885
ACH-000724,-0.21842586242911247
ACH-000725,-0.3597182243368859
ACH-000732,-0.2887012324323733
ACH-000734,-0.25273250601857306
ACH-000735,-0.2759220022333129
ACH-000736,-0.2343523485984098
ACH-000738,-0.21218890529046985
ACH-000746,-0.3225541938451845
ACH-000747,-0.07085302925831181
ACH-000748,-0.29516016564427394
ACH-000753,-0.3415445275471398
ACH-000756,-0.3707605716961195
ACH-000757,-0.18869660278735054
ACH-000758,-0.18067933494755287
ACH-000760,-0.20762957822592545
ACH-000762,-0.39122245246839504
ACH-000763,-0.43421038648900856
ACH-000764,-0.1403406227630312
ACH-000765,-0.1475761651530354
ACH-000766,-0.18611686919304515
ACH-000767,-0.3671635499147092
ACH-000768,-0.2254037913047973
ACH-000769,-0.15996017820412334
ACH-000770,-0.3911579155998898
ACH-000771,-0.3539469346133718
ACH-000773,-0.5917355096961876
ACH-000776,-0.2950562700032152
ACH-000777,-0.42418683040537547
ACH-000778,-0.19975286223424524
ACH-000781,-0.17924601954244218
ACH-000782,-0.2475238424662022
ACH-000783,-0.2343164631320304
ACH-000784,-0.20721009674927074
ACH-000785,-0.18391169495681856
ACH-000787,-0.2996124824316791
ACH-000788,-0.1813888750688485
ACH-000791,-0.2893836535364042
ACH-000792,-0.3477229818828085
ACH-000794,-0.1475190811881152
ACH-000796,-0.3680665967525509
ACH-000798,-0.5234279551562753
ACH-000799,-0.26761242456498124
ACH-000800,-0.8278016942105386
ACH-000802,-0.10919096743404187
ACH-000804,-0.4474801372501088
ACH-000805,-0.2751752667196183
ACH-000809,-0.31091771388631795
ACH-000810,-0.3192190012472712
ACH-000811,-0.2330124031676905
ACH-000817,-0.22305732656772712
ACH-000819,-0.3634115032494703
ACH-000820,-0.33858573164313954
ACH-000821,-0.345622343433443
ACH-000822,-0.22940196094330215
ACH-000823,-0.6330677498464786
ACH-000824,-0.411575119145616
ACH-000827,-0.35683635454753626
ACH-000829,-0.2708922183455896
ACH-000831,-0.1508351880006594
ACH-000832,-0.1074932420829203
ACH-000833,-0.2630934480548819
ACH-000834,-0.26368210080029164
ACH-000835,-0.1905316082821876
ACH-000836,-0.4092781776924645
ACH-000837,-0.2204026140408091
ACH-000838,-0.4064807050819727
ACH-000839,-0.2234452993378381
ACH-000840,0.1260733559413094
ACH-000841,-0.2831347870220752
ACH-000843,-0.3413419708765984
ACH-000846,-0.14433122141011132
ACH-000847,-0.10445196879023907
ACH-000848,-0.2365341397748217
ACH-000849,-0.10296499205264384
ACH-000851,-0.17125536686109466
ACH-000855,-0.22434960274864635
ACH-000856,-0.029720328784881206
ACH-000858,-0.2304674014427433
ACH-000859,0.002699516722488171
ACH-000861,-0.4599795159208523
ACH-000862,-0.2315873093590205
ACH-000865,-0.27489698083032554
ACH-000866,-0.24669429908765905
ACH-000867,-0.2949455363388355
ACH-000869,-0.3407890654498108
ACH-000872,-0.2064462478070449
ACH-000873,-0.10177415715072513
ACH-000876,-0.4687791610429354
ACH-000878,-0.14078769124295792
ACH-000880,-0.554498644835451
ACH-000881,-0.2165159239117351
ACH-000882,-0.07714770452637693
ACH-000884,-0.2031344134512832
ACH-000885,-0.278684765953309
ACH-000887,-0.27681177337534635
ACH-000889,-0.5497243363581994
ACH-000896,-0.6583715514951686
ACH-000898,-0.6304326745004964
ACH-000900,-0.20077393195442875
ACH-000901,-0.2321270459193269
ACH-000905,-0.21256166204906632
ACH-000906,-0.2557501019175672
ACH-000907,-0.14866615920834358
ACH-000910,-0.3921800511670208
ACH-000911,-0.14737401389450142
ACH-000912,-0.2042144397524795
ACH-000913,-0.29130551367778706
ACH-000915,-0.16627503368137153
ACH-000916,-0.1683325142558324
ACH-000917,-0.6994449558049644
ACH-000920,-0.4550180987968286
ACH-000921,-0.2568253107046526
ACH-000924,-0.2291843626930645
ACH-000926,-0.3905580215263632
ACH-000928,-0.3427247507713209
ACH-000929,-0.5079391801779677
ACH-000932,-0.25080218355248096
ACH-000935,-0.08029802844965499
ACH-000936,-0.20034447813585105
ACH-000937,-0.2313412101857327
ACH-000938,-0.3486472916919399
ACH-000939,-0.07973475801567112
ACH-000941,-0.10657581642690228
ACH-000943,-0.20006239288055966
ACH-000946,-0.23748642508977175
ACH-000947,-0.32797278253829143
ACH-000948,-0.1889061283684346
ACH-000950,-0.10166082553052404
ACH-000953,-0.30719344760392825
ACH-000954,-0.05618284534462525
ACH-000957,-0.1925937065810632
ACH-000958,-0.02309416098495948
ACH-000960,-0.3669233245881488
ACH-000963,-0.2861628807308487
ACH-000968,-0.24697146959632346
ACH-000969,-0.4019984290199762
ACH-000972,-0.3661158803442873
ACH-000973,-0.258449030680218
ACH-000974,-0.2762626902329401
ACH-000978,0.07420262268319817
ACH-000984,-0.3120344977510936
ACH-000986,-0.3957692584018843
ACH-000988,-0.2694446737463801
ACH-000993,-0.1883956494470427
ACH-000994,-0.2249296818734668
ACH-000996,-0.35868766317259554
ACH-001001,-0.1853839218819589
ACH-001020,-0.2762606740594054
ACH-001028,-0.2119083470479967
ACH-001031,-0.19386877673612066
ACH-001038,-0.12827363662806038
ACH-001048,-0.1621480348490302
ACH-001050,-0.2604096904166092
ACH-001053,-0.3986037375844508
ACH-001054,-0.2730013748439149
ACH-001061,-0.3190515816283631
ACH-001067,-0.2084462761631212
ACH-001075,-0.2742630237116799
ACH-001096,-0.4290006039636937
ACH-001111,-0.3133979994939389
ACH-001119,-0.23947512321041295
ACH-001128,-0.2678296206112601
ACH-001134,-0.3130547535857651
ACH-001151,-0.25979133064742704
ACH-001163,-0.2181690736831932
ACH-001164,-0.16095066520551166
ACH-001183,-0.5262881188327497
ACH-001192,-0.11892457258544498
ACH-001193,-0.12137168871053328
ACH-001196,-0.22468406116247305
ACH-001197,-0.26701133779160624
ACH-001205,-0.2658622393270856
ACH-001211,-0.5410506054770038
ACH-001212,-0.21721358201853846
ACH-001228,-0.5237594412328526
ACH-001232,-0.3692414579984412
ACH-001239,-0.1667532006935492
ACH-001270,-0.2984084253842007
ACH-001274,-0.3499832475180674
ACH-001275,-0.2510838411611345
ACH-001277,-0.4781989063483089
ACH-001278,-0.3072054430579779
ACH-001280,-0.3969268701927028
ACH-001283,-0.057375458217810336
ACH-001289,-0.2634104324107899
ACH-001300,-0.35182607898466506
ACH-001301,-0.38500722107619856
ACH-001302,-0.4613519156452598
ACH-001306,-0.3258520339448436
ACH-001318,-0.28385426598905444
ACH-001322,-0.3424844830205786
ACH-001328,-0.2520278244333721
ACH-001332,-0.2389144360222608
ACH-001336,-0.3848091647710267
ACH-001346,-0.29679841911619803
ACH-001353,-0.4863236413796778
ACH-001354,-0.9835631858492536
ACH-001367,-0.2034671334612108
ACH-001368,-0.18452265035685644
ACH-001374,-0.08421593340317526
ACH-001377,-0.4125430335871654
ACH-001380,-0.2176051198248104
ACH-001391,-0.2222747948135056
ACH-001408,-0.26176020126292016
ACH-001430,-0.18975720236609311
ACH-001431,-0.28449341266822004
ACH-001450,-0.5488033804627024
ACH-001496,-0.3868989616758545
ACH-001500,-0.11688874414653183
ACH-001523,-0.3860090631994873
ACH-001532,-0.2688403137127974
ACH-001550,-0.3549394881018859
ACH-001552,-0.4680008509889517
ACH-001554,-0.2916392589610817
ACH-001654,-0.3602713482525651
ACH-001735,-0.4209622645296951
ACH-001736,-0.11366834522695887
ACH-001737,-0.10075952431717057
ACH-001740,-0.4969978134492373
ACH-001745,-0.5036010832155445
ACH-001765,-0.2419693292331635
