,CBR1 (873)
ACH-000004,-0.1824527819236367
ACH-000005,0.020568489843709133
ACH-000007,0.18767220597327253
ACH-000009,0.1459065187316689
ACH-000011,0.09583101171110936
ACH-000012,0.0071615643899702935
ACH-000013,0.1496434311431777
ACH-000014,0.18770280804215786
ACH-000015,0.18602534798940895
ACH-000017,0.21611407772241736
ACH-000018,0.23685641094265175
ACH-000019,-0.0968279930697087
ACH-000021,0.14048932761286914
ACH-000022,0.08335549567434229
ACH-000025,0.1068199248142551
ACH-000028,0.16294905788601016
ACH-000030,0.1187985007739451
ACH-000035,0.2029085961415087
ACH-000036,0.033305800427763814
ACH-000037,0.1399843648341368
ACH-000039,-0.06762853185577883
ACH-000040,0.21278332052153745
ACH-000041,0.16098141896346946
ACH-000042,0.13058710609389204
ACH-000045,0.26446162691339875
ACH-000047,0.12325619934112875
ACH-000052,0.2638470944299041
ACH-000053,0.0781509833854855
ACH-000054,0.04717579950553436
ACH-000055,0.2344465562667077
ACH-000060,-0.05459249377553378
ACH-000067,0.07750874704285464
ACH-000070,0.25356791497863984
ACH-000075,-0.04059441842650223
ACH-000078,0.16896502215201786
ACH-000082,0.0959753411281112
ACH-000085,0.042679651847404944
ACH-000086,0.06507076400571446
ACH-000087,0.2776999371142325
ACH-000092,0.17657195062001801
ACH-000095,0.050954564873652256
ACH-000097,0.04862517326892127
ACH-000098,0.11276354596062665
ACH-000099,0.030378290654575712
ACH-000108,0.1112853900727888
ACH-000113,0.06157421336258252
ACH-000116,-0.06886653220018724
ACH-000118,0.062049627962793924
ACH-000120,0.1834423872396244
ACH-000123,0.11531984776297476
ACH-000127,0.1885103274573158
ACH-000128,0.07989686717827006
ACH-000132,0.029626324475985805
ACH-000133,0.06093462959110332
ACH-000137,0.1712301381539541
ACH-000138,0.05699647219694925
ACH-000142,0.12134570013290885
ACH-000143,0.13706981035799815
ACH-000146,0.11413160594472307
ACH-000148,0.14682093688524694
ACH-000150,0.14918357583271558
ACH-000152,0.10482990779938313
ACH-000153,0.3617599290609092
ACH-000159,0.03515152215998758
ACH-000160,0.1260773034901044
ACH-000163,0.21501221999260187
ACH-000167,0.1791498067198969
ACH-000168,-0.015157359111114157
ACH-000169,0.15242910374497684
ACH-000178,0.05037867190378871
ACH-000183,0.08586458555958272
ACH-000188,0.009261229094381613
ACH-000189,0.0488119913430635
ACH-000190,0.2831922510259731
ACH-000198,0.1669522762973734
ACH-000203,-0.581883854796649
ACH-000204,0.13954529596485105
ACH-000206,0.32729187878950394
ACH-000207,0.04346473919610378
ACH-000208,-0.03060079175011565
ACH-000210,-0.048917605353724816
ACH-000211,0.20651102286636447
ACH-000215,0.11737046700730155
ACH-000221,0.08189170023235637
ACH-000222,0.2066783925078236
ACH-000223,0.18684418422973492
ACH-000226,0.2428980306264237
ACH-000227,0.22991160101518995
ACH-000228,0.1684629308577698
ACH-000231,0.0556425692614793
ACH-000232,0.16491957334541735
ACH-000233,0.28605910971794896
ACH-000234,0.13166407063115576
ACH-000235,0.07420713588972919
ACH-000237,0.10139281852962084
ACH-000238,-0.1224609437354158
ACH-000242,0.17937551795066264
ACH-000243,0.06512733007050826
ACH-000244,-0.14204284318823754
ACH-000246,-0.01681585876722729
ACH-000248,0.16647841090984603
ACH-000250,0.06324321270806857
ACH-000251,0.17974917120623018
ACH-000252,0.1341889878177525
ACH-000253,-0.03875635505271857
ACH-000255,0.14893043866372302
ACH-000256,0.2203722289826231
ACH-000257,0.07923012960228272
ACH-000258,-0.17027161633851792
