,BVES (11149)
ACH-000004,0.11969819667952902
ACH-000005,-0.1543840412966535
ACH-000007,0.10623886197980943
ACH-000009,-0.06784216694766723
ACH-000011,0.004186454171200729
ACH-000012,-0.06945426679674904
ACH-000013,-0.10783616976876728
ACH-000014,-0.030355989203016617
ACH-000015,0.009316631643750527
ACH-000017,-0.11538192805571612
ACH-000018,-0.018547637842503645
ACH-000019,-0.016309959588772464
ACH-000021,-0.13935857544650027
ACH-000022,0.03526686906431135
ACH-000025,-0.241459995827509
ACH-000028,-0.04953743428706843
ACH-000030,-0.01864762382781071
ACH-000035,0.059231398295468
ACH-000036,0.09606419108060436
ACH-000037,0.07480619622746112
ACH-000039,-0.010011289727735745
ACH-000040,-0.0945094153845978
ACH-000041,-0.07872804458598531
ACH-000042,-0.0885972854179639
ACH-000045,-0.18565530369411226
ACH-000047,0.021729681981834174
ACH-000052,0.21420014020372927
ACH-000053,-0.037626293453732
ACH-000054,-0.045110367432691055
ACH-000055,-0.1495254548743297
ACH-000060,-0.2360939680845732
ACH-000067,0.044606981062130034
ACH-000070,-0.09547264907283863
ACH-000075,-0.09423027795971692
ACH-000078,-0.2667271131585186
ACH-000082,0.03490298270591143
ACH-000085,0.07657474030580969
ACH-000086,-0.0712541774776341
ACH-000087,-0.14497629070488094
ACH-000092,-0.04577076519340908
ACH-000095,-0.06888928238673547
ACH-000097,-0.03973974329271533
ACH-000098,-0.1745173761934972
ACH-000099,-0.0019316561351970184
ACH-000108,0.01556530189343399
ACH-000113,-0.13016641486338235
ACH-000116,0.025815613649091632
ACH-000118,-0.045481403808574114
ACH-000120,-0.09398683962804773
ACH-000123,-0.03183717177273581
ACH-000127,-0.16282155645997434
ACH-000128,-0.13491281970129054
ACH-000132,-0.06653420773099777
ACH-000133,0.12478061062317665
ACH-000137,0.06674542499100923
ACH-000138,-0.01673632743952034
ACH-000142,0.03467110600012722
ACH-000143,-0.08683978596192292
ACH-000146,-0.04093459394048199
ACH-000148,0.012890499588062591
ACH-000150,0.003067895054310262
ACH-000152,0.029084538645696312
ACH-000153,-0.11247039071576294
ACH-000159,0.0012054884223405124
ACH-000160,-0.1422210735187287
ACH-000163,-0.05978833151237727
ACH-000167,0.040993379438537085
ACH-000168,0.32824586818757395
ACH-000169,0.029776169564746918
ACH-000178,-0.1075921756953592
ACH-000183,-0.044986123135738736
ACH-000188,-0.015155354152227494
ACH-000189,0.049860986457253086
ACH-000190,-0.052743924261069566
ACH-000198,0.04982682577608523
ACH-000203,-0.3155425051693502
ACH-000204,-0.004661130878872695
ACH-000206,0.1049917019874431
ACH-000207,-0.12666213735639367
ACH-000208,0.09841191801223162
ACH-000210,-0.2737948658753138
ACH-000211,-0.011245647023429868
ACH-000215,0.016457995870803818
ACH-000221,-0.06199531705964341
ACH-000222,-0.04822047742279213
ACH-000223,-0.015567406113252772
ACH-000226,0.005578532703512087
ACH-000227,-0.24323580489285526
ACH-000228,-0.08970418076801326
ACH-000231,0.011490935436281395
ACH-000232,-0.07144946426275108
ACH-000233,-0.21476820677837405
ACH-000234,-0.039396715250838085
ACH-000235,-0.05332022116272619
ACH-000237,-0.0588900745131947
ACH-000238,0.013123925981525352
ACH-000242,-0.04126112879410275
ACH-000243,-0.04248789025890035
ACH-000244,0.10745778847101443
ACH-000246,-0.07307241160845801
ACH-000248,-0.1391105711277397
ACH-000250,-0.07743305008701566
ACH-000251,0.12105210677832805
ACH-000252,-0.13495761698002118
ACH-000253,-0.018965693655037457
ACH-000255,-0.11653182132089697
ACH-000256,-0.2885398752278056
ACH-000257,-0.016794432378398862
ACH-000258,0.007865618262489936
ACH-000259,-0.008126914684772247
ACH-000260,-0.0349898005600922
ACH-000261,0.005842478688998041
ACH-000262,0.07981316888571881
ACH-000263,-0.19404830562922512
ACH-000264,-0.006597062656482622
ACH-000265,-0.006302393273151097
ACH-000266,-0.0003985509414139452
ACH-000272,-0.04334663532901793
ACH-000274,-0.0772927993963328
ACH-000277,-0.018514327996501358
ACH-000278,0.003766808969422743
ACH-000279,-0.08938456787742045
ACH-000280,0.0872254499740479
ACH-000281,-0.05579818621087896
ACH-000288,-0.03252214023604113
ACH-000291,0.11622979206414916
ACH-000293,-0.07711757758372698
ACH-000294,0.0739210526251762
ACH-000295,-0.200851870880693
ACH-000296,-0.012383012459371071
ACH-000302,-0.11982270215727465
ACH-000304,0.1353036887929213
ACH-000307,-0.0515295614408341
ACH-000308,-0.014164060067437888
ACH-000310,0.05302226466003029
ACH-000311,0.013002871505123295
ACH-000312,0.045239995038016026
ACH-000315,-0.1434210545569915
ACH-000316,0.044280007004653836
ACH-000317,0.08636053331721366
ACH-000318,-0.18817287129392607
ACH-000319,-0.07049020368957264
ACH-000320,0.0390871475178932
ACH-000322,0.057101583531846765
ACH-000323,-0.012871749384248848
ACH-000324,-0.0022381145090067727
ACH-000329,-0.009311432352164913
ACH-000330,-0.06748465374020471
ACH-000331,0.0014718232923222145
ACH-000332,-0.01567260692333706
ACH-000334,-0.08193359856035813
ACH-000335,-0.14616313020140154
ACH-000336,0.3338033980302672
ACH-000337,-0.15681230955260386
ACH-000338,-0.0969527169841714
ACH-000339,-0.011379472126185996
ACH-000341,-0.05545508854693693
ACH-000348,-0.060447126111813375
ACH-000350,0.004297332115907275
ACH-000352,-0.01840122541443675
ACH-000356,-0.09859333248309546
ACH-000361,0.046407054636881113
ACH-000362,-0.026797874383492983
ACH-000363,-0.022767215903169463
ACH-000364,0.07862151780036543
ACH-000365,-0.034628028493256656
ACH-000366,-0.18236318487835448
ACH-000368,-0.2339763198487404
ACH-000374,0.02677975622627821
ACH-000375,-0.01889857930891056
ACH-000376,0.12588802059070206
ACH-000381,0.041821038819980165
ACH-000383,-0.09145761302308074
ACH-000387,-0.025963080867413026
ACH-000389,-0.022740403047311026
ACH-000390,-0.08210857873196338
ACH-000393,-0.08644193190614974
ACH-000395,-0.0906827656163144
ACH-000396,0.16257074929354515
ACH-000397,0.002381075071338873
ACH-000401,0.11995419926487864
ACH-000402,0.2534856005392783
