,HSP90B1 (7184)
ACH-000004,-0.23452315940498036
ACH-000005,-0.5265172214915683
ACH-000007,-0.6844479530674583
ACH-000009,-0.6726665384066788
ACH-000011,-0.5832356226589931
ACH-000012,-0.18239089336179945
ACH-000013,-0.3810119757494114
ACH-000014,-0.1922514563900409
ACH-000015,-0.39705281460819225
ACH-000017,-0.3709230985451094
ACH-000018,-0.8992911920000429
ACH-000019,-0.4276952319635212
ACH-000021,-0.4338120732063847
ACH-000022,-0.9422504516515328
ACH-000025,-0.5963209195999751
ACH-000028,-0.1481413773646921
ACH-000030,-0.6629668805383602
ACH-000035,-0.4584998265224272
ACH-000036,-0.0921697254237549
ACH-000037,-0.2317472137353957
ACH-000039,-0.3641608461848235
ACH-000040,-0.3922238998985509
ACH-000041,-0.38161117273808143
ACH-000042,-0.4234132564671155
ACH-000045,-0.2522641174460852
ACH-000047,-0.43439284158658215
ACH-000052,-0.6659861928831993
ACH-000053,-0.12125497139309975
ACH-000054,-0.5374425628379179
ACH-000055,-0.28110860947562
ACH-000060,-0.6027291393937833
ACH-000067,-0.1890519437456104
ACH-000070,-0.5116647333277027
ACH-000075,-0.2450113082499843
ACH-000078,-0.3333404674348233
ACH-000082,-0.2828614092972925
ACH-000085,-0.4601495998732502
ACH-000086,-0.4865168007732114
ACH-000087,-0.5540455505797951
ACH-000092,-0.5535899430131827
ACH-000095,-0.4312546761216036
ACH-000097,-0.3649114482263313
ACH-000098,-0.4361171029082641
ACH-000099,-0.4041458442239858
ACH-000108,-0.6471901434767109
ACH-000113,-0.44816527134695583
ACH-000116,-0.32885387909115765
ACH-000118,-0.33689368682870224
ACH-000120,-0.5027922089484861
ACH-000123,-0.492810571471113
ACH-000127,-0.6284595704604865
ACH-000128,-0.33418190302688344
ACH-000132,-0.3043377785074235
ACH-000133,-0.6864146824206264
ACH-000137,-0.3310157238857884
ACH-000138,-0.6245423565898741
ACH-000142,-0.4476283398105473
ACH-000143,-0.4815668129653836
ACH-000146,-0.1459745634904596
ACH-000148,-0.1959269518632478
ACH-000150,-0.6496457618140988
ACH-000152,-0.34241456700297696
ACH-000153,0.2661530589220028
ACH-000159,-0.1389702754552381
ACH-000160,-0.4562035804677233
ACH-000163,-0.6990264573400842
ACH-000167,-0.381339556966178
ACH-000168,-0.6198244671377355
ACH-000169,-0.4954345111473406
ACH-000178,-0.6577421010195018
ACH-000183,-0.51226770469739
ACH-000188,-0.4284929233454065
ACH-000189,-0.40872925806138105
ACH-000190,-0.4711555946806527
ACH-000198,-0.08683464701916913
ACH-000203,-0.7548120962282334
ACH-000204,-0.7896943735568454
ACH-000206,-0.35638289540758783
ACH-000207,-0.3254541614204106
ACH-000208,-0.28676203122060023
ACH-000210,-0.21095321420073332
ACH-000211,-0.29557073924419097
ACH-000215,-0.3639288212480293
ACH-000221,-0.09901375715426887
ACH-000222,-0.4195820076399904
ACH-000223,-0.29521675508890977
ACH-000226,-0.2534859931522285
ACH-000227,-0.24175541278041165
ACH-000228,-0.4896946669114018
ACH-000231,-0.2766335479613768
ACH-000232,-0.5326525187995534
ACH-000233,-0.20157324574894245
ACH-000234,-0.2642473158945713
ACH-000235,-0.6544329976902723
ACH-000237,-0.3159024420405247
ACH-000238,-0.3715700705357937
ACH-000242,-0.1554956985784339
ACH-000243,-0.55690851710455
ACH-000244,-0.6281950827473888
ACH-000246,-0.4404227899191678
ACH-000248,-0.4840030275894018
ACH-000250,-0.4278698233738033
ACH-000251,-0.7394333708050724
ACH-000252,-0.515498514278928
ACH-000253,-0.18307592598837946
ACH-000255,-0.4309371482198812
ACH-000256,-0.3723423018098777
ACH-000257,-0.3237399818936019
ACH-000258,-0.33070343728163193
ACH-000259,-0.4760221144648394
ACH-000260,-0.6157780381982922
ACH-000261,-0.3548695659287225
ACH-000262,-0.4746372219087131
ACH-000263,-0.4464118322192525
ACH-000264,-0.22965109822492005
ACH-000265,-0.21223538104017847
ACH-000266,-0.7605919641101191
ACH-000272,-0.5162074616053631
ACH-000274,-0.7127574285470696
ACH-000277,-0.3520615926820034
ACH-000278,-0.4584034890249576
ACH-000279,-0.4524710879335978
ACH-000280,-0.32630454779428697
ACH-000281,-0.9411205822483426
ACH-000288,-0.5535197706494567
ACH-000291,-0.7547227015802999
ACH-000293,-0.3030813667961744
ACH-000294,-0.6327625406364408
ACH-000295,-0.3993925434794914
ACH-000296,-0.2018762314809369
ACH-000302,-0.4689270160481154
ACH-000304,-0.38920339739756304
ACH-000307,-0.543008752523919
ACH-000308,-0.2971647845532507
ACH-000310,-0.13213587494707996
ACH-000311,-0.5216819203703167
ACH-000312,-0.32983721762521057
ACH-000315,-0.2077971179159481
ACH-000316,-0.5066021038973022
ACH-000317,-0.4384922321510297
ACH-000318,-0.5036898374728044
ACH-000319,-0.2597911990480216
ACH-000320,-0.3405226134319082
ACH-000322,-0.39337300464969416
ACH-000323,-0.3761829140246197
ACH-000324,-0.3582639001412267
ACH-000329,-0.30870446360614273
ACH-000330,-0.5041934295825506
ACH-000331,-0.8507744304803713
ACH-000332,-0.7862121233112599
ACH-000334,-0.2124981544082602
ACH-000335,-0.42588656010689213
ACH-000336,-0.3189691896796341
ACH-000337,-0.2968939219731111
ACH-000338,-0.6071338675072834
ACH-000339,-0.5216055407630612
ACH-000341,-0.18751554784233665
ACH-000348,-0.4326710392753214
ACH-000350,-0.2836896917637262
ACH-000352,-0.2665110986727753
ACH-000356,-0.333029170895227
ACH-000361,-0.25377203533457354
ACH-000362,-0.2990133163811749
ACH-000363,-0.5521440263916991
ACH-000364,-0.7353785123198465
ACH-000365,-0.43276042578188223
ACH-000366,-0.4775782423896412
ACH-000368,-0.3669104903856419
ACH-000374,-0.4560709050495792
ACH-000375,-0.4700544263192975
ACH-000376,-0.2838376325048883
ACH-000381,-0.4683574073588955
ACH-000383,-0.2854875182375561
ACH-000387,-0.10801738994281378
ACH-000389,-0.2608467173975566
ACH-000390,-0.35486436571889823
ACH-000393,-0.3270209931289171
ACH-000395,-0.7301532766259046
ACH-000396,-0.3695220393882073
ACH-000397,-0.3123110815734162
ACH-000401,-0.7130630137272415
ACH-000402,-0.5377295671930075
ACH-000403,-0.5024961305345809
ACH-000404,-0.619602829535949
ACH-000406,-0.41189270535035705
ACH-000407,-0.6353115531938434
ACH-000408,-0.5495728309724115
ACH-000410,-0.6590794477085553
ACH-000411,-0.3069772871435742
ACH-000414,-0.3039177538864314
ACH-000415,-0.3426484416898052
ACH-000416,-0.7593468807970591
ACH-000420,-0.5582096497564848
ACH-000421,-0.5348382099266522
ACH-000424,-0.6743023648176069
ACH-000425,-0.4827553528343767
ACH-000426,-0.5552396644050231
ACH-000427,-0.17371837161416726
ACH-000433,-0.2369932145136999
ACH-000435,-0.2730498373310901
ACH-000436,-0.3319524795748271
ACH-000444,-0.3361845813071554
ACH-000445,-0.557723936393678
ACH-000448,-0.4005148601238747
ACH-000450,-0.4164112206301999
ACH-000452,-0.4716964925636389
ACH-000454,-0.7010497361556645
ACH-000458,-0.6236571666450016
ACH-000459,-0.04057900869309289
ACH-000460,-0.6574255975131132
ACH-000461,-0.4397299147193415
ACH-000463,-0.4858296545869751
ACH-000464,-0.5531558573995021
ACH-000466,-0.7196072502494208
ACH-000467,-0.37760565108754296
ACH-000468,-0.663256141985077
ACH-000469,-0.3842227764661989
ACH-000470,-0.6099115014640489
ACH-000471,-0.6654770726206011
ACH-000472,-0.4165978255106147
ACH-000473,-0.5592062176860716
ACH-000475,-0.4727547609505585
ACH-000476,-0.20499128841505565
ACH-000477,-0.5012386165938713
ACH-000479,-0.7637145400460983
ACH-000480,-0.8011199228879032
ACH-000481,-0.30817632976025483
ACH-000483,-0.6395242073097958
ACH-000484,-0.2683822021717797
ACH-000485,-0.5828387591645977
ACH-000486,-0.3521475939961056
ACH-000487,-0.4386171065776248
ACH-000488,-0.25025676356005544
ACH-000490,-0.6321947042429077
ACH-000491,-0.44302373779446536
ACH-000495,-0.3120871768075195
ACH-000496,-0.49907897388312505
ACH-000499,-0.2276248634566013
ACH-000500,-0.10927759011654853
ACH-000502,-0.8197174402804425
ACH-000503,-0.2885176644043042
ACH-000505,-0.4808727688582838
ACH-000507,-0.7618117183913875
ACH-000510,-0.49740406447301
ACH-000511,-0.6259526757533157
ACH-000512,-0.3874618482171134
ACH-000516,-0.41131518558169705
ACH-000517,-0.5670676849308061
ACH-000518,-0.427642082019853
ACH-000520,-0.4545236291091221
ACH-000521,-0.6074798862335505
ACH-000522,-0.5162461838830453
ACH-000524,-0.4051701445920772
ACH-000527,-0.4155906557595971
ACH-000528,-0.610286177824565
ACH-000537,-0.6954901700848706
ACH-000541,-0.9139489696547928
ACH-000542,-0.19567889187787446
ACH-000544,-0.4945615006150541
ACH-000545,-0.2246678141997546
ACH-000547,-0.5303355664626396
ACH-000548,-0.5178997289353032
ACH-000549,-0.4342560289732628
ACH-000550,-0.4276332765017682
ACH-000552,-0.6490291093201022
ACH-000556,-0.3183974306871281
ACH-000557,-0.14831386791664386
ACH-000569,-0.15270911661760475
ACH-000570,-0.5944600752894434
ACH-000571,-0.2453463796463871
ACH-000573,-0.2142306398017287
ACH-000576,-0.8394290691908187
ACH-000579,-0.262489811739461
ACH-000580,-0.4933862697856419
ACH-000584,-0.4402213630309754
ACH-000585,-0.6711963761948765
ACH-000588,-0.7846983161689203
ACH-000589,-0.46017107494861104
ACH-000591,-0.5507705807633495
ACH-000593,-0.7098416368509916
ACH-000600,-0.4102667714505782
ACH-000601,-0.5435365776659931
ACH-000605,-0.27521151667163063
ACH-000606,-0.5214259759795372
ACH-000608,-0.426363049134351
ACH-000614,-0.2927889308751413
ACH-000616,-0.32353805077341785
ACH-000618,-0.4648872328361034
ACH-000619,-0.5895726855312804
ACH-000620,-0.5925635353923877
ACH-000621,-0.25423447426315704
ACH-000622,-0.50496341052007
ACH-000623,-0.5033303108732734
ACH-000624,-0.09917546393552626
ACH-000627,-0.4830413888166696
ACH-000630,-0.8169519023951111
ACH-000631,-1.1110972013024247
ACH-000632,-0.5896432062147429
ACH-000633,-0.17030864775854188
ACH-000637,-0.0775708124939708
ACH-000638,-0.25219508645870103
ACH-000646,-0.4508628416284409
ACH-000647,-0.4787081180773244
ACH-000648,-0.5023266266736129
ACH-000649,-0.4951546055935575
ACH-000651,-0.39544820118352464
ACH-000652,-0.7845621604718391
ACH-000653,-0.4912041431635669
ACH-000657,-0.2443991654968469
ACH-000658,-0.7930002946789656
ACH-000661,-0.2645026433353004
ACH-000662,-0.4009303614479998
ACH-000663,-0.3876099657519052
ACH-000665,-0.6028168133092183
ACH-000671,-0.61851483908897
ACH-000672,-0.3795703458240989
ACH-000673,-0.28223227865524
ACH-000676,-0.2530487382719904
ACH-000677,-0.4006732133879286
ACH-000681,-0.5341185044578862
ACH-000683,-0.32596897127750435
ACH-000684,-0.5779813001093526
ACH-000688,-0.8029401141448544
ACH-000693,-0.2632070760406007
ACH-000694,-0.6252752205139349
ACH-000695,-0.3288112948376506
ACH-000696,-0.26861189520291456
ACH-000697,-0.3147465419480896
ACH-000699,-0.3546095941161577
ACH-000701,-0.2922949223002731
ACH-000706,-0.5635486761836803
ACH-000711,-0.1117750827872048
ACH-000713,-0.6679657163411094
ACH-000714,-0.7379156376018137
ACH-000718,-0.5848585886554319
ACH-000720,-0.7738318946602261
ACH-000721,-0.3536359533582566
ACH-000724,-0.5298907339757936
ACH-000725,-0.14494578577155556
ACH-000732,-0.07948510364458931
ACH-000734,-0.47748270161420897
ACH-000735,-0.5589787413445342
ACH-000736,-0.4805809174690178
ACH-000738,-0.4448458739631781
ACH-000746,-0.29419442670530105
ACH-000747,-0.2573484183981651
ACH-000748,-0.3533645275079373
ACH-000753,-0.29766592672632075
ACH-000756,-0.3011467852685098
ACH-000757,-0.3729557833074922
ACH-000758,-0.4902568472204631
ACH-000760,-0.26742143952492325
ACH-000762,-0.3425224621815643
ACH-000763,-0.7621341431825691
ACH-000764,-0.7018995137626494
ACH-000765,-0.5846954849972008
ACH-000766,-0.5044680947283081
ACH-000767,-0.3600476588604417
ACH-000768,-0.6558853019124511
ACH-000769,-0.4780330172732942
ACH-000770,-0.09819424571686358
ACH-000771,-0.2328060040940263
ACH-000773,-0.2056252406270296
ACH-000776,-0.25052108435882003
ACH-000777,-0.612627731738155
ACH-000778,-0.35445991571685953
ACH-000781,-0.5067047784469054
ACH-000782,-0.23627312666464514
ACH-000783,-0.2862799779643659
ACH-000784,-0.30990155170697137
ACH-000785,-0.33069723179358346
ACH-000787,-0.6797770965874446
ACH-000788,-0.6198721136081348
ACH-000791,-0.3360632178063561
ACH-000792,-0.4467059776356635
ACH-000794,-0.4402001313313745
ACH-000796,-0.7162253464512868
ACH-000798,-0.4623741765756961
ACH-000799,-0.4723710353248785
ACH-000800,-0.3778426104809071
ACH-000802,-0.6835237001547969
ACH-000804,-0.6493257554523438
ACH-000805,-0.3259436600205585
ACH-000809,-0.28112671188463145
ACH-000810,-0.3889225043241421
ACH-000811,-0.3536342268711081
ACH-000817,-0.7219456344291815
ACH-000819,-0.3900876036478684
ACH-000820,-0.30457056514831626
ACH-000821,-0.3061655525197974
ACH-000822,-0.4995794198780109
ACH-000823,-0.2452029547473441
ACH-000824,-0.05954911556257427
ACH-000827,-0.4619814972372057
ACH-000829,-0.5161586198408615
ACH-000831,-0.06767918237905951
ACH-000832,-0.435885124651916
ACH-000833,-0.3757117931791769
ACH-000834,-0.5816629032041111
ACH-000835,-0.2870860993302421
ACH-000836,-0.6521233688236583
ACH-000837,-0.4264302324168773
ACH-000838,-0.5526307359853303
