,HSP90B1 (7184)
ACH-000839,-0.6478977890757481
ACH-000840,-0.4349409804845457
ACH-000841,-0.27194066374759923
ACH-000843,-0.3169956969154293
ACH-000846,-0.27180602941720944
ACH-000847,-0.2910164408021811
ACH-000848,-0.6978626114868985
ACH-000849,-0.4865916515749663
ACH-000851,-0.4746630758978343
ACH-000855,-0.3656339790166918
ACH-000856,-0.26597335354326784
ACH-000858,-0.4846379162731422
ACH-000859,-0.3544408029190215
ACH-000861,-0.3363466754748778
ACH-000862,-0.2910256136275469
ACH-000865,-0.30554401241948725
ACH-000866,-0.15673720059820814
ACH-000867,-0.3437996148594222
ACH-000869,-0.3335594096194103
ACH-000872,-0.4175724551570919
ACH-000873,-0.2800640914001492
ACH-000876,-0.15531948006513754
ACH-000878,-0.6740870106602636
ACH-000880,-0.5476829873797611
ACH-000881,-0.7651839658631461
ACH-000882,-0.43136744112064207
ACH-000884,-0.6042915723487918
ACH-000885,-0.3724312759545208
ACH-000887,-0.654812342048191
ACH-000889,-0.5710281489843946
ACH-000896,-0.2625992467774662
ACH-000898,-0.5459974015054381
ACH-000900,-0.4289011225169475
ACH-000901,-0.5920899757353468
ACH-000905,-0.45004170408681776
ACH-000906,-0.18641625654502708
ACH-000907,-0.4897882008463152
ACH-000910,-0.19960658998674247
ACH-000911,-0.2318875107791833
ACH-000912,-0.28790981701539003
ACH-000913,-0.37640185294525214
ACH-000915,-0.6463838508294509
ACH-000916,-0.3620025690483312
ACH-000917,-0.6671629128301597
ACH-000920,-0.4060963243028183
ACH-000921,-0.3033293329254334
ACH-000924,-0.6199496552471426
ACH-000926,-0.7272514102456552
ACH-000928,-0.1657364239279011
ACH-000929,-0.5028695260117203
ACH-000932,-0.1959061907689749
ACH-000935,-0.5738750534530592
ACH-000936,-0.26275734053961197
ACH-000937,-0.08800935934785513
ACH-000938,-0.2915693657913665
ACH-000939,-0.3736557391064095
ACH-000941,-0.26572842584767725
ACH-000943,-0.2863538624527152
ACH-000946,-0.3628677119634829
ACH-000947,-0.1811854303305378
ACH-000948,-0.4852158760719706
ACH-000950,-0.3586253056335189
ACH-000953,-0.16014233354979565
ACH-000954,-0.832618835427423
ACH-000957,-0.2190329091563198
ACH-000958,-0.4496788800955985
ACH-000960,-0.2902118130926557
ACH-000963,-0.3650867287719896
ACH-000968,-0.5573427481824273
ACH-000969,0.1037329814057615
ACH-000972,-0.35459302524262115
ACH-000973,-0.44708502874168987
ACH-000974,-0.26710141996788817
ACH-000978,-0.5606956756281423
ACH-000984,-0.3560812524437054
ACH-000986,-0.4911625926826874
ACH-000988,-0.6769358942224294
ACH-000993,-0.4173270990584543
ACH-000994,-0.08201808972841113
ACH-000996,-0.18858531372450305
ACH-001001,-0.16011611209810314
ACH-001020,-0.2429495695933501
ACH-001028,-0.260248374808173
ACH-001031,-0.2899903246157409
ACH-001038,-0.23854742185782585
ACH-001048,-0.6648045517808897
ACH-001050,-0.8112842195586283
ACH-001053,-0.6009882990045519
ACH-001054,-0.5373206801982254
ACH-001061,-0.3829793871974109
ACH-001067,-0.41271233189091705
ACH-001075,-0.4799480535572224
ACH-001096,-0.5887088062730443
ACH-001111,-0.3327804469866843
ACH-001119,-0.2668524444388269
ACH-001128,-0.4283764339830661
ACH-001134,-0.29312050264676565
ACH-001151,-0.8031732172633352
ACH-001163,-0.5333163826332856
ACH-001164,-0.31802666691753184
ACH-001183,-0.5096878056483584
ACH-001192,-0.26424666566127225
ACH-001193,-0.16691709795867155
ACH-001196,-0.6533627830410003
ACH-001197,-0.0431157375158897
ACH-001205,-0.3376393874845749
ACH-001211,-0.6295319782488946
ACH-001212,-0.4605805206283566
ACH-001228,-0.15493756989967195
ACH-001232,-0.15508626724940028
ACH-001239,-0.22308120101227466
ACH-001270,-0.3453668561071332
ACH-001274,-0.2688896276601709
ACH-001275,-0.1553499004350978
ACH-001277,-0.4722730052259742
ACH-001278,-0.4555946381471257
ACH-001280,-0.10963163588534583
ACH-001283,-0.6072879490314308
ACH-001289,-0.2561356694631727
ACH-001300,-0.14245717256666654
ACH-001301,-0.34672147135821885
ACH-001302,-0.3346360409370789
ACH-001306,-0.3338965292485218
ACH-001318,-0.2705149007362823
ACH-001322,-0.3995453111224636
ACH-001328,-0.5884997544353152
ACH-001332,-0.6308171279412728
ACH-001336,-0.13646122482169726
ACH-001346,-0.4931960497615179
ACH-001353,-0.5988996696580515
ACH-001354,-0.7358484844801867
ACH-001367,-0.7257070389369802
ACH-001368,-0.27518354403422657
ACH-001374,-0.5535120477182383
ACH-001377,-0.4742373971156794
ACH-001380,-0.4376097083987108
ACH-001391,-0.5063388298740572
ACH-001408,-0.41369925181980943
ACH-001430,-0.4908363956312369
ACH-001431,-0.5766403189310706
ACH-001450,-0.3203015366166141
ACH-001496,-0.13989512134838875
ACH-001500,-0.5483912640306875
ACH-001523,-0.9338846375265728
ACH-001532,-0.10268873993362602
ACH-001550,-0.4587563808780709
ACH-001552,-0.433648573810628
ACH-001554,-0.41275019799479706
ACH-001654,-0.388796595656116
ACH-001735,-0.2748226897566264
ACH-001736,-0.6502369587209985
ACH-001737,-0.5572603442768734
ACH-001740,-0.2267278222570217
ACH-001745,-0.332312973603891
ACH-001765,-0.4017491160034608
