,EMC4 (51234)
ACH-000004,-0.7518513428516628
ACH-000005,-1.0348720704548626
ACH-000007,-0.5485018909153865
ACH-000009,-0.3969380914111568
ACH-000011,-0.6406597800270847
ACH-000012,-0.3092043105620124
ACH-000013,-0.42660777875833417
ACH-000014,-0.7945617457851211
ACH-000015,-0.7814274143504434
ACH-000017,-0.5835553213252649
ACH-000018,-0.6404372711289664
ACH-000019,-0.5634732091737387
ACH-000021,-0.3370423392789921
ACH-000022,-0.3802519338941643
ACH-000025,-0.7573819480902616
ACH-000028,-0.1903646671626579
ACH-000030,-0.5232097546085008
ACH-000035,-0.5557513194380898
ACH-000036,-0.4653315370883958
ACH-000037,-0.26946720500919297
ACH-000039,-0.5279853170476022
ACH-000040,-0.5249317132641209
ACH-000041,-0.5862182726518115
ACH-000042,-0.5169149858164309
ACH-000045,-0.3941293197762327
ACH-000047,-0.8145181114210541
ACH-000052,-0.2567219388209022
ACH-000053,-0.3827286149094872
ACH-000054,-0.4895543791109309
ACH-000055,-0.6833485808744991
ACH-000060,-0.3520460332308891
ACH-000067,-0.16551384279228773
ACH-000070,-0.5116874835419866
ACH-000075,-0.3895488076583945
ACH-000078,-0.44332270735551177
ACH-000082,-0.4626667276763123
ACH-000085,-0.4691987626020102
ACH-000086,-0.5179004959454343
ACH-000087,-0.513165594982161
ACH-000092,-0.4503580520914929
ACH-000095,-0.7265540548535199
ACH-000097,-0.3645617972636927
ACH-000098,-0.493042734942263
ACH-000099,-0.44742248962580783
ACH-000108,-0.6100745579067542
ACH-000113,-0.4761771639690062
ACH-000116,-0.7134944610923363
ACH-000118,-0.8430994423938425
ACH-000120,-0.3215930715483986
ACH-000123,-0.5426269853885948
ACH-000127,-0.5893847710972905
ACH-000128,-0.46431906932778
ACH-000132,-0.46759132514082996
ACH-000133,-0.8022286506425912
ACH-000137,-0.5701218183948359
ACH-000138,-0.3193707843582559
ACH-000142,-0.7508481902965652
ACH-000143,-0.34989331894710224
ACH-000146,-0.7707504240212775
ACH-000148,-0.6153894235493472
ACH-000150,-0.464332169258293
ACH-000152,-0.5614758165209668
ACH-000153,-0.7360943854666231
ACH-000159,-0.439980165258535
ACH-000160,-0.5148211830763879
ACH-000163,-0.4281926962693497
ACH-000167,-0.5851428621973959
ACH-000168,-0.6803980286523148
ACH-000169,-0.7159208815739547
ACH-000178,-0.7292272565451897
ACH-000183,-0.6177349979762256
ACH-000188,-0.3881765286912248
ACH-000189,-0.6516353176168929
ACH-000190,-0.7870961666933949
ACH-000198,-0.4288657699302557
ACH-000203,-0.6691430972258691
ACH-000204,-0.5458461713193442
ACH-000206,-0.6049829652742729
ACH-000207,-0.5910142266299899
ACH-000208,-0.5548595377422849
ACH-000210,-0.145013004094011
ACH-000211,-0.5192656890278224
ACH-000215,-0.4839655766015039
ACH-000221,-0.3714265446668488
ACH-000222,-0.4321576912938704
ACH-000223,-0.4619203856757669
ACH-000226,-0.5135015164036264
ACH-000227,-0.3946633283921936
ACH-000228,-0.5587339588386503
ACH-000231,-0.3959680579704935
ACH-000232,-0.46683088602368294
ACH-000233,-0.6556901166052904
ACH-000234,-0.34287086548800977
ACH-000235,-0.6374393054604859
ACH-000237,-0.5899658846543603
ACH-000238,-0.3846570853294561
ACH-000242,-0.3753586944214857
ACH-000243,-0.4796887856429542
ACH-000244,-0.5142120734154447
ACH-000246,-0.5836235204486513
ACH-000248,-0.7227967574208253
ACH-000250,-0.49686774120591
ACH-000251,-0.6227447165234268
ACH-000252,-0.285027619024812
ACH-000253,-0.2955361385072807
ACH-000255,-0.8951862786127087
ACH-000256,-0.341260439167999
ACH-000257,-0.36220713061421933
ACH-000258,-0.4101570605360775
ACH-000259,-0.5815152949591699
ACH-000260,-0.6141493261906551
ACH-000261,-0.5723407255779539
ACH-000262,-0.5645635827616795
ACH-000263,-0.8461394310108492
ACH-000264,-0.3346930402975789
ACH-000265,-0.8857266301837435
ACH-000266,-0.7052477992165036
ACH-000272,-1.1831334833646023
ACH-000274,-0.2583381222918186
ACH-000277,-0.5092069746308193
ACH-000278,-0.7157091372024722
ACH-000279,-0.493798904869765
ACH-000280,-0.2358814233193713
ACH-000281,-0.5218814873884962
ACH-000288,-0.6117127385027269
ACH-000291,-0.4015015588626017
ACH-000293,-1.0824192794711094
ACH-000294,-1.0028309872060899
ACH-000295,-0.5578532328959221
ACH-000296,-0.8759967447944425
ACH-000302,-0.8073887367918499
ACH-000304,-0.4501812959036397
ACH-000307,-0.523452214146641
ACH-000308,-1.0616992954247413
ACH-000310,-0.18768836652138632
ACH-000311,-0.3719444679409099
ACH-000312,-0.4917552135569175
ACH-000315,-0.7977797918415809
ACH-000316,-0.3674839031629141
ACH-000317,-0.2899809831918216
ACH-000318,-0.6608083296101905
ACH-000319,-0.5131945450179675
ACH-000320,-0.5660592025422321
ACH-000322,-0.57317859444611
ACH-000323,-0.2683020591677697
ACH-000324,-0.7242103373625405
ACH-000329,-0.21170920903516274
ACH-000330,-0.3089258311987459
ACH-000331,-0.6534395488356468
ACH-000332,-0.4174802033835469
ACH-000334,-0.3147534307888391
ACH-000335,-0.6532219146786706
ACH-000336,-0.4796840084318595
ACH-000337,-0.489626806343831
ACH-000338,-0.9292904128766076
ACH-000339,-0.5246347159853404
ACH-000341,-0.4526833790264242
ACH-000348,-0.4348920645531244
ACH-000350,-0.3888836377999793
ACH-000352,-1.0111894800980874
ACH-000356,-0.7580497992400201
ACH-000361,-0.3885679505524173
ACH-000362,-0.561507847485711
ACH-000363,-0.5366667877106253
ACH-000364,-0.4622852838316237
ACH-000365,-0.651064530615431
ACH-000366,-0.2989973156218177
ACH-000368,-0.5727785184770414
ACH-000374,-0.3575175762346903
ACH-000375,-0.5884083186191625
ACH-000376,-0.7033062674921482
ACH-000381,-0.2271739945784293
ACH-000383,-0.4395991436693987
ACH-000387,-0.6983668886509916
ACH-000389,-0.4788097841333168
ACH-000390,-0.3673325477040575
ACH-000393,-0.5720904915170911
ACH-000395,-0.4258718983081553
ACH-000396,-0.8240747396664388
ACH-000397,-0.6159461869567542
ACH-000401,-0.6258687390811516
ACH-000402,-0.7091687438056563
ACH-000403,-0.5899311678906971
ACH-000404,-0.43821976163525067
ACH-000406,-0.754588698339891
ACH-000407,-0.5788355106742813
ACH-000408,-0.6456684129684483
ACH-000410,-0.5130610556160717
ACH-000411,-0.6374286777645732
ACH-000414,-0.4935270386445432
ACH-000415,-0.4796527159064344
ACH-000416,-0.5032557974078222
ACH-000420,-0.4746351028367218
ACH-000421,-0.7538785460115419
ACH-000424,-0.5045302687674208
ACH-000425,-0.6576169602066051
