,OGG1 (4968)
ACH-000004,-0.2037829189663565
ACH-000005,0.07102861453208045
ACH-000007,-0.09810465807581804
ACH-000009,-0.3174639518981047
ACH-000011,-0.12118482642197742
ACH-000012,-0.0902030006780735
ACH-000013,-0.1717899822776543
ACH-000014,-0.17211895811867048
ACH-000015,-0.15025367653229996
ACH-000017,-0.1256106583520359
ACH-000018,-0.0026287878776407683
ACH-000019,-0.26102947201160953
ACH-000021,-0.020662081060570787
ACH-000022,-0.0004041194925107064
ACH-000025,-0.193659745018025
ACH-000028,-0.08180708917544824
ACH-000030,-0.07564872642434138
ACH-000035,0.06534182817010449
ACH-000036,-0.21206186941351013
ACH-000037,-0.2601997609829566
ACH-000039,-0.228158254951975
ACH-000040,-0.1319794857038312
ACH-000041,-0.13978963376328196
ACH-000042,-0.2683761845491395
ACH-000045,-0.2904767683296087
ACH-000047,-0.1884227469290652
ACH-000052,-0.2597677342137143
ACH-000053,-0.17498370475606856
ACH-000054,-0.1832794417330753
ACH-000055,-0.028078448414313523
ACH-000060,-0.29612372065799464
ACH-000067,-0.2559349052213664
ACH-000070,0.005453173616423686
ACH-000075,-0.08391758198236178
ACH-000078,-0.23829860544729886
ACH-000082,-0.14811833929409787
ACH-000085,-0.16732064463327795
ACH-000086,-0.11915670640699633
ACH-000087,0.288708849394914
ACH-000092,-0.18982034095437988
ACH-000095,-0.3235772526877119
ACH-000097,-0.2493626426327058
ACH-000098,-0.049458328925716485
ACH-000099,-0.20947494370154868
ACH-000108,-0.14292255579642585
ACH-000113,-0.031718316986350144
ACH-000116,-0.23409006108690406
ACH-000118,-0.029279166731272576
ACH-000120,-0.3024837884327289
ACH-000123,-0.15349621953738246
ACH-000127,-0.14115732583657592
ACH-000128,-0.0931589308722178
ACH-000132,-0.2559203949288335
ACH-000133,-0.18312426625334835
ACH-000137,-0.3498506871900424
ACH-000138,-0.007342127320909055
ACH-000142,-0.19123094995712508
ACH-000143,0.03674489030125833
ACH-000146,-0.04185763945282932
ACH-000148,-0.0013431813901162242
ACH-000150,-0.2643310591370165
ACH-000152,-0.14752172583081544
ACH-000153,-0.30444023010171345
ACH-000159,-0.1958255449038852
ACH-000160,-0.051483381511483656
ACH-000163,-0.16685961433969296
ACH-000167,-0.20172461165316488
ACH-000168,-0.2565666750316661
ACH-000169,-0.08753015371655118
ACH-000178,-0.17664251462854255
ACH-000183,-0.07456706770470703
ACH-000188,-0.07359207454705499
ACH-000189,-0.2258534720788063
ACH-000190,-0.24944278717662485
ACH-000198,-0.07208741531101193
ACH-000203,-0.2499722726059559
ACH-000204,0.05698682814558095
ACH-000206,-0.19914276713066908
ACH-000207,-0.03191325262698312
ACH-000208,-0.487540507211342
ACH-000210,0.23866090825857764
ACH-000211,-0.19301318190196012
ACH-000215,-0.1640245452349658
ACH-000221,-0.03760450512395114
ACH-000222,-0.041930282060536915
ACH-000223,-0.10352176347853716
ACH-000226,-0.1410036654036787
ACH-000227,-0.2024210704304349
ACH-000228,-0.25717907525010136
ACH-000231,-0.2833185211744179
ACH-000232,-0.02040287202699289
ACH-000233,-0.14973785060489336
ACH-000234,-0.12311393834326158
ACH-000235,-0.1684474487472568
ACH-000237,-0.10791405896080006
ACH-000238,-0.16978653743879446
ACH-000242,-0.3206706504042469
ACH-000243,-0.03657540418926308
ACH-000244,0.0604075697125591
ACH-000246,0.03955528025974198
ACH-000248,-0.07858627191284571
ACH-000250,-0.13184721971900387
ACH-000251,-0.23849617767156425
ACH-000252,0.14863621377239006
ACH-000253,-0.12111499979181158
ACH-000255,-0.27002169770412604
ACH-000256,-0.08369827048061101
ACH-000257,-0.0388685485520309
ACH-000258,-0.17211167159813515
ACH-000259,-0.0938918682465842
ACH-000260,-0.12097876958659055
ACH-000261,-0.008072839276044923
ACH-000262,-0.16598838356693646
ACH-000263,-0.44674888767714416
ACH-000264,-0.2566138892679331
ACH-000265,-0.20382779912369534
ACH-000266,-0.12819936255408387
ACH-000272,-0.2230964695408999
ACH-000274,-0.199713310676542
ACH-000277,-0.3135117990351338
ACH-000278,-0.05819458997685802
ACH-000279,-0.16805470709282996
ACH-000280,-0.20371724546716755
ACH-000281,0.10707260941340313
ACH-000288,-0.11167119542696237
ACH-000291,-0.12488981093022962
ACH-000293,-0.014184448078369712
ACH-000294,-0.16310157925337945
ACH-000295,0.015408060126008698
ACH-000296,-0.2147764502002247
ACH-000302,-0.17915143690040028
ACH-000304,-0.08331644716504795
ACH-000307,-0.13890543601892102
ACH-000308,-0.12451293320565116
ACH-000310,-0.43073414243049934
ACH-000311,-0.07360811599586914
ACH-000312,-0.10778728899200064
ACH-000315,0.18223086370572592
ACH-000316,-0.18702754041475364
ACH-000317,-0.16765391285087752
ACH-000318,-0.010306344950577532
ACH-000319,0.004157831675506608
ACH-000320,-0.1030318917823346
ACH-000322,-0.006788246556010001
ACH-000323,-0.0708320694863663
ACH-000324,-0.1307124573714159
ACH-000329,-0.15775261879136335
ACH-000330,-0.12581341152815015
ACH-000331,-0.19218843427914126
ACH-000332,-0.16555870399912145
ACH-000334,-0.055113975939624915
ACH-000335,-0.21413212089642444
ACH-000336,0.003055639978574708
ACH-000337,-0.12163368012648518
ACH-000338,0.27729352760304715
ACH-000339,-0.11638128058750127
ACH-000341,-0.2094613945818386
ACH-000348,0.011890240396605129
ACH-000350,-0.2033310919214414
ACH-000352,-0.11638525493203535
