,BFAR (51283)
ACH-000004,0.1649886073941686
ACH-000005,-0.17063677286649478
ACH-000007,-0.050557688720748464
ACH-000009,0.0432810555625908
ACH-000011,-0.002466011067676281
ACH-000012,-0.11793466178386512
ACH-000013,-0.06715100251791559
ACH-000014,-0.05027604863390659
ACH-000015,-0.21986019243665572
ACH-000017,-0.013094777351154252
ACH-000018,-0.05194454154650953
ACH-000019,0.07605597852279528
ACH-000021,-0.0803047344169439
ACH-000022,-0.11125328501025787
ACH-000025,-0.13204676786344824
ACH-000028,-0.07355444008301915
ACH-000030,-0.06218735169707245
ACH-000035,-0.2312846195518327
ACH-000036,0.08762312523500276
ACH-000037,-0.15479600008938735
ACH-000039,0.010904716628657534
ACH-000040,0.014094548137036597
ACH-000041,0.002452918575018695
ACH-000042,-0.08937872568730905
ACH-000045,-0.07716343379810209
ACH-000047,-0.1759062469767789
ACH-000052,0.08248951582966184
ACH-000053,-0.003932755572480811
ACH-000054,-0.07756462966971649
ACH-000055,-0.11086174457475886
ACH-000060,0.1996874275331107
ACH-000067,-0.041715072142603
ACH-000070,0.07448085934564255
ACH-000075,-0.060825488226711084
ACH-000078,0.008871101821995438
ACH-000082,-0.056882367771389976
ACH-000085,0.15064926371105752
ACH-000086,0.027558518586250164
ACH-000087,-0.011315699712753959
ACH-000092,-0.0246663860764639
ACH-000095,0.05100635286965618
ACH-000097,-0.1148793453372304
ACH-000098,-0.0758681314378075
ACH-000099,0.036536336855169715
ACH-000108,-0.0485511920701238
ACH-000113,-0.08951046821876857
ACH-000116,-0.0846610562334221
ACH-000118,-0.055475510800828916
ACH-000120,0.02662007362048376
ACH-000123,-0.1402173261488555
ACH-000127,-0.06428429802382465
ACH-000128,0.08088497145714536
ACH-000132,-0.14383413169654966
ACH-000133,-0.03264964777373463
ACH-000137,-0.1250180871600151
ACH-000138,0.0749226536939773
ACH-000142,-0.024357786828323187
ACH-000143,-0.020031592189950456
ACH-000146,-0.06883010659826838
ACH-000148,-0.04926455232029717
ACH-000150,0.06624757305836351
ACH-000152,-0.010381354219046731
ACH-000153,-0.08711198382836648
ACH-000159,-0.017174465149382697
ACH-000160,0.0904288108068943
ACH-000163,0.04058816685751556
ACH-000167,-0.10923134127148526
ACH-000168,-0.1000282643681546
ACH-000169,0.1178599852431468
ACH-000178,-0.10049851830836133
ACH-000183,-0.01924992955422105
ACH-000188,0.09893970725247143
ACH-000189,0.0840331904694951
ACH-000190,-0.06191733414439375
ACH-000198,-0.033625297149781665
ACH-000203,-0.4230314005326824
ACH-000204,-0.012657703153001972
ACH-000206,-0.048115390977232615
ACH-000207,0.08284296361861608
ACH-000208,0.19761913414139395
ACH-000210,-0.0405576728172211
ACH-000211,-0.03892407618029719
ACH-000215,0.004930366300159825
ACH-000221,0.0640041619044178
ACH-000222,-0.1444679196688142
ACH-000223,0.02056414637078267
ACH-000226,-0.03144474501358337
ACH-000227,-0.031891237285032244
ACH-000228,-0.023615673791363857
ACH-000231,-0.07464804385151186
ACH-000232,-0.07035731705114208
ACH-000233,-0.008180982133843773
ACH-000234,0.0825988407677947
ACH-000235,-0.032960312009842715
ACH-000237,-0.02244391871993861
ACH-000238,-0.05754458014193816
ACH-000242,0.11380584797034407
ACH-000243,-0.08649462813435645
ACH-000244,0.11437298050740242
ACH-000246,-0.02388713125542418
ACH-000248,-0.09939319424848853
ACH-000250,-0.02191212295394409
ACH-000251,0.02977439266773033
ACH-000252,-0.059983076424621126
ACH-000253,0.0230469787095056
ACH-000255,0.05358081312042864
ACH-000256,-0.07807289480575746
ACH-000257,-0.08270712355835669
ACH-000258,-0.014149867384814491
ACH-000259,0.024747300920349227
ACH-000260,-0.04547073178960159
ACH-000261,0.03356448645123053
ACH-000262,-0.02706742628122656
ACH-000263,0.003326864402410986
ACH-000264,-0.051083449133674574
ACH-000265,-0.1371888014152048
ACH-000266,-0.02186648428672267
ACH-000272,-0.04109881805792919
ACH-000274,-0.059283705794835787
ACH-000277,-0.050614169824846934
ACH-000278,-0.0038333406472731463
ACH-000279,-0.045475859853427315
ACH-000280,0.04390012081583596
ACH-000281,0.0030134060845694805
ACH-000288,-0.0195590433889489
ACH-000291,-0.061897140963732236
ACH-000293,0.07484483574484475
ACH-000294,-0.0735087019280016
ACH-000295,0.17793233575124726
ACH-000296,-0.036401937464973666
ACH-000302,-0.07437804066004113
ACH-000304,-0.013048635645042064
ACH-000307,-0.008904498518940545
