,DZANK1 (55184)
ACH-000004,-0.06413761736624153
ACH-000005,-0.318748317029247
ACH-000007,-0.06043007219522949
ACH-000009,0.13607017511273312
ACH-000011,0.025877529053634447
ACH-000012,0.1323735393389083
ACH-000013,0.025687124126102488
ACH-000014,0.040044643011940384
ACH-000015,0.1186078286772122
ACH-000017,0.12183388427968007
ACH-000018,0.13630528817482465
ACH-000019,0.09059328817436027
ACH-000021,0.06895113579013759
ACH-000022,0.18007959414922867
ACH-000025,0.2449839594576141
ACH-000028,0.07580521136604604
ACH-000030,0.07702587529744252
ACH-000035,-0.015777465600016326
ACH-000036,0.039812606703415236
ACH-000037,0.04744153221158516
ACH-000039,0.158833982449218
ACH-000040,0.05400528038803752
ACH-000041,0.17277274563414768
ACH-000042,0.0902293037748657
ACH-000045,0.1543631997736898
ACH-000047,0.036989868143752436
ACH-000052,0.0872456900385041
ACH-000053,0.13853255793760216
ACH-000054,0.09988940076051704
ACH-000055,0.05730374283892475
ACH-000060,0.0014700857870655116
ACH-000067,-0.019424780466240518
ACH-000070,0.19698689879799955
ACH-000075,0.13147922209600413
ACH-000078,0.19696235845981655
ACH-000082,0.0936838035875063
ACH-000085,0.06767680723135143
ACH-000086,0.18251285415963325
ACH-000087,0.1582954338958183
ACH-000092,0.038644136533037186
ACH-000095,0.1062215782292476
ACH-000097,0.04081443748579083
ACH-000098,0.09914839715465468
ACH-000099,0.0877385432108157
ACH-000108,0.02691530093127303
ACH-000113,0.08137313995463953
ACH-000116,-0.001544480359143475
ACH-000118,0.07568885032388918
ACH-000120,0.16594114346371314
ACH-000123,0.08649866104992716
ACH-000127,0.01827793758070013
ACH-000128,0.08056393111460487
ACH-000132,0.12598928713318874
ACH-000133,-0.03572619304832319
ACH-000137,0.083736135997468
ACH-000138,0.10083474252522028
ACH-000142,0.2961124606713276
ACH-000143,0.04482150528783956
ACH-000146,0.08076718834549906
ACH-000148,0.02448877866049497
ACH-000150,0.02709546312606673
ACH-000152,0.16071719335108214
ACH-000153,0.27834955158586816
ACH-000159,0.07113317554771482
ACH-000160,0.04055946234563722
ACH-000163,0.059075067431364536
ACH-000167,0.013101535685872894
ACH-000168,0.11792321470488053
ACH-000169,0.28848728153009684
ACH-000178,0.11124672696774733
ACH-000183,0.14887272813754873
ACH-000188,0.0983062594327975
ACH-000189,0.11287856558261887
ACH-000190,0.3106951268123973
ACH-000198,0.1537622515280062
ACH-000203,0.5329814111816771
ACH-000204,0.1349363233523265
ACH-000206,0.13031012237018794
ACH-000207,0.1699532636563831
ACH-000208,0.23468439541877575
ACH-000210,0.050352556886868
ACH-000211,0.11495742041133493
ACH-000215,0.08243976702180454
ACH-000221,0.16735973159735534
ACH-000222,-0.06101423987869821
ACH-000223,0.1860897229083721
ACH-000226,0.1381585456512121
ACH-000227,0.17003157654339335
ACH-000228,0.09077919119844592
ACH-000231,0.06767566202396562
ACH-000232,0.09723213436434754
ACH-000233,0.19792066113955856
ACH-000234,0.15442198633948107
ACH-000235,0.04319879107455811
ACH-000237,0.2287802399218111
ACH-000238,0.18252108788353644
ACH-000242,0.19259876786791466
ACH-000243,0.06961767741883403
ACH-000244,-0.12529565830348902
ACH-000246,0.06116229339997278
ACH-000248,0.20616699931207907
ACH-000250,0.1134589219482151
ACH-000251,0.1890982994419496
ACH-000252,0.1521592975805505
ACH-000253,0.16935486677183886
ACH-000255,0.1922802204214172
ACH-000256,0.1622610343329598
ACH-000257,-0.11901379152456848
ACH-000258,0.09560012187131073
ACH-000259,0.11786534703609837
ACH-000260,-0.028638951037285167
ACH-000261,0.03753133389456425
ACH-000262,0.07945602398122621
ACH-000263,0.14576444324295545
ACH-000264,0.05919358833196444
ACH-000265,0.09788364429946199
ACH-000266,0.09492626363096868
ACH-000272,0.0035765146843003037
ACH-000274,0.0939469266530934
ACH-000277,0.23129392303709326
ACH-000278,0.03981510618038925
ACH-000279,0.1109691454237574
ACH-000280,0.11497611051534755
ACH-000281,0.12267761286741748
ACH-000288,0.1315843257075342
ACH-000291,0.11540369111498112
ACH-000293,0.121659921818635
ACH-000294,-0.07304337537379181
ACH-000295,-0.03364511855254305
ACH-000296,0.2668375759631899
ACH-000302,0.11725585278234815
ACH-000304,-0.019707298283109864
ACH-000307,0.06891476732188424
ACH-000308,0.06705156399997866
ACH-000310,0.039960944333676085
ACH-000311,0.14965446780446715
ACH-000312,0.0415287994450604
ACH-000315,0.057643284464221324
ACH-000316,0.07112092682526776
ACH-000317,0.06973769606833284
ACH-000318,0.2675714110831307
ACH-000319,0.2618906951173232
ACH-000320,0.1000153340245993
ACH-000322,0.06318625385933199
ACH-000323,0.05387030202468252
ACH-000324,0.11878163919388975
ACH-000329,-0.02283599169976209
ACH-000330,-0.013740491050931863
