,IMMP1L (196294)
ACH-000004,0.198927658208558
ACH-000005,-0.012949512020940293
ACH-000007,0.19866920958825526
ACH-000009,-0.009886788909994105
ACH-000011,0.099246528209745
ACH-000012,0.1620393722053489
ACH-000013,0.10591374189829694
ACH-000014,0.14190411415175322
ACH-000015,0.11768115197308812
ACH-000017,0.18929849508161925
ACH-000018,0.044275114461370085
ACH-000019,0.11113363878830927
ACH-000021,0.08118789950542316
ACH-000022,0.1165135548132386
ACH-000025,0.029189812368190907
ACH-000028,0.08936545617431735
ACH-000030,-0.01604359764983585
ACH-000035,0.11623784179799225
ACH-000036,0.02277800816929654
ACH-000037,-0.02981591525799512
ACH-000039,-0.08579269505664089
ACH-000040,0.08837285416156017
ACH-000041,0.0698835196717791
ACH-000042,0.07027630244984863
ACH-000045,0.235317990895516
ACH-000047,0.07825102242804745
ACH-000052,-0.0647576138112594
ACH-000053,0.1065929310458694
ACH-000054,0.1223093028066356
ACH-000055,0.1558947144013407
ACH-000060,0.0729464588194657
ACH-000067,0.09604710463916173
ACH-000070,0.18862765113841107
ACH-000075,-0.06136641323484869
ACH-000078,0.08724600517296249
ACH-000082,0.004936860919406215
ACH-000085,0.23374151236959104
ACH-000086,0.08582055346844394
ACH-000087,0.06370623138710327
ACH-000092,0.08345905335082729
ACH-000095,0.025977707563534232
ACH-000097,0.08435697108097884
ACH-000098,0.12241953639316865
ACH-000099,0.07476970512260768
ACH-000108,0.2502338871503921
ACH-000113,0.11184092864429056
ACH-000116,0.1350311216779091
ACH-000118,0.060739932355513275
ACH-000120,0.060512078863771086
ACH-000123,0.1410510783177049
ACH-000127,0.08058998517402717
ACH-000128,0.01754765733388677
ACH-000132,0.11950566247499428
ACH-000133,0.038371891215235834
ACH-000137,0.004022249858673889
ACH-000138,0.08692403426443203
ACH-000142,-0.016849906814602904
ACH-000143,0.16851313816577945
ACH-000146,0.0004904660897011052
ACH-000148,0.002438001478645389
ACH-000150,0.18077120670123115
ACH-000152,0.04509886304489814
ACH-000153,0.2342690744456367
ACH-000159,0.1786010958077017
ACH-000160,0.15482666931572284
ACH-000163,0.0053453385568564115
ACH-000167,-0.14225055404824152
ACH-000168,0.12775327085130914
ACH-000169,0.08766263589433848
ACH-000178,0.13356396724089986
ACH-000183,0.07585539068187461
ACH-000188,0.04507879754194157
ACH-000189,0.0639490731095527
ACH-000190,-0.1076282817436631
ACH-000198,0.06706037911594127
ACH-000203,0.140745860169999
ACH-000204,0.041309401268122575
ACH-000206,0.2437705978950165
ACH-000207,0.07505908699817103
ACH-000208,0.12377044182354968
ACH-000210,0.011365151545679714
ACH-000211,0.1248695053014284
ACH-000215,0.12100411783692568
ACH-000221,0.031210761611938063
ACH-000222,0.2612576587253567
ACH-000223,-0.01283535413246384
ACH-000226,0.07791200646179801
ACH-000227,-0.04357283802874835
ACH-000228,0.1762855890503225
ACH-000231,0.07432527411892179
ACH-000232,0.07691632175172472
ACH-000233,0.11220672040162513
ACH-000234,0.10818326120625868
ACH-000235,0.12402248440512402
ACH-000237,0.16476166872681472
ACH-000238,0.14948396249959087
ACH-000242,-0.2525815372231963
ACH-000243,0.12414767892224347
ACH-000244,-0.023581075002953332
ACH-000246,0.07592952308984265
ACH-000248,0.14176909142377336
ACH-000250,0.09627715137634607
ACH-000251,0.06403306129653495
ACH-000252,0.1570367081122198
ACH-000253,0.15079656341890058
ACH-000255,0.037374655052024655
ACH-000256,-0.010013155873064693
ACH-000257,0.15891241115707455
ACH-000258,0.19068506677405772
ACH-000259,0.1215418695770353
ACH-000260,0.1187747405493386
ACH-000261,0.01671779389750952
ACH-000262,0.09334154946563464
ACH-000263,0.0467177155115815
ACH-000264,0.11076116555408244
ACH-000265,0.017510924222995838
ACH-000266,0.15382158355064185
ACH-000272,0.0871127543304442
ACH-000274,0.10512698341851666
ACH-000277,0.05920329836202951
ACH-000278,0.12846364695299045
ACH-000279,0.18290210086275496
ACH-000280,0.17297312086916122
ACH-000281,0.25172802487992546
ACH-000288,0.12580977661698522
ACH-000291,0.209808422625838
ACH-000293,0.10600965463381293
ACH-000294,0.2431881382131237
ACH-000295,0.1998386130548585
ACH-000296,0.04735437262568997
ACH-000302,0.16130070242570452
ACH-000304,-0.01987457022519399
ACH-000307,0.12647330174045227
ACH-000308,0.09163346714516328
ACH-000310,0.07855158502961418
ACH-000311,0.160584072939003
ACH-000312,0.19344729216000428
ACH-000315,-0.05419519829295001
ACH-000316,-0.05501509809815048
ACH-000317,0.06321868089904878
ACH-000318,0.13817115235430755
ACH-000319,0.041122058636471635
ACH-000320,0.027071135360306642
ACH-000322,0.15709873258279114
ACH-000323,0.04480831022097017
ACH-000324,0.08782378390871465
ACH-000329,0.07431314825042235
ACH-000330,0.16253558684447314
ACH-000331,0.15530668128268876
ACH-000332,0.12613562683963536
ACH-000334,0.14903820046756555
ACH-000335,0.08584603521992351
ACH-000336,0.4002158757389535
ACH-000337,-0.033730255676581895
ACH-000338,0.4584274581569184
ACH-000339,0.05192745138305101
ACH-000341,0.098937023161265
ACH-000348,0.0825627334319425
ACH-000350,0.06782996431221319
ACH-000352,0.18034253512234286
ACH-000356,0.10300892191100404
ACH-000361,-0.04277214471336986
ACH-000362,0.08745503803254136
ACH-000363,0.1086628016684899
ACH-000364,-0.1433222790291597
ACH-000365,-0.0029308156623618505
ACH-000366,0.022628361224773744
ACH-000368,0.14624298342812814
ACH-000374,0.11645801160000517
ACH-000375,0.19092795318402173
ACH-000376,0.03148540204165911
ACH-000381,0.10747358670413472
