,RPS9 (6203)
ACH-000004,-1.2658268784453848
ACH-000005,-1.0393558116512207
ACH-000007,-1.233243889645378
ACH-000009,-1.3486338179593471
ACH-000011,-1.225482725512714
ACH-000012,-1.3734629038897153
ACH-000013,-1.0633646858399104
ACH-000014,-1.2458630162875743
ACH-000015,-1.3452397827798863
ACH-000017,-1.3218351297546254
ACH-000018,-1.3278406029766612
ACH-000019,-1.0665712255968558
ACH-000021,-1.3366891685037197
ACH-000022,-1.219611064521882
ACH-000025,-1.4037562857976078
ACH-000028,-1.1629391701554672
ACH-000030,-1.2038769336156143
ACH-000035,-1.1933494040896355
ACH-000036,-1.2465628398582749
ACH-000037,-1.20104408923505
ACH-000039,-1.0879009499687409
ACH-000040,-1.4217650202889658
ACH-000041,-1.354167293771847
ACH-000042,-1.1435449263696444
ACH-000045,-1.198074191140699
ACH-000047,-1.08645855165107
ACH-000052,-1.5267273404481854
ACH-000053,-1.4571430220054735
ACH-000054,-1.29409063053575
ACH-000055,-1.1511828985364931
ACH-000060,-1.2177983792986928
ACH-000067,-1.3235858987833342
ACH-000070,-1.3946763507778197
ACH-000075,-1.359056049242146
ACH-000078,-1.271870654866971
ACH-000082,-1.135607151803261
ACH-000085,-1.5077846012267433
ACH-000086,-1.2900646258481006
ACH-000087,-1.165313277750485
ACH-000092,-1.1962800971589576
ACH-000095,-1.2706372818494935
ACH-000097,-1.1806080931424152
ACH-000098,-1.4549520380081822
ACH-000099,-1.1402418410396078
ACH-000108,-1.4165858412313503
ACH-000113,-1.2683258594526892
ACH-000116,-1.105524265224165
ACH-000118,-1.2916767914241138
ACH-000120,-1.2072535636447612
ACH-000123,-1.367009892724743
ACH-000127,-1.1964822115804312
ACH-000128,-1.3209353256961378
ACH-000132,-1.1499786431935657
ACH-000133,-1.281325244799454
ACH-000137,-1.2711951827823682
ACH-000138,-1.387718764508317
ACH-000142,-1.413488849917618
ACH-000143,-1.1344182335866042
ACH-000146,-1.5733869202371795
ACH-000148,-1.3083900064977247
ACH-000150,-1.3637871277561298
ACH-000152,-1.2590109651046366
ACH-000153,-1.0651205393092376
ACH-000159,-1.103516168027259
ACH-000160,-1.4896605541115715
ACH-000163,-1.3706641409811078
ACH-000167,-1.6119978231920162
ACH-000168,-1.4817982380760226
ACH-000169,-1.2421935939522004
ACH-000178,-1.2299735876906317
ACH-000183,-1.3069164179150352
ACH-000188,-1.3820794596609691
ACH-000189,-1.3088709031691397
ACH-000190,-1.3013555876288905
ACH-000198,-1.1767939211994145
ACH-000203,-2.2473753021245204
ACH-000204,-1.2179625827636082
ACH-000206,-1.4160975913166685
ACH-000207,-1.4748244828639032
ACH-000208,-1.0139672532593422
ACH-000210,-1.3033956844981605
ACH-000211,-1.2506104883159843
ACH-000215,-1.3075990022990172
ACH-000221,-1.3142316301676278
ACH-000222,-1.2851445971261308
ACH-000223,-1.0424213695990578
ACH-000226,-1.2060000442046268
ACH-000227,-1.3501409027757934
ACH-000228,-1.113168518151782
ACH-000231,-1.2058831057301835
ACH-000232,-1.2184011049534522
ACH-000233,-1.7263948201111663
ACH-000234,-1.1189189122537846
ACH-000235,-1.3371028598428631
ACH-000237,-1.3237980421815791
ACH-000238,-1.1374709045677125
ACH-000242,-1.4877518797415918
ACH-000243,-1.2528799411020863
ACH-000244,-1.4197003966772044
ACH-000246,-1.3836094372970296
ACH-000248,-1.3697382646672267
ACH-000250,-1.1325297640017946
ACH-000251,-1.8773799910926023
ACH-000252,-1.0234480682593965
ACH-000253,-1.2015623829025956
ACH-000255,-1.2949496503980136
ACH-000256,-1.3401568478723205
ACH-000257,-1.3389218506011746
ACH-000258,-1.1914334915035236
ACH-000259,-1.2141493036416775
ACH-000260,-1.2287767522759665
ACH-000261,-1.3028946885315005
ACH-000262,-1.4151079687473138
ACH-000263,-1.1996266028219664
ACH-000264,-1.27829835951925
ACH-000265,-1.525794536286834
ACH-000266,-1.2596185733820398
ACH-000272,-1.1755326722279076
ACH-000274,-1.371945907752018
ACH-000277,-1.1555768477855624
ACH-000278,-1.3524392277376525
ACH-000279,-1.2550521965448265
ACH-000280,-1.3132739226101695
ACH-000281,-1.2082410871903746
ACH-000288,-1.1979785493594188
ACH-000291,-1.222766601898613
ACH-000293,-1.277447595103933
ACH-000294,-1.4276566105305082
ACH-000295,-1.0497561963246913
ACH-000296,-1.265017551580707
ACH-000302,-1.3487731904099085
ACH-000304,-1.2868573554715066
ACH-000307,-1.2625344455213618
ACH-000308,-1.4371974391097633
ACH-000310,-1.2597701458939792
ACH-000311,-1.2664975416986977
ACH-000312,-1.3244887661273357
ACH-000315,-1.3676331355716715
ACH-000316,-1.0385054009497192
ACH-000317,-1.2793386633149673
ACH-000318,-1.3542849972021458
ACH-000319,-1.205253437447284
ACH-000320,-1.2093322523543335
ACH-000322,-1.157821709164505
ACH-000323,-1.3632850486244152
ACH-000324,-1.391521306259277
ACH-000329,-1.2593162214357885
ACH-000330,-1.4109549235375674
ACH-000331,-1.3043135666069394
ACH-000332,-1.4053545069880398
ACH-000334,-1.4570727984175904
ACH-000335,-1.438069185340379
ACH-000336,-1.48191268343929
ACH-000337,-1.1200747644377202
ACH-000338,-1.2480278007884376
ACH-000339,-1.3550662068202943
ACH-000341,-1.4319273320790995
ACH-000348,-1.1709541006441844
ACH-000350,-1.3504982827917054
ACH-000352,-1.2417291310359264
ACH-000356,-1.35188613879159
ACH-000361,-1.2715278246565722
ACH-000362,-1.2729435557787216
ACH-000363,-1.347346354902123
ACH-000364,-1.377567005766769
ACH-000365,-1.4475498269932114
ACH-000366,-1.3461417501536477
ACH-000368,-1.2745862304718536
ACH-000374,-1.2199258922429013
ACH-000375,-1.1195495959328243
ACH-000376,-1.3352309609453523
ACH-000381,-1.2338836695669333
ACH-000383,-1.2775667873751917
ACH-000387,-1.2462495821009258
ACH-000389,-1.1394043573221473
ACH-000390,-1.2676648751304949
ACH-000393,-1.2394425914237015
ACH-000395,-1.1965901312885363
ACH-000396,-1.1958388383584424
ACH-000397,-1.410958003473423
ACH-000401,-1.145466841217919
ACH-000402,-1.308547746394494
ACH-000403,-1.3202472761445363
ACH-000404,-1.3231681355222595
ACH-000406,-1.4437110075975856
ACH-000407,-1.3460082572968441
ACH-000408,-1.252217031252841
ACH-000410,-1.3034870038787727
ACH-000411,-1.1026511347542696
ACH-000414,-1.147958091739559
ACH-000415,-1.3367442510671466
ACH-000416,-1.1877422477039734
ACH-000420,-1.1794988881149768
ACH-000421,-1.1951138472481253
ACH-000424,-1.092818372863124
ACH-000425,-1.3030211876610065
ACH-000426,-1.6600222083848284
ACH-000427,-0.9907399017179468
ACH-000433,-1.1129586269471308
ACH-000435,-1.2466494529120005
ACH-000436,-1.6476326892927189
ACH-000444,-1.1168535487841775
ACH-000445,-1.2182101109891104
ACH-000448,-1.2464771004470965
ACH-000450,-0.9913919342383728
ACH-000452,-1.4064785124722992
ACH-000454,-1.3095854412283214
ACH-000458,-1.4297193406426936
ACH-000459,-1.0361518217592056
ACH-000460,-1.2259271099892302
ACH-000461,-0.9950676113591602
ACH-000463,-1.155218740547182
ACH-000464,-1.5490046059870362
ACH-000466,-1.465035756703602
ACH-000467,-1.1408811311072082
ACH-000468,-1.2983000798344488
ACH-000469,-1.2979128185252926
ACH-000470,-1.0123084540427385
ACH-000471,-1.2244874111234765
ACH-000472,-1.368653718174457
ACH-000473,-1.207755831678888
