,BET1 (10282)
ACH-000365,-0.2567505974511829
ACH-000366,-0.378977310705844
ACH-000368,-0.30852169789763545
ACH-000374,-0.38089075300640063
ACH-000375,-0.4614024349455114
ACH-000376,-0.2767781907672627
ACH-000381,-0.2771036172834888
ACH-000383,-0.07528488277546756
ACH-000387,-0.3777263298032411
ACH-000389,-0.3214797894680109
ACH-000390,-0.1731255636925691
ACH-000393,-0.4886316516004046
ACH-000395,-0.27599311780872976
ACH-000396,-0.514056170609031
ACH-000397,-0.2821131421364859
ACH-000401,-0.19913858390468275
ACH-000402,-0.26091694280690275
ACH-000403,-0.4439471019062795
ACH-000404,-0.3314561816763353
ACH-000406,-0.2817221774081
ACH-000407,-0.3376096233069072
ACH-000408,-0.11945985690134694
ACH-000410,-0.454775393706088
ACH-000411,-0.5547736252439279
ACH-000414,-0.43804265039957774
ACH-000415,-0.3074668934756363
ACH-000416,-0.5742063566628661
ACH-000420,-0.3307122335094143
ACH-000421,-0.6548225407384797
ACH-000424,-0.3191956928554152
ACH-000425,-0.30479248537937564
ACH-000426,-0.4257317405037044
ACH-000427,-0.5455094256906228
ACH-000433,-0.28663022090360146
ACH-000435,-0.2882980842726802
ACH-000436,-0.32290564022841795
ACH-000444,-0.7758168721982145
ACH-000445,-0.3677945058132687
ACH-000448,-0.3975307369862183
ACH-000450,-0.2214699910874758
ACH-000452,-0.5381867278453002
ACH-000454,-0.14759729844982933
ACH-000458,-0.3557774412383908
ACH-000459,-0.2335741758066249
ACH-000460,-0.2958688931688961
ACH-000461,-0.20383672165294872
ACH-000463,-0.5365279229573752
ACH-000464,-0.3159535575064124
ACH-000466,-0.32322445568587715
ACH-000467,-0.4918284038120038
ACH-000468,-0.15275359354298362
ACH-000469,-0.23168151915173055
ACH-000470,-0.37255209045774135
ACH-000471,-0.39591705270177424
ACH-000472,-0.2616389266703297
ACH-000473,-0.4395460314787947
ACH-000475,-0.1696019448902311
ACH-000476,-0.2076858475841889
ACH-000477,-0.192340370256452
ACH-000479,-0.32225683799801064
ACH-000480,-0.3733292631219268
ACH-000481,-0.3739414686762359
ACH-000483,-0.28197381029251645
ACH-000484,-0.4335688271414181
ACH-000485,-0.1857344562220403
ACH-000486,-0.3625428584016033
ACH-000487,-0.2223948271456445
ACH-000488,-0.23019771701009695
ACH-000490,-0.454630934823333
ACH-000491,-0.33437576675130143
ACH-000495,-0.2681874475330384
ACH-000496,-0.26207649015165
ACH-000499,-0.24699472785042
ACH-000500,-0.29772575351066666
ACH-000502,-0.3709942376805384
ACH-000503,-0.4093887326183607
ACH-000505,-0.43855486952750494
ACH-000507,-0.2264158720136619
ACH-000510,-0.25155196382064937
ACH-000511,-0.4737696580519313
ACH-000512,-0.10564164854092074
ACH-000516,-0.531914276137142
ACH-000517,-0.3125998832522069
ACH-000518,-0.3473051404174489
ACH-000520,-0.3038520548147183
ACH-000521,-0.3709975559434636
ACH-000522,-0.35927424407587377
ACH-000524,-0.3793303692411208
ACH-000527,-0.6824330227314133
ACH-000528,-0.5570122304951599
ACH-000537,-0.5012962519041527
ACH-000541,-0.2301855484568472
ACH-000542,-0.5111931740739416
ACH-000544,-0.3746331562827992
ACH-000545,-0.4180589074552158
ACH-000547,-0.4802706489526977
ACH-000548,-0.467863801011745
ACH-000549,-0.4034233337221364
ACH-000550,-0.2935158105680347
ACH-000552,-0.3692071313056944
ACH-000556,-0.2979966481686698
ACH-000557,-0.3974158903046791
ACH-000569,-0.15904590210904862
ACH-000570,-0.18225374459483945
ACH-000571,-0.0804812550361926
ACH-000573,-0.4853943623094237
ACH-000576,-0.36070367238392415
ACH-000579,-0.22482367456292607
ACH-000580,-0.2623402399851593
ACH-000584,-0.5670253270382989
ACH-000585,-0.12686600010494056
ACH-000588,-0.24731166168275806
ACH-000589,-0.3342073962820453
ACH-000591,-0.23477568991816464
ACH-000593,-0.4713005602934823
ACH-000600,-0.2113085122345772
ACH-000601,-0.25871165594514045
ACH-000605,-0.4351958821808697
ACH-000606,-0.4739003901865269
ACH-000608,-0.2923319459503181
ACH-000614,-0.1666953486528404
ACH-000616,-0.13831479836025568
ACH-000618,-0.3011590010828253
ACH-000619,-0.1746428366683526
ACH-000620,-0.2741501074906975
ACH-000621,-0.30733394409796355
ACH-000622,-0.2667741754526109
ACH-000623,-0.2904073363515165
ACH-000624,-0.5404449216396148
ACH-000627,-0.32013088108386084
ACH-000630,-0.4877199424949522
ACH-000631,-0.2850294017310248
ACH-000632,-0.4067258990073134
ACH-000633,-0.15269346444721918
ACH-000637,-0.4609153145942914
ACH-000638,-0.2498663694616493
ACH-000646,-0.6177938629835876
ACH-000647,-0.2867019630957658
ACH-000648,-0.32193706916371306
ACH-000649,-0.20505058128051806
ACH-000651,-0.5370860080394807
ACH-000652,-0.31583243388288257
ACH-000653,-0.56281158220504
ACH-000657,-0.4042095689772057
ACH-000658,-0.3180043596976135
ACH-000661,-0.28389747643127056
ACH-000662,-0.2757469664941559
ACH-000663,-0.4546369113985638
ACH-000665,-0.5490199277414249
ACH-000671,-0.2216876786792813
ACH-000672,-0.32310800502472004
ACH-000673,-0.24857673944059935
ACH-000676,-0.21591463841195324
ACH-000677,-0.3540015734085549
ACH-000681,-0.3309998933382313
ACH-000683,-0.3602152203600696
ACH-000684,-0.3814250868788977
ACH-000688,-0.6008112452234899
ACH-000693,-0.3482994337569831
ACH-000694,-0.4254100541555485
ACH-000695,-0.5665182027687303
ACH-000696,-0.47385184979346096
ACH-000697,-0.3937819398115879
ACH-000699,-0.2358820266354121
ACH-000701,-0.3542668035978088
ACH-000706,-0.41131829021098737
ACH-000711,-0.42803050478709537
ACH-000713,-0.12903831459723988
ACH-000714,-0.10326626403005387
ACH-000718,-0.1639078643721187
ACH-000720,-0.2594927609734597
ACH-000721,-0.3030101361446956
ACH-000724,-0.2306965363049428
ACH-000725,-0.4080612562491945
ACH-000732,-0.3670824855838724
ACH-000734,-0.2666939467648128
ACH-000735,-0.3969477361729621
ACH-000736,-0.4508813144552103
ACH-000738,-0.3123104204568872
ACH-000746,-0.6249402267591996
ACH-000747,-0.3738731049644042
ACH-000748,-0.40283716891169896
ACH-000753,-0.5315243095686294
ACH-000756,-0.13455948079629707
ACH-000757,-0.3459394915290739
ACH-000758,-0.4761029243264654
ACH-000760,-0.31979678998879896
ACH-000762,-0.223528939673219
ACH-000763,-0.5421648362007734
ACH-000764,-0.4412916871664516
ACH-000765,-0.4562841218115022
ACH-000766,-0.3488503175422786
ACH-000767,-0.2955743636631878
ACH-000768,-0.4526748035828638
ACH-000769,-0.3909878245202069
ACH-000770,-0.15196775799124618
ACH-000771,-0.4110944231671208
ACH-000773,-0.10946612256698954
ACH-000776,-0.16359587187564287
ACH-000777,-0.2483489388486252
ACH-000778,-0.5056236952605184
ACH-000781,-0.4023085187327684
ACH-000782,-0.343565589639797
ACH-000783,-0.35920898851016186
ACH-000784,-0.4093917288627128
ACH-000785,-0.2081576102685634
ACH-000787,-0.32748308814991184
ACH-000788,-0.32418157609872683
ACH-000791,-0.3696835355689984
ACH-000792,-0.2134605624239139
ACH-000794,-0.22415538615543948
ACH-000796,-0.3376315652950094
ACH-000798,-0.5556980288949994
ACH-000799,-0.2105139784058186
ACH-000800,-0.3987662904593917
ACH-000802,-0.4739572059959644
ACH-000804,-0.270717586160286
ACH-000805,-0.13263212098172106
ACH-000809,-0.18858006438670136
ACH-000810,-0.268297535626632
ACH-000811,-0.7303496325122426
ACH-000817,-0.27029908305454675
ACH-000819,-0.39080038382579213
ACH-000820,-0.37816073344037
ACH-000821,-0.2896515401342541
ACH-000822,-0.20807857709476132
ACH-000823,-0.3611561026312796
ACH-000824,-0.4184364074335857
ACH-000827,-0.2940375019376291
ACH-000829,-0.2763641393465869
ACH-000831,-0.4972284859457457
ACH-000832,-0.4399380705555516
ACH-000833,-0.3844838832225606
ACH-000834,-0.2489123235866136
ACH-000835,-0.5024438042073043
ACH-000836,-0.3776425993094091
ACH-000837,-0.3912992221685144
ACH-000838,-0.3905286540037339
ACH-000839,-0.25989588501960004
ACH-000840,-0.2982436097629954
ACH-000841,-0.2707242409929509
ACH-000843,-0.2572311256670676
ACH-000846,-0.3986347958688484
ACH-000847,-0.32355448534350817
ACH-000848,-0.3936703815625073
ACH-000849,-0.35943648166028724
ACH-000851,-0.4512830344742004
ACH-000855,-0.3715640388804813
ACH-000856,-0.4515706630498738
ACH-000858,-0.21720457361686527
ACH-000859,-0.27750133647966946
ACH-000861,-0.4288385906058105
ACH-000862,-0.2814649765975954
ACH-000865,-0.3091836287269951
ACH-000866,-0.3958432801343423
ACH-000867,-0.3971376384311053
ACH-000869,-0.3069605795083021
ACH-000872,-0.3951889728477487
ACH-000873,-0.5376856834474691
ACH-000876,-0.26992592388186626
ACH-000878,-0.12820047027701312
ACH-000880,-0.3848660025940893
ACH-000881,-0.4605689884742431
ACH-000882,-0.1980504726168431
ACH-000884,-0.42183777470998624
ACH-000885,-0.4788279325321735
ACH-000887,-0.4372712012527949
ACH-000889,-0.15727447179142345
ACH-000896,-0.574928607443525
ACH-000898,-0.3344939629482072
ACH-000900,-0.2861629155241521
ACH-000901,-0.3637028419990071
ACH-000905,-0.3078117074965286
ACH-000906,-0.42976505318541375
ACH-000907,-0.5334532681700713
ACH-000910,-0.2999535596777349
ACH-000911,-0.4363253735621608
ACH-000912,-0.4533915798827427
ACH-000913,-0.2968682979810796
ACH-000915,-0.3133823390703196
ACH-000916,-0.2369693014704624
ACH-000917,-0.4925484924147168
ACH-000920,-0.2604194043065182
ACH-000921,-0.4447162287603041
ACH-000924,-0.44100908338281786
ACH-000926,-0.3986161197763521
ACH-000928,-0.4150091694965076
ACH-000929,-0.4286597083785336
ACH-000932,-0.24192501691571824
ACH-000935,-0.15644916001796938
ACH-000936,-0.31680408600912296
ACH-000937,-0.2539265816864489
ACH-000938,-0.3078420803398211
ACH-000939,-0.3294108112676038
ACH-000941,-0.4987403283020115
ACH-000943,-0.22258043653604487
ACH-000946,-0.3805202468887226
ACH-000947,-0.4134605075542994
ACH-000948,-0.5852163987321465
ACH-000950,-0.3275082245505415
ACH-000953,0.01377511533000728
ACH-000954,-0.6559192074142517
ACH-000957,-0.4315748294192441
ACH-000958,-0.26886011995247383
ACH-000960,-0.4334190770700228
ACH-000963,-0.16713080512485587
ACH-000968,-0.2421815369697454
ACH-000969,-0.542028175880495
ACH-000972,-0.5587095187096459
ACH-000973,-0.32841236884258185
ACH-000974,-0.4188410746710032
ACH-000978,-0.2400406005103855
ACH-000984,-0.3419612062900216
ACH-000986,-0.3677651958455835
ACH-000988,-0.5142668773004108
ACH-000993,-0.3781857316514897
ACH-000994,-0.423733825981628
ACH-000996,-0.5140215542519979
ACH-001001,-0.2794507364279021
ACH-001020,-0.17337573563959244
ACH-001028,-0.26545418721077474
ACH-001031,-0.2525977283015344
ACH-001038,-0.280705093510888
ACH-001048,-0.3509945381231839
ACH-001050,-0.31764899987623035
ACH-001053,-0.3725967770692173
ACH-001054,-0.3950570789903017
ACH-001061,-0.4691280081530453
ACH-001067,-0.3625000795403566
ACH-001075,-0.2732642998980685
ACH-001096,-0.4778819252736256
ACH-001111,-0.2000816217791596
ACH-001119,-0.3955406922579776
ACH-001128,-0.3571721616047324
ACH-001134,-0.4776350841147178
ACH-001151,-0.5178635124782178
ACH-001163,-0.4041916737854879
ACH-001164,-0.5226701857381039
ACH-001183,-0.34339816104764803
ACH-001192,-0.31204989469892874
ACH-001193,-0.1929304304306096
ACH-001196,-0.2911074464989532
ACH-001197,-0.3485938452732601
ACH-001205,-0.311871135087648
ACH-001211,-0.5200318596393402
ACH-001212,-0.3057341490025205
ACH-001228,-0.2431439475392774
ACH-001232,-0.5303758995816638
ACH-001239,-0.19852717701540706
ACH-001270,-0.26213737937402903
ACH-001274,-0.3428777394813344
ACH-001275,-0.2506364209705801
ACH-001277,-0.13810393451465353
ACH-001278,-0.41716307732888985
ACH-001280,-0.40865310918279785
ACH-001283,-0.6070338666874352
ACH-001289,-0.3837754251832806
ACH-001300,-0.33482077663538473
ACH-001301,-0.5645281581054477
ACH-001302,-0.4327593463338809
ACH-001306,-0.4351769737658359
ACH-001318,-0.3932977237993573
ACH-001322,-0.4492762875634188
ACH-001328,-0.3045470684809959
ACH-001332,-0.3465701475379908
ACH-001336,-0.35357819052581885
ACH-001346,-0.3574026486652784
ACH-001353,-0.3807906199783905
ACH-001354,-0.25705003867004395
ACH-001367,-0.3286489303862021
ACH-001368,-0.3033086871499229
ACH-001374,-0.29971030468453586
ACH-001377,-0.4071005276404361
ACH-001380,-0.28205095792062
ACH-001391,-0.3861199753304375
ACH-001408,-0.43102755451454106
ACH-001430,-0.3952841460343063
ACH-001431,-0.484426593927883
ACH-001450,-0.3603725270538309
ACH-001496,-0.5151751328417787
ACH-001500,-0.26113357106159263
ACH-001523,-0.34310518256061723
ACH-001532,-0.393409429234676
ACH-001550,-0.4538152678781766
ACH-001552,-0.3397135859426141
ACH-001554,-0.2335584962900008
ACH-001654,-0.2275907289857816
ACH-001735,-0.21973094908452007
ACH-001736,-0.3391586882734919
ACH-001737,-0.4182480466127177
ACH-001740,-0.3087575525083069
ACH-001745,-0.20245534293037493
ACH-001765,-0.1913530028984807
