,MIB2 (142678)
ACH-000004,-0.1861866423283665
ACH-000005,0.05511915500642677
ACH-000007,-0.15831599667322718
ACH-000009,-0.17481355383073374
ACH-000011,0.050567573996893836
ACH-000012,-0.13368294704840167
ACH-000013,-0.11518960613232827
ACH-000014,0.04704304996901144
ACH-000015,-0.042369397621155484
ACH-000017,-0.1902916490243859
ACH-000018,-0.14193126382517535
ACH-000019,-0.23289983700521405
ACH-000021,-0.13063024076951296
ACH-000022,-0.09425685789213842
ACH-000025,-0.12804555028496833
ACH-000028,0.036240511674800906
ACH-000030,-0.017832957672921982
ACH-000035,-0.1256637748070766
ACH-000036,-0.10580021518347367
ACH-000037,-0.2745382652078558
ACH-000039,-0.025435499167907855
ACH-000040,-0.22321499277862605
ACH-000041,-0.11561792580062895
ACH-000042,-0.18120387779025265
ACH-000045,-0.1882125732271545
ACH-000047,-0.20069971596331185
ACH-000052,-0.16788482392817108
ACH-000053,-0.1668662829710708
ACH-000054,-0.10824974826366797
ACH-000055,-0.21141342365988697
ACH-000060,-0.12673954257866293
ACH-000067,-0.2957033657463545
ACH-000070,-0.21711770416226647
ACH-000075,-0.18993815723594584
ACH-000078,-0.19217267079407907
ACH-000082,-0.11154402534555252
ACH-000085,-0.3371506234310306
ACH-000086,-0.2887968908423925
ACH-000087,0.049501085255490886
ACH-000092,-0.17131863835769812
ACH-000095,-0.13428874201529248
ACH-000097,-0.09142082249664586
ACH-000098,-0.023200267955597608
ACH-000099,-0.08017517737874258
ACH-000108,-0.344742156247736
ACH-000113,-0.12467528406270835
ACH-000116,0.09577563437744492
ACH-000118,-0.035684477324434916
ACH-000120,-0.21208894798302905
ACH-000123,-0.26283354612301896
ACH-000127,-0.052345899277966484
ACH-000128,-0.0773452805969286
ACH-000132,-0.050276148177119895
ACH-000133,-0.038223567953848264
ACH-000137,-0.064530353361474
ACH-000138,-0.2123316379765751
ACH-000142,-0.14915006434235326
ACH-000143,-0.11856414453830012
ACH-000146,-0.14892660361073562
ACH-000148,-0.08405225969651786
ACH-000150,-0.6332895231143579
ACH-000152,-0.1471103694906018
ACH-000153,-0.17883668516831375
ACH-000159,-0.1009194978272565
ACH-000160,0.06196661761481416
ACH-000163,-0.23984117573698194
ACH-000167,-0.12002583865151395
ACH-000168,-0.14903137703212188
ACH-000169,0.05511058921388039
ACH-000178,-0.1406002778974717
ACH-000183,0.07731664251938074
ACH-000188,-0.10875095337763883
ACH-000189,-0.3346832655397761
ACH-000190,-0.0930932791035122
ACH-000198,-0.20170909945395016
ACH-000203,0.19448664311083771
ACH-000204,-0.19145565874316656
ACH-000206,-0.21085077691852
ACH-000207,0.060598834206485486
ACH-000208,-0.22284423426188155
ACH-000210,0.03813011895587151
ACH-000211,-0.14109037743181768
ACH-000215,-0.1672646509476426
ACH-000221,-0.18040517880169268
ACH-000222,-0.1226260141011222
ACH-000223,-0.06259343702761277
ACH-000226,-0.014822145801036374
ACH-000227,-0.07863329516627345
ACH-000228,-0.21840926621799006
ACH-000231,-0.09276510468253507
ACH-000232,-0.07506979283425236
ACH-000233,-0.19372625341137525
ACH-000234,-0.18062426299116413
ACH-000235,-0.10154568909404084
ACH-000237,-0.18128976168528535
ACH-000238,-0.21860411736466792
ACH-000242,-0.06791341145062685
ACH-000243,0.016579083629008562
ACH-000244,-0.1136051784201386
ACH-000246,-0.1661458707500028
ACH-000248,-0.048060095111048966
ACH-000250,-0.1548029179631886
ACH-000251,0.16452240190332088
ACH-000252,-0.17024806559731007
ACH-000253,-0.028368448557914712
ACH-000255,-0.06835965322401406
ACH-000256,-0.1385135304337366
ACH-000257,-0.44921860959286863
ACH-000258,0.03404823927732159
ACH-000259,-0.19092782146115414
ACH-000260,-0.18428882502056265
ACH-000261,-0.0751966573905735
ACH-000262,-0.1996728739426621
