,APTX (54840)
ACH-000004,-0.11614832184656874
ACH-000005,-0.03440650848757317
ACH-000007,-0.3208925978597978
ACH-000009,-0.3028305454129145
ACH-000011,-0.07628551342317393
ACH-000012,0.0038806397049189188
ACH-000013,-0.02890461126219421
ACH-000014,-0.05800154476893995
ACH-000015,-0.06561661704440674
ACH-000017,0.05663346666800609
ACH-000018,-0.11496604277702901
ACH-000019,0.012575082420380482
ACH-000021,-0.13288573184457994
ACH-000022,-0.01970145384616333
ACH-000025,-0.018758660317771896
ACH-000028,-0.020637646219014538
ACH-000030,-0.19260885383707674
ACH-000035,0.1510174413078029
ACH-000036,-0.1981547699223289
ACH-000037,-0.2159571780875195
ACH-000039,-0.12244472226672196
ACH-000040,-0.07925091941652987
ACH-000041,-0.050270030458051215
ACH-000042,-0.012062848477356492
ACH-000045,0.030353140633203282
ACH-000047,-0.04623611423515001
ACH-000052,0.09544379434120784
ACH-000053,0.025483984207712418
ACH-000054,-0.023169568006970218
ACH-000055,-0.02722620813693784
ACH-000060,-0.1054514063425824
ACH-000067,0.1376199173804253
ACH-000070,-0.01330560387549445
ACH-000075,-0.04768324288772582
ACH-000078,-0.0625330247958999
ACH-000082,-0.08642825727707461
ACH-000085,-0.09340016884439437
ACH-000086,0.05532924376551116
ACH-000087,-0.2830386992525794
ACH-000092,-0.06259241742006351
ACH-000095,-0.04797324537462687
ACH-000097,-0.07531236891470054
ACH-000098,-0.19574834064383176
ACH-000099,0.06360859418707396
ACH-000108,0.06330392968140221
ACH-000113,-0.13138442550008367
ACH-000116,0.04454826039188936
ACH-000118,-0.042018690630170906
ACH-000120,-0.03427296023078967
ACH-000123,-0.1957571345482444
ACH-000127,-0.19387515817290832
ACH-000128,0.15039730122218
ACH-000132,-0.034177295071455616
ACH-000133,-0.08365416903918367
ACH-000137,0.008671682082942797
ACH-000138,-0.16883596369140835
ACH-000142,0.1474966640322193
ACH-000143,0.015435980592829803
ACH-000146,0.0059618475430581
ACH-000148,-0.03038379719947697
ACH-000150,-0.1577556936615852
ACH-000152,0.19381216950722546
ACH-000153,0.1633054287004141
ACH-000159,-0.11885571256864455
ACH-000160,-0.047837056406308885
ACH-000163,-0.0690933191466627
ACH-000167,0.07533909119705695
ACH-000168,-0.08728855751490948
ACH-000169,-0.06989859337495223
ACH-000178,-0.05380212026372728
ACH-000183,-0.12299854970566115
ACH-000188,-0.07643109749140144
ACH-000189,-0.27980253263844296
ACH-000190,-0.08001949991657277
ACH-000198,0.11346251709211863
ACH-000203,-0.4278746464054394
ACH-000204,0.04741964149163281
ACH-000206,-0.3677279438711069
ACH-000207,0.1256740313041119
ACH-000208,0.1388310174957751
ACH-000210,-0.2276811310057063
ACH-000211,-0.07867177352936827
ACH-000215,-0.1808278804356757
ACH-000221,0.028748003519751264
ACH-000222,0.01666644663402908
ACH-000223,-0.07280440532993403
ACH-000226,0.02655268719693147
ACH-000227,-0.10825849084289628
ACH-000228,-0.1823747653137456
ACH-000231,-0.09459710874710836
ACH-000232,0.03768576044503885
ACH-000233,-0.041373676057404066
ACH-000234,0.00909046055791935
ACH-000235,-0.08308174522306366
ACH-000237,-0.08338244259000645
ACH-000238,-0.1109127569625592
ACH-000242,0.2640848508992225
ACH-000243,-0.012105333765270914
ACH-000244,-0.1454711473790206
ACH-000246,-0.12201822301888167
ACH-000248,0.1748964322639872
ACH-000250,0.039020619851769536
ACH-000251,0.10006745665157547
ACH-000252,-0.048351846462844766
ACH-000253,-0.015659156699305163
ACH-000255,0.02241886951283384
ACH-000256,0.06615836702265497
ACH-000257,0.00872010752710799
ACH-000258,0.10761973350161226
ACH-000259,0.11079080562633846
ACH-000260,-0.06633245774014218
ACH-000261,-0.12354734264183798
ACH-000262,0.07263356836365473
ACH-000263,-0.1781414081572128
