,XRCC4 (7518)
ACH-000004,-0.3006363877938329
ACH-000005,-0.39269767750063866
ACH-000007,-0.3114445376928439
ACH-000009,-0.1960163262039216
ACH-000011,-0.3969991912766282
ACH-000012,-0.1237321214847832
ACH-000013,-0.14776850033505007
ACH-000014,-0.4705076554057476
ACH-000015,-0.4486712780539054
ACH-000017,-0.20523932953079144
ACH-000018,-0.32688978879747216
ACH-000019,-0.4120449530924432
ACH-000021,-0.2891952949851708
ACH-000022,-0.2018181091737584
ACH-000025,-0.25442185221596664
ACH-000028,-0.21483249098008225
ACH-000030,-0.18063682961566768
ACH-000035,-0.20542747154945432
ACH-000036,-0.3850585226049642
ACH-000037,-0.35807329399412663
ACH-000039,-0.21558062537699527
ACH-000040,-0.2030883030811816
ACH-000041,-0.4061198905385559
ACH-000042,-0.25935681948402645
ACH-000045,-0.3313012900435254
ACH-000047,-0.19100745355107165
ACH-000052,-0.1589948508227377
ACH-000053,-0.16638574346371246
ACH-000054,-0.20489152348730852
ACH-000055,-0.26388168837034115
ACH-000060,-0.29482052047501744
ACH-000067,-0.2691970555471986
ACH-000070,-0.3105367139351113
ACH-000075,-0.025090732442484085
ACH-000078,-0.1668642324884664
ACH-000082,-0.40108410788807264
ACH-000085,-0.4599720159328356
ACH-000086,-0.2653916874140064
ACH-000087,-0.10185580588088823
ACH-000092,-0.17186448010153596
ACH-000095,-0.2730647629086639
ACH-000097,-0.3777629117190904
ACH-000098,-0.31136070769118473
ACH-000099,-0.2778941729712777
ACH-000108,-0.26517286006403723
ACH-000113,-0.3305803022080093
ACH-000116,-0.2955160096257929
ACH-000118,-0.12799262481520973
ACH-000120,-0.4230056131961741
ACH-000123,-0.2506880375056647
ACH-000127,-0.3795419142639
ACH-000128,-0.06920351809125146
ACH-000132,-0.3230712053222339
ACH-000133,-0.280721498538974
ACH-000137,-0.24724088514469356
ACH-000138,-0.1596167043348988
ACH-000142,-0.20745784624435665
ACH-000143,-0.2987849755003292
ACH-000146,-0.250761432082706
ACH-000148,-0.2875763888584884
ACH-000150,-0.18128266322794956
ACH-000152,-0.19124670376638309
ACH-000153,-0.5739004571329571
ACH-000159,-0.26768821844763085
ACH-000160,-0.21450718445490385
ACH-000163,-0.2475367742581079
ACH-000167,-0.2563775621829544
ACH-000168,-0.1458980990469388
ACH-000169,-0.24446255157793675
ACH-000178,-0.24651330346984116
ACH-000183,-0.24929561224470234
ACH-000188,-0.3846950169473836
ACH-000189,-0.25179070758523103
ACH-000190,-0.18949305210483486
ACH-000198,-0.4634945665240416
ACH-000203,-0.6275451532421243
ACH-000204,-0.1862531319594405
ACH-000206,-0.08620214469064184
ACH-000207,-0.16985295357785096
ACH-000208,-0.366783204921798
ACH-000210,0.10333696143841696
ACH-000211,-0.2775463752423488
ACH-000215,-0.3005874267733998
ACH-000221,-0.19352107367061444
ACH-000222,-0.30004856217096226
ACH-000223,-0.2706930966579434
ACH-000226,-0.3064864640357776
ACH-000227,-0.3698286255234132
ACH-000228,-0.20571372669125
ACH-000231,-0.3106580740382215
ACH-000232,-0.36194143521505495
ACH-000233,-0.07906186399013977
ACH-000234,-0.2092683661789923
ACH-000235,-0.18414951124989093
ACH-000237,-0.2989121523385168
ACH-000238,-0.37480772797652223
ACH-000242,-0.2560177762732402
ACH-000243,-0.32771177155065234
ACH-000244,-0.4007745565632968
ACH-000246,-0.2439066275079906
ACH-000248,-0.3416630821647024
ACH-000250,-0.14794035226777544
ACH-000251,-0.13029432035638525
ACH-000252,-0.3571845956922057
ACH-000253,-0.1373079529372217
ACH-000255,-0.33589417061965343
ACH-000256,-0.3559650389084274
ACH-000257,-0.4921848107941707
ACH-000258,-0.10318349461279702
