,PRICKLE1 (144165)
ACH-000004,-0.3355304795389845
ACH-000005,-0.3108422383616179
ACH-000007,-0.07852083272746511
ACH-000009,-0.21876600508657051
ACH-000011,-0.1290679760736655
ACH-000012,-0.03557054415542324
ACH-000013,-0.21587062825901154
ACH-000014,-0.09389800258814293
ACH-000015,-0.2522670020229737
ACH-000017,-0.03932942107160006
ACH-000018,0.06162592326501136
ACH-000019,-0.4096721978902721
ACH-000021,-0.047176734916781836
ACH-000022,-0.15771218803290682
ACH-000025,-0.3375872084497752
ACH-000028,-0.26709750025287937
ACH-000030,-0.07036396072071724
ACH-000035,-0.3021896474924483
ACH-000036,-0.1121556008240719
ACH-000037,-0.2617680431480189
ACH-000039,-0.4355493398866989
ACH-000040,0.015060698322181175
ACH-000041,-0.09893567909800663
ACH-000042,-0.013943142830838546
ACH-000045,-0.06819582567863282
ACH-000047,-0.051194379941796
ACH-000052,-0.27339291072476063
ACH-000053,-0.12277067955563803
ACH-000054,-0.12880136813809806
ACH-000055,-0.1817548094588688
ACH-000060,0.005269900801986088
ACH-000067,-0.28177685281691595
ACH-000070,-0.15684039215344125
ACH-000075,-0.10249097549133904
ACH-000078,-0.17514694508785686
ACH-000082,-0.12352378045680115
ACH-000085,-0.2367995754133435
ACH-000086,-0.3166893415195056
ACH-000087,-0.313389688268617
ACH-000092,-0.04351631006307002
ACH-000095,-0.091553118691428
ACH-000097,-0.1958599574458702
ACH-000098,0.03033231500618509
ACH-000099,-0.2069529631682876
ACH-000108,-0.06772413923271622
ACH-000113,-0.06580581473540836
ACH-000116,-0.02695048106467676
ACH-000118,-0.12926446589921636
ACH-000120,-0.005774499816121543
ACH-000123,-0.13248841001913836
ACH-000127,-0.10504610788362337
ACH-000128,-0.2286675886785708
ACH-000132,-0.1039792383927134
ACH-000133,-0.10503781672423697
ACH-000137,0.04640431420433315
ACH-000138,-0.04133006738634839
ACH-000142,-0.06547622590699714
ACH-000143,-0.09960677131953836
ACH-000146,-0.20237323083250994
ACH-000148,-0.1755309301267941
ACH-000150,-0.22102358523864246
ACH-000152,-0.16081432517368469
ACH-000153,-0.3958758789309728
ACH-000159,0.018787724820941185
ACH-000160,-0.07684498350141376
ACH-000163,-0.1509701178093185
ACH-000167,-0.2490241643602946
ACH-000168,-0.0375835154337958
ACH-000169,-0.08903873543478667
ACH-000178,-0.0952508466203058
ACH-000183,-0.08982885438798646
ACH-000188,-0.14086129976021475
ACH-000189,-0.1228865677897303
ACH-000190,0.008950429354790795
ACH-000198,-0.15056144867909474
ACH-000203,-0.4596056353732509
ACH-000204,-0.19727776118189305
ACH-000206,-0.16320135984211304
ACH-000207,-0.11990241580352215
ACH-000208,-0.2798603648049207
ACH-000210,0.04392466951324045
ACH-000211,-0.07935065439377545
ACH-000215,-0.11307202258230754
ACH-000221,-0.3638540609756733
ACH-000222,0.17007684086885874
ACH-000223,-0.2373840634577895
ACH-000226,-0.0014870022362976636
ACH-000227,-0.1248466234640834
ACH-000228,-0.25475920357140924
ACH-000231,-0.27572068175352343
ACH-000232,-0.15404294034032626
ACH-000233,-0.2099939499177801
ACH-000234,-0.18633793635709786
ACH-000235,-0.10175837039070572
ACH-000237,-0.2869931905325019
ACH-000238,-0.0987272460039076
ACH-000242,-0.2257343356548565
ACH-000243,-0.09021632663914712
ACH-000244,0.05419749029191099
ACH-000246,-0.15129607121723368
ACH-000248,-0.12568745021002986
ACH-000250,-0.03511637170104051
ACH-000251,-0.032852803527817984
ACH-000252,-0.1070977140560402
ACH-000253,-0.15931641598236448
ACH-000255,0.003378856133805664
ACH-000256,0.016485728953315883
ACH-000257,-0.3207259030095561
ACH-000258,-0.18275970307833572
ACH-000259,-0.10293898028112344
ACH-000260,-0.0692530164162017
ACH-000261,-0.1829301648269587
ACH-000262,0.0889848336115826
ACH-000263,-0.15214776717196965
ACH-000264,-0.10411564424473822
ACH-000265,-0.22486260950038134
ACH-000266,-0.09090847296104967
ACH-000272,0.0021879432348801088
ACH-000274,-0.11726673381249254
ACH-000277,-0.06441065012651406
ACH-000278,-0.2408388524359995
ACH-000279,-0.16116837315250535
ACH-000280,-0.03739518704420357
ACH-000281,-0.04526542798847182
ACH-000288,-0.1149053828290584
ACH-000291,-0.09783407872942224
ACH-000293,-0.05899167122258025
ACH-000294,-0.06661533294942877
ACH-000295,-0.0600066350169611
ACH-000296,-0.21495209618065086
ACH-000302,-0.23011935320841245
ACH-000304,0.018559975358946774
ACH-000307,-0.13002771507312685
ACH-000308,-0.16122019326144962
ACH-000310,-0.23538276908624656
ACH-000311,0.12221029740865555
ACH-000312,-0.03823003271925377
ACH-000315,-0.09058249428992753
ACH-000316,-0.09532570641857983
ACH-000317,0.062487589671367826
ACH-000318,-0.22428683104681568
ACH-000319,-0.16276457133682867
ACH-000320,0.03106999244684708
ACH-000322,0.038395851140944064
ACH-000323,-0.031007202021412283
ACH-000324,-0.09223372134747684
ACH-000329,-0.18307081435879868
ACH-000330,-0.1811062397059147
ACH-000331,-0.06728964293174773
ACH-000332,-0.07431662606443623
ACH-000334,-0.3437315980657165
ACH-000335,-0.14700129399699716
ACH-000336,-0.3194352330330189
ACH-000337,-0.20508118827262328
ACH-000338,-0.022183681207940124
ACH-000339,-0.20891134181413948
ACH-000341,-0.2046182631901939
ACH-000348,-0.177352056337042
ACH-000350,-0.15831642443774122
ACH-000352,-0.060575930443079073
ACH-000356,-0.09343834649096808
ACH-000361,0.14450727837705846
ACH-000362,-0.1394690622166573
ACH-000363,-0.010949627396534385
ACH-000364,-0.2300086933011421
ACH-000365,-0.21133414868692973
ACH-000366,-0.17090911695419198
ACH-000368,-0.034628975848498667
ACH-000374,-0.16303876320989066
ACH-000375,-0.12578403073440994
ACH-000376,-0.1519436317509233
ACH-000381,-0.0212296782851572
ACH-000383,-0.09439476868842876
ACH-000387,-0.26603068536219515
ACH-000389,0.009356622967149843
ACH-000390,0.003056021024183789
ACH-000393,0.013510056844553649
ACH-000395,-0.21882200917516312
ACH-000396,0.047653685576491515
ACH-000397,-0.1647929259487738
ACH-000401,-0.20806488019316485
ACH-000402,-0.17871048122352787
ACH-000403,-0.01551877239681359
ACH-000404,-0.3682030606341321
ACH-000406,-0.04829838446341553
ACH-000407,0.006734913262528174
ACH-000408,-0.09392585143231982
ACH-000410,-0.15735028734563175
ACH-000411,-0.07244938214222371
ACH-000414,-0.03173743228992959
ACH-000415,-0.05640941436766826
ACH-000416,-0.10111395862874688
ACH-000420,-0.04708672543485635
ACH-000421,-0.13825343341224686
ACH-000424,-0.4223611843882958
ACH-000425,-0.1045204260697256
ACH-000426,-0.016936551965957766
ACH-000427,-0.11389480194428454
ACH-000433,0.03447786883240394
ACH-000435,0.18514269314894247
ACH-000436,0.0397141935622612
ACH-000444,-0.06367027335163206
ACH-000445,-0.12529132546209992
ACH-000448,-0.2354072508447995
ACH-000450,0.005011580076282533
ACH-000452,-0.14476671791146187
ACH-000454,-0.2494461264741102
ACH-000458,-0.11362986786924495
ACH-000459,-0.09744378016114967
ACH-000460,-0.009401195329939457
ACH-000461,-0.2325956883351524
ACH-000463,-0.010231233360790177
ACH-000464,-0.22991926560128775
ACH-000466,-0.24844965103734806
