,BCHE (590)
ACH-000004,-0.03961276627098112
ACH-000005,0.08013472813485975
ACH-000007,-0.06402218232893662
ACH-000009,0.00881235656324199
ACH-000011,0.05029462021668036
ACH-000012,0.11770274484584
ACH-000013,0.057240392916488025
ACH-000014,0.10635287707097968
ACH-000015,-0.019499070840167908
ACH-000017,-0.05369970989833009
ACH-000018,0.16413930024920145
ACH-000019,0.06232117558455065
ACH-000021,0.04304187554094556
ACH-000022,-0.035001603008121426
ACH-000025,0.03654790428797191
ACH-000028,-0.0012133169340294116
ACH-000030,-0.023383129382335863
ACH-000035,0.054435663783309364
ACH-000036,-0.028602694028050542
ACH-000037,0.07981706598459554
ACH-000039,-0.12288320657096842
ACH-000040,-0.01262362935094935
ACH-000041,0.11708085936846875
ACH-000042,0.004190460889715826
ACH-000045,0.09307883586036372
ACH-000047,0.1345598303270954
ACH-000052,-0.032565823008385626
ACH-000053,0.03539193573033922
ACH-000054,-0.1177169920193706
ACH-000055,0.1662511066985322
ACH-000060,0.010753394718833494
ACH-000067,-0.0167651870247445
ACH-000070,0.014284050060600718
ACH-000075,0.08817370036752749
ACH-000078,-0.031252822904598826
ACH-000082,0.012111646462715163
ACH-000085,0.2320385750117317
ACH-000086,0.15078911882171442
ACH-000087,-0.22342844931000566
ACH-000092,-0.029375808909297575
ACH-000095,-0.050568603997717135
ACH-000097,0.15318225807612812
ACH-000098,0.07115346877540707
ACH-000099,-0.03730808831653568
ACH-000108,0.07391334014712808
ACH-000113,0.032830571873345864
ACH-000116,0.032049490873832916
ACH-000118,0.12032774648872788
ACH-000120,0.05532638438869098
ACH-000123,0.07067919789743687
ACH-000127,0.1323171844911469
ACH-000128,0.09190232606243612
ACH-000132,-0.037053725897762034
ACH-000133,0.008514128108165157
ACH-000137,0.3384976858990619
ACH-000138,0.11470712143470699
ACH-000142,-0.07038787140082048
ACH-000143,0.06933299185537302
ACH-000146,0.00875276188177143
ACH-000148,0.037047272698012716
ACH-000150,0.2185971091730282
ACH-000152,0.06941998264533737
ACH-000153,0.11639319073462195
ACH-000159,-0.05295127899606337
ACH-000160,0.09748549951273937
ACH-000163,-0.009946601495513343
ACH-000167,-0.02001728316197861
ACH-000168,0.1875373635912405
ACH-000169,0.08376687384662514
ACH-000178,-0.0038601577401462133
ACH-000183,-0.011413607752134252
ACH-000188,0.04168687112404729
ACH-000189,-0.09938143621899233
ACH-000190,-0.1868994914303252
ACH-000198,0.07201682665895733
ACH-000203,0.01720828153310781
ACH-000204,0.11226138748188744
ACH-000206,0.03443409698629366
ACH-000207,-0.021028764427480477
ACH-000208,0.06104560815503737
ACH-000210,-0.07752535640002914
ACH-000211,0.09210238458004394
ACH-000215,0.12865267096450575
ACH-000221,0.14796526358172565
ACH-000222,0.18134920264856288
ACH-000223,0.016537451456364028
ACH-000226,0.06161314187592476
ACH-000227,0.01955592089554294
ACH-000228,0.29786114686439497
ACH-000231,0.028542138578058138
ACH-000232,0.0460814070962652
ACH-000233,-0.02058337428370343
ACH-000234,-0.041692095903422224
ACH-000235,0.06428634378286169
ACH-000237,0.016034685815871797
ACH-000238,0.007960681851806584
ACH-000242,0.4263286138046444
ACH-000243,0.11533282617955498
ACH-000244,0.19521867834785545
ACH-000246,-0.023630453313087028
ACH-000248,0.11740651158449585
ACH-000250,0.04643139382197452
ACH-000251,-0.029862714260656308
ACH-000252,0.10509888629700656
ACH-000253,0.1654539748891309
ACH-000255,0.01335063067404045
ACH-000256,0.02118682727759235
ACH-000257,-0.3022542753902008
ACH-000258,0.045565585062486584
ACH-000259,0.0768659127857411
ACH-000260,-0.04566044226122897
ACH-000261,0.09338144289581037
ACH-000262,-0.05666925765051525
ACH-000263,0.07092074314463555
ACH-000264,0.056197700608924164
ACH-000265,0.06714575920641101
ACH-000266,0.03672282100937616
ACH-000272,0.04784250311557165
ACH-000274,-0.056804285216916474
ACH-000277,0.13699596916431464
ACH-000278,0.06302224490441014
ACH-000279,-0.05382218886072486
ACH-000280,0.05815524237322588
ACH-000281,0.14437568448299054
ACH-000288,0.11456664292036516
ACH-000291,0.03078240881201293
ACH-000293,0.15597287469568372
ACH-000294,0.10771886960649278
ACH-000295,-0.04144275098936434
ACH-000296,0.09870829197707803
ACH-000302,0.012948976117817994
ACH-000304,0.07024388789163666
ACH-000307,0.06982527635302625
ACH-000308,0.022393245455739518
ACH-000310,-0.09387214792740092
ACH-000311,0.21830058332265548
ACH-000312,0.08642985208167926
ACH-000315,0.13981386746917207
ACH-000316,0.0710182772597704
ACH-000317,0.0754502600114345
ACH-000318,0.1015959407632228
ACH-000319,0.12841379786195475
ACH-000320,0.21768135398098232
ACH-000322,-0.11877210673691913
ACH-000323,-0.09626243104992392
ACH-000324,-0.05361965339663445
ACH-000329,0.11408597350847635
ACH-000330,0.06584853912119973
ACH-000331,-0.03989039801544457
ACH-000332,0.05040239837927506
ACH-000334,-0.032601854850267634
ACH-000335,0.018457236495341763
ACH-000336,0.20487876174713893
ACH-000337,0.10274424830246907
ACH-000338,-0.02900499013565467
ACH-000339,-0.035074865217032104
ACH-000341,-0.11358929196539087
ACH-000348,0.05148672074709502
ACH-000350,-0.027198626230959082
ACH-000352,0.056186080119487565
ACH-000356,0.0024018017437732954
ACH-000361,0.15078146829138114
ACH-000362,0.10633287191886437
ACH-000363,0.025651327325690827
ACH-000364,-0.08287626431421631
ACH-000365,0.08271172421109056
ACH-000366,-0.0761450788396462
ACH-000368,0.15642799045923012
ACH-000374,0.09156494249947074
ACH-000375,-0.011769748035148112
ACH-000376,-0.008593332879802278
ACH-000381,0.05316594402746951
ACH-000383,-0.04426119050522823
ACH-000387,0.154274522399639
ACH-000389,-0.05672802097963544
ACH-000390,-0.05127073863399072
ACH-000393,0.12986536843531654
ACH-000395,0.04149137693276568
ACH-000396,0.21523429760633725
ACH-000397,-0.0305790686953649
