,ATXN7L3 (56970)
ACH-000004,-0.362475183899038
ACH-000005,0.11775439954276667
ACH-000007,-0.05222876314464709
ACH-000009,-0.6129820838743859
ACH-000011,-0.4931747614346862
ACH-000012,-0.3016705099932297
ACH-000013,-0.3703777259661165
ACH-000014,-0.6073499562419911
ACH-000015,-0.5941184807169911
ACH-000017,-0.6282387637477393
ACH-000018,-0.6837798706041393
ACH-000019,-0.3276820794117445
ACH-000021,-0.07373154206363136
ACH-000022,-0.35222877175106665
ACH-000025,-0.4035308782291667
ACH-000028,-0.3311626894746902
ACH-000030,-0.5146391092247814
ACH-000035,-0.6077910226126667
ACH-000036,-0.6597000244334462
ACH-000037,-0.00010876752550162256
ACH-000039,-0.33371481289496885
ACH-000040,-0.34010486747790725
ACH-000041,-0.06248214856176115
ACH-000042,-0.4139406304958304
ACH-000045,-0.36535409262940377
ACH-000047,-0.025621985994228283
ACH-000052,0.0069112181523491
ACH-000053,-0.4804286259993416
ACH-000054,-0.02174968365438338
ACH-000055,-0.27006186702250706
ACH-000060,-0.5163248507963211
ACH-000067,-0.3870586727421521
ACH-000070,-0.4967917970252354
ACH-000075,-0.5347544356081833
ACH-000078,-0.3425907586802942
ACH-000082,-0.4591356144334789
ACH-000085,-0.2602648173226869
ACH-000086,-0.08593178138608573
ACH-000087,-0.17469194802632626
ACH-000092,-0.3553482370949517
ACH-000095,-0.4396181702474166
ACH-000097,-0.721755064355402
ACH-000098,-0.2229328211574264
ACH-000099,-0.7120049979761485
ACH-000108,-0.2836773899814042
ACH-000113,-0.7141015597030281
ACH-000116,-0.7551585013293161
ACH-000118,-0.6636292502084823
ACH-000120,-0.2671245798019784
ACH-000123,-0.6547109201462608
ACH-000127,-0.6369504162611781
ACH-000128,-0.4744302976016075
ACH-000132,-0.4685574365947873
ACH-000133,-0.4195780040274415
ACH-000137,-0.07099111390571647
ACH-000138,-0.4378752782197573
ACH-000142,0.0064584106263986425
ACH-000143,-0.5320560264227929
ACH-000146,-0.3708747041465776
ACH-000148,-0.27792526867503914
ACH-000150,-0.1613252004045103
ACH-000152,-0.3513306322385837
ACH-000153,-0.17005120847016444
ACH-000159,-0.2679324537845373
ACH-000160,-0.1736654563101718
ACH-000163,-0.41237853971022903
ACH-000167,0.09735701357763613
ACH-000168,-0.4663781278838196
ACH-000169,-0.5426926828180932
ACH-000178,-0.5106216208548101
ACH-000183,-0.8932638256274894
ACH-000188,-0.26513736462184273
ACH-000189,-0.3735069092210821
ACH-000190,0.03377910954286046
ACH-000198,-0.7182598547464327
ACH-000203,-0.2981659898033984
ACH-000204,-0.15447256391824735
ACH-000206,-0.3158329723124001
ACH-000207,-0.3255603264863593
ACH-000208,-0.1565120672003819
ACH-000210,-0.328910527503374
ACH-000211,-0.24056389481822646
ACH-000215,-0.3770931702906818
ACH-000221,-0.6783764274542304
ACH-000222,-0.2726870480190585
ACH-000223,-0.6424695741027743
ACH-000226,-0.4678177175874729
ACH-000227,-0.36788456825249694
ACH-000228,-0.4287944506160662
ACH-000231,-0.34278492090986784
ACH-000232,-0.5665094447867985
ACH-000233,-0.2589334561093316
ACH-000234,-0.3482546348061761
ACH-000235,-0.3882808402186841
ACH-000237,0.2243849162803415
ACH-000238,-0.3704718650343297
ACH-000242,0.0779632747891268
ACH-000243,-0.3436359668799018
ACH-000244,-0.7428874229941541
ACH-000246,-0.6419878718621626
ACH-000248,-0.22071817644588407
ACH-000250,-0.3650379201598968
ACH-000251,-0.656990120777074
ACH-000252,-0.5017237447049986
ACH-000253,-0.5135257339886997
ACH-000255,-0.19455230361194256
ACH-000256,-0.5310386095489348
ACH-000257,-0.5572230219139198
ACH-000258,-0.8366538045178016
ACH-000259,-0.5143454763706237
ACH-000260,-0.27202210446102393
ACH-000261,0.08435527369157188
ACH-000262,-0.3211414765363401
ACH-000263,-0.05613650574943158
ACH-000264,-0.2259727294435157
ACH-000265,0.007530857420069473
ACH-000266,-0.3742273740184526
ACH-000272,-0.4492786988872999
ACH-000274,-0.34206344252719856
ACH-000277,-0.3878136772340231
ACH-000278,-0.4776486105813581
ACH-000279,-0.3904094628611468
ACH-000280,-0.44661699886665
ACH-000281,-0.4391695473786824
ACH-000288,-0.06708606039083327
ACH-000291,-0.4957675749689679
ACH-000293,-0.4239866976146785
ACH-000294,-0.20381327083380876
ACH-000295,-0.2080551886107972
ACH-000296,-0.5235318100726233
ACH-000302,0.013571109349220569
ACH-000304,-0.3912336190511714
ACH-000307,-0.4217388323954967
ACH-000308,-0.8348021710639194
ACH-000310,-0.19984096029929474
ACH-000311,0.19569476083850185
ACH-000312,-0.28007289053382506
ACH-000315,-0.6244064515576903
ACH-000316,0.08093134098487399
ACH-000317,-0.3327031903994248
ACH-000318,-0.3627322639678222
ACH-000319,-0.1681724712368214
ACH-000320,-0.06317430359433496
ACH-000322,-0.4305857154852757
ACH-000323,-0.5593146292103923
ACH-000324,-0.4524402646261815
ACH-000329,-0.12990196824548694
ACH-000330,-0.3373562658568416
ACH-000331,-0.5836052719896426
ACH-000332,-0.32143997403576563
ACH-000334,-0.4012709946947796
ACH-000335,0.10486699692531272
ACH-000336,-0.3251292271746549
ACH-000337,0.0473754549382663
ACH-000338,-0.7145622925825477
ACH-000339,-0.3786091617295764
ACH-000341,-0.03420111079921598
ACH-000348,-0.3348330881563791
ACH-000350,-0.4277479150122151
ACH-000352,-0.6663407435478005
ACH-000356,-0.4066283178062062
ACH-000361,-0.29150687699844297
ACH-000362,-0.2497568591596105
ACH-000363,-0.4463536916208251
ACH-000364,-0.2780375219969149
ACH-000365,-0.4149153583027442
ACH-000366,-0.14140684419806485
ACH-000368,-0.1637619081150467
ACH-000374,-0.5016858939974248
ACH-000375,-0.4164664210629378
ACH-000376,-0.4546624671948483
ACH-000381,-0.1755375871442413
ACH-000383,-0.4781492701324088
ACH-000387,-0.2820889356276613
ACH-000389,-0.546112327162611
ACH-000390,-0.04980555229283051
ACH-000393,-0.14953447409861195
ACH-000395,-0.6170913509625325
ACH-000396,-0.5205609597460671
ACH-000397,-0.12867199303652488
ACH-000401,-0.232427903314402
ACH-000402,-0.9160308886674604
ACH-000403,-0.2683412095818637
ACH-000404,-0.704864753223477
ACH-000406,-0.27204647237987123
ACH-000407,-0.3913141521296021
ACH-000408,-0.33854170203421297
ACH-000410,-0.2792072422364811
ACH-000411,-0.3547825328114821
ACH-000414,-0.38987058012725023
ACH-000415,-0.4064117548862427
ACH-000416,-0.36499307350554905
ACH-000420,-0.3470342671949499
ACH-000421,-0.677581468887565
ACH-000424,-0.3983029731557968
ACH-000425,-0.33000560379379235
ACH-000426,-0.5538390559685469
ACH-000427,-0.7851387763907799
ACH-000433,-0.4472219614906722
ACH-000435,-0.4662084983268485
ACH-000436,-0.5768350550858691
ACH-000444,-0.3203458925238333
ACH-000445,-0.4069656798138801
ACH-000448,-0.30005649416578944
ACH-000450,-0.30233298972404604
ACH-000452,-0.5303931178095688
ACH-000454,-0.5763994928566046
ACH-000458,-0.5516171051809241
ACH-000459,-0.2105867741136904
ACH-000460,-0.42219793025649377
ACH-000461,-0.1987840591415172
ACH-000463,-0.2273768640917078
ACH-000464,-0.25949758754316143
ACH-000466,-0.18250659009836606
ACH-000467,-0.2747419949336272
ACH-000468,-0.7135771728607213
ACH-000469,0.05600786248253988
ACH-000470,-0.6519680633439346
ACH-000471,-0.8168984499914578
ACH-000472,-0.3703803293832666
ACH-000473,-0.31399664538589844
ACH-000475,-0.3958297626123165
ACH-000476,0.16380867314879033
ACH-000477,-0.5672044597887413
ACH-000479,-0.2243135370933743
ACH-000480,-0.2894128969930566
ACH-000481,-0.08569802600158062
ACH-000483,-0.5753226075893131
ACH-000484,-0.5918251271401888
ACH-000485,-0.15218158109405533
ACH-000486,-0.6330129235203801
ACH-000487,-0.1907249520255188
ACH-000488,-0.1672037174286656
ACH-000490,-0.16724006011675674
ACH-000491,-0.4253092296493932
ACH-000495,-0.7059415570363475
ACH-000496,-0.3970171155979624
ACH-000499,-0.2030254853502568
ACH-000500,-0.4928577826855899
ACH-000502,-0.2796591680094135
ACH-000503,-0.16008630041968305
ACH-000505,-0.18582043515719834
ACH-000507,-0.3240717192153037
ACH-000510,-0.005848529467318455
ACH-000511,-0.3077562389564074
ACH-000512,-0.4145112651954187
ACH-000516,-0.1663142564795504
ACH-000517,-0.5593824214750852
ACH-000518,-0.6112881946024319
ACH-000520,-0.26844679187991843
ACH-000521,-0.16231957238038675
ACH-000522,-0.13425215795495082
ACH-000524,-0.4212968246024844
ACH-000527,-0.479542976867209
ACH-000528,-0.4173749787981719
ACH-000537,-0.5592958400501649
ACH-000541,-0.4978242484531668
ACH-000542,-0.0920778631911362
ACH-000544,-0.6550953823521002
ACH-000545,-0.12248733612739968
ACH-000547,-0.5705066385262134
ACH-000548,-0.844284519203609
ACH-000549,-0.4417458706522351
ACH-000550,-0.5052377911266268
ACH-000552,-0.6258365035948236
ACH-000556,-0.18418096595129765
ACH-000557,0.1210595032114518
ACH-000569,-0.1090872689567542
ACH-000570,-0.4964822312533819
ACH-000571,-0.3873354794403706
ACH-000573,-0.34415950887745217
ACH-000576,-0.8676792165632676
ACH-000579,-0.7557635691106445
ACH-000580,-0.23118099934011965
ACH-000584,-0.5651497060023072
ACH-000585,-0.378534417823188
ACH-000588,-0.6792728168289256
ACH-000589,-0.4640199874890046
ACH-000591,-0.2569414087042182
ACH-000593,-0.06717384642069682
ACH-000600,-0.5557480402301356
ACH-000601,-0.2667676532859992
ACH-000605,-0.4295690847677833
ACH-000606,-0.39531900200052
ACH-000608,-0.029179316728989543
ACH-000614,-0.2966055927033605
ACH-000616,-0.5463778589144447
ACH-000618,-0.3390028137932317
ACH-000619,-0.08878276349160741
ACH-000620,-0.499395492102285
ACH-000621,-0.414383285244352
ACH-000622,-0.6157426301061021
ACH-000623,-0.008682143464086257
ACH-000624,-0.3774163050836669
ACH-000627,-0.3539804490344641
ACH-000630,-0.6033221098336927
ACH-000631,0.07430186126770195
ACH-000632,-0.6592795801427749
ACH-000633,-0.4633165062192946
ACH-000637,-0.3290866067540701
ACH-000638,0.056274721026558214
ACH-000646,-0.6135539748546831
ACH-000647,-0.4958433308683236
ACH-000648,-0.6949041411508741
ACH-000649,-0.4614252254374313
ACH-000651,-0.10591722507985983
ACH-000652,-0.3657724132093197
ACH-000653,-0.026342059752126036
ACH-000657,-0.4468234490991813
ACH-000658,-0.6962434630310546
ACH-000661,-0.3691868841443997
ACH-000662,-0.34464658681825633
ACH-000663,0.09455565586458056
ACH-000665,-0.12378275351573223
ACH-000671,-0.5250232681519909
ACH-000672,-0.6307541067254983
ACH-000673,-0.1996906972087057
ACH-000676,-0.297966732786804
ACH-000677,-0.5653214928510469
ACH-000681,-0.4384950417515739
ACH-000683,-0.3196722601774911
ACH-000684,-0.530415380087631
ACH-000688,-0.3743458884874928
ACH-000693,-0.3593135846696605
ACH-000694,-0.37616653939633227
ACH-000695,-0.3215267482964425
