,HIST1H2AG (8969)
ACH-000004,-0.17874406215402106
ACH-000005,-0.4983825063930755
ACH-000007,-0.14208936734861724
ACH-000009,-0.2446915222907734
ACH-000011,-0.3508535335646888
ACH-000012,-0.2957161918206027
ACH-000013,-0.2307298822085611
ACH-000014,-0.15582862682266652
ACH-000015,-0.017632977663171498
ACH-000017,-0.31274903282730954
ACH-000018,-0.20171063699585545
ACH-000019,-0.4251726445692231
ACH-000021,-0.2336504229368403
ACH-000022,-0.19068097017389726
ACH-000025,-0.15533655139581914
ACH-000028,-0.2950961307021298
ACH-000030,-0.17324838727673994
ACH-000035,-0.16531189800709728
ACH-000036,-0.04393109192381432
ACH-000037,-0.11612029066115917
ACH-000039,-0.007871849112893741
ACH-000040,-0.16222120282249636
ACH-000041,-0.2454150193926231
ACH-000042,-0.08755658499340475
ACH-000045,-0.2782837321802494
ACH-000047,-0.24371487574004636
ACH-000052,-0.03975264710385519
ACH-000053,-0.161451184573949
ACH-000054,-0.13892646498698855
ACH-000055,-0.24163574795443565
ACH-000060,-0.26362721180862697
ACH-000067,-0.25174061473540954
ACH-000070,-0.09354612729831416
ACH-000075,-0.10633161055248
ACH-000078,-0.17938061464636548
ACH-000082,-0.31002597028007645
ACH-000085,-0.331590583647671
ACH-000086,-0.15625460260227805
ACH-000087,-0.4759883488704242
ACH-000092,-0.17067972131025605
ACH-000095,-0.2745614089186803
ACH-000097,-0.2137828402026654
ACH-000098,-0.22816972188300896
ACH-000099,-0.24361884429770214
ACH-000108,-0.21552339274944424
ACH-000113,-0.2334734995582785
ACH-000116,-0.2791977577447796
ACH-000118,-0.22172593812072905
ACH-000120,-0.18745014090228715
ACH-000123,-0.2505724929266018
ACH-000127,-0.25938672106214
ACH-000128,-0.1501489890622923
ACH-000132,-0.2461836703962935
ACH-000133,-0.03480400091767585
ACH-000137,-0.08066100858495659
ACH-000138,-0.25231511659618144
ACH-000142,-0.15176312636277667
ACH-000143,-0.33480898508440776
ACH-000146,-0.20601297422019332
ACH-000148,-0.1743368903585565
ACH-000150,-0.12970027076659024
ACH-000152,-0.12552488315841168
ACH-000153,-0.3496716505198025
ACH-000159,-0.23054907869626298
ACH-000160,-0.06388689492719044
ACH-000163,-0.1867384228260584
ACH-000167,0.18714000920706375
ACH-000168,-0.10935873264507716
ACH-000169,-0.1124565423516046
ACH-000178,-0.1452077252560681
ACH-000183,-0.06300319779696008
ACH-000188,-0.15891926550803304
ACH-000189,0.07409320457531952
ACH-000190,-0.24078003310545906
ACH-000198,-0.18118811061569254
ACH-000203,-0.05715767083661316
ACH-000204,-0.26993083354308817
ACH-000206,-0.5022801033321665
ACH-000207,-0.2056453972129196
ACH-000208,-0.30502021570545634
ACH-000210,-0.2620617009020517
ACH-000211,-0.06906384901841019
ACH-000215,-0.2448010269128396
ACH-000221,0.09358425131098773
ACH-000222,-0.12415797350604575
ACH-000223,-0.1988641377538405
ACH-000226,-0.22305953897289146
ACH-000227,-0.028824024242627262
ACH-000228,-0.2048938217342571
ACH-000231,-0.3588690711970927
ACH-000232,-0.1986352999944325
ACH-000233,-0.2612180866761372
ACH-000234,-0.13747269383985847
ACH-000235,-0.18502550163907436
ACH-000237,-0.28509082856424606
ACH-000238,-0.3733519980427682
ACH-000242,-0.4102501583347152
ACH-000243,-0.2502966518130411
ACH-000244,-0.30348100628652525
ACH-000246,-0.10633215476492007
ACH-000248,-0.3978706815378811
ACH-000250,-0.1758479248713857
ACH-000251,-0.5071376666192563
ACH-000252,-0.2811366347630982
ACH-000253,-0.15719222988243697
ACH-000255,-0.07540295691139673
ACH-000256,-0.08089201858292908
ACH-000257,-0.09589313280901204
ACH-000258,0.1178466849040098
ACH-000259,-0.2154897197473655
ACH-000260,-0.1455611352244758
ACH-000261,-0.21818973765143385
ACH-000262,-0.09855891593307467
ACH-000263,-0.2610111951198335
ACH-000264,-0.22009485416468555
ACH-000265,-0.15384852887553602
ACH-000266,-0.20153193443809803
ACH-000272,-0.16169663598306913
ACH-000274,-0.2407804055000345
ACH-000277,-0.4756472714444702
ACH-000278,-0.3511102802212151
ACH-000279,-0.26360337883072305
ACH-000280,-0.1888881253814612
ACH-000281,-0.1960178888413659
ACH-000288,-0.232529249825445
ACH-000291,-0.1445315510660442
ACH-000293,-0.1479053451163698
ACH-000294,-0.06624806518980203
ACH-000295,-0.6139547230441036
ACH-000296,-0.33340869856311345
ACH-000302,-0.1543527484849155
ACH-000304,-0.010262367483687548
ACH-000307,-0.20226501805085711
ACH-000308,-0.3840130309799445
ACH-000310,-0.09014443886070432
ACH-000311,-0.20758388224970836
ACH-000312,-0.3007479906150231
ACH-000315,-0.00963976509469002
ACH-000316,-0.3299246236894458
ACH-000317,-0.3104100373548928
ACH-000318,-0.2644347585079556
ACH-000319,-0.4254326232554242
ACH-000320,-0.2260823076559177
ACH-000322,-0.18748200732605255
ACH-000323,-0.09808685093941732
ACH-000324,-0.1706613281034968
ACH-000329,-0.2542809865865696
ACH-000330,-0.27357615427265863
ACH-000331,-0.3440169415918715
ACH-000332,-0.2695176263900729
ACH-000334,-0.4037531948726639
ACH-000335,-0.4452074741902163
ACH-000336,-0.3196638977221101
ACH-000337,-0.1970095158202756
ACH-000338,-0.3320014345719001
ACH-000339,-0.2519352882301292
ACH-000341,-0.15800732637740808
ACH-000348,-0.16760329808848132
ACH-000350,-0.11870786551729776
ACH-000352,-0.10324552087533027
ACH-000356,-0.1789671663409513
ACH-000361,-0.09004318839454138
ACH-000362,-0.21027367202921995
ACH-000363,-0.1898976282537991
ACH-000364,-0.3431935037360546
ACH-000365,-0.11848772564514375
ACH-000366,-0.1323867790608972
ACH-000368,-0.23914857399056594
ACH-000374,-0.27204034273449074
ACH-000375,-0.2555038648207371
ACH-000376,-0.15704671520716107
ACH-000381,-0.037979513544572685
ACH-000383,-0.2410931707723619
ACH-000387,-0.2571877724789245
ACH-000389,-0.21152483129088384
ACH-000390,-0.24793475113913854
ACH-000393,-0.22612614712270354
ACH-000395,-0.10937849226030948
ACH-000396,-0.5810691324212004
ACH-000397,-0.3622985155307049
ACH-000401,-0.15928809216334433
ACH-000402,-0.16644826169747798
ACH-000403,-0.16791171564356736
ACH-000404,-0.2113643882151401
ACH-000406,-0.12681053855336716
ACH-000407,-0.2644708352956282
ACH-000408,-0.2104742269372109
ACH-000410,-0.12955469832772135
ACH-000411,-0.15414303804860774
ACH-000414,-0.245430765076236
ACH-000415,-0.20919834060502285
ACH-000416,-0.0755254473126396
ACH-000420,-0.030238750590504408
ACH-000421,-0.14512858168803672
ACH-000424,-0.08281430941152601
ACH-000425,-0.0738021949896397
ACH-000426,-0.038995421307406096
ACH-000427,-0.16913480023511254
ACH-000433,-0.3362606708504577
ACH-000435,-0.3074286900700683
ACH-000436,-0.3510509047637946
ACH-000444,-0.19515907080642694
ACH-000445,-0.1627208881276447
ACH-000448,-0.24320561373864774
ACH-000450,-0.24504275599574304
ACH-000452,-0.16947108538496114
ACH-000454,-0.4352506830912736
ACH-000458,-0.2663427051335944
ACH-000459,-0.15571420817266135
ACH-000460,-0.3768726711675329
ACH-000461,-0.2357712161539547
ACH-000463,-0.24400197052077424
ACH-000464,-0.21413426195283106
ACH-000466,-0.04768244325020296
ACH-000467,-0.20021958663505188
ACH-000468,-0.18016052093442889
ACH-000469,-0.2403167578068098
ACH-000470,-0.30561750234506824
ACH-000471,-0.16148349961344394
ACH-000472,-0.2341879205415735
ACH-000473,-0.2776098771477813
ACH-000475,-0.1774105213825531
ACH-000476,-0.18353809989200764
ACH-000477,-0.30871302463794525
ACH-000479,-0.07918800543570527
ACH-000480,-0.18853990507040733
ACH-000481,-0.1617754406003452
ACH-000483,-0.2431517669750034
ACH-000484,-0.15471191668435513
ACH-000485,-0.12399497479058845
