,HIST1H2AG (8969)
ACH-000486,-0.17411810263435107
ACH-000487,-0.24521912407407356
ACH-000488,-0.2231026636932301
ACH-000490,-0.28838763868146466
ACH-000491,-0.2206224243025458
ACH-000495,-0.00889961233089427
ACH-000496,-0.1881290167057237
ACH-000499,-0.5367858524226611
ACH-000500,0.19853241186992668
ACH-000502,-0.108515412816552
ACH-000503,-0.2262509481630575
ACH-000505,-0.1343956783865268
ACH-000507,-0.17324027827775595
ACH-000510,-0.11310273141231875
ACH-000511,-0.08958126494314292
ACH-000512,-0.2024651671592768
ACH-000516,-0.18998830172698405
ACH-000517,-0.26037173687683834
ACH-000518,-0.11376293633939433
ACH-000520,-0.026800261353218384
ACH-000521,-0.17347683767018351
ACH-000522,-0.2566119954639156
ACH-000524,-0.4238890654564093
ACH-000527,-0.08677355671440236
ACH-000528,-0.21170073983945348
ACH-000537,-0.27549379909513466
ACH-000541,-0.16960560539872668
ACH-000542,-0.09870592762750946
ACH-000544,-0.18111065061664264
ACH-000545,-0.3277726140063004
ACH-000547,-0.1602545668564679
ACH-000548,-0.2804270844307548
ACH-000549,-0.1943128331343118
ACH-000550,-0.06661914339381078
ACH-000552,-0.14349093631682433
ACH-000556,-0.21668302210593854
ACH-000557,-0.03706502383567325
ACH-000569,-0.3106243920605096
ACH-000570,-0.2316268344576588
ACH-000571,-0.2671813393363361
ACH-000573,-0.1925384530328758
ACH-000576,-0.09560826059718752
ACH-000579,-0.2769124723651705
ACH-000580,-0.4350861835572654
ACH-000584,-0.2491833531418729
ACH-000585,-0.2434458514488854
ACH-000588,0.0015011304418754605
ACH-000589,-0.2970896620204692
ACH-000591,-0.2386885743614507
ACH-000593,-0.15983670741676642
ACH-000600,-0.18878924598534988
ACH-000601,-0.22226605533961635
ACH-000605,-0.2217021798780806
ACH-000606,-0.11607141904076768
ACH-000608,-0.232358472820608
ACH-000614,-0.06172071553209967
ACH-000616,-0.15402229447522295
ACH-000618,-0.1978847609864326
ACH-000619,-0.2649332243146967
ACH-000620,-0.20250155668864292
ACH-000621,-0.19643111944181504
ACH-000622,-0.3631127421228984
ACH-000623,-0.2449707163412161
ACH-000624,-0.22530721763761336
ACH-000627,-0.23131685904620486
ACH-000630,-0.1874627996088576
ACH-000631,-0.3488806721415401
ACH-000632,-0.3022696439760968
ACH-000633,-0.030625258967514564
ACH-000637,-0.37990067723040605
ACH-000638,-0.24159977652615186
ACH-000646,-0.106034889371801
ACH-000647,-0.2217546089331172
ACH-000648,-0.05109718780381792
ACH-000649,-0.2182091668695489
ACH-000651,-0.06502439844630505
ACH-000652,-0.20303493722808988
ACH-000653,-0.26697900510628353
ACH-000657,-0.2508185108592679
ACH-000658,-0.24765578853530995
ACH-000661,-0.23732585903205816
ACH-000662,-0.1958176410103454
ACH-000663,-0.19105730409106034
ACH-000665,-0.30075909382404803
ACH-000671,-0.1652935176378157
ACH-000672,-0.6502150562834585
ACH-000673,-0.15047737715443826
ACH-000676,-0.17881450631831328
ACH-000677,-0.1880704755008108
ACH-000681,-0.12394757038021957
ACH-000683,-0.1748645218058186
ACH-000684,-0.22875387302320574
ACH-000688,-0.11822014325166838
ACH-000693,-0.2387429133408661
ACH-000694,-0.08560641845987757
ACH-000695,-0.06591539505214393
ACH-000696,-0.15627793364091389
ACH-000697,-0.29617986387450834
ACH-000699,-0.11887088755048572
ACH-000701,-0.246103219506171
ACH-000706,-0.3266928503405178
ACH-000711,-0.2301584940015921
ACH-000713,-0.3496201554269563
ACH-000714,-0.2841989529417092
ACH-000718,-0.201261744110752
ACH-000720,-0.18922318197494556
ACH-000721,-0.1620942385824462
ACH-000724,-0.1887683494752216
ACH-000725,-0.12063813301619347
ACH-000732,-0.25488246341375176
ACH-000734,-0.2288059830204684
ACH-000735,-0.10303452028352199
ACH-000736,-0.4117835411230889
ACH-000738,-0.2281687504379851
ACH-000746,-0.32408688535829244
ACH-000747,-0.056274532131180124
ACH-000748,-0.17114194440931524
ACH-000753,-0.20372805725406776
ACH-000756,-0.1842559513025324
ACH-000757,-0.24944883347528515
ACH-000758,-0.1681774903746439
ACH-000760,-0.09866280870040764
ACH-000762,-0.15250391842805258
ACH-000763,-0.29005890212490393
ACH-000764,-0.21283417507053065
ACH-000765,-0.15876704518683474
ACH-000766,-0.24169617841800345
ACH-000767,-0.3631911850202991
ACH-000768,-0.2563878855578232
ACH-000769,-0.1761771728607953
ACH-000770,-0.19082517303164126
ACH-000771,-0.1951614895013893
ACH-000773,-0.34701669680899194
ACH-000776,-0.2145660133132266
ACH-000777,-0.20711219776756376
ACH-000778,-0.3297411503461293
ACH-000781,-0.210100565339369
ACH-000782,-0.12149031104412696
ACH-000783,-0.2773045785761969
ACH-000784,-0.1889084403561859
ACH-000785,-0.2844903018172775
ACH-000787,-0.2355261022724085
ACH-000788,-0.15216953936772476
ACH-000791,-0.17299224828985613
ACH-000792,-0.1914687661043101
ACH-000794,-0.13759023306247722
ACH-000796,-0.17278353990679007
ACH-000798,-0.3458070521938682
ACH-000799,-0.3550169700672194
ACH-000800,-0.3213628158450612
ACH-000802,-0.15853459499756445
ACH-000804,-0.12841885142116638
ACH-000805,-0.06284604561855764
ACH-000809,-0.18714494197340867
ACH-000810,-0.14447353870784507
ACH-000811,-0.15864425795079784
ACH-000817,-0.34161376039842223
ACH-000819,-0.14242434563467307
ACH-000820,-0.02555918139289061
ACH-000821,-0.15396338069643978
ACH-000822,-0.12310986873140907
ACH-000823,-0.2528271280180626
ACH-000824,-0.18442983168082
ACH-000827,-0.1375374583512943
ACH-000829,-0.212881244590676
ACH-000831,-0.05139938702427861
ACH-000832,-0.07285550781505963
ACH-000833,-0.2097541418495117
ACH-000834,-0.2346284173494322
ACH-000835,-0.04770455065625876
ACH-000836,-0.08773582120044328
ACH-000837,-0.200077204408106
ACH-000838,-0.4736342391806492
ACH-000839,-0.26253838668619395
ACH-000840,-0.21800051342398785
ACH-000841,-0.3939311858564098
ACH-000843,-0.14869456697814118
ACH-000846,-0.3910768558654866
ACH-000847,-0.2277240469603861
ACH-000848,8.891375165806856e-05
ACH-000849,-0.20572095459535453
ACH-000851,-0.15890284465102766
ACH-000855,-0.16685710317772326
ACH-000856,-0.031444128903708075
ACH-000858,-0.2619006448363705
ACH-000859,-0.17853939823328344
ACH-000861,-0.2536946891926712
ACH-000862,-0.2856197367354261
ACH-000865,-0.21781452076574306
ACH-000866,-0.2857376599086826
ACH-000867,-0.2063548509778774
ACH-000869,-0.08630945408807282
ACH-000872,-0.10850758519637917
ACH-000873,-0.27864708098705016
ACH-000876,-0.28067178889184263
ACH-000878,-0.02890742603655645
ACH-000880,-0.31156937371197546
ACH-000881,-0.13549827559458802
ACH-000882,-0.2327493295809245
ACH-000884,-0.1777113346531844
ACH-000885,-0.23097183912851785
ACH-000887,-0.2389761881964292
ACH-000889,-0.4939314640942303
ACH-000896,-0.13722240517159268
ACH-000898,-0.18117326578331167
ACH-000900,-0.2045905796487911
ACH-000901,-0.1802374937154702
ACH-000905,-0.20221326983868845
ACH-000906,-0.1152345474902668
ACH-000907,-0.1260899511456472
ACH-000910,-0.2443743673492973
ACH-000911,-0.1540342694008686
ACH-000912,-0.16571422968453345
ACH-000913,-0.18581443578134693
ACH-000915,-0.1588210653249111
ACH-000916,-0.20380762757231596
ACH-000917,-0.27623723845263265
ACH-000920,-0.0751874473310475
ACH-000921,-0.15265279790444694
ACH-000924,-0.1544903981940519
ACH-000926,-0.2102949579844428
ACH-000928,-0.210560056800658
ACH-000929,-0.06712249348476236
ACH-000932,-0.055655742448424236
ACH-000935,-0.12229977946625087
ACH-000936,-0.06432377367330573
ACH-000937,-0.11880856797659478
ACH-000938,-0.12432254942438994
ACH-000939,-0.2097566486412053
ACH-000941,0.0035933906028265787
ACH-000943,-0.15227974612580286
ACH-000946,-0.16529032146325282
ACH-000947,-0.2748246822375558
ACH-000948,-0.35512532854905465
ACH-000950,-0.14783052935090035
ACH-000953,-0.15208607348282446
ACH-000954,-0.2113816827055467
ACH-000957,-0.2000237721819249
ACH-000958,-0.3460938668224109
ACH-000960,-0.3492739072945687
ACH-000963,-0.011732713150890884
ACH-000968,-0.3462212031390813
ACH-000969,-0.09237758420233687
ACH-000972,-0.38253556622425017
ACH-000973,-0.1495149898762669
ACH-000974,-0.078113183348257
ACH-000978,0.0471307463361727
ACH-000984,-0.08902616048795135
ACH-000986,-0.18009803401991448
ACH-000988,-0.196484331800742
ACH-000993,-0.22318197191586747
ACH-000994,-0.33620831178648075
ACH-000996,-0.1782638195208676
ACH-001001,-0.011430919033708823
ACH-001020,-0.1960592200124616
ACH-001028,-0.19098631050103235
ACH-001031,-0.1122973179630712
ACH-001038,-0.2229808068242453
ACH-001048,-0.18583208576994933
ACH-001050,-0.20544126526627704
ACH-001053,-0.2287133759757435
ACH-001054,-0.25648111944633994
ACH-001061,-0.20679338871744302
ACH-001067,-0.12395493436312426
ACH-001075,-0.3411524705518276
ACH-001096,-0.08798789278839574
ACH-001111,-0.3283411481922927
ACH-001119,-0.3428010082172381
ACH-001128,-0.4772026758415064
ACH-001134,-0.22975130719031056
ACH-001151,-0.3949979219051898
ACH-001163,-0.1908928980565697
ACH-001164,-0.32660608473855435
ACH-001183,-0.20739684889408036
ACH-001192,-0.1545807371687051
ACH-001193,0.17156592059095507
ACH-001196,-0.11274474122720987
ACH-001197,-0.2526865991970496
ACH-001205,-0.14934405195043793
ACH-001211,-0.3227102392941694
ACH-001212,-0.4491721876496586
ACH-001228,-0.3113184971168521
ACH-001232,-0.3965411579227939
ACH-001239,-0.2665073817486366
ACH-001270,-0.045003945422405225
ACH-001274,-0.25481496389735386
ACH-001275,-0.33583150139396634
ACH-001277,-0.09266169571311547
ACH-001278,-0.17773437626700292
ACH-001280,-0.2093142727614153
ACH-001283,-0.23260854636066824
ACH-001289,-0.17838169759570918
ACH-001300,-0.1134101713878876
ACH-001301,-0.040815582042639666
ACH-001302,-0.12204378505622833
ACH-001306,-0.2844062508992756
ACH-001318,-0.1294765323174563
ACH-001322,-0.20894155002418946
ACH-001328,-0.2752447556140971
ACH-001332,-0.2723001280652819
ACH-001336,-0.19347701661650699
ACH-001346,-0.040733362041856236
ACH-001353,-0.17315403000023133
ACH-001354,-0.019674736392442438
ACH-001367,0.03471754936488275
ACH-001368,-0.19043934605896815
ACH-001374,-0.30820223727584284
ACH-001377,-0.1498680768688252
ACH-001380,-0.17982222041638216
ACH-001391,-0.16939938612016392
ACH-001408,-0.1845459977170858
ACH-001430,-0.20963727708267127
ACH-001431,-0.2319933192936736
ACH-001450,0.0139292112829604
ACH-001496,-0.14807742794366208
ACH-001500,-0.2714833799403588
ACH-001523,-0.1991548837691166
ACH-001532,-0.3377219563216013
ACH-001550,-0.17314874603697405
ACH-001552,-0.09661703510077166
ACH-001554,-0.18337040666142806
ACH-001654,-0.1424828728490995
ACH-001735,-0.2161603350464708
ACH-001736,-0.20607283353310754
ACH-001737,-0.12686023327730225
ACH-001740,-0.10858609969451184
ACH-001745,-0.17052175965038968
ACH-001765,-0.22264460035133607
