,CPAMD8 (27151)
ACH-000579,-0.3517191528226788
ACH-000580,-0.4323020369749036
ACH-000584,-0.4990778414090584
ACH-000585,-0.4507059062793871
ACH-000588,-0.43437367342060906
ACH-000589,-0.5114583026457296
ACH-000591,-0.33834313814348865
ACH-000593,-0.4953120799577346
ACH-000600,-0.3869408684410667
ACH-000601,-0.3576430718840587
ACH-000605,-0.5798989140156254
ACH-000606,-0.4503698139162395
ACH-000608,-0.38995611552245785
ACH-000614,-0.2727651541373129
ACH-000616,-0.3778450660017571
ACH-000618,-0.5189264610633644
ACH-000619,-0.2516335321243369
ACH-000620,-0.3814502951456831
ACH-000621,-0.3857523783842137
ACH-000622,-0.4972564470318928
ACH-000623,-0.472820460217236
ACH-000624,-0.27027952732487
ACH-000627,-0.4712938697072909
ACH-000630,-0.3626780770517577
ACH-000631,-0.6641133264370296
ACH-000632,-0.4354781359329361
ACH-000633,-0.4637148721863532
ACH-000637,-0.5570326528520015
ACH-000638,-0.25278907921333216
ACH-000646,-0.3231603462347603
ACH-000647,-0.3125780798358667
ACH-000648,-0.3084163697792377
ACH-000649,-0.3804399143483697
ACH-000651,-0.33285034902114946
ACH-000652,-0.5885858584876648
ACH-000653,-0.27106211460772245
ACH-000657,-0.4779973141691485
ACH-000658,-0.2990084507613757
ACH-000661,-0.29702230898014026
ACH-000662,-0.4882787751191076
ACH-000663,-0.3382155403303085
ACH-000665,-0.5099633754041157
ACH-000671,-0.20981507203827374
ACH-000672,-0.5166352506109886
ACH-000673,-0.3951211326118749
ACH-000676,-0.2572078311885744
ACH-000677,-0.33428030995951397
ACH-000681,-0.3516459400166476
ACH-000683,-0.5024671699753506
ACH-000684,0.033415652638540544
ACH-000688,-0.17648642924985747
ACH-000693,-0.3443277516965428
ACH-000694,-0.3118641524095869
ACH-000695,-0.4805668416677669
ACH-000696,-0.29455818043666904
ACH-000697,-0.5978821750908073
ACH-000699,-0.3539964001705933
ACH-000701,-0.5243251743864303
ACH-000706,-0.30399532700097864
ACH-000711,-0.3704336878923595
ACH-000713,-0.5327589461657259
ACH-000714,-0.2856323801318569
ACH-000718,-0.2924456020119742
ACH-000720,-0.2593107265910912
ACH-000721,-0.4003134618856446
ACH-000724,-0.4209570609918041
ACH-000725,-0.4284470764059417
ACH-000732,-0.45663506914496704
ACH-000734,-0.4100876826803996
ACH-000735,-0.34422454095376154
ACH-000736,-0.24888753211251055
ACH-000738,-0.3813541219405192
ACH-000746,-0.3321802868526413
ACH-000747,-0.5132203724641331
ACH-000748,-0.4570803023092746
ACH-000753,-0.3388360430463185
ACH-000756,-0.1769429285378663
ACH-000757,-0.3364479817102676
ACH-000758,-0.4794760882014574
ACH-000760,-0.24972459559632254
ACH-000762,-0.4227033914402297
ACH-000763,-0.3337582482390869
ACH-000764,-0.11378064653619938
ACH-000765,-0.4749063199066653
ACH-000766,-0.29650264352946937
ACH-000767,-0.27414473849359977
ACH-000768,-0.5049404429456106
ACH-000769,-0.09123799636870138
ACH-000770,-0.3870753510781273
ACH-000771,-0.2931046981621478
ACH-000773,-0.27377691762974976
ACH-000776,-0.17997009769380193
ACH-000777,-0.5782585828325469
ACH-000778,-0.4679141456434674
ACH-000781,-0.4720499089119642
ACH-000782,-0.24976447647607503
ACH-000783,-0.33970930844775377
ACH-000784,-0.42083892271734985
ACH-000785,-0.4619726288210809
ACH-000787,-0.2269216532933783
ACH-000788,-0.3013944592819271
ACH-000791,-0.2783036100430461
ACH-000792,-0.4009791177948728
ACH-000794,-0.45269695302341
ACH-000796,-0.3919443437345181
ACH-000798,-0.426319550234299
ACH-000799,-0.4851261314383019
ACH-000800,-0.3682797867219928
ACH-000802,-0.2821382767652468
ACH-000804,-0.3163862308814549
ACH-000805,-0.2035014910161682
ACH-000809,-0.3986460037420769
ACH-000810,-0.3626972527824207
ACH-000811,-0.4970134213509839
ACH-000817,-0.3590762044970456
ACH-000819,-0.4254906164297725
ACH-000820,-0.5489876903082803
ACH-000821,-0.2427679673093717
ACH-000822,-0.2459826703543445
ACH-000823,-0.4559254409323618
ACH-000824,-0.33779478331698765
ACH-000827,-0.4078903835086798
ACH-000829,-0.4002107393407047
ACH-000831,-0.4611899510549837
ACH-000832,-0.241126735340258
ACH-000833,-0.6181320678015332
ACH-000834,-0.3296945969157452
ACH-000835,-0.3779682455331638
ACH-000836,-0.563466265127752
ACH-000837,-0.5382145082721161
ACH-000838,-0.5596176382727467
ACH-000839,-0.3329364432393298
ACH-000840,-0.2252115137608405
ACH-000841,-0.4801625845994628
ACH-000843,-0.5254549427900685
ACH-000846,-0.24716174380006475
ACH-000847,-0.4641767915389768
ACH-000848,-0.2897070446834357
ACH-000849,-0.2425923407557004
ACH-000851,-0.37064248815689377
ACH-000855,-0.5648417619859185
ACH-000856,-0.3220127792241669
ACH-000858,-0.4442134530542928
ACH-000859,-0.3499255205605564
ACH-000861,-0.4808023448223523
ACH-000862,-0.48015267092263403
ACH-000865,-0.4173073220593583
ACH-000866,-0.35372516908426
ACH-000867,-0.3824763026314602
ACH-000869,-0.485732012785317
ACH-000872,-0.4167025546875153
ACH-000873,-0.4562676201901112
ACH-000876,-0.4019218058805411
ACH-000878,-0.1563760407102604
ACH-000880,-0.22438640261356324
ACH-000881,-0.37037942518285705
ACH-000882,-0.4333480351631463
ACH-000884,-0.32877533760298583
ACH-000885,-0.4661408539199863
ACH-000887,-0.4127338860016133
ACH-000889,-0.3229761628809566
ACH-000896,-0.4563589636131348
ACH-000898,-0.2373347340916425
ACH-000900,-0.20199760316794144
ACH-000901,-0.27372159736548346
ACH-000905,-0.2857358173473636
ACH-000906,-0.4005014939426023
ACH-000907,-0.006904591149175374
ACH-000910,-0.2327508710118709
ACH-000911,-0.3436502136119186
ACH-000912,-0.1552118446363473
ACH-000913,-0.3685712462477258
ACH-000915,-0.6005254238590446
ACH-000916,-0.3322775922802769
ACH-000917,-0.3554391029896493
ACH-000920,0.0820518215250204
ACH-000921,-0.3308792416115395
ACH-000924,-0.3965778204336137
ACH-000926,-0.3580336145800811
ACH-000928,-0.4030807356325739
ACH-000929,-0.43919822508457984
ACH-000932,-0.2427355950678625
ACH-000935,-0.32778722732536764
ACH-000936,-0.3805421445513642
ACH-000937,-0.4128048079833449
ACH-000938,-0.4934706361805963
ACH-000939,-0.4220178109465425
ACH-000941,-0.6418755107985743
ACH-000943,-0.30539335227079106
ACH-000946,-0.2099934565409145
ACH-000947,-0.5357755683487201
ACH-000948,-0.24075495344973255
ACH-000950,-0.37240504354291015
ACH-000953,-0.3811510261929144
ACH-000954,-0.3236167131200178
ACH-000957,-0.205801510002654
ACH-000958,-0.5107843308095007
ACH-000960,-0.23681771050331105
ACH-000963,-0.4734623955138036
ACH-000968,-0.2628207423392078
ACH-000969,-0.4598002097657974
ACH-000972,-0.3979214813653856
ACH-000973,-0.0910859002722282
ACH-000974,-0.3635944046233721
ACH-000978,-0.5323135455617404
ACH-000984,-0.34873138928840663
ACH-000986,-0.32679661506764146
ACH-000988,-0.4674927725614836
ACH-000993,-0.41561086396748986
ACH-000994,-0.5272066848352391
ACH-000996,-0.33189505513900797
ACH-001001,-0.43956476376584097
ACH-001020,-0.4873894519382757
ACH-001028,-0.39100689556004176
ACH-001031,-0.20069458003932664
ACH-001038,-0.3480031249708105
ACH-001048,-0.4512763136099777
ACH-001050,-0.4492927516787604
ACH-001053,-0.39151501471227695
ACH-001054,-0.3973952518452912
ACH-001061,-0.3724800980391726
ACH-001067,-0.2754937268409421
ACH-001075,-0.33714097404268945
ACH-001096,-0.424724864647937
ACH-001111,-0.6171328548474652
ACH-001119,-0.4423954434254651
ACH-001128,-0.5030136407812144
ACH-001134,-0.3825506956621861
ACH-001151,-0.36596219230020416
ACH-001163,-0.4102369936925789
ACH-001164,-0.37358296950811865
ACH-001183,-0.32445707607769353
ACH-001192,-0.3693423441911294
ACH-001193,-0.02753810764387616
ACH-001196,-0.4071592899941865
ACH-001197,-0.3306596188293247
ACH-001205,-0.1956797687138521
ACH-001211,-0.3321480188990004
ACH-001212,-0.06162780708910157
ACH-001228,-0.6605932832896942
ACH-001232,-0.2698333372270905
ACH-001239,-0.3799570666195015
ACH-001270,-0.4225238881517053
ACH-001274,-0.2257268246423033
ACH-001275,-0.6700399236788188
ACH-001277,-0.2610678649552325
ACH-001278,-0.5079251715632338
ACH-001280,-0.3501357989827433
ACH-001283,-0.1334215217532132
ACH-001289,-0.3124091229850575
ACH-001300,-0.36663823124657263
ACH-001301,-0.3690745553598138
ACH-001302,-0.3236959974315821
ACH-001306,-0.6326299341552902
ACH-001318,-0.3901195278567404
ACH-001322,-0.4584115868282407
ACH-001328,-0.3386333802231455
ACH-001332,-0.30763231296223914
ACH-001336,-0.34236938828871555
ACH-001346,-0.4274461427395729
ACH-001353,-0.25514298140170355
ACH-001354,-0.16619320224855375
ACH-001367,-0.4012669247786845
ACH-001368,-0.4854371984468089
ACH-001374,-0.5111409273302645
ACH-001377,-0.3697724110749526
ACH-001380,-0.37979890218961415
ACH-001391,-0.5424876270673968
ACH-001408,-0.22280778918313995
ACH-001430,-0.1325388996688568
ACH-001431,-0.4122019745215675
ACH-001450,-0.2247775423864283
ACH-001496,-0.34313231406544914
ACH-001500,-0.2906906593137581
ACH-001523,-0.4132673128962781
ACH-001532,-0.4060631774392025
ACH-001550,-0.28754309081880297
ACH-001552,-0.4951473135914372
ACH-001554,-0.4516658319579195
ACH-001654,-0.5262860783686567
ACH-001735,-0.3917674120247511
ACH-001736,-0.4610730024272726
ACH-001737,-0.24297279933369004
ACH-001740,-0.3868547152400831
ACH-001745,-0.4531282866088789
ACH-001765,-0.4799811531050983
