,SV2B (9899)
ACH-000004,0.2074963310790359
ACH-000005,-0.06447187879684546
ACH-000007,0.1522937033935138
ACH-000009,-0.07147244459423989
ACH-000011,0.17824348440196616
ACH-000012,0.09815633691745487
ACH-000013,0.0224240518870922
ACH-000014,0.15316852154110114
ACH-000015,0.2258728703773772
ACH-000017,0.2831433374028249
ACH-000018,0.0596843879493985
ACH-000019,0.1819827519580791
ACH-000021,0.14376930608305952
ACH-000022,0.27053102976395066
ACH-000025,0.10199558238492064
ACH-000028,0.05194246419191528
ACH-000030,0.14936651536068524
ACH-000035,0.03203003901215764
ACH-000036,0.06716673542024393
ACH-000037,0.17102208576560365
ACH-000039,-0.10138286130616098
ACH-000040,0.2699932405165776
ACH-000041,0.03304640697751122
ACH-000042,0.09527549657343598
ACH-000045,0.05930796241516635
ACH-000047,0.1989675842254196
ACH-000052,0.25103354286927965
ACH-000053,0.14543091792939114
ACH-000054,0.23318556140962285
ACH-000055,-0.07459491164491837
ACH-000060,0.12346295153081573
ACH-000067,-0.0433905880635812
ACH-000070,0.13670407599246934
ACH-000075,0.13751866701792226
ACH-000078,0.05451324360119484
ACH-000082,0.09723269567711128
ACH-000085,-0.037825497273878315
ACH-000086,0.1525065942751396
ACH-000087,0.14847898690340722
ACH-000092,0.03416182925677472
ACH-000095,0.11813638964827408
ACH-000097,0.14138035711419114
ACH-000098,0.2052773233445312
ACH-000099,0.02343615442271391
ACH-000108,0.08941338514833377
ACH-000113,0.2015836071191465
ACH-000116,0.10746191834400927
ACH-000118,0.2621365107900089
ACH-000120,0.25896354863208737
ACH-000123,0.08852712388500301
ACH-000127,0.06296736349636699
ACH-000128,0.11992462923235825
ACH-000132,0.12507131848364378
ACH-000133,0.13160246533942388
ACH-000137,0.12620830594239646
ACH-000138,0.1032760926932777
ACH-000142,0.09527646022532983
ACH-000143,0.3184706161567948
ACH-000146,0.0670662604775602
ACH-000148,0.19410954019212995
ACH-000150,0.018713345914307504
ACH-000152,0.19226173250391415
ACH-000153,0.023810420487503915
ACH-000159,0.1493449285077576
ACH-000160,0.13897894902007174
ACH-000163,0.09217580260010394
ACH-000167,0.4734540321258942
ACH-000168,0.09722808098709268
ACH-000169,0.1829631832263156
ACH-000178,0.16821231254681254
ACH-000183,0.014749282469906312
ACH-000188,0.02994462723292643
ACH-000189,0.051769499572473336
ACH-000190,0.1170079928551125
ACH-000198,0.046750480420982815
ACH-000203,0.12231160866976193
ACH-000204,-0.005882395170955606
ACH-000206,0.18331590981132015
ACH-000207,0.01150489785348205
ACH-000208,-0.14138908956446222
ACH-000210,0.018849474390081847
ACH-000211,0.09650591477223604
ACH-000215,0.17448880911869202
ACH-000221,0.04554531530988848
ACH-000222,0.20400659804510907
ACH-000223,0.06482875558528582
ACH-000226,0.22185065349907834
ACH-000227,0.03833554145266672
ACH-000228,0.14923688991172182
