,RB1 (5925)
ACH-000004,-0.2156283243238303
ACH-000005,0.5160666839796287
ACH-000007,-0.057253421468209435
ACH-000009,0.18416023812248225
ACH-000011,0.4002904512016026
ACH-000012,0.33511466007128554
ACH-000013,0.37797489533338224
ACH-000014,0.29429010535971445
ACH-000015,-0.054624279129741514
ACH-000017,-0.01452705610508608
ACH-000018,0.19952181410252096
ACH-000019,-0.08807788467106435
ACH-000021,0.2058106979421035
ACH-000022,0.10742584113187577
ACH-000025,0.15698273511550462
ACH-000028,0.21243968417550355
ACH-000030,0.09837182388997856
ACH-000035,0.13440068892608548
ACH-000036,0.5264706554765849
ACH-000037,0.08825484443262231
ACH-000039,0.09755463469558227
ACH-000040,0.36049307746630505
ACH-000041,0.5141752248038755
ACH-000042,0.1555097562287554
ACH-000045,0.09814985505305897
ACH-000047,0.7131552850018023
ACH-000052,-0.017231168292107347
ACH-000053,0.16115701148393113
ACH-000054,0.1667591086330087
ACH-000055,0.2648181532235302
ACH-000060,0.13435706589046925
ACH-000067,0.03600925771761779
ACH-000070,0.2871707283932279
ACH-000075,0.10997450917624373
ACH-000078,0.17412437614799994
ACH-000082,0.24133122532333626
ACH-000085,-0.2400123104296608
ACH-000086,0.18805781158880452
ACH-000087,0.013284614852577106
ACH-000092,0.19582250302281534
ACH-000095,0.10014482281286624
ACH-000097,0.1699705358894038
ACH-000098,0.3259706643897581
ACH-000099,0.2509933223292595
ACH-000108,-0.012643206739744542
ACH-000113,-0.044860281953218006
ACH-000116,0.02151605445361165
ACH-000118,0.11609744694212905
ACH-000120,0.3857464447518131
ACH-000123,0.3524638404444325
ACH-000127,0.2540762858505087
ACH-000128,-0.05137826333862704
ACH-000132,0.1832975674462501
ACH-000133,-0.011690441016874135
ACH-000137,0.06813098736586334
ACH-000138,0.15789886036227774
ACH-000142,0.2855831170971727
ACH-000143,0.4124275018922234
ACH-000146,0.19457872787295408
ACH-000148,0.6253037762105991
ACH-000150,0.3406021926142334
ACH-000152,0.06738673438314947
ACH-000153,0.3794261255397573
ACH-000159,0.15076015747256968
ACH-000160,0.23471433701705766
ACH-000163,0.16559411260688695
ACH-000167,-0.028073070733292182
ACH-000168,-0.14620183695284114
ACH-000169,0.3147527701437096
ACH-000178,0.3518981186867879
ACH-000183,-0.12078242847834225
ACH-000188,0.09226629652641513
ACH-000189,0.2511625611103664
ACH-000190,0.17463491836711798
ACH-000198,0.18549410780579734
ACH-000203,0.5198224883078173
ACH-000204,0.1477977920705274
ACH-000206,0.14921432630404835
ACH-000207,0.18883772556258285
ACH-000208,-0.13126548483088693
ACH-000210,0.1579693863087664
ACH-000211,0.12390310571904055
ACH-000215,0.04198982492001622
ACH-000221,0.11844284501339415
ACH-000222,-0.07498492880230875
ACH-000223,-0.07267056617050825
ACH-000226,0.22296514414240576
ACH-000227,0.03949425091111635
ACH-000228,0.2155196500972979
ACH-000231,0.058203218002462725
ACH-000232,0.1618098157747573
ACH-000233,0.36932171486644494
ACH-000234,0.16736684064825472
ACH-000235,0.031456748851750135
ACH-000237,0.3129963309764259
ACH-000238,0.14714286686880526
ACH-000242,-0.039201011044375296
ACH-000243,0.04821363661435683
ACH-000244,0.5587142491898289
ACH-000246,0.3948191698225281
ACH-000248,0.20297275611585885
ACH-000250,0.09444820443581828
ACH-000251,0.7587067031977658
ACH-000252,0.11882813738270767
ACH-000253,0.025082551497568
ACH-000255,0.2222568546017712
ACH-000256,0.6473651988618161
