,HTRA1 (5654)
ACH-000004,-0.0895754239406246
ACH-000005,-0.15622366476118765
ACH-000007,-0.11871942853729565
ACH-000009,0.08940377694039113
ACH-000011,0.029931148054822224
ACH-000012,-0.06710951597525454
ACH-000013,0.00461406642661575
ACH-000014,-0.2552809185191747
ACH-000015,-0.10680793683504952
ACH-000017,-0.021480384007968305
ACH-000018,-0.31268562987867893
ACH-000019,0.11146651124262663
ACH-000021,-0.03841841098241626
ACH-000022,-0.019871769315096915
ACH-000025,-0.009130165024793666
ACH-000028,0.1937713469846134
ACH-000030,0.0609918376559815
ACH-000035,-0.07837599887197523
ACH-000036,0.12710365977826796
ACH-000037,-0.03969647211660092
ACH-000039,-0.003915325831780523
ACH-000040,0.04343293924222895
ACH-000041,-0.13181821253372267
ACH-000042,-0.08928627313187294
ACH-000045,0.1023710650764427
ACH-000047,0.2304904558064095
ACH-000052,-0.07478354523223278
ACH-000053,0.049603677024321016
ACH-000054,-0.09336232429851983
ACH-000055,-0.14232316153169958
ACH-000060,-0.006172627622620482
ACH-000067,-0.04995111247734561
ACH-000070,0.026505425381624818
ACH-000075,-0.1392002709682849
ACH-000078,0.1026509231549165
ACH-000082,0.012161361571297857
ACH-000085,0.05612455139096734
ACH-000086,0.13491492684822373
ACH-000087,0.13534652734020713
ACH-000092,0.0665892127656737
ACH-000095,-0.0024045629840708732
ACH-000097,0.08238828056106001
ACH-000098,-0.03137693091905895
ACH-000099,0.01560152186820345
ACH-000108,0.09164100759682607
ACH-000113,0.0985185123180503
ACH-000116,-0.040486203309654016
ACH-000118,-0.12497650954546925
ACH-000120,0.03586483942975978
ACH-000123,0.056990212810300624
ACH-000127,0.007328593937268512
ACH-000128,0.012121793517290848
ACH-000132,-0.001805168033168278
ACH-000133,0.07051002973849818
ACH-000137,0.011636953055695202
ACH-000138,-0.003350101935859393
ACH-000142,-0.07145362136845856
ACH-000143,-0.12885758868228495
ACH-000146,0.07017603296338935
ACH-000148,0.006268661210125275
ACH-000150,0.11885907057877587
