,SULT1C3 (442038)
ACH-000004,0.12688152531839725
ACH-000005,0.17322717254097342
ACH-000007,0.14475684712756345
ACH-000009,0.059360150391373004
ACH-000011,0.09138888235121123
ACH-000012,0.07368405728801745
ACH-000013,0.10158025921340257
ACH-000014,0.10324211123423233
ACH-000015,0.09812552055380253
ACH-000017,0.10762684730157128
ACH-000018,-0.05575122244967053
ACH-000019,0.0564962463368634
ACH-000021,0.16669558371918666
ACH-000022,0.1299433229661155
ACH-000025,0.05415578529851997
ACH-000028,0.030812907550715505
ACH-000030,0.01035992343209923
ACH-000035,0.12094853669598896
ACH-000036,0.19225677267479832
ACH-000037,0.04451951855662273
ACH-000039,-0.04245695395117277
ACH-000040,0.12740663597597174
ACH-000041,0.17016585672517873
ACH-000042,0.10202758042856364
ACH-000045,0.27280938271479593
ACH-000047,0.09893125863714937
ACH-000052,0.014048097983745652
ACH-000053,0.11471464341897801
ACH-000054,0.017245313599297745
ACH-000055,0.17985318237723236
ACH-000060,0.07594822432262399
ACH-000067,0.10267396530515556
ACH-000070,0.10228666040152756
ACH-000075,-0.04907213705016164
ACH-000078,0.08309917564095093
ACH-000082,0.088990870050274
ACH-000085,0.08890296442510037
ACH-000086,0.07108737367100264
ACH-000087,0.14422765981734273
ACH-000092,0.05883681604613253
ACH-000095,0.12823776756931027
ACH-000097,0.11981480407608165
ACH-000098,0.0025240023744681475
ACH-000099,0.1641872474003151
ACH-000108,0.04481135284020225
ACH-000113,0.11742319051814977
ACH-000116,0.15202294964686278
ACH-000118,0.06554322088561558
ACH-000120,0.2441494874427686
ACH-000123,0.04068112978144218
ACH-000127,0.07232117902066393
ACH-000128,0.10521456343385403
ACH-000132,0.13424220366044798
ACH-000133,-0.08021043728286889
ACH-000137,0.1192618219355447
ACH-000138,0.18667417609811315
ACH-000142,0.19654271500903708
ACH-000143,0.022183717657937117
ACH-000146,0.024782349567855008
ACH-000148,0.16951199584977414
ACH-000150,0.19144935133118135
ACH-000152,0.028922320105468982
ACH-000153,0.13224063137772965
ACH-000159,0.16340555543335586
ACH-000160,0.1353863892651894
ACH-000163,0.1377512941521813
ACH-000167,0.2484810921998443
ACH-000168,0.14290036136868228
ACH-000169,0.11253410296755664
ACH-000178,0.15395877419560586
ACH-000183,0.004646163952690929
ACH-000188,0.1601278173138139
ACH-000189,0.04881929187736892
ACH-000190,0.023717357239542672
ACH-000198,0.13696274588668075
ACH-000203,0.044300071352567465
ACH-000204,0.032907845744976905
ACH-000206,0.03073310225688938
ACH-000207,-0.04429525090439554
ACH-000208,0.2464272909705532
ACH-000210,-0.08031967686233407
ACH-000211,-0.017528145351929918
ACH-000215,0.13590953509317338
ACH-000221,0.03575321375142624
ACH-000222,0.28838200307711503
ACH-000223,-0.010113152115093185
ACH-000226,0.10546947238270153
ACH-000227,-0.012029284030898554
ACH-000228,0.13711864075853572
ACH-000231,0.015823348837254468
ACH-000232,0.03200638205338914
ACH-000233,0.04979045697871063
ACH-000234,-0.09721284795484103
ACH-000235,0.110308698823408
ACH-000237,-0.020590185969535636
ACH-000238,0.12706736366800803
ACH-000242,0.2272667803532947
ACH-000243,0.07876368497355041
ACH-000244,0.15018111708422122
ACH-000246,0.032901925133984385
ACH-000248,0.11527934254011228
ACH-000250,0.05044566027207753
ACH-000251,-0.005606831583753508
ACH-000252,0.06039927129002304
ACH-000253,0.08106088105453924
ACH-000255,0.04935987895281225
ACH-000256,0.016265514767747215
ACH-000257,0.0015291044641267712
ACH-000258,0.0664675131817426
ACH-000259,0.12574507043638206
ACH-000260,0.10851443437254753
ACH-000261,0.0629786487004477
ACH-000262,0.19058844279045808
ACH-000263,0.3321814766313839
ACH-000264,0.1277695394918403
ACH-000265,0.1284577804273244
ACH-000266,0.1091629064947082
ACH-000272,0.06023922038340315
ACH-000274,0.10985427168978287
ACH-000277,0.15043243709725854
ACH-000278,0.011926148464490052
ACH-000279,0.0585581114531078
ACH-000280,0.21059378103553344
ACH-000281,0.17433775271303098
ACH-000288,0.13157984960661062
ACH-000291,0.0998442686031685
