,TECTA (7007)
ACH-000004,0.2371262007564565
ACH-000005,0.2801663703862925
ACH-000007,0.2546886859493243
ACH-000009,0.18657089662964665
ACH-000011,0.1987883251019444
ACH-000012,0.14306041975899605
ACH-000013,0.1555499291028089
ACH-000014,0.17832927206238391
ACH-000015,0.14875037677471642
ACH-000017,0.1479337701901889
ACH-000018,0.2224613463536912
ACH-000019,0.25784221062903817
ACH-000021,0.19200509296924967
ACH-000022,0.2387740363615059
ACH-000025,0.2596976668954423
ACH-000028,0.15217526877799825
ACH-000030,0.2789919547836843
ACH-000035,0.2766312949967896
ACH-000036,0.24410711027955356
ACH-000037,0.1865876228297904
ACH-000039,0.19739456098769975
ACH-000040,0.20130725283769726
ACH-000041,0.04084987559928832
ACH-000042,0.18370629886453427
ACH-000045,0.1855608348016514
ACH-000047,0.2283490145792075
ACH-000052,0.2048446386155484
ACH-000053,0.17251713880449246
ACH-000054,0.20900396503750546
ACH-000055,0.08403416790426439
ACH-000060,0.2446885854576519
ACH-000067,0.2745180909046532
ACH-000070,0.1119094093439158
ACH-000075,0.2624817918922062
ACH-000078,0.2150864654554726
ACH-000082,0.22465726527395224
ACH-000085,0.12780234919000236
ACH-000086,0.18115401417839835
ACH-000087,0.2612376595011631
ACH-000092,0.2250473950371381
ACH-000095,0.27229751681418746
ACH-000097,0.06490153489142257
ACH-000098,0.28803733464154563
ACH-000099,0.09394416101968472
ACH-000108,0.23465118119274514
ACH-000113,0.14555804168963885
ACH-000116,0.138616740597153
ACH-000118,0.19870873924771648
ACH-000120,0.02395149879317116
ACH-000123,0.19368476511487476
ACH-000127,0.2617082412489198
ACH-000128,0.15377552871032976
ACH-000132,0.1236282474613578
ACH-000133,0.3050944966113485
ACH-000137,0.19564110373569826
ACH-000138,0.0810344971669191
ACH-000142,0.3015643293711079
ACH-000143,0.2748778452859489
ACH-000146,0.226297784724016
ACH-000148,0.18595750175072173
ACH-000150,0.1715276134569093
ACH-000152,0.16614233888295166
ACH-000153,0.1805331849817117
ACH-000159,0.1921451921890412
ACH-000160,0.013616510140147552
ACH-000163,0.21905823024105253
ACH-000167,0.19153850897320268
ACH-000168,0.03407524467118773
ACH-000169,0.2664455652216498
ACH-000178,0.17489756561819958
ACH-000183,0.2435756760367329
ACH-000188,0.17796577921485546
ACH-000189,0.1053951465418844
ACH-000190,0.022371165911330808
ACH-000198,0.2576783997107337
ACH-000203,0.3981473022208643
ACH-000204,0.06610250151571183
ACH-000206,0.23667421908809402
ACH-000207,0.25807604746376905
ACH-000208,0.2177179730427701
ACH-000210,0.3276225952016696
ACH-000211,0.3082673328295825
ACH-000215,0.1942770839750526
ACH-000221,0.2386883294054097
ACH-000222,0.19302787036625724
ACH-000223,0.1870579014353365
ACH-000226,0.2914111103259022
ACH-000227,0.25693605833192495
ACH-000228,0.203688570672915
ACH-000231,0.1896117454262905
ACH-000232,0.14550091436905666
ACH-000233,0.21288042532554674
ACH-000234,0.17366717756969596
ACH-000235,0.1756968981527513
ACH-000237,0.248904557272011
ACH-000238,0.17736475564114462
ACH-000242,0.343409088649602
ACH-000243,0.19032745968786435
ACH-000244,0.2593388165092397
ACH-000246,0.1497955231313343
ACH-000248,0.19202124690383265
ACH-000250,0.21967640858038506
ACH-000251,0.2391156477412859
ACH-000252,0.0917949130959691
ACH-000253,0.18419135722443408
ACH-000255,0.22782596905905114
ACH-000256,0.12565714452714846
ACH-000257,0.22911308223279545
ACH-000258,0.22719658541614396
ACH-000259,0.17004484541265255
ACH-000260,0.2308287347515184
ACH-000261,0.28929523889616804
ACH-000262,0.4302564848214267
ACH-000263,0.24926907529186984
ACH-000264,0.0917047184089196
ACH-000265,0.2865253826404656
ACH-000266,0.1905201694349207
ACH-000272,0.19836794733283855
ACH-000274,0.10425880826636114
ACH-000277,0.23643704876432226
ACH-000278,0.20361817531131784
ACH-000279,0.180246538428183
ACH-000280,0.19273533442013416
ACH-000281,0.2146683346366529
ACH-000288,0.16555590790729582
ACH-000291,0.2741734926918197
ACH-000293,0.2524088807623189
ACH-000294,0.20458802007468324
ACH-000295,0.03441323532906503
ACH-000296,0.1642162266361521
ACH-000302,0.2725333649404404
ACH-000304,0.3986967150061901
ACH-000307,0.17306772069694235
ACH-000308,0.20321822254336974
ACH-000310,0.19505583132962706
ACH-000311,0.3511149273959817
ACH-000312,-0.018112700401899915
ACH-000315,0.2094455281024893
ACH-000316,0.20581295691176668
ACH-000317,0.20815295664168965
ACH-000318,0.1473648518353793
ACH-000319,0.24367696451204476
ACH-000320,0.18459338408468912
ACH-000322,0.14019729990955146
ACH-000323,0.19770077224660745
ACH-000324,0.1477414477682709
ACH-000329,0.22045436679552105
ACH-000330,0.1978027521778875
ACH-000331,0.2337674126447424
ACH-000332,0.12128822437791105
ACH-000334,0.28193445917117144
ACH-000335,0.34969839119716706
ACH-000336,0.09890934318140213
ACH-000337,0.183215839544904
ACH-000338,0.43021530172619904
ACH-000339,0.2530024103108423
ACH-000341,0.2279064077650481
ACH-000348,0.21137361362368265
ACH-000350,0.09015100722806024
ACH-000352,0.18649447153510587
ACH-000356,0.2507016609214281
ACH-000361,0.16739075476231688
ACH-000362,0.2001959098442155
ACH-000363,0.08573015955405144
ACH-000364,0.2880063242782443
ACH-000365,0.1208243067384961
ACH-000366,0.1522086965828525
ACH-000368,0.05305613671349894
ACH-000374,0.004586183288520829
ACH-000375,0.1821683539414076
ACH-000376,0.12067365953346028
ACH-000381,0.23778483433928116
ACH-000383,0.21319504610814569
ACH-000387,0.1693755972823282
ACH-000389,0.05179050421800772
ACH-000390,0.2326349922744869
ACH-000393,0.14454745674642114
ACH-000395,0.2830613592734729
ACH-000396,0.3366334157408138
ACH-000397,0.22158616134217912
ACH-000401,0.14134068403594272
ACH-000402,-0.0658114508615922
ACH-000403,0.19429185047584832
ACH-000404,0.05994883923056695
ACH-000406,0.1547008680010352
ACH-000407,0.09893123328717718
ACH-000408,0.2323278630464615
ACH-000410,0.2176542491290025
ACH-000411,0.09647937685181718
ACH-000414,0.1695623210573971
ACH-000415,0.18122156862925007
ACH-000416,0.15075487190803288
ACH-000420,0.21493200774197893
ACH-000421,0.18706814149756595
ACH-000424,0.05621292127127588
ACH-000425,0.13459262830993435
ACH-000426,0.3020483249531956
ACH-000427,0.15333121358789906
ACH-000433,0.11822324664206385
ACH-000435,0.11824211312063525
ACH-000436,0.14928019362138042
ACH-000444,0.07107573310747642
ACH-000445,0.10742206407401476
ACH-000448,0.17644956123900782
ACH-000450,0.2727823194118454
ACH-000452,0.18289768659273287
ACH-000454,0.2980306779165692
ACH-000458,0.2744919227045725
ACH-000459,0.03333115511973212
ACH-000460,0.2190981207200688
ACH-000461,0.09305174884356876
ACH-000463,0.2464286357996764
ACH-000464,0.2287599197893257
ACH-000466,0.3153004724644065
ACH-000467,0.22163418803631346
ACH-000468,0.19861962530561286
ACH-000469,0.22128727339807866
ACH-000470,0.22421119906278544
ACH-000471,0.19732030841299264
ACH-000472,0.2222377065724456
ACH-000473,0.3093955574016579
ACH-000475,0.22754322775232275
ACH-000476,0.2891060371522775
ACH-000477,0.28520755148646704
ACH-000479,0.21501323619145035
ACH-000480,0.12941284083987886
ACH-000481,0.1951433382739121
ACH-000483,0.18598585281176444
ACH-000484,0.15933196525637092
ACH-000485,0.2626500453408248
ACH-000486,0.19203926243324787
ACH-000487,0.19120901878148086
ACH-000488,0.24143994200133806
ACH-000490,0.2414044792692744
ACH-000491,0.2241347882575374
ACH-000495,0.19177417657279305
ACH-000496,0.2350249309149602
ACH-000499,0.2697111647786986
ACH-000500,0.13128151848880848
ACH-000502,0.21622711400323635
ACH-000503,0.0950691925064912
ACH-000505,0.16446460329802334
ACH-000507,0.2277882105545138
ACH-000510,0.20408040656745247
ACH-000511,0.15775515713918933
ACH-000512,0.3212782416146805
ACH-000516,0.2278523478002225
ACH-000517,0.2806222606902836
ACH-000518,0.20026070527694909
ACH-000520,0.3080678105518085
ACH-000521,0.12396908034551644
ACH-000522,0.21400406191847174
ACH-000524,0.21715852405624764
ACH-000527,0.23004420466533615
ACH-000528,0.1785024428277552
ACH-000537,0.1817260541926968
ACH-000541,0.1812098798151249
ACH-000542,0.22360586802430404
ACH-000544,0.07196342078881045
ACH-000545,0.22764329696850724
ACH-000547,0.1495208928485493
ACH-000548,0.2775660404071345
ACH-000549,0.14544749757019018
ACH-000550,0.2113602942360646
ACH-000552,0.2491293593789525
ACH-000556,0.22848032596295176
ACH-000557,0.1198956757124108
ACH-000569,0.20024231342141385
ACH-000570,0.1196893413522822
ACH-000571,0.19158413291157636
ACH-000573,0.17797680833048768
ACH-000576,0.004231576610692371
ACH-000579,0.1802811318408621
ACH-000580,0.30223583726729136
ACH-000584,0.2044213765452744
ACH-000585,0.2320792328107233
ACH-000588,0.15698169746675664
ACH-000589,0.18281514791720788
ACH-000591,0.22066135434504008
ACH-000593,0.2115523514325735
ACH-000600,0.2224760424984663
ACH-000601,0.1705710042080848
ACH-000605,0.2740290204447863
ACH-000606,0.17920789538113407
ACH-000608,0.22771861360931586
ACH-000614,0.18367077791986813
ACH-000616,0.3056167448584312
ACH-000618,0.1218413360439307
ACH-000619,0.26856762977109266
ACH-000620,0.12046958306786545
ACH-000621,0.22087986482056526
ACH-000622,0.22220696340865406
ACH-000623,0.15813065357681966
ACH-000624,0.22002305151199428
ACH-000627,0.22488086673954955
ACH-000630,0.203631391537011
ACH-000631,0.3038408182580714
ACH-000632,0.1514576811870524
ACH-000633,0.210889745135986
ACH-000637,0.12263542491195398
ACH-000638,0.5708209515293584
ACH-000646,0.2476442074048609
ACH-000647,0.21197552896456573
ACH-000648,0.09385897660067914
ACH-000649,0.2911376495821715
ACH-000651,0.13072562458687456
ACH-000652,0.11152032519230416
ACH-000653,0.015186598625791525
ACH-000657,0.2155576206817988
ACH-000658,0.1687843181734715
