,HIBADH (11112)
ACH-000004,-0.0914619946642426
ACH-000005,0.16441385338937606
ACH-000007,-0.21548607116201
ACH-000009,0.09262661955720862
ACH-000011,0.012796897996119185
ACH-000012,-0.02493012897585545
ACH-000013,-0.008379556202132285
ACH-000014,-0.14401210148726304
ACH-000015,-0.07704161584026564
ACH-000017,0.0658307478330176
ACH-000018,-0.037463433340959064
ACH-000019,0.028798280582265818
ACH-000021,-0.030336094502703786
ACH-000022,0.0005390248160693532
ACH-000025,-0.011258734583665678
ACH-000028,0.055719179652326915
ACH-000030,-0.014354964749388669
ACH-000035,-0.008407687320208891
ACH-000036,-0.06388954884005052
ACH-000037,0.04159732854666647
ACH-000039,-0.027850863970350637
ACH-000040,-0.053531347968252006
ACH-000041,-0.1509956349607272
ACH-000042,-0.21473141212872465
ACH-000045,-0.11579854235295622
ACH-000047,-0.07984908115239442
ACH-000052,0.03121721990439463
ACH-000053,0.008742432970771699
ACH-000054,-0.1317231577063762
ACH-000055,0.13233286788295887
ACH-000060,0.07748056046801566
ACH-000067,-0.02296049904817049
ACH-000070,0.16084260784337126
ACH-000075,0.2174101619251756
ACH-000078,-0.07141192111841316
ACH-000082,-0.11653016302066145
ACH-000085,0.30441216766064266
ACH-000086,0.09919990394105802
ACH-000087,-0.1902453364263196
ACH-000092,0.01573314483106287
ACH-000095,-0.07092427179686303
ACH-000097,-0.06301298057243457
ACH-000098,-0.052303235874972466
ACH-000099,-0.06475567370884966
ACH-000108,-0.03344647763245718
ACH-000113,0.0486563315654334
ACH-000116,-0.10302238585284212
ACH-000118,0.012503240202520428
ACH-000120,-0.06947447753029537
ACH-000123,-0.03022002347286269
ACH-000127,0.04398737705243965
ACH-000128,-0.06256527623365757
ACH-000132,0.14388586711035653
ACH-000133,0.03257643269053285
ACH-000137,0.013675542305286902
ACH-000138,0.048998540739653235
ACH-000142,0.049495470340336994
ACH-000143,-0.14577434404726394
ACH-000146,-0.01618183622216068
ACH-000148,-0.005297570040800533
ACH-000150,0.03324554538623388
ACH-000152,-0.03921748060830419
ACH-000153,-0.15187924438923367
ACH-000159,-0.09081134834516226
ACH-000160,0.05211924168481921
ACH-000163,0.07787605396776134
ACH-000167,0.28694749323478563
ACH-000168,0.25225347808893783
ACH-000169,-0.07739692959800733
ACH-000178,-0.0643778900043158
ACH-000183,0.1994579579985884
ACH-000188,0.03987669565772101
ACH-000189,-0.1733535079029237
ACH-000190,-0.2580720182774038
ACH-000198,-0.22404727181198072
ACH-000203,0.0014704391723242506
ACH-000204,-0.3096395766923802
ACH-000206,-0.013177616781581272
ACH-000207,-0.12319412485483075
ACH-000208,0.159734247658205
ACH-000210,0.07627763934473232
ACH-000211,-0.123517751835215
ACH-000215,-0.061124999394856126
ACH-000221,-0.1001084303951555
ACH-000222,-0.07960476910620069
ACH-000223,-0.012907915669301093
ACH-000226,-0.07351675902844118
ACH-000227,0.24697747098810854
ACH-000228,-0.1570093428482673
ACH-000231,-0.02975348900668802
ACH-000232,-0.07665895192680837
ACH-000233,0.0755351646639395
ACH-000234,-0.035691316774921884
ACH-000235,-0.135403692182012
ACH-000237,-0.025199597421504023
ACH-000238,0.03155039722365993
ACH-000242,-0.20304525727686254
ACH-000243,-0.02533329936533289
ACH-000244,-0.04529535341404574
ACH-000246,-0.060893168360568836
ACH-000248,-0.0594995350326296
ACH-000250,-0.1534773844739103
ACH-000251,0.0989793587324624
ACH-000252,-0.3259760570101958
ACH-000253,-0.06941322451572314
ACH-000255,0.13680349178850032
ACH-000256,-0.035119492995646436
ACH-000257,-0.07037349113916053
ACH-000258,-0.22227979200348075
ACH-000259,0.11054050966077324
ACH-000260,-0.009321724171715132
ACH-000261,0.05359038286645591
ACH-000262,-0.032462054524034216
ACH-000263,-0.09131750044829286
ACH-000264,-0.027523056299008336
ACH-000265,0.03604590517676772
ACH-000266,-0.14355450399621553
ACH-000272,0.023049667622863985
ACH-000274,-0.00525737997727725
ACH-000277,-0.058109452974758675
ACH-000278,-0.008341373710438834
ACH-000279,-0.08284986136514524
ACH-000280,-0.08763032159642994
ACH-000281,-0.1564703728408046
ACH-000288,-0.04957144225250425
ACH-000291,0.2185570563275784
ACH-000293,-0.13230782835037053
ACH-000294,0.07121007580279567
ACH-000295,-0.23003864658008194
ACH-000296,0.06151393176017667
ACH-000302,0.0952991388318813
ACH-000304,-0.26111895473826824
ACH-000307,-0.08215060529643654
ACH-000308,0.034716958953380984
ACH-000310,-0.09291559694626368
ACH-000311,-0.1418394425273959
ACH-000312,-0.02477869335706748
ACH-000315,-0.12496966922257355
ACH-000316,0.12235985567369242
ACH-000317,0.2507461256068229
ACH-000318,0.15628558807304266
ACH-000319,-0.05377875782488471
ACH-000320,-0.003133821299620553
ACH-000322,0.15161482515810862
ACH-000323,-0.09384250521244712
ACH-000324,-0.028122830803818763
ACH-000329,0.04701059007467254
ACH-000330,0.07749668953985696
ACH-000331,0.11130412071206704
ACH-000332,-0.09146576956146246
ACH-000334,0.31933165547788184
ACH-000335,0.10002548196067704
ACH-000336,-0.3268402221127227
ACH-000337,-0.04449403956776768
ACH-000338,0.004646142722300571
ACH-000339,-0.07897910187408934
ACH-000341,-0.08746315720183558
ACH-000348,0.07561984009471984
ACH-000350,-0.11615306185115253
ACH-000352,-0.047116026109029235
ACH-000356,-0.021136958361213036
ACH-000361,0.06152779541229569
ACH-000362,0.06561577677877954
ACH-000363,-0.0820467303144917
ACH-000364,0.06686449218066379
ACH-000365,0.006031033094861359
ACH-000366,-0.08943025036675617
ACH-000368,-0.0631366307120639
ACH-000374,0.06637189920281994
ACH-000375,-0.12705545029060158
ACH-000376,-0.09716232622337836
ACH-000381,0.15109503819588496
