,UBE2E3 (10477)
ACH-000004,-0.5231524408270629
ACH-000005,-0.5295177899808612
ACH-000007,-0.04185512870073179
ACH-000009,-0.15465771739390727
ACH-000011,-0.2642954650964301
ACH-000012,-0.06976997517613473
ACH-000013,-0.11281790107211186
ACH-000014,-0.025978224321759544
ACH-000015,-0.2394318195453675
ACH-000017,-0.1076935982952306
ACH-000018,-0.10067609712160587
ACH-000019,-0.17218739716488288
ACH-000021,-0.15494460349569292
ACH-000022,-0.1294094318358248
ACH-000025,-0.07910719205302395
ACH-000028,-0.1206739946627378
ACH-000030,-0.34791245279334365
ACH-000035,-0.1250208054200525
ACH-000036,0.039730835259378136
ACH-000037,-0.2080099691439535
ACH-000039,-0.2583939799948783
ACH-000040,-0.2325958230067692
ACH-000041,-0.1477567108391803
ACH-000042,-0.20618295450378524
ACH-000045,-0.052802297543470565
ACH-000047,-0.23016636200980575
ACH-000052,-0.22219950493273874
ACH-000053,-0.15280746868252246
ACH-000054,-0.15220272548693656
ACH-000055,-0.0073795850316140735
ACH-000060,-0.15743881927598422
ACH-000067,-0.051822549323487066
ACH-000070,-0.3054603439016613
ACH-000075,0.05229814008834549
ACH-000078,-0.2363200165689682
ACH-000082,-0.20377279140667695
ACH-000085,-0.15357360728264438
ACH-000086,-0.06116136444128181
ACH-000087,-0.2359843526082557
ACH-000092,-0.23377312163425096
ACH-000095,-0.1668768553815853
ACH-000097,-0.18523987238419795
ACH-000098,-0.19171470526241566
ACH-000099,-0.3242392712911605
ACH-000108,-0.015913905628383768
ACH-000113,-0.10984477761340172
ACH-000116,-0.18822234219455666
ACH-000118,-0.118958522652322
ACH-000120,-0.152765026999746
ACH-000123,-0.2241892111190747
ACH-000127,-0.1878389608259346
ACH-000128,-0.21013773878429248
ACH-000132,-0.25936452321832154
ACH-000133,-0.24811116170708025
ACH-000137,-0.15702911533804706
ACH-000138,0.06737397849075025
ACH-000142,-0.18037123713396544
ACH-000143,-0.3106844704284934
ACH-000146,-0.09536084123490776
ACH-000148,-0.21897879172834767
ACH-000150,-0.300751884786187
ACH-000152,-0.20901212518488768
ACH-000153,-0.3928740675259483
ACH-000159,-0.15285061827776145
ACH-000160,-0.14211895721328086
ACH-000163,-0.22855978003537794
ACH-000167,0.19321566518298308
ACH-000168,-0.2490409657685071
ACH-000169,-0.12684699617600612
ACH-000178,-0.2522072825190604
ACH-000183,-0.2707098042973116
ACH-000188,-0.20559641828908792
ACH-000189,-0.13352343546836992
ACH-000190,-0.299816123020031
ACH-000198,-0.3899327262159562
ACH-000203,-0.6975611465814701
ACH-000204,-0.16460458140369286
ACH-000206,-0.0918532439272339
ACH-000207,0.1989812085326884
ACH-000208,0.14326997771271688
ACH-000210,-0.15771190529175044
ACH-000211,-0.11540652163086475
ACH-000215,-0.01858078277069257
ACH-000221,-0.25544864619025465
ACH-000222,-0.07273223123445134
ACH-000223,-0.4001132552153046
ACH-000226,-0.21724069294600326
ACH-000227,-0.1447904928407823
ACH-000228,0.044835704584465084
ACH-000231,-0.2393244054400951
ACH-000232,-0.2066409819669701
ACH-000233,-0.05790939085692661
ACH-000234,-0.3175181567354059
ACH-000235,-0.13763059822695392
ACH-000237,-0.2311699573518288
ACH-000238,-0.1452920152231756
ACH-000242,0.011419448955132605
ACH-000243,-0.13015579364720942
ACH-000244,-0.11795680515885287
ACH-000246,-0.10319326457822504
ACH-000248,-0.08158507166699397
ACH-000250,-0.2308255960295835
ACH-000251,-0.22631927526526166
ACH-000252,-0.2245269216669985
ACH-000253,-0.1092089125602934
ACH-000255,-0.1488785783651591
ACH-000256,-0.20568998445724992
ACH-000257,-0.3622131667472401
ACH-000258,-0.3757070604018384
ACH-000259,-0.08125743248154334
ACH-000260,-0.14827878583322304
ACH-000261,-0.12009875739848462
ACH-000262,-0.15809805796906615
ACH-000263,0.11027678909547567
ACH-000264,-0.09189814595136987
ACH-000265,-0.271273172848144
ACH-000266,-0.17756624680277222
ACH-000272,-0.15559113469985522
ACH-000274,-0.207375684700558
ACH-000277,-0.11935194444679792
ACH-000278,-0.21130724913088494
