,TBRG4 (9238)
ACH-000004,-0.14873174495239053
ACH-000005,-0.2444744004252757
ACH-000007,-0.21972377109153532
ACH-000009,-0.10213036465075882
ACH-000011,0.040399777750537214
ACH-000012,-0.1729889520004472
ACH-000013,-0.17097230302781696
ACH-000014,-0.2822415866531738
ACH-000015,-0.2700375769375362
ACH-000017,-0.11386778022677975
ACH-000018,-0.21359560256356944
ACH-000019,-0.2074415445992638
ACH-000021,-0.10695414603637683
ACH-000022,-0.25438869982832163
ACH-000025,-0.11664544243780488
ACH-000028,-0.08170968331001496
ACH-000030,-0.09708556058516024
ACH-000035,-0.3779468984988241
ACH-000036,-0.053505183471660285
ACH-000037,-0.1694696508723222
ACH-000039,0.03835490829798695
ACH-000040,-0.3297248758853531
ACH-000041,-0.22883900107496866
ACH-000042,-0.08656218102605577
ACH-000045,-0.5000919687510501
ACH-000047,-0.36698281326078863
ACH-000052,-0.06347437418248446
ACH-000053,-0.0560411189782097
ACH-000054,-0.03259060151332214
ACH-000055,0.010651857484114723
ACH-000060,-0.10304733647632676
ACH-000067,-0.08344246754145904
ACH-000070,-0.2679715789760555
ACH-000075,-0.15230976862797616
ACH-000078,-0.0527076874587754
ACH-000082,-0.18530016610677053
ACH-000085,0.10165734170837996
ACH-000086,-0.13357863724695396
ACH-000087,-0.1111033838315267
ACH-000092,-0.09913556040360914
ACH-000095,-0.1577309430663241
ACH-000097,-0.10019329568192308
ACH-000098,-0.1590532620969863
ACH-000099,-0.08116867433301682
ACH-000108,-0.1937755299700568
ACH-000113,-0.7604111486089946
ACH-000116,-0.2511860650781324
ACH-000118,-0.4472105933004048
ACH-000120,-0.035231887439565165
ACH-000123,-0.31856631347584946
ACH-000127,-0.2934600901227336
ACH-000128,-0.2072362697180274
ACH-000132,-0.06300119658740608
ACH-000133,-0.2197555265378034
ACH-000137,-0.10334340780810336
ACH-000138,-0.09085182471207504
ACH-000142,-0.048537172339079566
ACH-000143,-0.22006765258426533
ACH-000146,-0.1891929465123816
ACH-000148,-0.15373805802615306
ACH-000150,-0.3771213339413554
ACH-000152,-0.11341049729557158
ACH-000153,-0.2720504881857109
ACH-000159,-0.1922628959060319
ACH-000160,-0.23871780173344545
ACH-000163,-0.07282056517616155
ACH-000167,0.2270653016139033
ACH-000168,-0.06493840891085857
ACH-000169,-0.17310261036324304
ACH-000178,-0.08433445858096132
ACH-000183,0.07290306322098271
ACH-000188,0.15206061437045368
ACH-000189,-0.16739208044846487
ACH-000190,-0.24796750383597266
ACH-000198,-0.5620336299286611
ACH-000203,0.2538697410841965
ACH-000204,-0.5980831040208944
ACH-000206,-0.1569542266262355
ACH-000207,-0.3432888568062517
ACH-000208,-0.18848362889037895
ACH-000210,-0.25093145207176
ACH-000211,-0.11078269281049864
ACH-000215,-0.039064517784545914
ACH-000221,-0.7679259571651084
ACH-000222,-0.0890609568033012
ACH-000223,-0.08828528350837103
ACH-000226,-0.035338952396795034
ACH-000227,-0.02441491774488249
ACH-000228,-0.2685340546868539
ACH-000231,-0.08821148827371211
