,RNF19A (25897)
ACH-000004,-0.29052837185962216
ACH-000005,0.13003466963703075
ACH-000007,-0.03923037127659209
ACH-000009,0.03036540404261242
ACH-000011,-0.04562943603548079
ACH-000012,0.0011793178235845474
ACH-000013,-0.02907429058352972
ACH-000014,0.2381942975359892
ACH-000015,-0.04207370925368835
ACH-000017,-0.07207250079605247
ACH-000018,0.06424027667867685
ACH-000019,0.10578655962491633
ACH-000021,0.05342308126601894
ACH-000022,-0.06856184085644018
ACH-000025,0.1508538427226384
ACH-000028,-0.11239518954693273
ACH-000030,0.02203167997951921
ACH-000035,0.0432474196207508
ACH-000036,-0.03489147361501736
ACH-000037,-0.10684943126584813
ACH-000039,-0.17936701092380866
ACH-000040,-0.11500414145950998
ACH-000041,-0.1956984851119566
ACH-000042,-0.08544686319009827
ACH-000045,0.042990686679098014
ACH-000047,-0.0007989457429562474
ACH-000052,0.10853935383508592
ACH-000053,-0.2311360192785267
ACH-000054,-0.0057048076690555906
ACH-000055,-0.009647608430605059
ACH-000060,0.042341375702767685
ACH-000067,0.08598622465500581
ACH-000070,0.01187654596034187
ACH-000075,0.0938486598023822
ACH-000078,-0.14400890871828287
ACH-000082,0.033754292174250126
ACH-000085,0.0767575565930851
ACH-000086,0.005298310444071969
ACH-000087,-0.3004018542444345
ACH-000092,-0.14083729265898556
ACH-000095,0.13783921194279136
ACH-000097,-0.05476999489734181
ACH-000098,-0.042376806004321116
ACH-000099,-0.02440248098329152
ACH-000108,0.04800331300064475
ACH-000113,-0.07471052331711933
ACH-000116,-0.03255963484648172
ACH-000118,0.04058759965368403
ACH-000120,-0.1624267464189844
ACH-000123,0.013028281711848834
ACH-000127,-0.2270055695928997
ACH-000128,-0.11595908833350728
ACH-000132,-0.030905849966672182
ACH-000133,-0.054898396364313866
ACH-000137,-0.0749335753501764
ACH-000138,0.03642562169004605
ACH-000142,-0.06861759943338251
ACH-000143,-0.15153738007615605
ACH-000146,-0.11276304410056145
ACH-000148,-0.11325352610974355
ACH-000150,-0.10156004535815327
ACH-000152,0.03037293497360149
ACH-000153,-0.2564860459029259
ACH-000159,-0.01314969502574352
ACH-000160,-0.07400847179959896
ACH-000163,0.10041005299021584
ACH-000167,-0.15744393575131074
ACH-000168,-0.0757032252299513
ACH-000169,0.01498070191580123
ACH-000178,0.05623701815587048
ACH-000183,-0.11083449095343967
ACH-000188,-0.033989084123302066
ACH-000189,-0.03347121584726734
ACH-000190,-0.22071485642718552
ACH-000198,0.02192967054037518
ACH-000203,0.7352191468149304
ACH-000204,-0.22533102964129936
ACH-000206,-0.17086522299567136
ACH-000207,-0.3148057180376701
ACH-000208,-0.24522817065540556
ACH-000210,0.04613013314135603
ACH-000211,-0.1010252544140683
ACH-000215,0.039370789816627165
ACH-000221,-0.1482738305234038
ACH-000222,0.12333098174976875
ACH-000223,-0.13395003272434722
ACH-000226,-0.14358285306276194
ACH-000227,-0.11083809060603264
ACH-000228,0.08502344599421993
ACH-000231,-0.08807722290707014
ACH-000232,0.035160617051309614
ACH-000233,0.12821111311368807
ACH-000234,-0.18594973170820206
ACH-000235,-0.007956689530978386
ACH-000237,-0.012656313591567356
ACH-000238,-0.021236239612908492
ACH-000242,-0.003692165590116137
ACH-000243,-0.02957614908692721
ACH-000244,0.14029715215913816
ACH-000246,-0.0020438778130232502
ACH-000248,-0.007946266209879529
ACH-000250,0.04424180549379415
ACH-000251,0.1852986610197229
ACH-000252,-0.15289468455749344
ACH-000253,-0.018263852401949686
ACH-000255,0.14467863108917048
ACH-000256,-0.04552288300082602
ACH-000257,0.08470500368391665
ACH-000258,0.07657860205438664
ACH-000259,-0.01584725432959884
ACH-000260,0.013691674926506015
ACH-000261,0.00559314785726831
ACH-000262,-0.029946358278845973
ACH-000263,-0.1131605547344324
ACH-000264,-0.2182732922871324
ACH-000265,-0.07370860291571789
ACH-000266,-0.08377623582468345
ACH-000272,-0.01733792054281795
ACH-000274,-0.0714013191519491
ACH-000277,-0.26601330698258274
ACH-000278,0.10774174111765937
ACH-000279,0.041473337991621916
ACH-000280,0.02077188516497165
ACH-000281,-0.01622769322853129
ACH-000288,0.01208597747137202
ACH-000291,-0.014161672510570588
ACH-000293,-0.1132450794881546
ACH-000294,-0.07521677850317415
ACH-000295,0.0003883068009231584
ACH-000296,-0.01581198032589138
ACH-000302,-0.04442257388060201
ACH-000304,0.1622823900878823
ACH-000307,-0.03610289055380138
ACH-000308,-0.08163885613664362
ACH-000310,-0.032809799746264065
ACH-000311,-0.030717912461411524
ACH-000312,-0.046987559592266734
ACH-000315,0.016482676751342858
ACH-000316,-0.026417854810056384
ACH-000317,0.03438518326820637
ACH-000318,-0.09713347649063858
ACH-000319,0.035137246878427765
ACH-000320,-0.17038505639027787
ACH-000322,-0.004541381665413605
ACH-000323,0.002665658186637005
ACH-000324,-0.06468871028154362
ACH-000329,-0.02196382819576803
ACH-000330,0.10377928086349852
ACH-000331,-0.0460693614422837
ACH-000332,-0.10311201658873263
ACH-000334,-0.14746787676876955
ACH-000335,-0.1243636383926979
ACH-000336,-0.3067368706619521
ACH-000337,-0.1635419825683707
ACH-000338,0.023630622009189386
ACH-000339,0.02320976803566306
ACH-000341,-0.004515109569997836
