,DNAJC5G (285126)
ACH-000004,-0.031074431408278605
ACH-000005,0.0971887576124848
ACH-000007,-0.24062425181729724
ACH-000009,-0.3045625399934736
ACH-000011,-0.03081490228433818
ACH-000012,-0.024614820774299537
ACH-000013,-0.027202680040073184
ACH-000014,-0.1757512338008833
ACH-000015,-0.04397016258980218
ACH-000017,-0.4521512779452567
ACH-000018,-0.2515233955832427
ACH-000019,-0.2486596928815434
ACH-000021,-0.12300977245772028
ACH-000022,-0.16216591281693696
ACH-000025,-0.1667111342814152
ACH-000028,0.016609890441093296
ACH-000030,-0.10080442297457523
ACH-000035,-0.16398048937905674
ACH-000036,-0.3049652160539057
ACH-000037,-0.1008710833157628
ACH-000039,-0.3122776571239237
ACH-000040,-0.0950834648876871
ACH-000041,-0.08284577114469656
ACH-000042,-0.14278577638037446
ACH-000045,-0.022058216701160118
ACH-000047,-0.10096385843915273
ACH-000052,0.018766710009777983
ACH-000053,-0.19200385120069127
ACH-000054,-0.191275851211608
ACH-000055,-0.1428887239677505
ACH-000060,-0.10069285312315272
ACH-000067,-0.21141865320221492
ACH-000070,-0.07785351613091204
ACH-000075,-0.08165022159827763
ACH-000078,-0.3170396567039037
ACH-000082,-0.18880883000983148
ACH-000085,-0.2563022103442323
ACH-000086,-0.10944226127301963
ACH-000087,-0.3509276735497835
ACH-000092,-0.2981279597810713
ACH-000095,-0.2146839066906168
ACH-000097,-0.07820429155004342
ACH-000098,-0.12400767596628375
ACH-000099,-0.04921104233837422
ACH-000108,-0.20262512877710245
ACH-000113,-0.3404396383767448
ACH-000116,-0.008583433160410416
ACH-000118,-0.12084989578151817
ACH-000120,0.05048493119310748
ACH-000123,-0.14562015166700762
ACH-000127,-0.02838784337397121
ACH-000128,-0.14074458305169385
ACH-000132,-0.12343422387993125
ACH-000133,-0.022125675901150804
ACH-000137,0.02466031867461616
ACH-000138,-0.10188289101203883
ACH-000142,-0.2413881188937508
ACH-000143,-0.2222351942652626
ACH-000146,-0.20290870476291795
ACH-000148,-0.08041939123408906
ACH-000150,-0.006211742342502056
ACH-000152,-0.07703787287421192
ACH-000153,-0.2634031319442611
ACH-000159,-0.06705314940082441
ACH-000160,-0.11058835281593292
ACH-000163,-0.005867840972537885
ACH-000167,-0.3627358926725817
ACH-000168,-0.0919770514800392
ACH-000169,-0.15331453631564018
ACH-000178,-0.07655994761819927
ACH-000183,-0.2515001960780532
ACH-000188,-0.1797167094782155
ACH-000189,0.0939379772337078
ACH-000190,-0.16836750124430105
ACH-000198,-0.1170281285936782
ACH-000203,-0.05987866625275948
ACH-000204,-0.021521062410046025
ACH-000206,0.000108966710560786
ACH-000207,-0.06413231453655192
ACH-000208,-0.2670455081201029
ACH-000210,0.09300676920470972
ACH-000211,-0.2181636503420316
ACH-000215,-0.20116851403213354
ACH-000221,0.06481254378807412
ACH-000222,-0.2092237828973671
ACH-000223,-0.12696635729072178
ACH-000226,-0.2814527586037269
ACH-000227,-0.13149298944319193
ACH-000228,-0.2096064563549306
ACH-000231,-0.1654610750370821
ACH-000232,-0.12296391595344315
ACH-000233,-0.2869436506402746
ACH-000234,-0.12267197607697355
ACH-000235,-0.12477384174070286
ACH-000237,-0.19357835061454948
ACH-000238,-0.4391808242099821
ACH-000242,-0.4936068171743419
ACH-000243,-0.1969594650740128
ACH-000244,-0.07283010486766152
ACH-000246,-0.024283885616439783
ACH-000248,-0.19124128365332208
ACH-000250,-0.14981456350701536
ACH-000251,-0.07325772816459641
ACH-000252,0.14314529937121973
ACH-000253,-0.1810720691712842
ACH-000255,-0.17618575035681452
ACH-000256,-0.06838209807998243
ACH-000257,-0.2085732995591764
ACH-000258,0.0859713479023097
ACH-000259,-0.17118127675341765
ACH-000260,-0.0981417706339512
ACH-000261,-0.06486375575494346
ACH-000262,-0.1390053262693021
ACH-000263,-0.4075598820921766
ACH-000264,-0.2094627461186475
ACH-000265,-0.07891829489291458
ACH-000266,-0.07928092104445676
ACH-000272,-0.2280466091833361
ACH-000274,-0.30653658811312845
ACH-000277,-0.16216154669701696
ACH-000278,-0.1191587007023776
ACH-000279,-0.20171838642075607
ACH-000280,-0.11942504555822699
ACH-000281,-0.24218123706489586
ACH-000288,-0.2194043576774152
ACH-000291,-0.17819158720640918
ACH-000293,0.011337925830123852
ACH-000294,-0.19330537812046011
ACH-000295,-0.10916043999004182
ACH-000296,0.0016537621462372454
ACH-000302,-0.13135329544576704
ACH-000304,-0.27418166622916834
ACH-000307,-0.1903997590141133
ACH-000308,-0.1670167288646388
ACH-000310,-0.05145340747125601
ACH-000311,-0.29528439598500605
ACH-000312,-0.2320283983360057
ACH-000315,0.05282437521017763
ACH-000316,-0.1107580013718465
ACH-000317,-0.2946431408818227
ACH-000318,-0.2829095622966811
ACH-000319,-0.12923668965731913
ACH-000320,-0.2875652118087734
ACH-000322,-0.013339318621637834
ACH-000323,-0.2357625645901695
ACH-000324,-0.20566579265224413
ACH-000329,-0.14327263222987915
ACH-000330,-0.2831383709639498
ACH-000331,-0.13456832240677352
ACH-000332,-0.07956308175471248
ACH-000334,-0.4119177124157561
ACH-000335,-0.01240466686365604
ACH-000336,-0.15036080368355426
ACH-000337,0.007705437342082374
ACH-000338,0.16124693598128187
ACH-000339,-0.1064874935727585
ACH-000341,-0.04476090000632158
ACH-000348,-0.07418022839574764
ACH-000350,-0.1248582019823272
ACH-000352,-0.2494470276188949
ACH-000356,-0.35712486775996843
ACH-000361,-0.13916743646770652
ACH-000362,-0.12634623100645795
ACH-000363,-0.20456557708485687
ACH-000364,-0.12320825439160525
ACH-000365,-0.16169347469184353
ACH-000366,-0.16719912188024194
ACH-000368,-0.06747227819083203
ACH-000374,-0.16256954699053985
ACH-000375,-0.1938523087872419
ACH-000376,-0.1840341027248752
ACH-000381,-0.16142326575612453
ACH-000383,-0.19796724226874848
ACH-000387,-0.10529659851733927
ACH-000389,-0.3094158133741274
ACH-000390,-0.22424523832135693
ACH-000393,-0.07383275370169465
ACH-000395,-0.292818660122984
ACH-000396,-0.0034538545242354932
ACH-000397,-0.16348448668139187
ACH-000401,0.025347708377591475
ACH-000402,-0.3379458256267889
ACH-000403,-0.1876807576896536
ACH-000404,-0.28836504192193113
ACH-000406,-0.14616660635103915
ACH-000407,-0.054872354802859714
ACH-000408,-0.11135090748493627
ACH-000410,-0.023444725024063442
ACH-000411,-0.25258427000795763
ACH-000414,-0.1790276496573421
ACH-000415,-0.20789032382331807
ACH-000416,-0.18113741195821914
ACH-000420,-0.121511859256926
ACH-000421,-0.08037352868756965
ACH-000424,-0.18405083969967628
ACH-000425,-0.15938717219398876
ACH-000426,-0.08377148412448635
ACH-000427,-0.08874789064512179
ACH-000433,0.012030959619019387
ACH-000435,-0.4741722124011749
ACH-000436,-0.2103722743472958
ACH-000444,0.05242894258288439
ACH-000445,-0.05016129127192655
ACH-000448,-0.118031672932429
ACH-000450,-0.1212410514637982
ACH-000452,-0.13850918414975835
ACH-000454,-0.2592623745912918
ACH-000458,-0.04549880543145842
ACH-000459,-0.07890776414953128
ACH-000460,-0.14239689549929346
ACH-000461,-0.05425767789995923
ACH-000463,-0.1596739384346459
ACH-000464,-0.25200728068983685
ACH-000466,-0.1965802143430728
ACH-000467,-0.1671945174853898
ACH-000468,-0.2507351158287332
ACH-000469,-0.24227766253943314
ACH-000470,-0.1515063826550951
ACH-000471,-0.0992926937343706
ACH-000472,-0.2004679341409836
ACH-000473,-0.15971824297401094
ACH-000475,-0.09078112026569823
ACH-000476,-0.1692590856760493
ACH-000477,-0.12285768960748772
ACH-000479,0.1530481936645138
ACH-000480,-0.2947112673702287
ACH-000481,-0.2642741384736284
ACH-000483,-0.1771336912620324
ACH-000484,0.09098627223070746
ACH-000485,-0.009700923912308151
ACH-000486,-0.17387709593345538
ACH-000487,-0.090812276195683
ACH-000488,-0.06969321365249488
ACH-000490,-0.1123542269256828
ACH-000491,-0.2475308466372737
ACH-000495,-0.18894837289156546
ACH-000496,-0.12599463664573246
ACH-000499,-0.4289967894522058
ACH-000500,-0.1293224416720602
ACH-000502,-0.17434978734276024
ACH-000503,-0.500401598566146
ACH-000505,-0.11385018394345388
ACH-000507,-0.07053233602339816
ACH-000510,-0.049235586417407926
ACH-000511,-0.1411481483522386
ACH-000512,-0.31776393656464114
ACH-000516,-0.24835800784559697
ACH-000517,-0.2494704151162292
ACH-000518,-0.2190160700283982
ACH-000520,-0.28480614099333856
ACH-000521,-0.29345942871398345
ACH-000522,-0.10439133403271206
ACH-000524,-0.12777002532265022
ACH-000527,-0.0473590369475126
ACH-000528,-0.09926291754139313
ACH-000537,-0.18599818717366695
ACH-000541,-0.05483763134638775
ACH-000542,-0.10249042231075453
ACH-000544,0.033361329831865016
ACH-000545,-0.16474392441119606
ACH-000547,-0.25302186241088354
ACH-000548,-0.21166540600559794
ACH-000549,-0.25763358578211915
ACH-000550,-0.09332318661777407
ACH-000552,-0.19108754878091694
ACH-000556,-0.2249226250534435
ACH-000557,-0.2681557377938556
ACH-000569,-0.3036045002891448
ACH-000570,-0.2553742852063415
ACH-000571,-0.1695023067996469
ACH-000573,-0.25561405138574794
ACH-000576,-0.020573318979542503
ACH-000579,-0.27840609589924586
ACH-000580,-0.09717628947253032
ACH-000584,-0.1078578358590042
ACH-000585,-0.14884667897269682
ACH-000588,-0.16469112362781574
ACH-000589,-0.1408548282365699
ACH-000591,-0.2729773162694861
ACH-000593,-0.24519187635963105
ACH-000600,-0.2840921428245145
ACH-000601,-0.03708765534316047
ACH-000605,-0.1983311699304134
ACH-000606,-0.3903101069759238
ACH-000608,-0.1370006663608065
ACH-000614,-0.05826288973149635
ACH-000616,-0.08296852126641258
ACH-000618,-0.2763645077334113
ACH-000619,-0.09069587179117773
ACH-000620,0.007781513325869617
ACH-000621,-0.1461386954266215
ACH-000622,-0.11215538633013344
ACH-000623,-0.26993343680126103
ACH-000624,-0.1784601783709174
ACH-000627,-0.2074158374389224
ACH-000630,-0.17899972332432382
ACH-000631,0.04604782218715114
ACH-000632,-0.0887513611536952
ACH-000633,-0.18216379794724274
ACH-000637,-0.1279632281975545
ACH-000638,-0.08552780021987434
ACH-000646,-0.18700341849623955
ACH-000647,-0.15811516166464787
ACH-000648,-0.26598168544368506
ACH-000649,-0.15353444793399235
ACH-000651,-0.1961617522279312
ACH-000652,-0.2582221143622055
ACH-000653,-0.2308873617881849
ACH-000657,-0.09087536865560038
ACH-000658,-0.08036180408639626
ACH-000661,-0.047861971327392915
ACH-000662,-0.12640660065232748
ACH-000663,-0.09309859785471004
ACH-000665,-0.2896385918313148
ACH-000671,-0.2404634858890484
ACH-000672,-0.4698827349682382
ACH-000673,-0.15904590972316884
ACH-000676,0.0448139444898143
ACH-000677,-0.20340721876801435
ACH-000681,-0.182094959792886
ACH-000683,-0.14838978209390516
ACH-000684,0.0033891766158489728
ACH-000688,-0.00497995301695233
ACH-000693,-0.13011246979068286
ACH-000694,-0.08198446608530087
ACH-000695,-0.3628081338049913
ACH-000696,-0.11712854389719375
ACH-000697,-0.3194558935919554
ACH-000699,-0.13409148975069415
ACH-000701,-0.23108053209387186
ACH-000706,-0.1513528424378627
ACH-000711,-0.10970294251989426
ACH-000713,-0.28259680368325896
ACH-000714,-0.2685664067447681
ACH-000718,-0.3558510557157488
ACH-000720,-0.1390933820483183
ACH-000721,-0.2196164797443932
ACH-000724,-0.3890823268653739
ACH-000725,-0.20082317507799394
ACH-000732,-0.058352171166265024
ACH-000734,-0.11128948489678506
ACH-000735,-0.2301345890814885
ACH-000736,-0.20014154623089994
ACH-000738,-0.1505766531469636
ACH-000746,-0.09505218479437108
ACH-000747,-0.14196559773271386
ACH-000748,-0.3922208168674355
ACH-000753,-0.1883412363906034
ACH-000756,-0.22211212506128364
ACH-000757,-0.05884818780039262
ACH-000758,-0.09157887389001873
ACH-000760,-0.2601706245223086
ACH-000762,-0.1514598505548091
ACH-000763,-0.15099422341098626
ACH-000764,-0.08180830328357648
ACH-000765,-0.2320575273468877
ACH-000766,-0.2085010883231433
ACH-000767,-0.4350547398657885
ACH-000768,-0.04444060488465144
ACH-000769,-0.22060099156848825
ACH-000770,-0.09403434245149238
ACH-000771,-0.2369434653212219
ACH-000773,-0.23876034537754995
ACH-000776,-0.06876729676473589
ACH-000777,-0.22387521943008287
ACH-000778,-0.2240070031028425
ACH-000781,-0.16135737654734242
ACH-000782,0.05431942216496605
ACH-000783,-0.2393083139296303
ACH-000784,-0.18115095806923545
ACH-000785,-0.27741577203122786
ACH-000787,-0.03570302493171182
ACH-000788,-0.14865519314139994
ACH-000791,-0.11892005988265787
ACH-000792,-0.3206140415834426
ACH-000794,-0.4072349633370259
ACH-000796,-0.15699353177618244
ACH-000798,-0.10880762448634046
ACH-000799,-0.13974013925278408
ACH-000800,-0.3986475434564736
ACH-000802,0.01870439998103067
ACH-000804,-0.15929173493969054
ACH-000805,-0.1799187305894407
ACH-000809,-0.13472543927994987
ACH-000810,0.2176134136469252
ACH-000811,-0.18484740127732466
ACH-000817,-0.2596465177162619
ACH-000819,-0.08021900328847324
ACH-000820,-0.6025954478843525
ACH-000821,0.21330308980968374
ACH-000822,-0.12022018591041762
ACH-000823,-0.1965539723277545
ACH-000824,-0.2673804978760127
ACH-000827,-0.13997793952360935
ACH-000829,-0.16622658554543365
ACH-000831,-0.2366848985273333
ACH-000832,0.007887952254321217
ACH-000833,-0.29043205604090283
ACH-000834,-0.08580216851133718
ACH-000835,-0.22028732502407786
ACH-000836,-0.254485539414281
ACH-000837,-0.2087746857725025
ACH-000838,-0.07448883078722306
ACH-000839,-0.289120137547216
ACH-000840,0.02990636789070672
ACH-000841,-0.20134595561859925
ACH-000843,-0.15150420496546216
ACH-000846,-0.17764536113194118
ACH-000847,-0.12273373293165694
ACH-000848,-0.1900221077868099
ACH-000849,-0.112871200767923
ACH-000851,-0.1607426375347877
ACH-000855,-0.10914769082571237
ACH-000856,-0.10803040875236936
ACH-000858,-0.09686612406204577
ACH-000859,-0.09012523297322764
ACH-000861,0.0260815879430339
ACH-000862,-0.21517454146185827
ACH-000865,-0.22320420087424128
ACH-000866,-0.16516020831140976
ACH-000867,-0.13775547494893473
ACH-000869,-0.2536424066410865
ACH-000872,-0.03358696419900981
ACH-000873,0.0002029108104334221
ACH-000876,-0.11157209964404498
ACH-000878,-0.21706486821665444
ACH-000880,-0.012057030419589766
ACH-000881,-0.06389519102204921
ACH-000882,-0.046074211529059855
ACH-000884,-0.15014570938018673
ACH-000885,-0.0009539906633306722
ACH-000887,-0.12311230211038175
ACH-000889,-0.12892586399600975
ACH-000896,-0.06823568728411278
ACH-000898,-0.3095592641394299
ACH-000900,0.004953897879855114
ACH-000901,-0.1055257590670633
ACH-000905,-0.2127835422717211
ACH-000906,-0.14622816500529634
ACH-000907,-0.15000807471873348
ACH-000910,-0.2496042669725676
ACH-000911,-0.27831375837446976
ACH-000912,-0.1164508845872812
ACH-000913,-0.18798628447064705
ACH-000915,-0.1598010834470645
ACH-000916,-0.2356761884161003
ACH-000917,0.028142210055596195
ACH-000920,0.008374932780459744
ACH-000921,-0.15664052760767552
ACH-000924,0.02698517272283938
ACH-000926,-0.14444238128178769
ACH-000928,-0.1004390662445154
ACH-000929,-0.1885584358610276
ACH-000932,-0.15090095433368972
ACH-000935,-0.11666380807770273
ACH-000936,-0.01569730946404837
