,DCAF15 (90379)
ACH-000004,-0.13428790327031792
ACH-000005,-0.028613943100508157
ACH-000007,-0.2619676631590842
ACH-000009,-0.03514314154160067
ACH-000011,-0.05634358976645544
ACH-000012,-0.05801699805861992
ACH-000013,-0.18299925718181026
ACH-000014,-0.3689827361637653
ACH-000015,-0.11402544546732525
ACH-000017,-0.6324488294202066
ACH-000018,-0.2667376532357721
ACH-000019,-0.21196792825521368
ACH-000021,-0.2622799146865008
ACH-000022,-0.2070744469764304
ACH-000025,0.16744249462947802
ACH-000028,-0.2403630522000492
ACH-000030,-0.5004348818868434
ACH-000035,-0.1243968280004226
ACH-000036,0.04369336325521897
ACH-000037,-0.07323107206476122
ACH-000039,-0.19718892105752145
ACH-000040,-0.17154156680403804
ACH-000041,-0.31852296099368044
ACH-000042,-0.19952743539176332
ACH-000045,-0.1712214140992185
ACH-000047,-0.21735807603833832
ACH-000052,-0.17557970076885854
ACH-000053,-0.5955351689643055
ACH-000054,-0.20844160688834176
ACH-000055,0.035524115710624485
ACH-000060,-0.061902984442785365
ACH-000067,-0.0015563877223674163
ACH-000070,-0.1425647107456904
ACH-000075,-0.24461980822489496
ACH-000078,-0.06401148340291496
ACH-000082,-0.18177782671144813
ACH-000085,-0.11700420893797805
ACH-000086,-0.08924632974713642
ACH-000087,-0.07631976891436261
ACH-000092,-0.4571155385817847
ACH-000095,-0.11215481066606256
ACH-000097,-0.0911208197670222
ACH-000098,-0.17928824009512292
ACH-000099,-0.23549982382979134
ACH-000108,-0.2901743878781023
ACH-000113,-0.17666114385005385
ACH-000116,-0.3072810794913988
ACH-000118,-0.2606280029019909
ACH-000120,-0.3341844195247759
ACH-000123,-0.24773113807867886
ACH-000127,-0.1727693481066626
ACH-000128,-0.3307239397484925
ACH-000132,-0.08483791275487684
ACH-000133,-0.12541322820773754
ACH-000137,-0.08093446841267347
ACH-000138,-0.08318058954070598
ACH-000142,-0.3340718720745898
ACH-000143,-0.01845443799088561
ACH-000146,-0.2513486904446408
ACH-000148,-0.17539805891057833
ACH-000150,-0.15554502908063028
ACH-000152,-0.13355458088925454
ACH-000153,0.1595666812357004
ACH-000159,-0.2978893476918624
ACH-000160,-0.18615587500008815
ACH-000163,-0.19196278496930028
ACH-000167,0.4206635637656385
ACH-000168,-0.41418201180400266
ACH-000169,-0.23155073467020765
ACH-000178,-0.24587127440344786
ACH-000183,-0.642658944238679
ACH-000188,-0.24864455454317946
ACH-000189,-0.3159450311332902
ACH-000190,-0.21115303743816524
ACH-000198,-0.3476912653027477
ACH-000203,-0.7569254649091689
ACH-000204,-0.40219111479538255
ACH-000206,-0.2174727864672724
ACH-000207,-0.30974675172151683
ACH-000208,-0.045005377910596965
ACH-000210,-0.0906443142057526
ACH-000211,-0.24462336847853786
ACH-000215,-0.1784333150438248
ACH-000221,-0.12683247564961814
ACH-000222,-0.42799271806700895
ACH-000223,-0.3981854921720676
ACH-000226,-0.32090029355140604
ACH-000227,-0.05532609084848855
ACH-000228,-0.36027902517631705
ACH-000231,-0.3228789462624229
ACH-000232,-0.2908852619417152
ACH-000233,0.036989316275779616
ACH-000234,-0.19318176629962835
ACH-000235,-0.1668704888874373
ACH-000237,-0.17911949742619265
ACH-000238,-0.3054416422708722
ACH-000242,-0.20485483685451988
ACH-000243,-0.27658751910810164
ACH-000244,-0.0738064798778391
ACH-000246,-0.16019795731660633
ACH-000248,-0.560561011484946
ACH-000250,-0.8648608272164685
ACH-000251,-0.02641469619581085
ACH-000252,0.04169501233785587
ACH-000253,-0.14438037691825978
ACH-000255,0.17364136836956404
ACH-000256,-0.08785938611608149
ACH-000257,-0.5311995040172429
ACH-000258,-0.08492728886152456
ACH-000259,-0.16230017117503914
ACH-000260,-0.026640483325367358
ACH-000261,-0.2269279118404396
ACH-000262,-0.4862383545573159
ACH-000263,-0.8201377629821611
ACH-000264,-0.4670410108327415
ACH-000265,-0.20369481349705093
ACH-000266,-0.1036509031286576
ACH-000272,-0.2073718914745332
ACH-000274,-0.4800504195488166
ACH-000277,-0.1404777449076232
ACH-000278,-0.20037416468355546
ACH-000279,-0.005170131547047045
ACH-000280,-0.3859928650091802
ACH-000281,-0.272276085472811
ACH-000288,-0.11121149188501613
ACH-000291,-0.19086485930620686
ACH-000293,-0.14091373225016454
ACH-000294,-0.18713852449976895
ACH-000295,-0.2465993846788028
ACH-000296,-0.09544658092870713
ACH-000302,-0.2490545873777315
ACH-000304,-0.40879953823055387
ACH-000307,-0.19624903381773576
ACH-000308,-0.01473795059669275
ACH-000310,-0.27592027797662044
ACH-000311,-0.4770071917613362
ACH-000312,-0.18789971515499815
ACH-000315,-0.2970688495980711
ACH-000316,0.004605580250002153
ACH-000317,-0.059185379826705825
ACH-000318,-0.39864257107894413
ACH-000319,-0.18926476677190995
ACH-000320,-0.459561413682733
ACH-000322,-0.09419095962055286
ACH-000323,-0.14451271096231996
ACH-000324,-0.29635612497795943
ACH-000329,-0.11683962476670892
ACH-000330,-0.2254933313186063
ACH-000331,-0.21910095829204412
ACH-000332,-0.07304000537563042
ACH-000334,-0.2750711004304685
ACH-000335,-0.4889148867269674
ACH-000336,-0.25521461533870304
ACH-000337,-0.3310041817688317
ACH-000338,-0.5633522311002604
ACH-000339,-0.08046382891390368
ACH-000341,-0.03656985565261151
ACH-000348,-0.17112657497871714
ACH-000350,0.014303454678582284
ACH-000352,-0.1989524203827421
ACH-000356,-0.11458945918005345
ACH-000361,-0.20047719677698095
ACH-000362,-0.11904330458483513
ACH-000363,-0.22127791309251568
ACH-000364,-0.17575552074390688
ACH-000365,0.07041446044922142
ACH-000366,-0.21616544019987968
ACH-000368,-0.15516158279057465
ACH-000374,-0.5119076012674533
ACH-000375,-0.1422625897672005
ACH-000376,0.09188853283178684
ACH-000381,-0.10880849864556398
ACH-000383,-0.1301151803939978
ACH-000387,-0.591215294988461
ACH-000389,-0.14080266952422585
ACH-000390,-0.9498025463852808
ACH-000393,-0.28946820905439924
ACH-000395,-0.12218021486934592
ACH-000396,-0.004587314105669437
ACH-000397,-0.26880310515072897
ACH-000401,-0.12174175909674573
ACH-000402,-0.1258602770447808
ACH-000403,-0.3531182639315671
ACH-000404,-0.4216627846120535
ACH-000406,-0.29340331746171
ACH-000407,-0.09880703519565574
ACH-000408,-0.30480755596675463
ACH-000410,-0.06663476742989427
ACH-000411,-0.16811424883385054
ACH-000414,-0.26698727974803066
ACH-000415,-0.22373883941275766
ACH-000416,-0.19893708992162654
ACH-000420,-0.20318162755309807
ACH-000421,0.037705805762105186
ACH-000424,-0.1921206883718324
ACH-000425,-0.3929596904087825
ACH-000426,-0.28878552107800226
ACH-000427,-0.00493978303784065
ACH-000433,-0.18255408252708127
ACH-000435,-0.11866167917585654
ACH-000436,-0.5369612063496558
ACH-000444,-0.4049370461522993
ACH-000445,-0.18360979833916194
ACH-000448,-0.15931023967528962
ACH-000450,-0.18149545101785747
ACH-000452,-0.591521579646202
ACH-000454,-0.5060536044649495
ACH-000458,-0.2375157983642437
ACH-000459,-0.2253046091000203
ACH-000460,-0.21925277790573494
ACH-000461,-0.11251055106517334
ACH-000463,-0.5006797798648037
ACH-000464,-0.2639080801175097
ACH-000466,-0.2725988227978696
ACH-000467,-0.024600533073850028
ACH-000468,-0.2881925441754422
ACH-000469,-0.1584907919580949
ACH-000470,-0.2195963870586042
ACH-000471,-0.7968883575289957
ACH-000472,-0.09342991908705596
ACH-000473,-0.1868022714651423
ACH-000475,-0.020172444401102343
ACH-000476,-0.1473460728194548
ACH-000477,-0.5804585409106565
ACH-000479,-0.2015797833232764
ACH-000480,-0.35468078236566464
ACH-000481,-0.33435654997828
ACH-000483,-0.08931081318466311
ACH-000484,-0.14478935400023735
ACH-000485,-0.11413027432277345
ACH-000486,-0.021501118244719987
ACH-000487,-0.4584749826393081
ACH-000488,-0.34784742240686445
ACH-000490,-0.5938129537853777
ACH-000491,-0.4529041785358157
ACH-000495,-0.1836794627383937
ACH-000496,-0.11880282399933638
ACH-000499,-0.05190388500076313
ACH-000500,0.0030139952080622486
ACH-000502,-0.12769506520208962
ACH-000503,-0.3337311640532508
ACH-000505,-0.14262648588947974
ACH-000507,-0.5465109122973202
ACH-000510,-0.1268666070265265
ACH-000511,-0.3608955941104792
ACH-000512,-0.5104371219915091
ACH-000516,-0.23223939918408956
ACH-000517,-0.123891617592854
ACH-000518,-0.0696821583134466
ACH-000520,-0.20805824775105167
ACH-000521,-0.13010547129957425
ACH-000522,-0.18837803775833312
ACH-000524,-0.17193306534903371
ACH-000527,-0.10870557889340783
ACH-000528,-0.6952770381446116
ACH-000537,-0.16733381809055745
ACH-000541,0.16000380528459854
ACH-000542,-0.1287353869006917
ACH-000544,-0.12412995929209045
ACH-000545,-0.34684800855912296
ACH-000547,-0.0735064302642683
ACH-000548,-0.05766819627800737
ACH-000549,-0.2487619861630432
ACH-000550,-0.3852426696851787
ACH-000552,0.24540122693611904
ACH-000556,-0.6456914602487005
ACH-000557,-0.25484876148356783
ACH-000569,0.1227051859071597
ACH-000570,-0.16093512603252932
ACH-000571,-0.05011527402300856
ACH-000573,-0.18759763829350354
ACH-000576,-0.15486662214323876
ACH-000579,-0.008922580796279875
ACH-000580,-0.2703325068026057
ACH-000584,-0.19392622957919434
ACH-000585,-0.17454245072564198
ACH-000588,-0.18398350825489146
ACH-000589,-0.10557480466065032
ACH-000591,-0.3240631367772344
ACH-000593,-0.04719127857260626
ACH-000600,-0.17323462320458485
ACH-000601,-0.35270571570470016
ACH-000605,-0.3837864780929384
ACH-000606,-0.08198135309071837
ACH-000608,-0.3045183403350184
ACH-000614,-0.14174825867515098
ACH-000616,-0.0692424920980052
ACH-000618,-0.15593951197709108
ACH-000619,-0.16883595021555284
ACH-000620,-0.31612333082721805
ACH-000621,-0.15217925507712515
ACH-000622,-0.2336875628000019
ACH-000623,-0.4363066000940707
ACH-000624,-0.4165514623686721
ACH-000627,-0.14413410373060326
ACH-000630,-0.07549914177886828
ACH-000631,-0.3607953969516485
ACH-000632,-0.28671753130178185
ACH-000633,-0.03652493390654814
ACH-000637,-0.4082920774253525
ACH-000638,-0.13656759938084365
ACH-000646,-0.18753134480709624
