,SMNDC1 (10285)
ACH-000004,-0.6326453178396724
ACH-000005,-0.7487487123028389
ACH-000007,-0.5066215975360745
ACH-000009,-0.8465765202866642
ACH-000011,-0.6247063597363252
ACH-000012,-0.8354068468059795
ACH-000013,-0.8701829933537912
ACH-000014,-0.8181303564485378
ACH-000015,-0.7194529153934691
ACH-000017,-0.9643222830546376
ACH-000018,-0.9491156583788964
ACH-000019,-0.8150689693357622
ACH-000021,-0.6987782503660633
ACH-000022,-0.6483415547999622
ACH-000025,-0.8763352743343606
ACH-000028,-0.8810065667856362
ACH-000030,-0.8834656714002771
ACH-000035,-0.7014161490415498
ACH-000036,-0.7794328839003631
ACH-000037,-0.7689956369995432
ACH-000039,-0.983386016039455
ACH-000040,-0.8203813767411613
ACH-000041,-0.6553866885932335
ACH-000042,-0.8585191220180177
ACH-000045,-0.6381867499058897
ACH-000047,-0.917414819688554
ACH-000052,-0.6370092189914791
ACH-000053,-0.9020803686989276
ACH-000054,-0.7941034971535809
ACH-000055,-0.7409202314480033
ACH-000060,-0.5406602208740303
ACH-000067,-0.7018958808165119
ACH-000070,-0.760209993689294
ACH-000075,-0.8627277123095346
ACH-000078,-0.8591903118355788
ACH-000082,-0.922506977158158
ACH-000085,-0.7352562514370862
ACH-000086,-0.7819748450033632
ACH-000087,-0.7760108091515896
ACH-000092,-0.7634773467547885
ACH-000095,-0.6768505409986455
ACH-000097,-0.7133550428224744
ACH-000098,-0.905341712612498
ACH-000099,-0.4889639894672654
ACH-000108,-0.7312443474165571
ACH-000113,-0.6869749855312653
ACH-000116,-0.8230948788948632
ACH-000118,-0.8135552517394455
ACH-000120,-0.7005165053955381
ACH-000123,-0.7085815193479803
ACH-000127,-0.630672333327425
ACH-000128,-0.6536468494534172
ACH-000132,-0.7618718586692995
ACH-000133,-1.0309365065031402
ACH-000137,-1.0907262554190318
ACH-000138,-0.6486309551980722
ACH-000142,-0.7640606087386199
ACH-000143,-1.0224283678457926
ACH-000146,-0.626823983141602
ACH-000148,-0.7855986665342192
ACH-000150,-0.8624375490946432
ACH-000152,-0.979647794793924
ACH-000153,-0.7924369317713112
ACH-000159,-0.6499055693035071
ACH-000160,-0.4628759636667224
ACH-000163,-0.7960064448080683
ACH-000167,-0.5324399477761886
ACH-000168,-0.6659733565925053
ACH-000169,-0.6623402667655333
ACH-000178,-0.7760701788385359
ACH-000183,-0.9328306060122936
ACH-000188,-0.6553143282977268
ACH-000189,-0.6688346549999266
ACH-000190,-0.5674017006401556
ACH-000198,-0.6377551439339962
ACH-000203,-0.3812782973093416
ACH-000204,-0.8321843444014848
ACH-000206,-0.8584821194902706
ACH-000207,-0.7363622115256081
ACH-000208,-0.7536014689832722
ACH-000210,-0.5573768447045563
ACH-000211,-0.8117553222037105
ACH-000215,-0.7314511516429916
ACH-000221,-0.5617572717930268
ACH-000222,-0.4821729285205318
ACH-000223,-1.054382463209279
ACH-000226,-0.8414808225434619
ACH-000227,-0.7562975359792449
ACH-000228,-0.7536397141195749
ACH-000231,-1.0874340539117044
ACH-000232,-0.7235084192428374
ACH-000233,-0.9020744053632482
ACH-000234,-0.5775718140613627
ACH-000235,-0.5102870552907051
ACH-000237,-0.929350772937374
ACH-000238,-0.8310420566379603
ACH-000242,-0.6264923534350011
ACH-000243,-0.8532669759045965
ACH-000244,-0.9875876652939704
ACH-000246,-0.757760047488638
ACH-000248,-0.8272054102046965
ACH-000250,-0.6818811753698678
ACH-000251,-0.7744120240830269
ACH-000252,-0.8499951069294595
ACH-000253,-0.6921413423652346
ACH-000255,-0.643985325338186
ACH-000256,-1.1071692405242377
ACH-000257,-0.772580579443422
ACH-000258,-0.8016950882562278
ACH-000259,-0.8321931208300539
ACH-000260,-0.8522202837823835
ACH-000261,-0.8750841307591508
ACH-000262,-0.8991378326183571
ACH-000263,-0.8708180713945879
ACH-000264,-0.9976790284645299
ACH-000265,-0.6235835929591003
ACH-000266,-0.850890067981351
ACH-000272,-0.7139405179764597
ACH-000274,-0.6722493163750526
ACH-000277,-0.7172597698217787
ACH-000278,-0.9052580692157948
ACH-000279,-0.8741348346237354
ACH-000280,-0.7094049944936961
ACH-000281,-0.6919088267061071
ACH-000288,-1.09492477383895
ACH-000291,-0.8417239862986754
ACH-000293,-0.6114205865572622
ACH-000294,-0.4502337469232349
ACH-000295,-0.6996155028055233
ACH-000296,-1.0488247982721068
ACH-000302,-0.8944351279641404
ACH-000304,-0.7158727850478959
ACH-000307,-0.6378103412197433
ACH-000308,-0.8396802708663038
ACH-000310,-0.7853265033325254
ACH-000311,-0.7841888571954169
ACH-000312,-0.6885962916611528
ACH-000315,-0.927692816980934
ACH-000316,-0.7436926323327776
ACH-000317,-0.6557526993367854
ACH-000318,-0.7027091754750258
ACH-000319,-0.9411200302916404
ACH-000320,-0.5577466530795369
ACH-000322,-0.87027547007015
ACH-000323,-0.7631888840848909
ACH-000324,-0.8175587621470144
ACH-000329,-0.8429003283188466
ACH-000330,-0.6752035579094363
ACH-000331,-0.9539152232860688
ACH-000332,-0.6103853937478579
ACH-000334,-0.8487582451390677
ACH-000335,-0.8745184129287192
ACH-000336,-0.630244777203714
ACH-000337,-0.9821621785233764
ACH-000338,-0.9595856403240844
ACH-000339,-0.835819824903567
ACH-000341,-0.7763867996417909
ACH-000348,-0.7532961866770149
ACH-000350,-0.6385190824373586
ACH-000352,-0.7857356151324199
ACH-000356,-0.8832784921257448
ACH-000361,-0.7432783747165205
ACH-000362,-0.6254402389270345
ACH-000363,-0.6141532871401257
ACH-000364,-0.6983746384266576
ACH-000365,-0.5792585185823563
ACH-000366,-0.6451850283015091
ACH-000368,-0.8184111964265646
ACH-000374,-0.7536403144884171
ACH-000375,-0.7339639024564613
ACH-000376,-0.7404293155750449
ACH-000381,-0.7884629841758704
ACH-000383,-0.3221133350258155
ACH-000387,-0.6410866923967962
ACH-000389,-0.8141707194307656
ACH-000390,-0.7062754994705951
ACH-000393,-0.6676069629087488
ACH-000395,-0.8246826042380133
ACH-000396,-0.7901488883792253
ACH-000397,-1.020133222215604
ACH-000401,-0.8863958051056058
ACH-000402,-0.7522098372735551
ACH-000403,-0.6370299882483593
ACH-000404,-0.8608746618963025
ACH-000406,-0.8102899606499535
ACH-000407,-0.8805997128629318
ACH-000408,-0.6608306791391483
ACH-000410,-0.8066849630411953
ACH-000411,-0.7318529212733276
ACH-000414,-0.6993876458025626
ACH-000415,-0.8312188325131408
ACH-000416,-0.8979327037749746
ACH-000420,-0.595302418782235
ACH-000421,-0.8384016898471023
ACH-000424,-0.7291947475307666
ACH-000425,-0.983248690712627
ACH-000426,-0.9327066383958468
ACH-000427,-0.6049020813975148
ACH-000433,-0.6613186509048802
ACH-000435,-0.592110542164624
ACH-000436,-0.8187274930960359
ACH-000444,-0.7630375631649908
ACH-000445,-0.7303236504004459
ACH-000448,-0.6983291749832197
ACH-000450,-0.6472854310456428
ACH-000452,-0.920445376883254
ACH-000454,-0.5770348517556493
ACH-000458,-0.8814544413114155
ACH-000459,-0.5991581256801168
ACH-000460,-0.8958319648939954
ACH-000461,-0.7292805228045304
ACH-000463,-0.698280007586665
ACH-000464,-0.6847829498416876
ACH-000466,-0.7779993408051391
ACH-000467,-0.7824983474122491
ACH-000468,-0.8195059428733777
ACH-000469,-0.8500408814577383
ACH-000470,-0.8075113200930105
ACH-000471,-0.8124609810869634
ACH-000472,-0.599773318296021
ACH-000473,-1.050391013101295
ACH-000475,-0.6046686342391644
ACH-000476,-0.8583938455054279
ACH-000477,-0.6332926466492202
ACH-000479,-1.04200097207726
ACH-000480,-0.8156619761908827
ACH-000481,-0.7796411313196807
ACH-000483,-0.8195334375507024
ACH-000484,-0.8414109854538916
ACH-000485,-0.5169593776661189
ACH-000486,-0.6062240879130469
ACH-000487,-0.7186379082684091
ACH-000488,-0.770408815785565
ACH-000490,-0.9230064327349172
ACH-000491,-0.8515585822131019
ACH-000495,-0.8622278696353045
ACH-000496,-0.8951204046513513
ACH-000499,-0.7073588448724246
ACH-000500,-0.4174045819516849
ACH-000502,-0.8807574044716263
ACH-000503,-0.7862677507208624
ACH-000505,-0.6876055318911927
ACH-000507,-1.0095871603131397
ACH-000510,-0.6349010793906266
ACH-000511,-0.913888565601526
ACH-000512,-0.8491446818628963
ACH-000516,-0.7025589089784532
ACH-000517,-0.8800827668260209
ACH-000518,-0.7161102028696619
ACH-000520,-0.5573089449959164
ACH-000521,-0.9130057665448766
ACH-000522,-0.4443066349497168
ACH-000524,-0.9023773157137928
ACH-000527,-0.8263434987527404
ACH-000528,-0.8289732124180099
ACH-000537,-0.609280366230675
ACH-000541,-0.976137121252853
ACH-000542,-0.7633364495029551
ACH-000544,-0.7862511253010995
ACH-000545,-0.9461356076917976
ACH-000547,-0.9885881027591344
ACH-000548,-0.8047497834145905
ACH-000549,-0.8471952778008254
ACH-000550,-0.6670180581785072
ACH-000552,-0.8305499304482987
ACH-000556,-0.866531664027143
ACH-000557,-0.7031079957884017
ACH-000569,-0.8729607805760977
ACH-000570,-0.6646399217310086
ACH-000571,-0.7042184509989923
ACH-000573,-0.7496022159977346
ACH-000576,-0.8839038034909329
ACH-000579,-0.7773333732670588
ACH-000580,-1.2155089274776305
ACH-000584,-0.6076540581941566
ACH-000585,-0.6733571367523302
ACH-000588,-0.7095505497502254
ACH-000589,-0.6195641145670822
ACH-000591,-0.7323508281016354
ACH-000593,-0.6293245684505339
ACH-000600,-0.6535476324272309
ACH-000601,-0.6831003474539519
ACH-000605,-0.7912722486342189
ACH-000606,-0.8170248071323291
ACH-000608,-0.5581314982829577
ACH-000614,-0.8375519218936996
ACH-000616,-0.5863424170360779
ACH-000618,-0.6394213124699379
ACH-000619,-0.5714754440988176
ACH-000620,-0.7509694182049176
ACH-000621,-0.8177423655288152
ACH-000622,-0.7812693792280301
ACH-000623,-0.8945349866717479
ACH-000624,-0.7585254681599738
ACH-000627,-0.5918634711305671
ACH-000630,-0.7231611254654535
ACH-000631,-0.8583979604897725
ACH-000632,-0.5800098586913677
ACH-000633,-0.8567567202068149
ACH-000637,-0.5687072942108982
ACH-000638,-0.9044076515721824
ACH-000646,-1.0000238523831806
ACH-000647,-0.7467901494245885
ACH-000648,-0.8104533648818883
ACH-000649,-0.7307571040758448
ACH-000651,-0.740515508890588
ACH-000652,-0.6590809095559015
ACH-000653,-0.8444276738353146
ACH-000657,-0.7192974113953448
ACH-000658,-0.8973691205946306
ACH-000661,-0.9463890966422046
ACH-000662,-0.8724235939039646
ACH-000663,-0.6935556062607882
ACH-000665,-0.6599559668747778
ACH-000671,-0.620883845371495
ACH-000672,-1.103769499138343
ACH-000673,-0.8007590733495389
ACH-000676,-0.8327941675761036
ACH-000677,-0.7383649400691475
ACH-000681,-0.4458734189289505
ACH-000683,-0.6140554031372417
ACH-000684,-0.7857467527529353
ACH-000688,-0.7898069445980702
ACH-000693,-0.620775152515405
ACH-000694,-0.6694011613132762
ACH-000695,-0.8931949474012493
ACH-000696,-0.6707662975218038
ACH-000697,-0.8007617367475188
ACH-000699,-0.83839612889879
ACH-000701,-0.8194776866770442
ACH-000706,-0.5941435198413691
ACH-000711,-0.7873965657607791
ACH-000713,-0.6375114724295635
ACH-000714,-1.2289822089174376
ACH-000718,-0.8444422517889147
ACH-000720,-0.7424908897298526
ACH-000721,-0.7252591898718833
ACH-000724,-0.6947048568813491
ACH-000725,-0.7352383060381921
ACH-000732,-0.7248239370249678
ACH-000734,-0.6452216291969812
ACH-000735,-0.6157467109511701
ACH-000736,-0.7711990182157431
ACH-000738,-0.6986625141068696
ACH-000746,-0.600727472653636
ACH-000747,-0.9090605483443708
ACH-000748,-0.9476511380969996
ACH-000753,-0.7984590040933182
ACH-000756,-0.9071228574869604
ACH-000757,-0.5654442318466941
ACH-000758,-0.7271365955120567
ACH-000760,-0.8764465605315197
ACH-000762,-0.7182233310868029
ACH-000763,-0.7401464527404013
ACH-000764,-0.8110211761017694
ACH-000765,-0.7932056418648897
ACH-000766,-0.8210448852517681
ACH-000767,-0.996086395388358
ACH-000768,-0.7364695002424274
ACH-000769,-0.97392304508523
ACH-000770,-0.7530975191756392
ACH-000771,-0.8692013102474763
ACH-000773,-0.7443511221476798
ACH-000776,-0.9045114060461596
ACH-000777,-0.6960061726963398
ACH-000778,-0.9486628671430756
ACH-000781,-0.6358414247121477
ACH-000782,-0.8433697335611092
ACH-000783,-0.8192832204982405
ACH-000784,-0.6777301839265094
ACH-000785,-0.9740210221597696
ACH-000787,-0.9333773063314686
ACH-000788,-0.7125303453892532
ACH-000791,-0.5720351436121766
ACH-000792,-0.7196332720077825
ACH-000794,-0.6391234951067271
ACH-000796,-0.7608129872968138
ACH-000798,-0.5860114509008936
ACH-000799,-0.8407905763933581
ACH-000800,-1.187534173757846
ACH-000802,-0.6228326047503066
ACH-000804,-0.722901846658004
ACH-000805,-0.8137797086269302
ACH-000809,-0.7695074416246505
ACH-000810,-0.6360583572074114
ACH-000811,-0.5862699101671129
ACH-000817,-0.9907884866404144
ACH-000819,-0.7971846322383374
ACH-000820,-0.843184093894822
ACH-000821,-1.2559535637685522
ACH-000822,-0.6454456041674358
ACH-000823,-0.6268512857890293
ACH-000824,-0.6453950917472262
ACH-000827,-0.8671804822617766
ACH-000829,-0.7980042747106889
ACH-000831,-0.719902764564967
ACH-000832,-0.667234541546475
ACH-000833,-0.5801999035142194
ACH-000834,-0.9083201890641416
ACH-000835,-0.7665893532018148
ACH-000836,-0.5199896304810444
ACH-000837,-0.6712408202301925
ACH-000838,-0.7092887265990241
ACH-000839,-0.8334612481190181
ACH-000840,-0.759765940822755
ACH-000841,-0.7637106717506666
ACH-000843,-0.9384430507057095
ACH-000846,-0.6125822242864394
ACH-000847,-0.7760092042379728
ACH-000848,-0.602816326606761
ACH-000849,-0.6985225678414739
ACH-000851,-0.807532583783642
ACH-000855,-0.6352561331636516
ACH-000856,-0.5453121453979662
ACH-000858,-0.8013998543000517
ACH-000859,-0.8844334975312302
ACH-000861,-0.8067961470480267
ACH-000862,-0.8143898796620709
ACH-000865,-0.7957223308979496
ACH-000866,-0.6203463780617042
ACH-000867,-1.0540573240737108
ACH-000869,-0.7237487930026724
ACH-000872,-0.7099275680176446
ACH-000873,-0.9366419929347484
ACH-000876,-0.8522069363781847
ACH-000878,-0.6792605901865436
ACH-000880,-0.7945981081984661
ACH-000881,-0.7534682210693517
ACH-000882,-0.6237277827122298
ACH-000884,-0.8592216456632091
ACH-000885,-0.6167989163632926
ACH-000887,-0.5959860618916369
ACH-000889,-0.6999056775148312
ACH-000896,-0.8934353860124907
ACH-000898,-0.8034543688560113
ACH-000900,-0.7758588497186869
ACH-000901,-0.7539584779359931
ACH-000905,-0.8487524851749662
ACH-000906,-0.5801726187823355
ACH-000907,-0.9282363216488541
ACH-000910,-0.7008842756816467
ACH-000911,-0.8545009930250049
ACH-000912,-0.9148646012624811
ACH-000913,-0.5322183080837797
ACH-000915,-0.8034097505861214
ACH-000916,-0.7076121328609816
ACH-000917,-0.6269846288895667
ACH-000920,-0.9426778240016868
ACH-000921,-0.9674208354284244
ACH-000924,-0.8537904822588803
ACH-000926,-0.7090857107396189
ACH-000928,-0.9546324117523932
ACH-000929,-0.8516039486682718
ACH-000932,-0.6180408043893494
ACH-000935,-0.4839064457973659
ACH-000936,-0.7835621967275792
ACH-000937,-0.5442479766791831
ACH-000938,-0.6195711882900261
ACH-000939,-0.5987151074712761
ACH-000941,-0.8837668238070892
ACH-000943,-0.6700290466170616
ACH-000946,-0.7758698407866987
ACH-000947,-0.5781319051615175
ACH-000948,-0.8556834427017147
ACH-000950,-0.5046704765533087
ACH-000953,-0.5044110332513855
ACH-000954,-0.5699962461923218
ACH-000957,-0.7581010893424783
ACH-000958,-0.7517724349701036
ACH-000960,-0.6473292096428188
ACH-000963,-0.8146264566848244
ACH-000968,-0.9944118236486656
ACH-000969,-0.795101833043405
ACH-000972,-0.7930190531880577
ACH-000973,-0.8560171944814766
ACH-000974,-0.6977170213759291
ACH-000978,-0.755236988859708
ACH-000984,-0.8689818175211569
ACH-000986,-0.7704072913684082
