,CLPP (8192)
ACH-000004,-0.14246495353732372
ACH-000005,-0.01333481422642584
ACH-000007,-0.3147202521718364
ACH-000009,-0.2302978181015161
ACH-000011,-0.2320627711760336
ACH-000012,-0.13593141672450615
ACH-000013,-0.34624620586416466
ACH-000014,-0.01078109246747084
ACH-000015,-0.004564323023157713
ACH-000017,-0.29567636507087863
ACH-000018,-0.14355036963855314
ACH-000019,-0.05570387202177822
ACH-000021,-0.25643502624492565
ACH-000022,-0.2123554464958072
ACH-000025,-0.2959443799129813
ACH-000028,-0.5527276013573029
ACH-000030,0.018900151568386942
ACH-000035,-0.04642226971624806
ACH-000036,0.04910583021289914
ACH-000037,-0.16676938114517098
ACH-000039,-0.3459527169111593
ACH-000040,0.07502081703709854
ACH-000041,-0.09707279913068466
ACH-000042,-0.09704288890521792
ACH-000045,-0.2130936945378136
ACH-000047,-0.3195652741871077
ACH-000052,-0.18930011894054624
ACH-000053,-0.04175933223227213
ACH-000054,-0.1893038967607488
ACH-000055,-0.037431464420510666
ACH-000060,-0.17921591049864433
ACH-000067,-0.16681944250575498
ACH-000070,-0.12643152053156656
ACH-000075,0.04229260178847735
ACH-000078,-0.1850692614313708
ACH-000082,-0.1807558190313396
ACH-000085,-0.18650740567918672
ACH-000086,-0.15773920933860852
ACH-000087,-0.35363966252308154
ACH-000092,-0.1595820041588893
ACH-000095,-0.03240055753071817
ACH-000097,-0.11763249613739313
ACH-000098,-0.2270772324906223
ACH-000099,-0.35574229492959225
ACH-000108,-0.09986777476221764
ACH-000113,-0.14055142003085086
ACH-000116,-0.18775607452889406
ACH-000118,-0.1263248783881675
ACH-000120,-0.1698738422243739
ACH-000123,-0.1376153022314277
ACH-000127,-0.20330956503643355
ACH-000128,-0.470653247988279
ACH-000132,-0.032712626205670656
ACH-000133,-0.16638518752247008
ACH-000137,-0.13441484409780302
ACH-000138,-0.09008610303542047
ACH-000142,-0.16480941386398548
ACH-000143,-0.12352177975012545
ACH-000146,-0.00021244133242834
ACH-000148,-0.07318720025816522
ACH-000150,-0.1997353943718588
ACH-000152,-0.06710469239574639
ACH-000153,-0.14649821418920486
ACH-000159,-0.21844786645784667
ACH-000160,-0.3201009843079179
ACH-000163,-0.10909513424526752
ACH-000167,0.10193516867812044
ACH-000168,-0.04751319038316772
ACH-000169,-0.1401733399348391
ACH-000178,-0.09559144796646947
ACH-000183,0.008997154473941362
ACH-000188,-0.40570310003496857
ACH-000189,-0.3737330536202436
ACH-000190,-0.1100832389881022
ACH-000198,0.039196837329863315
ACH-000203,-0.3234613272662827
ACH-000204,-0.11385414006574793
ACH-000206,-0.18363323747863966
ACH-000207,0.020846509071407813
ACH-000208,-0.04879459637107526
ACH-000210,-0.11933643192594084
ACH-000211,-0.09306048896644606
ACH-000215,-0.08144348264370213
ACH-000221,-0.2785832229738942
ACH-000222,-0.05861078253144685
ACH-000223,-0.1859620583884638
ACH-000226,-0.17121251075470906
ACH-000227,0.04135376968321646
ACH-000228,-0.1773750734271667
ACH-000231,0.01810784021730796
ACH-000232,0.02998584995260685
ACH-000233,-0.1996469367467523
ACH-000234,-0.11094022496503432
ACH-000235,-0.06740719436023841
ACH-000237,-0.3696434674449665
ACH-000238,-0.004004664033782399
ACH-000242,-0.39310535837069016
ACH-000243,-0.236510269479963
ACH-000244,-0.13185370056121393
ACH-000246,-0.16953541177642018
ACH-000248,-0.3189974037004789
ACH-000250,-0.07394567793391381
ACH-000251,-0.03192675898433465
ACH-000252,-0.4035351186939112
ACH-000253,-0.06698367777305922
ACH-000255,-0.18317522351440893
ACH-000256,-0.2343153575634392
ACH-000257,0.04578004768741024
ACH-000258,-0.10571767565541028
ACH-000259,-0.28043027038476265
ACH-000260,-0.1479960342897746
ACH-000261,-0.01849476597192867
ACH-000262,-0.19952514667005794
ACH-000263,-0.1344392041100632
ACH-000264,0.03135079954660642
ACH-000265,-0.17672701465126756
ACH-000266,-0.0017999076307029169
ACH-000272,-0.23048979420373664
ACH-000274,-0.1904935960554828
ACH-000277,-0.036008356457907766
ACH-000278,-0.28144236025198194
ACH-000279,-0.12003159697304408
ACH-000280,-0.07635084687160584
ACH-000281,0.03131689680329934
ACH-000288,-0.0077935494935406436
ACH-000291,-0.2108230413343412
ACH-000293,-0.0799524034189301
ACH-000294,-0.12713155974738566
ACH-000295,-0.3948558012949454
ACH-000296,-0.4701546785410612
ACH-000302,-0.4940281793118019
ACH-000304,-0.08107010528895567
ACH-000307,-0.10252881181999636
ACH-000308,0.01070774597051159
ACH-000310,-0.1943217338829341
ACH-000311,0.029601530710564025
ACH-000312,-0.09934643137059464
ACH-000315,-0.14223564723918586
ACH-000316,0.05807944280262217
ACH-000317,-0.11307697830685776
ACH-000318,-0.1100358438795095
ACH-000319,-0.2075066830030377
ACH-000320,-0.09949462272441313
ACH-000322,-0.006842369051572261
ACH-000323,-0.12452149275062407
ACH-000324,-0.1314759362980199
ACH-000329,-0.0882164313297314
ACH-000330,-0.4087842207549061
ACH-000331,-0.3408981464173653
ACH-000332,-0.13845093366443598
ACH-000334,-0.20315659847068784
ACH-000335,-0.4546585503368486
ACH-000336,-0.5415071456202755
ACH-000337,0.03522323583600352
ACH-000338,-0.6603843808186934
ACH-000339,-0.2793821956309448
ACH-000341,-0.2902796154382598
ACH-000348,-0.10730043806627644
ACH-000350,-0.1166426852652067
ACH-000352,-0.2216901632708724
ACH-000356,0.13047525258359366
ACH-000361,-0.09788708952627506
ACH-000362,-0.018947558557872675
ACH-000363,-0.11556455097255232
ACH-000364,-0.3961598219423017
ACH-000365,-0.06625187206893109
ACH-000366,-0.1479110976620611
ACH-000368,-0.06664800223097972
ACH-000374,-0.2586766771172107
ACH-000375,-0.20708283426174268
ACH-000376,-0.13836451151287124
ACH-000381,-0.03113204304374358
ACH-000383,-0.11238365209204217
ACH-000387,-0.11003145307512932
ACH-000389,-0.2679203444840673
ACH-000390,-0.0351512651656103
ACH-000393,-0.2828436121945497
ACH-000395,-0.1058874965443816
ACH-000396,-0.3151358287451104
ACH-000397,-0.018212191754311848
ACH-000401,-0.1066753781111527
ACH-000402,0.02789259785212108
ACH-000403,0.0093854950244937
ACH-000404,-0.29632152076075746
ACH-000406,-0.04653266653995465
ACH-000407,0.041727077899221234
ACH-000408,-0.4373379838702993
ACH-000410,-0.30214563192301064
ACH-000411,-0.19089765154259816
ACH-000414,-0.006684909850800743
ACH-000415,-0.16545803439795526
ACH-000416,-0.22295438598183376
ACH-000420,-0.14979736187209636
ACH-000421,-0.1210471536280286
ACH-000424,-0.1872915602492606
ACH-000425,-0.162583633192316
ACH-000426,-0.32315464105349595
ACH-000427,-0.04877121451228172
ACH-000433,-0.4116865709850186
ACH-000435,-0.32401355660362724
ACH-000436,-0.06386565993628994
ACH-000444,-0.14649358398755305
ACH-000445,-0.19506941436227668
ACH-000448,-0.2593691072668557
ACH-000450,-0.4894724803269003
ACH-000452,-0.17713319958885515
ACH-000454,-0.25286216162256825
ACH-000458,-0.04023829664208454
ACH-000459,-0.3910253001795225
ACH-000460,-0.07161473042459947
ACH-000461,-0.3605088515624148
ACH-000463,-0.10181671602401544
ACH-000464,-0.1061495640572163
ACH-000466,-0.13031355074487708
ACH-000467,-0.1713330139265642
ACH-000468,0.07619097194192184
ACH-000469,-0.1539563512179502
ACH-000470,-0.15436774625672606
ACH-000471,-0.026264803175063148
ACH-000472,-0.10152027952716253
ACH-000473,-0.08341988277198653
ACH-000475,-0.07965682788260832
ACH-000476,-0.1619389054076234
ACH-000477,-0.3187400833064899
ACH-000479,-0.3054884295477656
ACH-000480,-0.035748990834244834
ACH-000481,-0.09783639221426982
ACH-000483,0.0014445778503500387
ACH-000484,-0.1811345207827572
ACH-000485,-0.040631546906615176
ACH-000486,-0.1991589653490068
ACH-000487,-0.7855738998324167
ACH-000488,-0.5822667066049209
ACH-000490,0.023987026905412576
ACH-000491,-0.22745054319695146
ACH-000495,-0.31595939124663536
ACH-000496,-0.12618940529910366
ACH-000499,-0.3409785659667189
ACH-000500,-0.3277273468039624
ACH-000502,-0.1045943471213177
ACH-000503,-0.5024591693597419
ACH-000505,-0.07734293252528117
ACH-000507,-0.17240949074766676
ACH-000510,-0.15692928322314104
ACH-000511,-0.22809412200069334
ACH-000512,0.07786702738689018
ACH-000516,-0.17816291209394902
ACH-000517,-0.07437732636052792
ACH-000518,-0.14133001155340524
ACH-000520,-0.2815634275579619
ACH-000521,-0.12251540695182045
ACH-000522,-0.2370989362959212
ACH-000524,-0.15142431062781295
ACH-000527,-0.2790703410149576
ACH-000528,-0.1270245159350161
ACH-000537,-0.11893141929936088
ACH-000541,-0.1948173080026817
ACH-000542,-0.04128236559792727
ACH-000544,-0.016349903934268738
ACH-000545,-0.3852213345987219
ACH-000547,-0.5413617962190789
ACH-000548,-0.16843443685561826
ACH-000549,-0.2372058956253028
ACH-000550,-0.06983114359530565
ACH-000552,-0.09217682619498026
ACH-000556,-0.20740987076630096
ACH-000557,-0.0393847746661229
ACH-000569,0.14370775575178352
ACH-000570,-0.09444123224504772
ACH-000571,-0.08452665948281234
ACH-000573,-0.13854534850738778
ACH-000576,0.05434522024704847
ACH-000579,-0.22662081207082005
ACH-000580,-0.12307255851190008
ACH-000584,-0.27209552098913503
ACH-000585,-0.07443166674772159
ACH-000588,-0.4372887702868009
ACH-000589,-0.7198290756764002
ACH-000591,-0.2330356593086137
ACH-000593,0.11078631934194873
ACH-000600,-0.20638482234292613
ACH-000601,-0.1124926538154665
ACH-000605,-0.07208933359273195
ACH-000606,-0.14484454669022284
ACH-000608,-0.0443155957663543
ACH-000614,-0.12531992512484824
ACH-000616,-0.26062006187081016
ACH-000618,-0.5673667800395861
ACH-000619,-0.0269589586824113
ACH-000620,-0.17487139079425346
ACH-000621,-0.1585970909625757
ACH-000622,-0.1092625898820801
ACH-000623,-0.07364858196086678
ACH-000624,-0.11445460336166495
ACH-000627,-0.1990487996860759
ACH-000630,-0.09454017506098678
ACH-000631,0.3029418030862741
ACH-000632,-0.0460873089906148
ACH-000633,-0.7678838462755396
ACH-000637,-0.4018411642659727
ACH-000638,-0.528644112423504
ACH-000646,-0.10734420869527704
ACH-000647,-0.2046776967823576
ACH-000648,-0.4131511692658855
ACH-000649,-0.20035564302172412
ACH-000651,-0.0005934718564867491
ACH-000652,-0.15026960710374454
ACH-000653,-0.17426964292010874
ACH-000657,0.013585661076992923
ACH-000658,-0.11264676419266413
ACH-000661,-0.2756602176185647
ACH-000662,-0.004563749913118067
ACH-000663,-0.20627636652586134
ACH-000665,-0.2858267666525545
ACH-000671,-0.025004248844348112
ACH-000672,0.18518389539333335
ACH-000673,-0.07741350376489765
ACH-000676,-0.06157937645499144
ACH-000677,-0.12048662735108726
ACH-000681,-0.1826788653857504
ACH-000683,-0.06962771081720588
ACH-000684,-0.2355626374624725
ACH-000688,0.04101825466320432
ACH-000693,-0.23075752338031785
ACH-000694,-0.655091391850169
ACH-000695,-0.054359122769298884
ACH-000696,-0.2002732453161315
ACH-000697,-0.16096253806361754
ACH-000699,-0.25446542835316066
ACH-000701,-0.4741134989312494
ACH-000706,-0.4255680872912391
ACH-000711,-0.22229359609930915
ACH-000713,-0.26183318400169325
ACH-000714,-0.2993500125469385
ACH-000718,0.015880728606532588
ACH-000720,-0.21712632792185865
ACH-000721,-0.019322805228909
ACH-000724,0.041038858980807585
ACH-000725,-0.15261650367025054
ACH-000732,-0.118740773573229
ACH-000734,-0.16298382675872475
ACH-000735,-0.03482678654367353
ACH-000736,-0.2214740116870894
ACH-000738,-0.2586421325431891
ACH-000746,-0.3948619914957411
ACH-000747,-0.40448956854610907
ACH-000748,-0.06559425044537928
ACH-000753,0.006959278315687674
ACH-000756,-0.1483405115213885
ACH-000757,0.031480668526320886
ACH-000758,-0.3455482407064443
ACH-000760,-0.10143201174875836
ACH-000762,-0.07077371879531967
ACH-000763,-0.20173203402503265
ACH-000764,-0.3221339381725088
ACH-000765,-0.08588828002013177
ACH-000766,-0.11456599262606397
ACH-000767,-0.09233119345977173
ACH-000768,-0.3149128792129677
ACH-000769,-0.18484816743707988
ACH-000770,-0.05732566399990369
ACH-000771,-0.1729572346042994
ACH-000773,-0.17881479567043784
ACH-000776,-0.21320713006873127
ACH-000777,-0.15330247695106258
ACH-000778,0.03193432708512757
ACH-000781,-0.15628978066386062
ACH-000782,-0.06345650253209308
ACH-000783,-0.04065857414447748
ACH-000784,-0.2910480339070817
ACH-000785,-0.10847312048439907
ACH-000787,-0.10247117683834152
ACH-000788,-0.20888176018103466
ACH-000791,-0.2134325883582719
ACH-000792,-0.25578069733500153
ACH-000794,0.08453720128045958
ACH-000796,-0.1129558643265845
ACH-000798,0.08019484805664988
ACH-000799,-0.3375125061568533
ACH-000800,-0.20613292503439054
ACH-000802,-0.2387784589013888
ACH-000804,-0.15902197293953138
