,GAN (8139)
ACH-000004,-0.3976678709922519
ACH-000005,-0.1693690088552289
ACH-000007,-0.16801933916024853
ACH-000009,-0.04455430935966205
ACH-000011,-0.29909128572686616
ACH-000012,-0.1643776781916044
ACH-000013,-0.041242905487153314
ACH-000014,0.00474981420032215
ACH-000015,-0.03514020404826503
ACH-000017,-0.08598339952365773
ACH-000018,-0.22303781726436364
ACH-000019,0.006273430109495293
ACH-000021,-0.09845852765733136
ACH-000022,-0.10998459197943236
ACH-000025,-0.4689603932064294
ACH-000028,-0.06252369004596657
ACH-000030,-0.027265429051952544
ACH-000035,-0.0529256980078305
ACH-000036,-0.08213441413591525
ACH-000037,-0.11393492480139253
ACH-000039,-0.27314770882715633
ACH-000040,-0.10979982937652123
ACH-000041,0.07103126094074634
ACH-000042,0.007006610852574007
ACH-000045,0.02054046937845037
ACH-000047,-0.11948910211336228
ACH-000052,-0.03340512450599842
ACH-000053,-0.04196637358598882
ACH-000054,-0.12280020459318122
ACH-000055,-0.04452307684747524
ACH-000060,0.02204063382604729
ACH-000067,-0.07883929820811532
ACH-000070,-0.0662181234084411
ACH-000075,0.007323518770623255
ACH-000078,-0.11859418157042698
ACH-000082,-0.09027551198108047
ACH-000085,0.08404708509759617
ACH-000086,-0.039188692340146936
ACH-000087,-0.08960547577942217
ACH-000092,-0.16283593579764524
ACH-000095,-0.18383830350509528
ACH-000097,-0.06509479232764932
ACH-000098,-0.2324709823170729
ACH-000099,-0.02346333591381688
ACH-000108,-0.12432126443266946
ACH-000113,-0.05573066839572826
ACH-000116,0.05070410595984432
ACH-000118,-0.11277159245071468
ACH-000120,0.03462593776239595
ACH-000123,0.04547134032894857
ACH-000127,-0.07340858903914448
ACH-000128,0.08880389146001036
ACH-000132,-0.10375105773091207
ACH-000133,-0.10972649893651988
ACH-000137,-0.2609879582488501
ACH-000138,-0.24882604520824636
ACH-000142,0.03269365428432434
ACH-000143,-0.26371146636597764
ACH-000146,-0.119607885597226
ACH-000148,-0.0073184403993113625
ACH-000150,-0.24258937908219744
ACH-000152,-0.01641535736241184
ACH-000153,0.0371623748048313
ACH-000159,-0.0991940206826822
ACH-000160,-0.09815406467162058
ACH-000163,-0.03948124806776944
ACH-000167,0.12405609031395705
ACH-000168,-0.15223126700283354
ACH-000169,-0.15197492815034094
ACH-000178,-0.12871373299383762
ACH-000183,-0.3184015125137928
ACH-000188,-0.029649597748832586
ACH-000189,-0.10480142480197606
ACH-000190,-0.3238201226056021
ACH-000198,-0.00928322896366786
ACH-000203,0.10462040032101932
ACH-000204,-0.17614807228246485
ACH-000206,0.03667852769982264
ACH-000207,-0.20770657196799364
ACH-000208,-0.16224719780148994
ACH-000210,-0.3191446766472251
ACH-000211,-0.26111698580782433
ACH-000215,-0.19815539451300165
ACH-000221,-0.3103084180260648
ACH-000222,-0.08912130379674459
ACH-000223,0.0925072874742393
ACH-000226,0.022926635721853963
ACH-000227,0.06390001870651019
ACH-000228,0.08727930113737109
ACH-000231,-0.07989649668347623
ACH-000232,-0.08312823568290427
ACH-000233,-0.07428548691262593
ACH-000234,-0.2623742804438839
ACH-000235,-0.07830339997306901
ACH-000237,-0.1843228824494938
ACH-000238,0.021486443737381896
ACH-000242,-0.29713603899227664
ACH-000243,-0.11625762978703914
ACH-000244,0.0497124500220705
ACH-000246,0.03719447198544298
ACH-000248,-0.14993271433927574
ACH-000250,-0.12123548139464838
ACH-000251,0.05291588021226077
ACH-000252,-0.05713488269651777
ACH-000253,-0.06991681431353455
ACH-000255,-0.2814156389966437
ACH-000256,-0.10771573775299303
ACH-000257,-0.4241858424815132
ACH-000258,-0.04140667989526227
ACH-000259,-0.07653497913401662
ACH-000260,-0.0002097835830419458
ACH-000261,-0.13252343156748184
ACH-000262,-0.09712572242218603
ACH-000263,0.16836938839940624
ACH-000264,-0.054879890514328386
ACH-000265,-0.1103046025052562
ACH-000266,-0.12066169972691583
ACH-000272,-0.0839785125614744
ACH-000274,0.048655232742180636
ACH-000277,-0.27975760418630796
ACH-000278,-0.1121488528100527
ACH-000279,-0.1225008803042834
ACH-000280,-0.16600971209669552
ACH-000281,-0.15470931007691
ACH-000288,-0.16416763225133174
ACH-000291,-0.09320519221294404
ACH-000293,-0.0028543886059543546
ACH-000294,-0.2567341648061661
ACH-000295,-0.24557129073939826
ACH-000296,0.02062705299577097
ACH-000302,0.044139278259071935
ACH-000304,-0.21061885957093324
ACH-000307,-0.029522264137379437
ACH-000308,-0.05500944825228805
ACH-000310,-0.011756637505386674
ACH-000311,-0.3901352144719907
ACH-000312,0.0009774312857944107
ACH-000315,-0.033150354753071085
ACH-000316,-0.265975165982785
ACH-000317,-0.07246993692027827
ACH-000318,0.058409748601246675
ACH-000319,-0.2701788834567645
ACH-000320,-0.10036779693777788
ACH-000322,-0.09784259358061136
ACH-000323,-0.06937991658627155
ACH-000324,-0.0966207062047867
ACH-000329,-0.1545677193945233
ACH-000330,0.00518597444937353
ACH-000331,-0.030748765853583025
ACH-000332,-0.04672744175446841
ACH-000334,-0.132861073819873
ACH-000335,-0.11193380674137232
ACH-000336,0.33380961276796434
ACH-000337,-0.1996176803047262
ACH-000338,-0.3115551079680457
ACH-000339,-0.08296160896734163
ACH-000341,0.1541231625337387
ACH-000348,-0.1209020307771545
ACH-000350,-0.1015478596153038
ACH-000352,-0.28457567417434576
ACH-000356,-0.059552734522811374
ACH-000361,-0.3402098577981765
ACH-000362,-0.038142251911478534
ACH-000363,-0.013111305909326215
ACH-000364,-0.0305269771511518
ACH-000365,-0.06571389726835462
ACH-000366,-0.09689969326553834
ACH-000368,-0.11221117277955643
ACH-000374,-0.053117616916885664
ACH-000375,0.034107648559152964
ACH-000376,-0.08960424008839603
ACH-000381,-0.3536169339115689
ACH-000383,-0.0743366018446418
ACH-000387,-0.1985310140960312
ACH-000389,-0.20009908239718904
ACH-000390,0.04408072297836798
ACH-000393,-0.041753401626209406
ACH-000395,-0.03882114963909656
ACH-000396,0.28102729313176433
ACH-000397,0.02547142910387341
ACH-000401,-0.3968284980063406
ACH-000402,-0.09238905361530232
ACH-000403,-0.13089664434195245
ACH-000404,-0.4010466723825848
ACH-000406,-0.09121786707662884
ACH-000407,-0.07783291830237565
ACH-000408,-0.14215722455805296
ACH-000410,-0.09251048817059128
ACH-000411,-0.049486539703776096
ACH-000414,-0.1113754638108648
ACH-000415,0.1299628174142891
ACH-000416,-0.11811674033356855
ACH-000420,-0.08884112605437425
ACH-000421,-0.048143278764787495
ACH-000424,-0.06120294777022476
ACH-000425,-0.02980314130267157
ACH-000426,0.02962621801694745
ACH-000427,-0.04498314555147597
ACH-000433,-0.2524440441285897
ACH-000435,-0.07420291830042046
ACH-000436,-0.18322054719703032
ACH-000444,-0.03629019943534376
ACH-000445,-0.39322798174376977
ACH-000448,-0.10805199337676998
ACH-000450,0.028758766694481293
ACH-000452,-0.00331266813350596
ACH-000454,-0.16818238962889628
ACH-000458,-0.007306078996385451
ACH-000459,-0.0647465221354924
ACH-000460,-0.0795123122592094
ACH-000461,-0.17066929976780962
ACH-000463,-0.19554417931744755
ACH-000464,-0.10742896764235337
ACH-000466,0.05788072761408475
ACH-000467,-0.08947385368714801
ACH-000468,-0.04768767460156603
ACH-000469,-0.20446592734958627
ACH-000470,-0.04583413858766228
ACH-000471,0.01519551131070227
ACH-000472,-0.11339276796562747
ACH-000473,-0.21305577537772466
ACH-000475,-0.09018340259566188
ACH-000476,-0.13605654808059015
ACH-000477,-0.06819604374471856
ACH-000479,-0.22779102570131324
ACH-000480,0.032589301248034726
ACH-000481,-0.12633191459343654
ACH-000483,-0.11234567395014887
ACH-000484,-0.028616768664186183
ACH-000485,-0.18182599465367832
ACH-000486,0.017924655634498424
ACH-000487,-0.025342739840422308
ACH-000488,0.14552311526930414
ACH-000490,-0.07790408478347191
ACH-000491,0.009340635335834969
ACH-000495,0.0583647758150539
ACH-000496,-0.2450959964652163
ACH-000499,-0.03601894250180182
ACH-000500,-0.17737300674526105
ACH-000502,-0.1076404110319856
ACH-000503,-0.0209163091674584
ACH-000505,-0.2129517455011
ACH-000507,0.0886939368122412
ACH-000510,-0.16990595822708796
ACH-000511,-0.0258068389643846
ACH-000512,-0.19135350021644487
ACH-000516,-0.15966281854146566
ACH-000517,-0.13208248131091693
