,LRRC74A (145497)
ACH-000004,0.06349635512539302
ACH-000005,0.11845266334868396
ACH-000007,0.03028662404356656
ACH-000009,-0.06418482667621635
ACH-000011,0.057501945535171364
ACH-000012,-0.09662269194747226
ACH-000013,-0.044653703948954966
ACH-000014,-0.04969194645460845
ACH-000015,-0.06828331119430607
ACH-000017,0.054837400966380685
ACH-000018,0.08301569873381921
ACH-000019,-0.1695273249894358
ACH-000021,0.06049049301733497
ACH-000022,0.03308798031233446
ACH-000025,0.033976666418257674
ACH-000028,-0.06516225547186727
ACH-000030,0.04342166244075489
ACH-000035,0.20113291176409606
ACH-000036,0.09851847441794796
ACH-000037,0.06198481375682849
ACH-000039,0.11588339688447545
ACH-000040,0.028399237876756894
ACH-000041,-0.035536561354336534
ACH-000042,0.005799863210427903
ACH-000045,-0.002710801962833245
ACH-000047,-0.15230685764274424
ACH-000052,-0.2230644698825438
ACH-000053,-0.12040605164911622
ACH-000054,0.10414472516864846
ACH-000055,0.014858854570832487
ACH-000060,-0.2797618690023236
ACH-000067,-0.06977779622854938
ACH-000070,0.028702146603433686
ACH-000075,-0.0617927213538154
ACH-000078,-0.10574649346747607
ACH-000082,-0.10710877122385844
ACH-000085,-0.05581795727238943
ACH-000086,0.10618762776152764
ACH-000087,-0.17284207402877425
ACH-000092,-0.05743538547074011
ACH-000095,-0.1014329201948084
ACH-000097,0.003928240223281317
ACH-000098,-0.07019995559931097
ACH-000099,-0.1053252584933394
ACH-000108,0.013612896847692645
ACH-000113,0.08107446807656735
ACH-000116,-0.004896920099119046
ACH-000118,-0.04740148200463127
ACH-000120,-0.05369972637288475
ACH-000123,-0.24368297177892126
ACH-000127,-0.007124658733965375
ACH-000128,-0.05527217377889489
ACH-000132,-0.012224319960746063
ACH-000133,-0.00961859078034937
ACH-000137,0.07488843353195328
ACH-000138,-0.11459163816815085
ACH-000142,-0.05003834453759943
ACH-000143,-0.10141872515928717
ACH-000146,-0.03549431546757518
ACH-000148,-0.10738699737813373
ACH-000150,-0.117444467741993
ACH-000152,0.06326365812441707
ACH-000153,0.07010990863101453
ACH-000159,0.056092645822821814
ACH-000160,-0.04814955036474873
ACH-000163,0.06023956940973828
ACH-000167,0.21137316788449892
ACH-000168,-0.22139814651778053
ACH-000169,0.013141531369829243
ACH-000178,-0.09876321121071892
ACH-000183,-0.005729566678727929
ACH-000188,0.08085577537442683
ACH-000189,0.10795745579904484
ACH-000190,0.03647839535938043
ACH-000198,0.015451071620906153
ACH-000203,-0.1352220147360919
ACH-000204,0.05160368494146298
ACH-000206,0.06083651853704668
ACH-000207,0.08573331095883466
ACH-000208,0.1318315499065426
ACH-000210,0.055937212163250136
ACH-000211,-0.18077775567253068
ACH-000215,-0.02268452843621504
ACH-000221,0.0831376582355039
ACH-000222,-0.07145431429732957
ACH-000223,0.005949443031503485
ACH-000226,-0.06869693509583613
ACH-000227,-0.09811173783078324
ACH-000228,0.08343637073535104
ACH-000231,0.030099243922883007
ACH-000232,0.010386860748182007
ACH-000233,-0.1125957222152341
ACH-000234,0.08062034992942971
ACH-000235,0.02348672826955884
ACH-000237,0.14070616778863534
ACH-000238,-0.2295534041994539
ACH-000242,-0.44454666281889055
ACH-000243,-0.12548870499141696
ACH-000244,-0.09967449052920667
ACH-000246,0.0053094445619402365
ACH-000248,-0.14821875774573806
ACH-000250,0.00021496368196261204
ACH-000251,-0.08876787836002238
ACH-000252,0.10666375722564787
ACH-000253,0.12413113038584413
ACH-000255,-0.012424734419822062
ACH-000256,-0.03860415488403915
ACH-000257,-0.05664389752726814
ACH-000258,0.06915728550490999
ACH-000259,-0.05491780487082135
ACH-000260,0.0005273064408913722
ACH-000261,-0.173790202084337
ACH-000262,0.032378697674116025
ACH-000263,0.050478280668777416
ACH-000264,0.09248783592537768
ACH-000265,0.019183842436209374
ACH-000266,0.03667177999032694
ACH-000272,-0.03602801111270538
ACH-000274,-0.08370577347055448
ACH-000277,0.08008176700828598
ACH-000278,-0.08337298895470717
ACH-000279,-0.08782262232735208
ACH-000280,-0.15026259399500502
ACH-000281,0.03427219183006707
ACH-000288,-0.0018289019269559122
ACH-000291,0.021301223935776648
ACH-000293,0.04670935970083702
ACH-000294,0.019396979951448592
ACH-000295,0.08958473053898319
ACH-000296,-0.02518048056604169
ACH-000302,0.00304944023515061
ACH-000304,0.1447340406862789
ACH-000307,-0.031142337215961782
ACH-000308,-0.03376252090274845
ACH-000310,-0.21552013548242294
ACH-000311,-0.05214131773956784
ACH-000312,0.11903562006598213
ACH-000315,0.06117310117329956
ACH-000316,0.17415680090299146
ACH-000317,0.035925758192999875
ACH-000318,0.11711788997555644
ACH-000319,0.0883648707925467
ACH-000320,0.17620053499450028
ACH-000322,-0.09959222021302762
ACH-000323,-0.01672939675984248
ACH-000324,0.06866503305206094
ACH-000329,-0.0181089755062012
ACH-000330,-0.13615500053037954
ACH-000331,0.07386688091366943
ACH-000332,-0.02603954246878113
ACH-000334,0.02456280857194051
ACH-000335,-0.11250697520084048
ACH-000336,0.030801887694763767
ACH-000337,-0.2344834920999718
ACH-000338,-0.2663803512723166
ACH-000339,-0.10447654313570452
ACH-000341,0.09438355967232732
ACH-000348,-0.03651808974026815
ACH-000350,-0.07649795648335325
ACH-000352,-0.11068979315847503
ACH-000356,-0.060527803601637335
ACH-000361,-0.011272427224560769
ACH-000362,-0.02201572824699929
ACH-000363,-0.005671444959288207
ACH-000364,-0.3422072670513481
ACH-000365,0.01944630028787751
ACH-000366,0.05484488346120432
ACH-000368,-0.12068358026276513
