,SOHLH1 (402381)
ACH-000004,0.0932960746037352
ACH-000005,-0.2397503787338406
ACH-000007,-0.2853113889342564
ACH-000009,-0.3346342000127531
ACH-000011,-0.19254291231424145
ACH-000012,-0.15931509481319453
ACH-000013,-0.22886233074986534
ACH-000014,-0.08011410835947849
ACH-000015,-0.2904714502601785
ACH-000017,-0.06082547788978378
ACH-000018,-0.09945989285607358
ACH-000019,0.11353130688515993
ACH-000021,-0.12659192977647207
ACH-000022,-0.21881576555412788
ACH-000025,-0.08010272474278955
ACH-000028,0.016809447853446468
ACH-000030,-0.11199954760733642
ACH-000035,0.08788879235540184
ACH-000036,-0.099395049675267
ACH-000037,-0.22380400087759306
ACH-000039,-0.025929914185167324
ACH-000040,-0.08755336433371046
ACH-000041,-0.228120924150189
ACH-000042,-0.32840449619262513
ACH-000045,-0.26673827472925443
ACH-000047,-0.12524325187932234
ACH-000052,-0.3745586021963856
ACH-000053,-0.17844688188656044
ACH-000054,-0.3255371288523273
ACH-000055,-0.16869082638445995
ACH-000060,0.0459825089360414
ACH-000067,-0.07196078084418939
ACH-000070,-0.03920431324731983
ACH-000075,-0.07980837385615293
ACH-000078,-0.18106730110216634
ACH-000082,-0.012369473757725305
ACH-000085,-0.2788449573153597
ACH-000086,-0.03844981378270168
ACH-000087,-0.4127831321889963
ACH-000092,-0.18578113719999595
ACH-000095,-0.1075326476996197
ACH-000097,-0.12175977162117035
ACH-000098,-0.03564034533831829
ACH-000099,-0.25710612341741024
ACH-000108,-0.20720788620295544
ACH-000113,-0.12833233726456508
ACH-000116,-0.2360098640336989
ACH-000118,-0.2513372203859902
ACH-000120,0.056783192013899676
ACH-000123,-0.054082488270143565
ACH-000127,-0.07647915258115172
ACH-000128,-0.27181755771912386
ACH-000132,-0.2583848750753435
ACH-000133,-0.0752454228313935
ACH-000137,-0.4367212155987771
ACH-000138,-0.15827926542249598
ACH-000142,-0.10215422379326708
ACH-000143,-0.2160046137301477
ACH-000146,-0.1272842102230632
ACH-000148,-0.0927305618083167
ACH-000150,-0.04512589527969165
ACH-000152,-0.14908243105309862
ACH-000153,-0.08872256802734234
ACH-000159,-0.20338052383497293
ACH-000160,-0.06599305521384594
ACH-000163,-0.1459359250567963
ACH-000167,0.05793645238729405
ACH-000168,-0.4048393045767309
ACH-000169,-0.2485425395133168
ACH-000178,-0.2672475602233797
ACH-000183,-0.11417885611298885
ACH-000188,-0.1614759439189336
ACH-000189,-0.18580284126247887
ACH-000190,-0.30599054945196
ACH-000198,-0.2160538563478448
ACH-000203,0.2171744380361512
ACH-000204,-0.19242808410076667
ACH-000206,-0.14226613707551056
ACH-000207,-0.16916087667103968
ACH-000208,-0.6159417929924343
ACH-000210,-0.3519000103583296
ACH-000211,-0.10833850333160006
ACH-000215,-0.21573131240796206
ACH-000221,-0.09242307035026966
ACH-000222,0.014349358607888869
ACH-000223,-0.029654519180322997
ACH-000226,-0.12589052462714131
ACH-000227,-0.30843374288970193
ACH-000228,-0.15467287939676824
ACH-000231,-0.1310969535175136
ACH-000232,-0.111473547004448
ACH-000233,-0.2156788107011597
ACH-000234,-0.09167730549598108
ACH-000235,-0.16105221944024675
ACH-000237,-0.263011461126611
ACH-000238,-0.3625421437203517
ACH-000242,-0.04123123593279408
ACH-000243,-0.10968047092835
ACH-000244,-0.5930170862565491
ACH-000246,-0.2297215390002216
ACH-000248,-0.08228350934298019
ACH-000250,-0.2355702959850186
ACH-000251,-0.35270652656116624
ACH-000252,-0.2941552397622027
ACH-000253,-0.18037637320115613
ACH-000255,-0.21574019167802855
ACH-000256,-0.2347485056544379
ACH-000257,-0.25894250876070835
ACH-000258,-0.18590813429192454
ACH-000259,-0.2688777364022493
ACH-000260,-0.21053087768941875
ACH-000261,-0.1552254635880484
ACH-000262,-0.17440933317287086
ACH-000263,-0.23082563332841854
ACH-000264,-0.14145789905962736
ACH-000265,-0.2283846405133098
ACH-000266,-0.2148902844151007
ACH-000272,-0.3330654805046894
ACH-000274,-0.08794273667305626
ACH-000277,-0.2538539808443324
