,EVA1B (55194)
ACH-000004,-0.02783419456709514
ACH-000005,0.21001866752788406
ACH-000007,0.012989846934295106
ACH-000009,0.06506775803397888
ACH-000011,-0.04941200580352344
ACH-000012,-0.1500814667678306
ACH-000013,-0.07687778588084829
ACH-000014,-0.04178511058828619
ACH-000015,-0.032145579261554105
ACH-000017,0.002656220034281303
ACH-000018,-0.1488230772520582
ACH-000019,-0.04638145854415357
ACH-000021,-0.0174864798373278
ACH-000022,0.08601912007673479
ACH-000025,0.0012895950979482495
ACH-000028,0.03744482369440328
ACH-000030,-0.03658289147055891
ACH-000035,-0.06758059620827979
ACH-000036,-0.2795860264280593
ACH-000037,0.047166702947659525
ACH-000039,-0.15804959507920766
ACH-000040,-0.09915831520961116
ACH-000041,-0.03751329763328661
ACH-000042,-0.0047750027131253005
ACH-000045,0.09634364993846717
ACH-000047,-0.11955773900625362
ACH-000052,-0.2453352030421882
ACH-000053,-0.04893668340722415
ACH-000054,-0.047349795026471436
ACH-000055,-0.2050727523313167
ACH-000060,-0.23419576209049045
ACH-000067,-0.16164950051361535
ACH-000070,-0.026716086798581427
ACH-000075,-0.10106038119700443
ACH-000078,-0.13888326937705273
ACH-000082,0.0010727204631169858
ACH-000085,-0.4423515481628288
ACH-000086,-0.014487584971766929
ACH-000087,-0.07077858663344258
ACH-000092,-0.2464770572393677
ACH-000095,-0.062372856140811214
ACH-000097,0.024781284596247632
ACH-000098,-0.04066789469665917
ACH-000099,-0.060292086616755815
ACH-000108,-0.08655153299396026
ACH-000113,-0.109904595620979
ACH-000116,0.06884373554772147
ACH-000118,-0.08961937502073639
ACH-000120,-0.24518625119159415
ACH-000123,0.0011671042215509614
ACH-000127,-0.05934925740445478
ACH-000128,-0.0800367398075095
ACH-000132,-0.27160539197195016
ACH-000133,0.0247402862066816
ACH-000137,-0.07262722611460808
ACH-000138,0.08906854137537816
ACH-000142,-0.09770392486196217
ACH-000143,-0.2259761009266408
ACH-000146,-0.031297167238542235
ACH-000148,-0.09697039599441952
ACH-000150,-0.5165077827575582
ACH-000152,0.009045820997540078
ACH-000153,0.004798815169673482
ACH-000159,-0.057005712988668286
ACH-000160,0.02256848918089217
ACH-000163,0.018360623149687408
ACH-000167,0.19108614137758076
ACH-000168,0.024699914695180826
ACH-000169,-0.03871088768785727
ACH-000178,-0.124492279632869
ACH-000183,-0.029666761347108488
ACH-000188,-0.3138443042676077
ACH-000189,-0.1883513834361472
ACH-000190,-0.0008807199717499227
ACH-000198,0.0008396848639589112
ACH-000203,0.28824607371157795
ACH-000204,-0.33520507254447995
ACH-000206,-0.025764244212052544
ACH-000207,0.044530616180375335
ACH-000208,0.19056739291691696
ACH-000210,0.07403003502290803
ACH-000211,0.06731274490763993
ACH-000215,-0.12384764631782814
ACH-000221,0.01009504613676708
ACH-000222,-0.03412836541442728
ACH-000223,0.13111360916328252
ACH-000226,-0.06742091470711724
ACH-000227,0.09340914231576193
ACH-000228,0.01620236221269189
ACH-000231,0.056602180310674474
ACH-000232,0.02692193059969753
ACH-000233,0.05886527253678876
ACH-000234,-0.07744805682695556
ACH-000235,-0.09896675935061193
ACH-000237,-0.05962234570559472
ACH-000238,-0.11727688566702688
ACH-000242,-0.3197825941003818
ACH-000243,0.003508124515787233
ACH-000244,-0.2101345935541824
ACH-000246,-0.07841856723571987
ACH-000248,-0.06395716153950255
ACH-000250,-0.05164680417810838
ACH-000251,-0.2281368496637224
ACH-000252,-0.02893791783084048
ACH-000253,0.01606347579744269
ACH-000255,-0.07270555453718396
ACH-000256,0.11091213701109984
ACH-000257,-0.044324618352160366
ACH-000258,0.18286427879533693
ACH-000259,-0.13440383202129758
ACH-000260,-0.1448062131726535
ACH-000261,-0.15984233968491968
ACH-000262,0.01759974516849631
ACH-000263,-0.011630099357587529
ACH-000264,-0.1555013597001269
ACH-000265,-0.05856989507564288
