,HSD3B7 (80270)
ACH-000004,-0.18530298366317546
ACH-000005,-0.01623661600037268
ACH-000007,-0.2418911082783181
ACH-000009,-0.28801306996926035
ACH-000011,-0.02892632782415
ACH-000012,-0.2369235622299905
ACH-000013,-0.29460796446242177
ACH-000014,-0.03681754905933224
ACH-000015,-0.35239660401067385
ACH-000017,-0.16212964310531408
ACH-000018,-0.1261446154539523
ACH-000019,-0.21327109377206332
ACH-000021,-0.34599728439930544
ACH-000022,-0.19678774890662512
ACH-000025,-0.22316282202347645
ACH-000028,-0.09627666995646364
ACH-000030,-0.0725266370067146
ACH-000035,-0.16351922938621294
ACH-000036,-0.26414711445359285
ACH-000037,-0.2456758205748995
ACH-000039,-0.23871822395708425
ACH-000040,-0.18375928986523915
ACH-000041,-0.17107045559394413
ACH-000042,-0.2062614050429616
ACH-000045,-0.2288580678060601
ACH-000047,-0.16464924104096695
ACH-000052,-0.14425045145648804
ACH-000053,-0.10376078070758583
ACH-000054,-0.17594714998422376
ACH-000055,0.035693288561232106
ACH-000060,-0.020349011254592042
ACH-000067,-0.17636101703495266
ACH-000070,-0.12748667073683492
ACH-000075,-0.2440767250902642
ACH-000078,-0.21708797241098435
ACH-000082,-0.17802459000488471
ACH-000085,-0.04482833761560335
ACH-000086,-0.19040299822502268
ACH-000087,-0.20300647357469725
ACH-000092,-0.12905808398694507
ACH-000095,-0.19200882586033646
ACH-000097,-0.3743806563071144
ACH-000098,-0.3088300407339437
ACH-000099,-0.2141010945977684
ACH-000108,0.0016165973181264074
ACH-000113,-0.2032436287963932
ACH-000116,-0.22377357778779128
ACH-000118,-0.12648072659748474
ACH-000120,-0.17826245876960148
ACH-000123,-0.32828155222485944
ACH-000127,-0.524909024970177
ACH-000128,-0.2948342785116801
ACH-000132,-0.2503265636083919
ACH-000133,-0.1613744101263124
ACH-000137,-0.2343525879084255
ACH-000138,-0.06301373159319565
ACH-000142,-0.14480875791189515
ACH-000143,-0.1367440049363697
ACH-000146,-0.2563928909551431
ACH-000148,-0.2152405351760544
ACH-000150,-0.2494726614273589
ACH-000152,0.008759216807675158
ACH-000153,-0.32018431464341623
ACH-000159,-0.2286120854167063
ACH-000160,-0.09167835942097392
ACH-000163,-0.3248500858521865
ACH-000167,-0.006046030736128638
ACH-000168,-0.08329609994437315
ACH-000169,-0.1708123331340516
ACH-000178,-0.18599828873545804
ACH-000183,-0.2868470587092246
ACH-000188,-0.062259632892861426
ACH-000189,-0.27196594593559503
ACH-000190,-0.1489172635832187
ACH-000198,-0.11311597948901173
ACH-000203,0.022820837091608658
ACH-000204,-0.040210350254036034
ACH-000206,-0.1739378997605044
ACH-000207,-0.08752674950296814
ACH-000208,-0.28077359952623904
ACH-000210,-0.3101448894265834
ACH-000211,-0.17826152588453767
ACH-000215,-0.15173806864469985
ACH-000221,-0.3646777450186162
ACH-000222,0.024918382794678503
ACH-000223,-0.3133583828896289
ACH-000226,-0.2257287695200864
ACH-000227,-0.4196317288956378
ACH-000228,-0.3358042773652249
ACH-000231,-0.18135993025345348
ACH-000232,-0.1380861119885749
ACH-000233,-0.21545975526797284
ACH-000234,-0.31408777131611937
ACH-000235,-0.1719452377068955
ACH-000237,-0.06456979725304766
ACH-000238,-0.08791935002690388
ACH-000242,0.026619941680631656
ACH-000243,-0.13985345097040802
ACH-000244,-0.3668535303469659
ACH-000246,-0.17903774005715772
ACH-000248,-0.2809596098523639
ACH-000250,-0.28392111694961514
ACH-000251,-0.12239269005101415
ACH-000252,-0.18223737153864095
ACH-000253,-0.10135383707030644
ACH-000255,-0.2403393594294709
ACH-000256,-0.20807202553709794
ACH-000257,-0.2869347360540744
ACH-000258,-0.2045771767998669
ACH-000259,-0.14945042463405436
ACH-000260,-0.31325070854781306
ACH-000261,-0.17394644436447287
ACH-000262,-0.3583527539002301
ACH-000263,-0.3292758532216178
ACH-000264,-0.31733793423224194
ACH-000265,-0.2688033234752549
ACH-000266,-0.17606707557794996
ACH-000272,-0.06296043261072441
ACH-000274,-0.2449876209112232
ACH-000277,-0.32593470342367226
ACH-000278,-0.04683605946763515
ACH-000279,-0.030428983055825486
ACH-000280,-0.213539310245338
ACH-000281,-0.05556850096722247
ACH-000288,-0.2433509789988648
ACH-000291,-0.18740685692332865
ACH-000293,-0.15029359880846088
ACH-000294,-0.3575539934749094
ACH-000295,-0.2418981937570439
ACH-000296,-0.22292043487079508
ACH-000302,-0.23716873401148386
ACH-000304,0.09330586627693717
ACH-000307,-0.2800388521972372
ACH-000308,-0.2725361294131586
ACH-000310,-0.249397206321602
ACH-000311,-0.2262845732578401
ACH-000312,-0.19430228844956807
ACH-000315,-0.04357385047532054
ACH-000316,-0.400851846709564
ACH-000317,-0.20136083513851047
ACH-000318,-0.175397716903367
ACH-000319,-0.13106744487613106
ACH-000320,-0.04597457664612886
ACH-000322,-0.2824895128643302
ACH-000323,-0.32957466904225385
ACH-000324,-0.15877126272876246
ACH-000329,-0.27920801400907325
ACH-000330,-0.4586420467693042
ACH-000331,-0.2343431162701692
ACH-000332,-0.1551000273595825
ACH-000334,-0.3704546556558499
ACH-000335,-0.17951902419926785
ACH-000336,-0.5305820215146324
ACH-000337,-0.552634383016411
ACH-000338,0.1770806174136264
ACH-000339,-0.264417261587725
ACH-000341,-0.16801643184094772
ACH-000348,-0.3001051233023444
ACH-000350,-0.136904409699439
ACH-000352,-0.0307111976194033
ACH-000356,-0.2878248868384996
ACH-000361,-0.09340384726914074
ACH-000362,-0.23207838581487206
ACH-000363,-0.15973544857898128
ACH-000364,0.11810307666430038
ACH-000365,-0.3361428883151173
ACH-000366,-0.27239162179078
ACH-000368,-0.26337385483767184
ACH-000374,-0.14726067118108754
ACH-000375,-0.3038178239026882
ACH-000376,-0.201066350800546
ACH-000381,-0.04806150585002946
ACH-000383,-0.10828632511371944
ACH-000387,-0.2530628700163092
ACH-000389,-0.2542054538992105
ACH-000390,-0.1989440656677381
ACH-000393,-0.19966761970844568
ACH-000395,-0.2456530894772301
ACH-000396,-0.4824914784442705
ACH-000397,-0.14082812209001974
ACH-000401,-0.3958221400972769
ACH-000402,-0.07512560111510838
ACH-000403,-0.08118163679576453
ACH-000404,-0.04661797307149114
ACH-000406,-0.3554473449660277
ACH-000407,-0.1629647842070204
ACH-000408,-0.3009624291546057
ACH-000410,-0.1958560349899315
ACH-000411,-0.1321654996964734
ACH-000414,-0.06283926647691722
ACH-000415,-0.1984254263226267
ACH-000416,-0.20314517227480253
ACH-000420,-0.2343177695899221
ACH-000421,-0.21355758096650776
ACH-000424,-0.2592678245901913
ACH-000425,-0.2606211075497235
ACH-000426,-0.44412054691359787
ACH-000427,-0.3227540337452364
ACH-000433,-0.25374749448967143
ACH-000435,-0.6764525917206361
ACH-000436,-0.2674864982991943
ACH-000444,-0.20032983046452374
ACH-000445,-0.21017066167412976
ACH-000448,-0.1819956852934184
ACH-000450,-0.3910621730612329
ACH-000452,-0.3324593198201847
ACH-000454,-0.20261144601108305
ACH-000458,-0.20351802515132564
ACH-000459,-0.1405887355643993
ACH-000460,-0.05451385561631953
ACH-000461,-0.07179489942320558
ACH-000463,-0.2596647380226396
ACH-000464,-0.11326378768886887
ACH-000466,-0.17690161658090112
ACH-000467,-0.30674982162178416
ACH-000468,-0.2394069222119403
ACH-000469,-0.1495668113780542
ACH-000470,-0.14440004548144322
ACH-000471,-0.2259866047724689
ACH-000472,-0.2745717318732884
ACH-000473,-0.08075368230625686
ACH-000475,-0.25352957479660665
ACH-000476,-0.16233454033840122
ACH-000477,-0.3119043014070003
ACH-000479,-0.3461239281449324
ACH-000480,-0.13939848342400035
ACH-000481,-0.1576745695086108
ACH-000483,-0.28693472208321136
ACH-000484,-0.15192958193498635
ACH-000485,-0.1904933012104133
ACH-000486,-0.3595201070220909
ACH-000487,-0.22952867337717345
ACH-000488,-0.09273298662452682
ACH-000490,-0.2442161290842467
ACH-000491,-0.35787730529838585
ACH-000495,-0.31094843633390845
ACH-000496,-0.3250846947811272
ACH-000499,-0.2492122440006425
ACH-000500,-0.15907921421902713
ACH-000502,-0.2636452370018598
ACH-000503,-0.13997648009788205
ACH-000505,-0.2454046904609878
ACH-000507,-0.2938556306464893
ACH-000510,-0.3047107656703874
ACH-000511,-0.07383070839504316
ACH-000512,-0.24724999619905394
ACH-000516,-0.1776173007500584
ACH-000517,-0.21110053096049514
ACH-000518,-0.13635362737713405
ACH-000520,-0.1726730672477374
ACH-000521,-0.03230618667961548
ACH-000522,-0.22466293749339694
ACH-000524,-0.1200061860519229
ACH-000527,-0.21284268767379005
ACH-000528,-0.1768233855354986
ACH-000537,-0.068229625348194
ACH-000541,-0.34959720621606605
ACH-000542,-0.17564562153491114
ACH-000544,-0.15111657881408588
ACH-000545,-0.12290765431126875
ACH-000547,-0.21858872062043055
ACH-000548,-0.19193047855729886
ACH-000549,-0.33305146588387363
ACH-000550,-0.09220690684912128
ACH-000552,-0.16669062452204358
ACH-000556,-0.1983978294354807
ACH-000557,-0.26904511048043905
ACH-000569,-0.7162197567171157
ACH-000570,-0.0920106886546862
ACH-000571,-0.17911425844075854
ACH-000573,-0.2227640090531199
ACH-000576,-0.21697825993008746
ACH-000579,-0.1462425777917366
ACH-000580,-0.1802480122915585
ACH-000584,-0.2047789212242976
ACH-000585,-0.2350484694695523
ACH-000588,-0.1687014985874666
ACH-000589,-0.07297717958800583
ACH-000591,-0.16646293791760233
ACH-000593,-0.1465681498065547
ACH-000600,-0.032054057150476066
ACH-000601,-0.19898072347021648
ACH-000605,-0.12879531139073747
ACH-000606,-0.2335321025918633
ACH-000608,-0.16627448855740426
ACH-000614,-0.2682155438602561
ACH-000616,-0.2646146992820554
ACH-000618,-0.1784386831164095
ACH-000619,-0.3575325034858741
ACH-000620,-0.2261643054112319
ACH-000621,-0.36382010246400304
ACH-000622,-0.3109965107491636
ACH-000623,-0.15114243570011773
ACH-000624,-0.29251726121803995
ACH-000627,0.006318082477139698
ACH-000630,-0.1478614481923515
ACH-000631,-0.26473178770881706
ACH-000632,-0.10155009099933422
ACH-000633,-0.10682793853769612
ACH-000637,-0.21643254498836356
ACH-000638,-0.132787548826658
ACH-000646,-0.19546199518209773
ACH-000647,-0.13028376876961453
ACH-000648,-0.23738025352072584
ACH-000649,-0.13450396234821552
ACH-000651,-0.25213467225329483
ACH-000652,-0.2405019951867309
ACH-000653,-0.3042355102665516
ACH-000657,-0.35398532617026673
ACH-000658,-0.2748390672653536
ACH-000661,-0.2498702780390192
ACH-000662,-0.07681722946191906
ACH-000663,-0.3183476782476334
ACH-000665,-0.22117341500969087
ACH-000671,-0.4726611848647395
ACH-000672,-0.14488793125782698
ACH-000673,-0.17678651049450034
ACH-000676,-0.2424591142772225
ACH-000677,-0.2539535421087671
ACH-000681,-0.2091357938637464
ACH-000683,-0.3968056799859113
ACH-000684,-0.1803016309729649
ACH-000688,-0.35213628490784626
ACH-000693,-0.09194412336555877
ACH-000694,-0.16550754891025232
ACH-000695,-0.0713627673745643
ACH-000696,-0.2307126156674112
ACH-000697,-0.3952801027603564
ACH-000699,-0.1810622128440126
ACH-000701,-0.1469307503026675
ACH-000706,-0.2776752383254822
ACH-000711,-0.377656001298448
ACH-000713,-0.3818020277215577
ACH-000714,-0.22127671474064048
ACH-000718,-0.11954202787066792
ACH-000720,-0.06544757874986586
ACH-000721,-0.2079618862080385
ACH-000724,-0.2391549721439923
ACH-000725,-0.571752891809136
ACH-000732,-0.15831189532894788
ACH-000734,-0.2032796287530725
ACH-000735,-0.10420996630414783
ACH-000736,-0.3611803069007545
ACH-000738,-0.2382413364624107
ACH-000746,-0.12198286130369927
ACH-000747,-0.3197262209785926
ACH-000748,-0.25635070975738783
ACH-000753,-0.2424808322093175
ACH-000756,-0.3586076473859859
ACH-000757,-0.21443581872162498
ACH-000758,-0.2628911315186728
ACH-000760,-0.1710757685291754
ACH-000762,-0.09081085880738077
ACH-000763,-0.3150186611133313
ACH-000764,-0.09730932080554362
ACH-000765,-0.274212174957898
ACH-000766,-0.18363514918312585
ACH-000767,-0.3340615178565925
ACH-000768,-0.22238796888921533
ACH-000769,-0.27045424592221584
ACH-000770,-0.3012078150408102
ACH-000771,-0.2057532198533254
ACH-000773,-0.07293212251687209
ACH-000776,-0.15460270216507532
ACH-000777,-0.07895243246563315
ACH-000778,-0.04556749240999819
ACH-000781,-0.13039541457534354
ACH-000782,-0.04031856925216856
ACH-000783,-0.1759933040748049
ACH-000784,-0.17297452175433686
ACH-000785,-0.2425831183736101
ACH-000787,-0.12959301124718772
ACH-000788,-0.2708912097661543
ACH-000791,-0.10513246415887736
ACH-000792,-0.18502827711574427
ACH-000794,-0.1545957005973366
ACH-000796,-0.10518032399812592
ACH-000798,-0.25258648560292024
ACH-000799,-0.11654880462629573
ACH-000800,-0.18740784804649088
ACH-000802,-0.30537672946944266
ACH-000804,-0.08756550907373606
ACH-000805,-0.07955843530299615
ACH-000809,-0.17231933799259808
ACH-000810,-0.05078527736865576
ACH-000811,-0.2903901239483217
ACH-000817,-0.2562800481207655
ACH-000819,-0.16013546681403776
ACH-000820,-0.4693295715685129
ACH-000821,-0.3260241179356058
ACH-000822,-0.3122951420798949
ACH-000823,-0.13390219070735196
ACH-000824,-0.12868454862508202
ACH-000827,-0.25395564639756524
ACH-000829,-0.19477485556680366
ACH-000831,-0.22587587389015384
