,BANK1 (55024)
ACH-000004,-0.2993267878603808
ACH-000005,-0.019750963836428537
ACH-000007,0.009701272059529285
ACH-000009,-0.1221454204994544
ACH-000011,0.11590178789448533
ACH-000012,-0.10239090875616154
ACH-000013,0.022692168497153664
ACH-000014,-0.1982709307289259
ACH-000015,-0.11456382094500644
ACH-000017,0.07559959351728526
ACH-000018,-0.05142810731486331
ACH-000019,-0.15119517120713785
ACH-000021,-0.015258570153192343
ACH-000022,-0.09877667831175764
ACH-000025,-0.04550650702506602
ACH-000028,-0.05445647120786445
ACH-000030,0.006146846133430447
ACH-000035,-0.026885287974539103
ACH-000036,-0.07222792192651509
ACH-000037,-0.09770858312772596
ACH-000039,0.06477817099079036
ACH-000040,0.08495377809893903
ACH-000041,-0.1028107776626186
ACH-000042,-0.09793706116906864
ACH-000045,0.2068661355648904
ACH-000047,-0.16391490400561626
ACH-000052,0.054393680120445285
ACH-000053,-0.015566536817386088
ACH-000054,-0.08569681618603242
ACH-000055,-0.10029986486064107
ACH-000060,-0.2703792605113552
ACH-000067,0.0023401092722252284
ACH-000070,-0.20116915470995586
ACH-000075,-0.13135167127347272
ACH-000078,-0.0858925720710557
ACH-000082,-0.016541781731925758
ACH-000085,0.17630372630821367
ACH-000086,-0.007502533519294274
ACH-000087,-0.041177668222205054
ACH-000092,-0.1567453017243957
ACH-000095,-0.15676385627042222
ACH-000097,-0.049170432471522175
ACH-000098,-0.06902258580197801
ACH-000099,-0.04494702872594655
ACH-000108,0.04151121516583479
ACH-000113,-0.035537750984717474
ACH-000116,-0.10688634549980287
ACH-000118,0.07735464109650059
ACH-000120,-0.02743012246480852
ACH-000123,0.06488348109134542
ACH-000127,-0.1366901479457509
ACH-000128,-0.1117874397103758
ACH-000132,-0.02828218216000632
ACH-000133,-0.1964796951729208
ACH-000137,0.03646368351052633
ACH-000138,0.01452337866003394
ACH-000142,-0.050619705676621066
ACH-000143,-0.09904258524729284
ACH-000146,-0.06449639493666039
ACH-000148,-0.1259858328157801
ACH-000150,0.013544207878642774
ACH-000152,0.0188577970644804
ACH-000153,0.10591156971453312
ACH-000159,-0.031713331301374034
ACH-000160,-0.19102930658231296
ACH-000163,-0.11296512014877087
ACH-000167,-0.4530860655240981
ACH-000168,-0.002356681893594143
ACH-000169,-0.08253965314915948
ACH-000178,-0.03232742890137187
ACH-000183,-0.032948159952483284
ACH-000188,-0.0399171621286544
ACH-000189,-0.19761433483723392
ACH-000190,-0.2598350658894608
ACH-000198,0.06863850548593924
ACH-000203,-0.4808735803469102
ACH-000204,-0.10231277365257754
ACH-000206,-0.04783686394411266
ACH-000207,-0.1591839466377355
ACH-000208,-0.1641929190489945
ACH-000210,-0.09597834924547673
ACH-000211,-0.04345244250742529
ACH-000215,0.01997439197080781
ACH-000221,-0.02499808625575231
ACH-000222,-0.07614102747453995
ACH-000223,-0.08700021838865622
ACH-000226,0.04955461619573689
ACH-000227,-0.2363538414067031
ACH-000228,-0.06006308487586571
ACH-000231,0.02083977383328089
ACH-000232,-0.12062099508396673
ACH-000233,-0.04677707830163002
ACH-000234,-0.01418429264043811
ACH-000235,-0.037035356016194614
ACH-000237,0.005958619164148243
ACH-000238,0.020674966576179732
ACH-000242,0.1240631846209799
ACH-000243,-0.06038164637783883
ACH-000244,-0.042312443149958134
ACH-000246,-0.07033576315329261
ACH-000248,-0.0983717060499442
ACH-000250,-0.01013213474930695
ACH-000251,0.0325261055731088
ACH-000252,0.009632958976761441
ACH-000253,-0.06349211431328428
ACH-000255,-0.20963322367040932
ACH-000256,-0.19047251749193386
ACH-000257,-0.2571301068177649
ACH-000258,-0.1877745873216046
ACH-000259,0.05364291054452523
ACH-000260,-0.028340225102336213
ACH-000261,-0.07540583687946865
ACH-000262,-0.10897141333595099
ACH-000263,-0.22203234188740825
ACH-000264,-0.04838641387903975
ACH-000265,-0.057501273936116065
ACH-000266,-0.027937709942001263
ACH-000272,-0.09461212464053832
ACH-000274,-0.13056147980050806
ACH-000277,-0.008697965327219349
ACH-000278,0.029620897448610788
ACH-000279,-0.1478912539830715
ACH-000280,-0.016021885916657614
ACH-000281,-0.11183838778642252
ACH-000288,-0.10542161465925398
ACH-000291,-0.03910800862014985
ACH-000293,-0.04297220306761377
ACH-000294,0.00247589128218103
ACH-000295,0.007308998804686645
ACH-000296,-0.21393096794960784
ACH-000302,-0.043778546683418566
ACH-000304,-0.1310605627105728
ACH-000307,0.01364627144367081
ACH-000308,-0.07228697338886264
ACH-000310,-0.15075325688116867
ACH-000311,0.04620479209269462
ACH-000312,-0.013510103250734616
ACH-000315,-0.10332605674114168
ACH-000316,-0.3060493080773425
ACH-000317,0.0468050472717691
ACH-000318,0.07950725983644592
ACH-000319,-0.017611791011906127
ACH-000320,-0.4268025541900508
ACH-000322,0.05098394051341231
ACH-000323,-0.13076580110152922
ACH-000324,-0.009613984628603876
ACH-000329,-0.06835379449034397
ACH-000330,-0.08391736843479143
ACH-000331,-0.011268444743534368
ACH-000332,-0.039121222277596256
ACH-000334,-0.3478661610747977
ACH-000335,-0.2362328548038816
ACH-000336,0.003729798548011169
ACH-000337,0.11904164015617325
ACH-000338,0.23282640457042145
ACH-000339,-0.10070778794922157
ACH-000341,-0.16294168987036933
ACH-000348,-0.01319335103943871
ACH-000350,-0.055643566877860415
ACH-000352,0.0013327601364518148
ACH-000356,-0.09132601043204716
ACH-000361,-0.2328684386601911
ACH-000362,0.012607457581617371
ACH-000363,-0.049018786332137285
ACH-000364,-0.20206387475038126
ACH-000365,-0.055538048516027776
ACH-000366,-0.09102828856844523
ACH-000368,0.010376183026822128
ACH-000374,0.034671403748894894
ACH-000375,-0.002906987996683541
ACH-000376,0.004647561121558381
ACH-000381,-0.07120641411157794
ACH-000383,-0.016728613789782246
ACH-000387,-0.1576974543446957
ACH-000389,0.03908578404922289
ACH-000390,-0.04396846194438893
ACH-000393,0.06550522783087859
ACH-000395,0.07121030158721588
ACH-000396,0.1518434218357697
ACH-000397,-0.09189268072003363
ACH-000401,-0.08530673870873527
ACH-000402,-0.1912259237402992
ACH-000403,-0.049400249886787886
ACH-000404,0.16761382247394854
