,MCM5 (4174)
ACH-000004,-1.1737774337278184
ACH-000005,-1.3486051134811696
ACH-000007,-1.21018126468411
ACH-000009,-1.1430696766017152
ACH-000011,-0.8348807932136759
ACH-000012,-1.1672648105013799
ACH-000013,-1.3876962686266678
ACH-000014,-1.1092321832051169
ACH-000015,-1.2290114362404188
ACH-000017,-0.9567061942614564
ACH-000018,-1.0099806208433717
ACH-000019,-1.2290557308115964
ACH-000021,-1.157776969897292
ACH-000022,-1.2637002905117758
ACH-000025,-1.3184905124087083
ACH-000028,-1.089612992335521
ACH-000030,-1.1458936370749613
ACH-000035,-1.2103479980109375
ACH-000036,-1.2168646869581496
ACH-000037,-0.946893058501952
ACH-000039,-1.2300450602596085
ACH-000040,-1.106411099155675
ACH-000041,-1.0145106586531538
ACH-000042,-0.91818596250021
ACH-000045,-0.9346389322676758
ACH-000047,-1.0649210936582354
ACH-000052,-1.0098177205596102
ACH-000053,-1.0279051031088098
ACH-000054,-1.0625328930420657
ACH-000055,-1.0103818804621691
ACH-000060,-1.0637360071787536
ACH-000067,-1.2706299140691777
ACH-000070,-1.108991343334367
ACH-000075,-1.3416882991931445
ACH-000078,-0.9664537700706728
ACH-000082,-0.8896018561064315
ACH-000085,-1.4302002570325387
ACH-000086,-0.9382205782196223
ACH-000087,-1.1546726472500637
ACH-000092,-1.2029272851221484
ACH-000095,-1.1987526548084944
ACH-000097,-1.0724897924117025
ACH-000098,-1.2415538658315943
ACH-000099,-1.1052041471059546
ACH-000108,-1.2306363821253372
ACH-000113,-0.8867170421910374
ACH-000116,-1.1900897882300439
ACH-000118,-1.0228149563357736
ACH-000120,-1.2956601596269437
ACH-000123,-1.0733583745270343
ACH-000127,-1.206022471466203
ACH-000128,-1.3388153579469009
ACH-000132,-1.190664101220361
ACH-000133,-1.2365549361511594
ACH-000137,-1.2371434393472531
ACH-000138,-1.0888817560600477
ACH-000142,-1.1474839024907857
ACH-000143,-1.1649955269383003
ACH-000146,-1.050443862327833
ACH-000148,-0.9952635849568496
ACH-000150,-0.9923700706443378
ACH-000152,-1.0986784692404186
ACH-000153,-1.021462471875534
ACH-000159,-1.009101918246316
ACH-000160,-1.2856814590452643
ACH-000163,-1.0424210857662202
ACH-000167,-1.4034064806737048
ACH-000168,-1.1655580284425735
ACH-000169,-1.0198127040215954
ACH-000178,-1.1252695656480796
ACH-000183,-1.2168151309291222
ACH-000188,-1.0747776290822595
ACH-000189,-1.0250363490104055
ACH-000190,-0.9089258170332719
ACH-000198,-1.0537502219882788
ACH-000203,-0.9237201548846746
