,SOWAHA (134548)
ACH-000004,-0.05428882361070682
ACH-000005,-0.2155237177590439
ACH-000007,-0.023904582327093964
ACH-000009,0.046039655636098034
ACH-000011,-0.14782008277751252
ACH-000012,-0.08078266503327149
ACH-000013,-0.0633534494264372
ACH-000014,0.12483092062927947
ACH-000015,-0.11810938542425314
ACH-000017,0.05692614191565981
ACH-000018,-0.018269316476133377
ACH-000019,-0.1124584275247342
ACH-000021,0.05019403108974341
ACH-000022,0.16539344085936278
ACH-000025,0.15815651196460265
ACH-000028,0.011875009234406821
ACH-000030,0.0035702860095139827
ACH-000035,0.07576211870357763
ACH-000036,-0.007873369526952261
ACH-000037,-0.09661592683815733
ACH-000039,0.0043443897528335435
ACH-000040,0.012918470110842052
ACH-000041,0.09682645004391244
ACH-000042,-0.013038742583041269
ACH-000045,-0.05824754323401594
ACH-000047,0.0023726043333624565
ACH-000052,-0.10575627341103097
ACH-000053,0.030532852628209838
ACH-000054,0.004279274372331306
ACH-000055,0.23572635625170898
ACH-000060,0.09557505519824362
ACH-000067,0.08399286091620115
ACH-000070,-0.034232789558095965
ACH-000075,-0.09634722519817517
ACH-000078,0.0699500467729601
ACH-000082,-0.09923176199086486
ACH-000085,-0.07351003693742825
ACH-000086,-0.039810376936591535
ACH-000087,0.18710274327800286
ACH-000092,0.03361051483911329
ACH-000095,0.01809920520353988
ACH-000097,-0.033873141687950664
ACH-000098,-0.05513338134946976
ACH-000099,0.0031094892839513147
ACH-000108,-0.0732722122130788
ACH-000113,0.0029627588560660017
ACH-000116,-0.013293862913670148
ACH-000118,0.01237125358003155
ACH-000120,-0.05987478150561179
ACH-000123,0.07183103856241063
ACH-000127,-0.02385118065366235
ACH-000128,-0.11752804872537632
ACH-000132,-0.13117653582023994
ACH-000133,-0.14125946148111138
ACH-000137,0.05663074030855057
ACH-000138,0.07980017685352885
ACH-000142,0.17062676033560878
ACH-000143,-0.1311408611874616
ACH-000146,0.08184929522121319
ACH-000148,0.009717764264792778
ACH-000150,-0.2174981527935848
ACH-000152,-0.04687146830581376
ACH-000153,0.11912485538868467
ACH-000159,-0.05593018857835758
ACH-000160,0.016098235299760018
ACH-000163,0.009077449352771721
ACH-000167,0.3374146270283213
ACH-000168,0.13230503843355518
ACH-000169,-0.09722116696016657
ACH-000178,0.05466467786407625
ACH-000183,-0.033970518341689945
ACH-000188,0.03576705977161679
ACH-000189,-0.05209585876388356
ACH-000190,-0.06813012510132721
ACH-000198,0.12340426706395012
ACH-000203,0.19666637407459686
ACH-000204,-0.18090736348767025
ACH-000206,0.02564745509633828
ACH-000207,0.15986000025279046
ACH-000208,0.19359910788050785
ACH-000210,-0.10210301446032682
ACH-000211,0.03483462049817355
ACH-000215,0.013437670026154465
ACH-000221,0.02595536309061321
ACH-000222,0.19647449541889506
ACH-000223,-0.037501146835490135
ACH-000226,-0.2321763175289192
ACH-000227,0.08342175223281167
ACH-000228,-0.04799026677475693
ACH-000231,-0.001768084453439136
ACH-000232,0.05379605926269833
ACH-000233,0.047244004868047584
ACH-000234,0.06267105646947815
ACH-000235,0.03783970966813889
ACH-000237,-0.009085182325822793
ACH-000238,0.06253425006126381
ACH-000242,0.019068133210832727
ACH-000243,0.061004603409077575
ACH-000244,-0.07133782866371012
ACH-000246,-0.0068534777351310795
ACH-000248,0.0666037748669251
ACH-000250,-0.047960699254674465
ACH-000251,-0.4668290516965347
ACH-000252,0.09612592861239093
ACH-000253,-0.029032674322776536
ACH-000255,0.037967769922893566
ACH-000256,0.15802957899577602
ACH-000257,0.1525719105177769
ACH-000258,-0.009747431402577788
ACH-000259,0.08513870362455317
ACH-000260,0.032117891803031984
ACH-000261,0.08273699146031184
ACH-000262,0.1261239865353607
ACH-000263,0.12438759083713832
ACH-000264,-0.018390892899875527
ACH-000265,0.07237676899640813
ACH-000266,-0.026687040319822282
ACH-000272,-0.039175809567836416
ACH-000274,-0.025587177056505088
ACH-000277,0.08736297321589677
ACH-000278,-0.06666789476139218
ACH-000279,0.037803930477172766
ACH-000280,-0.005897499428935678
ACH-000281,0.0636323856240038
ACH-000288,-0.03650161382377631
ACH-000291,-0.1310438700958637
ACH-000293,-0.17072072435128305
ACH-000294,0.12130508406914113
ACH-000295,0.1391705267339175
ACH-000296,-0.11703557957904882
ACH-000302,0.011570021906237458
ACH-000304,0.09696017781680152
ACH-000307,-0.04675148857349611
ACH-000308,0.019662407210490382
ACH-000310,-0.05800224793281283
ACH-000311,0.14944982266572915
ACH-000312,0.021782749904385397
ACH-000315,0.022125847998959548
ACH-000316,-0.007817632935608516
ACH-000317,0.1596299589676497
ACH-000318,0.07530443081735705
ACH-000319,-0.17062866763646645
ACH-000320,0.05183225646075132
ACH-000322,-0.0018858610205834093
ACH-000323,0.02525711137952533
ACH-000324,-0.004482647284886113
ACH-000329,0.11340716758103678
ACH-000330,0.08817854254852947
ACH-000331,-0.0626823878081822
ACH-000332,-0.006614614768029509
ACH-000334,0.04027460526544562
ACH-000335,-0.106278031962531
ACH-000336,-0.10563679820904072
ACH-000337,-0.05898161609851665
ACH-000338,-0.2578365690828545
ACH-000339,0.0181028558526954
ACH-000341,-0.029223536688290388
ACH-000348,0.1223816331134464
ACH-000350,-0.02707362400871877
ACH-000352,0.07507898770411384
ACH-000356,-0.021448514360974058
ACH-000361,-0.150923755516023
ACH-000362,0.07570961844424964
ACH-000363,-0.12669115297547698
ACH-000364,0.013543709824222276
ACH-000365,-0.03584980411951448
ACH-000366,0.053447221326336204
