,RAB3A (5864)
ACH-000004,-0.18202492742280246
ACH-000005,-0.4104130114082507
ACH-000007,-0.14137927875889025
ACH-000009,-0.12083475770783016
ACH-000011,-0.1055498908346528
ACH-000012,-0.20148165810143656
ACH-000013,-0.22085982250632052
ACH-000014,-0.3014821522076911
ACH-000015,-0.24434373425622435
ACH-000017,-0.14503063986534556
ACH-000018,-0.09388266327184608
ACH-000019,-0.16738969030948245
ACH-000021,-0.2435104516313053
ACH-000022,-0.3765469370700367
ACH-000025,-0.1931810289753668
ACH-000028,-0.3261753232360778
ACH-000030,-0.3136663378705936
ACH-000035,-0.3512714116392969
ACH-000036,-0.3115355988160365
ACH-000037,-0.12364498638773253
ACH-000039,-0.26483789275951153
ACH-000040,-0.2520586069612113
ACH-000041,-0.18808833988686874
ACH-000042,-0.1839488051635531
ACH-000045,-0.16899688137471489
ACH-000047,-0.19644154714528908
ACH-000052,-0.3441689154438332
ACH-000053,-0.2747921305160953
ACH-000054,-0.03694814393187288
ACH-000055,-0.1173767046876235
ACH-000060,-0.09095475639327924
ACH-000067,-0.21946903078951546
ACH-000070,-0.04203085800501807
ACH-000075,0.07411679162556263
ACH-000078,-0.2194765385486091
ACH-000082,-0.2238428700570748
ACH-000085,-0.3312417329997279
ACH-000086,-0.2913631658359964
ACH-000087,-0.05267008884968437
ACH-000092,-0.25329315630138644
ACH-000095,-0.16365467397866987
ACH-000097,-0.15406428941970865
ACH-000098,-0.2652661112514492
ACH-000099,-0.17079246285440666
ACH-000108,-0.33183018088765137
ACH-000113,-0.3221468101544293
ACH-000116,-0.2966611372165288
ACH-000118,-0.3580229652394551
ACH-000120,-0.17298277366822154
ACH-000123,-0.16482052164590796
ACH-000127,-0.24754173687352854
ACH-000128,-0.4232059501771268
ACH-000132,-0.08464823429896637
ACH-000133,-0.08814964392725591
ACH-000137,-0.25665894990296456
ACH-000138,-0.3270561830588111
ACH-000142,-0.277186118284818
ACH-000143,-0.17229670217480625
ACH-000146,-0.2229342622675987
ACH-000148,-0.11401634432075923
ACH-000150,-0.472480513072127
ACH-000152,-0.3281440233946157
ACH-000153,0.2069238622114224
ACH-000159,-0.31059149217790377
ACH-000160,-0.14241054925941818
ACH-000163,-0.2392436830824771
ACH-000167,-0.04901387887187072
ACH-000168,-0.2576877258177657
ACH-000169,-0.23532509301370885
ACH-000178,-0.1924795140998328
ACH-000183,-0.30775458368325226
ACH-000188,-0.39900062490262267
ACH-000189,-0.3525719712045257
ACH-000190,0.04123575256067269
ACH-000198,-0.28828207054851
ACH-000203,-0.23322096305163084
ACH-000204,-0.3002510325213549
ACH-000206,-0.1865470875155208
ACH-000207,-0.2200185707181201
ACH-000208,-0.027060309783159247
