,SAA2 (6289)
ACH-000004,-0.17936338858254272
ACH-000005,-0.09676912549985192
ACH-000007,-0.4075258593859909
ACH-000009,-0.2423697158402405
ACH-000011,-0.21075922871796826
ACH-000012,-0.1596518328840887
ACH-000013,-0.1670682421257871
ACH-000014,-0.22690427857908124
ACH-000015,-0.20469652627534207
ACH-000017,-0.1757132375366339
ACH-000018,-0.19231444403823386
ACH-000019,-0.26122777098172306
ACH-000021,-0.276170897303676
ACH-000022,-0.230068172210058
ACH-000025,-0.2239232020761157
ACH-000028,-0.2756735528661853
ACH-000030,-0.2604948684269669
ACH-000035,-0.24861120950391216
ACH-000036,-0.18831317204535486
ACH-000037,-0.14286108340308085
ACH-000039,-0.2038275328463704
ACH-000040,-0.22378931837020175
ACH-000041,-0.11190993337299683
ACH-000042,-0.3948975788585993
ACH-000045,-0.3545917256316913
ACH-000047,-0.21276700351714253
ACH-000052,0.13080223158366985
ACH-000053,-0.202854940766398
ACH-000054,-0.32620052602924005
ACH-000055,-0.3191924895676545
ACH-000060,-0.16548497298416734
ACH-000067,-0.14912331353909156
ACH-000070,-0.0324155898329159
ACH-000075,-0.2983104647571268
ACH-000078,-0.2886219190293209
ACH-000082,-0.19328153481243612
ACH-000085,-0.12723577755272708
ACH-000086,-0.17686746507133005
ACH-000087,-0.464829512195696
ACH-000092,-0.14219496663704712
ACH-000095,-0.28189174361793634
ACH-000097,-0.2460431236046135
ACH-000098,-0.19670461494071745
ACH-000099,-0.19554339836151308
ACH-000108,-0.26594910411286243
ACH-000113,-0.30303239691386824
ACH-000116,-0.19169080247618794
ACH-000118,-0.2481478547169087
ACH-000120,-0.07024365462879638
ACH-000123,-0.18827837617164267
ACH-000127,-0.18578975748709656
ACH-000128,-0.2423929846434036
ACH-000132,-0.04784856429721715
ACH-000133,-0.17843656378839426
ACH-000137,-0.4381149178920294
ACH-000138,-0.2732366045560685
ACH-000142,-0.24605146701892386
ACH-000143,-0.3049365145994655
ACH-000146,-0.15068853852064235
ACH-000148,-0.28625061428775245
ACH-000150,-0.032877690153967964
ACH-000152,0.008346927281276917
ACH-000153,-0.2459412012281299
ACH-000159,-0.27910466112898896
ACH-000160,-0.16598223374744672
ACH-000163,-0.07853178587792918
ACH-000167,0.014641648039053053
ACH-000168,-0.2144220280379163
ACH-000169,-0.2131406979469832
ACH-000178,-0.19416376528138812
ACH-000183,-0.21981461121727056
ACH-000188,-0.1552652178253725
ACH-000189,-0.42372312083287067
ACH-000190,-0.09877555047638037
ACH-000198,-0.2725886642743753
ACH-000203,-0.2244332753393416
ACH-000204,-0.035526048562141206
ACH-000206,-0.2312686975434853
ACH-000207,-0.26901090525657484
ACH-000208,-0.1068171329812746
