,TCEA2 (6919)
ACH-000004,0.0892344832956672
ACH-000005,0.17494853108843308
ACH-000007,-0.0013026878171003725
ACH-000009,-0.06952158674698533
ACH-000011,-0.20157744089015064
ACH-000012,-0.004791199523690216
ACH-000013,-0.06684560900777853
ACH-000014,0.014098446681444318
ACH-000015,-0.01078711611858313
ACH-000017,-0.07518710098103366
ACH-000018,0.11947056215988205
ACH-000019,-0.3028911037474851
ACH-000021,0.03739970465106121
ACH-000022,-0.05106663472809895
ACH-000025,-0.036145851746246585
ACH-000028,-0.14374295982578125
ACH-000030,-0.08600159593192655
ACH-000035,-0.046868787028741615
ACH-000036,-0.1485866807849063
ACH-000037,0.1488912735049688
ACH-000039,-0.04079499904856598
ACH-000040,0.11988773517233
ACH-000041,0.0005071550365368236
ACH-000042,-0.103024535091343
ACH-000045,-0.21965311292047485
ACH-000047,-0.04762102172180639
ACH-000052,-0.08146468853552469
ACH-000053,-0.038770387542667824
ACH-000054,-0.06253814115554962
ACH-000055,0.03857893389681468
ACH-000060,-0.09917005170797574
ACH-000067,-0.19592341170304514
ACH-000070,0.04794072866762937
ACH-000075,-0.29074606812527715
ACH-000078,-0.32159238361960674
ACH-000082,-0.049845450191907184
ACH-000085,-0.27242565648105843
ACH-000086,-0.0803288325382783
ACH-000087,-0.00999153057351957
ACH-000092,0.021013513701759308
ACH-000095,-0.009639192027401513
ACH-000097,-0.09230248884072027
ACH-000098,0.09058133963636396
ACH-000099,-0.15228819513383465
ACH-000108,0.027516827263434247
ACH-000113,0.042973982578836896
ACH-000116,-0.012120930852542709
ACH-000118,0.09181135797986173
ACH-000120,-0.015078332940436378
ACH-000123,-0.06317394365835154
ACH-000127,-0.08173074446869583
ACH-000128,-0.035447312234402346
ACH-000132,0.06040355636588125
ACH-000133,-0.02535564977124911
ACH-000137,0.06337631595917123
ACH-000138,0.04682401897318029
ACH-000142,-0.08957327871178246
ACH-000143,0.004528626443100461
ACH-000146,-0.03664294602221695
ACH-000148,-0.05841270764686876
ACH-000150,-0.23904034609074498
ACH-000152,0.020454845096883244
ACH-000153,0.07312913805236806
ACH-000159,0.03401365570369831
ACH-000160,0.1927197661561146
ACH-000163,0.06447536701599478
ACH-000167,0.4812884308363548
ACH-000168,0.01090378132380994
ACH-000169,-0.13052824925538833
ACH-000178,0.029443590189430564
ACH-000183,-0.08434782125265303
ACH-000188,-0.04881080455846007
ACH-000189,-0.07799823246827524
ACH-000190,0.3950287581802074
ACH-000198,0.043926236037296576
ACH-000203,-0.13099134833074064
ACH-000204,-0.03834252348512199
ACH-000206,-0.018424907898245847
ACH-000207,-0.14437549757676785
ACH-000208,-0.10484560133286944
ACH-000210,-0.11906983991426248
ACH-000211,-0.0013331343792728331
ACH-000215,-0.052183745983047716
ACH-000221,-0.042662502570991696
ACH-000222,0.13436930746931358
ACH-000223,-0.0775678749797385
ACH-000226,0.10113210210392512
ACH-000227,-0.021057525183897426
ACH-000228,-0.028721766301695543
ACH-000231,-0.10365031779474082
ACH-000232,-0.03199932620395286
ACH-000233,-0.08475966010539213
ACH-000234,-0.17981249549865244
ACH-000235,0.020691251845282813
ACH-000237,0.06839249497754814
ACH-000238,-0.02133480429216068
ACH-000242,-0.05949522514105779
ACH-000243,0.016553032994614726
ACH-000244,-0.09164043820466243
ACH-000246,-0.17339142198807198
ACH-000248,-0.07242046348061168
ACH-000250,-0.06813249013341248
ACH-000251,0.033171156869892485
ACH-000252,-0.2445026048249111
ACH-000253,-0.09894984839810073
ACH-000255,0.08522641134071264
ACH-000256,-0.20752949660201755
ACH-000257,-0.1168322863233327
ACH-000258,-0.06186492288490166
ACH-000259,-0.11264437626274287
ACH-000260,-0.0637314846393374
ACH-000261,-0.045350718058749455
ACH-000262,0.1290286642839269
ACH-000263,-0.00320222971500197
ACH-000264,-0.09737819481332363
ACH-000265,-0.05079128973662257
ACH-000266,-0.011739591763850364
ACH-000272,0.006197047951215761
ACH-000274,-0.1501799856248153
ACH-000277,-0.180623761771902
ACH-000278,-0.038921487657500364
ACH-000279,0.01970347963372627
ACH-000280,-0.1983266751355669
ACH-000281,-0.16470912669152368
ACH-000288,0.01998869637669631
ACH-000291,-0.10979510230957024
ACH-000293,-0.08531556801849306
ACH-000294,-0.028671614030143563
ACH-000295,-0.009882073849443227
ACH-000296,0.01683214498060814
ACH-000302,-0.01612250354998206
ACH-000304,-0.1214584679210878
ACH-000307,-0.02214042348387625
ACH-000308,-0.08157946901936168
ACH-000310,-0.16491785026011202
ACH-000311,-0.17355241519209716
ACH-000312,-0.061548188814582384
ACH-000315,-0.05811328028281515
ACH-000316,-0.045069867725815664
ACH-000317,-0.002054601287002668
ACH-000318,-0.04867967244423771
ACH-000319,0.0797264690675542
ACH-000320,0.018522097714732785
ACH-000322,-0.05005965538322816
ACH-000323,0.03659581867533875
ACH-000324,-0.18831641493558304
ACH-000329,-0.08426864572184288
ACH-000330,0.09917616469841208
ACH-000331,-0.07464382413120628
ACH-000332,-0.05585318141442151
ACH-000334,0.012300561725412771
ACH-000335,0.10929183803743124
ACH-000336,0.013168730017555844
ACH-000337,-0.12348634888575136
ACH-000338,0.210538852144394
ACH-000339,-0.03342277599867089
ACH-000341,0.08762069595078849
ACH-000348,0.051639528853133006
ACH-000350,-0.28258638057737834
ACH-000352,-0.2908714445246228
ACH-000356,-0.02699940973805037
ACH-000361,0.04567293599489797
ACH-000362,-0.033314344940819585
ACH-000363,-0.16239849652415378
ACH-000364,0.2600286760337101
ACH-000365,-0.07862773576057393
ACH-000366,-0.1113413320701227
ACH-000368,-0.007121986170112841
ACH-000374,-0.009970155112403487
ACH-000375,-0.013348925739657394
ACH-000376,-0.0025669286479348525
ACH-000381,-0.0501131764959164
ACH-000383,0.028549713870202977
ACH-000387,-0.032071091037817495
ACH-000389,0.028453912451508575
ACH-000390,-0.04580400229007504
ACH-000393,-0.14074160228397453
ACH-000395,-0.352826809662633
ACH-000396,-0.349404839647822
ACH-000397,-0.3333788278441168
ACH-000401,-0.008101311748666651
ACH-000402,0.05649356659013676
ACH-000403,-0.09478577413994448
ACH-000404,0.10918808917294487
ACH-000406,0.025419555275536444
ACH-000407,-0.14871973502718772
