,SRPRB (58477)
ACH-000004,-0.4080475906942181
ACH-000005,-0.3704425181220866
ACH-000007,-0.5598640718214902
ACH-000009,-0.4307662807560671
ACH-000011,-0.7047900531177858
ACH-000012,-0.4058381526949501
ACH-000013,-0.4428459453441389
ACH-000014,-0.3256097370198544
ACH-000015,-0.4330802900597966
ACH-000017,-0.8970979773943054
ACH-000018,-0.4930569073972357
ACH-000019,-0.3340477706036105
ACH-000021,-0.6054576481462862
ACH-000022,-0.4313484165308433
ACH-000025,-0.5644879952762947
ACH-000028,-0.3865689906274779
ACH-000030,-0.4011324859063725
ACH-000035,-0.6822598506656498
ACH-000036,-0.5572023410733494
ACH-000037,-0.2996456513759442
ACH-000039,-0.3929157435614894
ACH-000040,-0.6157428900201455
ACH-000041,-0.591257029835896
ACH-000042,-0.5580792666393097
ACH-000045,-0.536906096920376
ACH-000047,-0.4576631294801869
ACH-000052,-0.5660808254593016
ACH-000053,-0.573616868942281
ACH-000054,-0.3613822090257552
ACH-000055,-0.5124273157265106
ACH-000060,-0.6819743302565732
ACH-000067,-0.5854068828324985
ACH-000070,-0.41608207737768543
ACH-000075,-0.4535350213952801
ACH-000078,-0.3567845889457444
ACH-000082,-0.44945921911799175
ACH-000085,-0.621943565102299
ACH-000086,-0.4073042580489876
ACH-000087,-0.4834575454758359
ACH-000092,-0.5322829409589332
ACH-000095,-0.4932330411740348
ACH-000097,-0.5514714929517296
ACH-000098,-0.4692109825306619
ACH-000099,-0.3605897414072486
ACH-000108,-0.8104088850258916
ACH-000113,-0.3988047291407078
ACH-000116,-0.5255947212619644
ACH-000118,-0.6257564256283656
ACH-000120,-0.39278498557236
ACH-000123,-0.4420575732146548
ACH-000127,-0.4763520373164207
ACH-000128,-0.5414852200300644
ACH-000132,-0.8407258161235921
ACH-000133,-0.5491540649123856
ACH-000137,-0.5049314510388123
ACH-000138,-0.4843151403851727
ACH-000142,-0.3997595170064393
ACH-000143,-0.5958374158368646
ACH-000146,-0.42203707226951176
ACH-000148,-0.4186192658921236
ACH-000150,-0.29100547561469864
ACH-000152,-0.6305988922714264
ACH-000153,-0.4495477576430884
ACH-000159,-0.4203688013761517
ACH-000160,-0.5794772998022248
ACH-000163,-0.5836979760784813
ACH-000167,-0.4292366176540319
ACH-000168,-0.4867326337796985
ACH-000169,-0.6222582462565066
ACH-000178,-0.5292742532977373
ACH-000183,-0.4812443834661801
ACH-000188,-0.4757774826599922
ACH-000189,-0.6987606335556654
ACH-000190,-0.5581128206510367
ACH-000198,-0.4230429493708285
ACH-000203,-0.6021461391030976
ACH-000204,-0.2337329324026732
ACH-000206,-0.9115975087730646
ACH-000207,-0.44710233495859947
ACH-000208,-0.8898140081144581
ACH-000210,-0.35378126516545544
ACH-000211,-0.4366254532836021
ACH-000215,-0.34965245694780234
ACH-000221,-0.5794867184398529
ACH-000222,-0.7998958440901177
ACH-000223,-0.4919240837258996
ACH-000226,-0.5140096091955298
ACH-000227,-0.17673930593941434
ACH-000228,-0.8715354523063895
ACH-000231,-0.5677249423022133
ACH-000232,-0.4673828995270941
ACH-000233,-0.5367445678325077
ACH-000234,-0.5156646892373891
ACH-000235,-0.590377633525337
ACH-000237,-0.524731914073909
ACH-000238,-0.3231695282771518
ACH-000242,-0.5106648157670015
ACH-000243,-0.3536603999087555
ACH-000244,-0.4826482131329258
ACH-000246,-0.4113441446561021
ACH-000248,-0.6498808484027093
ACH-000250,-0.48312241732859607
ACH-000251,-0.555126704725159
ACH-000252,-0.554542529043343
ACH-000253,-0.601813756160006
ACH-000255,-0.5568969184824795
ACH-000256,-0.3943580640151164
ACH-000257,-0.3633510811057062
ACH-000258,-0.6323515313327875
ACH-000259,-0.504822157248408
ACH-000260,-0.5460480758553403
ACH-000261,-0.4256292279918784
ACH-000262,-0.3743379906078388
ACH-000263,-0.18291467632047445
ACH-000264,-0.394842449330556
ACH-000265,-0.4801528356489942
ACH-000266,-0.6643221770186656
ACH-000272,-0.4781063594064621
ACH-000274,-0.47919661113207795
ACH-000277,-0.651472259131073
ACH-000278,-0.4817612300031655
ACH-000279,-0.4642613919474143
ACH-000280,-0.5435889499412422
ACH-000281,-0.4863463552517068
ACH-000288,-0.3700358718998916
ACH-000291,-0.4774734152380755
ACH-000293,-0.6042894854533826
ACH-000294,-0.37191402716880506
ACH-000295,-0.09726824552193328
ACH-000296,-0.4885951235935584
ACH-000302,-0.5127286840290868
ACH-000304,-0.38250403842901454
ACH-000307,-0.5796641977752209
ACH-000308,-0.2938001004627729
ACH-000310,-0.1690503054052146
ACH-000311,-0.5771485195750387
ACH-000312,-0.5999491604612124
ACH-000315,-0.4849565449494386
ACH-000316,-0.4624433467240677
ACH-000317,-0.4404785013731945
ACH-000318,-0.7137569838085563
ACH-000319,-0.6428108079997753
ACH-000320,-0.3447719385069291
ACH-000322,-0.3940302398425613
ACH-000323,-0.7054769839898569
ACH-000324,-0.464549942610089
ACH-000329,-0.3985374248930899
ACH-000330,-0.5543243149078023
ACH-000331,-0.8317732615762815
ACH-000332,-0.4587753322523183
ACH-000334,-0.29877498525187784
ACH-000335,-0.30750840108574684
ACH-000336,-0.4294490709482939
ACH-000337,-0.5300592854364662
ACH-000338,-0.03177738637760004
ACH-000339,-0.6647806404310899
ACH-000341,-0.3642485979811984
ACH-000348,-0.524812496037109
ACH-000350,-0.3585014317886096
ACH-000352,-0.7355942295665957
ACH-000356,-0.7077240362501827
ACH-000361,-0.3833108583843557
ACH-000362,-0.4882682405013583
ACH-000363,-0.13101962043906012
ACH-000364,-0.7301889553585443
ACH-000365,-0.4217229240419622
ACH-000366,-0.5153262155815999
ACH-000368,-0.5356833850259703
ACH-000374,-0.4355398972231046
ACH-000375,-0.24364814144426294
ACH-000376,-0.5403389720429581
ACH-000381,-0.4448982083327757
ACH-000383,-0.3445287902326355
ACH-000387,-0.5833168590468029
ACH-000389,-0.5445502074522449
ACH-000390,-0.5185866708241086
ACH-000393,-0.5228236658024618
ACH-000395,-0.3353503921819496
ACH-000396,-0.4830807251679117
ACH-000397,-0.433186474537846
ACH-000401,-0.3148755820328339
ACH-000402,-0.4177360572037809
ACH-000403,-0.44751353002156863
ACH-000404,-0.40395827974778864
ACH-000406,-0.5577951506401452
ACH-000407,-0.593213968084965
ACH-000408,-0.464344317498596
ACH-000410,-0.6888871664444453
ACH-000411,-0.6924178416676141
ACH-000414,-0.4078105675667209
ACH-000415,-0.5818636384019186
ACH-000416,-0.4709463356321584
ACH-000420,-0.7404781674428469
ACH-000421,-0.6604679748070982
ACH-000424,-0.4513344978809176
ACH-000425,-0.3792714283539121
ACH-000426,-0.6925686645362535
ACH-000427,-0.5725554757910042
ACH-000433,-0.4979661934522581
ACH-000435,-0.5662824160856692
ACH-000436,-0.4315760427067466
ACH-000444,-0.6323364116885826
ACH-000445,-0.4204675686924047
ACH-000448,-0.5014581808636662
ACH-000450,-0.3233605184436701
ACH-000452,-0.4809168039347591
ACH-000454,-0.7552836593683252
ACH-000458,-0.5789077244010856
ACH-000459,-0.2203922042946219
ACH-000460,-0.5581811353992268
ACH-000461,-0.4180998638809441
ACH-000463,-0.7428570810481439
ACH-000464,-0.40406434661433205
ACH-000466,-0.5749987333698741
ACH-000467,-0.513241814598377
ACH-000468,-0.36655434042672813
ACH-000469,-0.4078363060261757
ACH-000470,-0.4980602799310226
ACH-000471,-0.4870991577978234
ACH-000472,-0.4098883492908005
ACH-000473,-0.5040103586764888
ACH-000475,-0.5247157601726443
ACH-000476,-0.6041716027783585
ACH-000477,-0.4167707121838894
ACH-000479,-0.3665312159604965
ACH-000480,-0.8407737673208581
ACH-000481,-0.5605882012113244
ACH-000483,-0.5948750306046117
ACH-000484,-0.2636427579573085
ACH-000485,-0.24856019045410999
ACH-000486,-0.570167270598352
ACH-000487,-0.5299368354108605
ACH-000488,-0.43481426788639216
ACH-000490,-0.6419113889307893
ACH-000491,-0.4761249259104891
ACH-000495,-0.3818867385084273
ACH-000496,-0.5725395644675398
ACH-000499,-0.6320918700578285
ACH-000500,-0.1646641201308442
ACH-000502,-0.4966461730917878
ACH-000503,-0.5752162942862901
ACH-000505,-0.5623480270739157
ACH-000507,-0.6081190425117252
ACH-000510,-0.36914905415832017
ACH-000511,-0.6866757430868368
ACH-000512,-0.2426928585751414
ACH-000516,-0.4650323268770218
ACH-000517,-0.2900382193733845
ACH-000518,-0.5306450791632604
ACH-000520,-0.42487059768921703
ACH-000521,-0.5984629450285731
ACH-000522,-0.3871868206192777
ACH-000524,-0.4347796499261501
ACH-000527,-0.5496874996674554
ACH-000528,-0.32352407727033256
ACH-000537,-0.7097428368716546
ACH-000541,-0.17524539854424576
ACH-000542,-0.3622204625721773
ACH-000544,-0.5724764991483088
ACH-000545,-0.4992943906841542
ACH-000547,-0.7628260248210065
ACH-000548,-0.5602373158493537
ACH-000549,-0.6792440541966548
ACH-000550,-0.4891879788282181
ACH-000552,-0.5554192129194413
ACH-000556,-0.4809565107137382
ACH-000557,-0.2463765788945648
ACH-000569,-0.06676355828378512
ACH-000570,-0.468404719038385
ACH-000571,-0.3333690398230349
ACH-000573,-0.4626808180179938
ACH-000576,-0.6173142576918164
ACH-000579,-0.4741828363384885
ACH-000580,-0.7464165041510987
ACH-000584,-0.4921390193466227
ACH-000585,-0.5712643017495067
ACH-000588,-0.5496961639861205
ACH-000589,-0.34657478209029696
ACH-000591,-0.4662407124833757
ACH-000593,-0.5043265917861974
ACH-000600,-0.4079756485282805
ACH-000601,-0.3905099519414317
ACH-000605,-0.8581472893615061
ACH-000606,-0.5048363042403751
ACH-000608,-0.4314842211401862
ACH-000614,-0.4487500969817455
ACH-000616,-0.4803491649431445
ACH-000618,-0.6142876314232941
ACH-000619,-0.4105700809566801
ACH-000620,-0.5440974453213928
ACH-000621,-0.36856656860569226
ACH-000622,-0.7040359636220632
ACH-000623,-0.5933011990913755
ACH-000624,-0.456944187914965
ACH-000627,-0.4190505127625044
ACH-000630,-0.5516339433830004
ACH-000631,-0.5819700293058224
ACH-000632,-0.41794593701388105
ACH-000633,-0.3907248888767193
ACH-000637,-0.7841130853639253
ACH-000638,-0.4091675766456688
ACH-000646,-0.4008033007194009
ACH-000647,-0.6683003764330753
ACH-000648,-0.6863829009341946
ACH-000649,-0.4260993085158755
ACH-000651,-0.5205247773138363
ACH-000652,-0.413793492640784
ACH-000653,-0.3587876708415642
ACH-000657,-0.42707770461824135
ACH-000658,-0.40584253415182187
ACH-000661,-0.6047915784976696
ACH-000662,-0.3064788375950772
ACH-000663,-0.6563973859765504
ACH-000665,-0.667023026285091
ACH-000671,-0.5253816300973743
ACH-000672,-0.6934013415595789
ACH-000673,-0.37228545864590296
ACH-000676,-0.2887709153223689
ACH-000677,-0.5029385722801046
ACH-000681,-0.5480546003304086
ACH-000683,-0.34078576196024796
ACH-000684,-0.5227487382173015
ACH-000688,-0.4509841888672158
ACH-000693,-0.3382088115456313
ACH-000694,-0.4752578092916849
ACH-000695,-0.28990869222542714
ACH-000696,-0.6686550324951591
ACH-000697,-0.6473266335662923
ACH-000699,-0.5251757112790723
ACH-000701,-0.3183376351353866
ACH-000706,-0.6747329609920915
ACH-000711,-0.4949705675263138
ACH-000713,-0.5898031404393488
ACH-000714,-0.29516916499698903
ACH-000718,-0.4538392851810627
ACH-000720,-0.4672407841295779
ACH-000721,-0.30359317478234005
ACH-000724,-0.5123601352801603
ACH-000725,-0.311850136612406
ACH-000732,-0.6171039496456415
ACH-000734,-0.40841787621511616
ACH-000735,-0.39154668064689496
ACH-000736,-0.6240321220997191
ACH-000738,-0.5801753296671627
ACH-000746,-0.4772981062210902
ACH-000747,-0.4584483631202756
ACH-000748,-0.5846224060667071
ACH-000753,-0.4955508844846475
ACH-000756,-0.3906427526016656
ACH-000757,-0.4892205400774187
ACH-000758,-0.7062977968181631
ACH-000760,-0.5846624618225907
ACH-000762,-0.3570249202650159
ACH-000763,-0.4889653501699358
ACH-000764,-0.4710030010363214
ACH-000765,-0.4785353699346937
ACH-000766,-0.4867762639770954
ACH-000767,-0.4705467418173862
ACH-000768,-0.7557334589393948
ACH-000769,-0.6022430091852773
ACH-000770,-0.4831924398585797
ACH-000771,-0.6103179208034119
ACH-000773,-0.3468742491153689
ACH-000776,-0.4106151521876248
ACH-000777,-0.651383322815595
ACH-000778,-0.6440586611756033
ACH-000781,-0.563254294351385
ACH-000782,-0.6146197655175972
ACH-000783,-0.3687406577275866
ACH-000784,-0.5062388743014906
ACH-000785,-0.2729371330781247
ACH-000787,-0.4785430803043537
ACH-000788,-0.5309103970484521
ACH-000791,-0.5273508950445932
ACH-000792,-0.4994058323333113
ACH-000794,-0.2840535075387026
ACH-000796,-0.37844675145898055
ACH-000798,-0.4574515916891761
ACH-000799,-0.5738803890745339
ACH-000800,-0.7075764201090237
ACH-000802,-0.6470946145477597
ACH-000804,-0.5825483873829049
ACH-000805,-0.38122252781431376
ACH-000809,-0.28214901058838576
ACH-000810,-0.6009730901212413
ACH-000811,-0.7050471596512272
ACH-000817,-0.5032635812194671
ACH-000819,-0.5917170160163573
ACH-000820,-0.489818838222338
ACH-000821,-0.7159750569417279
ACH-000822,-0.28210607332636584
ACH-000823,-0.41684672241965465
ACH-000824,-0.4817441130820514
ACH-000827,-0.6160367906684582
ACH-000829,-0.5165930870307697
ACH-000831,-0.511089372268566
ACH-000832,-0.42681525326025255
ACH-000833,-0.5211440395003589
ACH-000834,-0.3773994666671316
ACH-000835,-0.5567285719929823
ACH-000836,-0.4930945485723083
ACH-000837,-0.6336540823354754
ACH-000838,-0.3872671953200101
ACH-000839,-0.5212027948506439
ACH-000840,-0.4569585406178518
ACH-000841,-0.37111329253271663
ACH-000843,-0.6615941210518591
ACH-000846,-0.4394460883350976
ACH-000847,-0.5389236579587696
ACH-000848,-0.6768800319237575
ACH-000849,-0.53108849723944
ACH-000851,-0.4933412949995011
ACH-000855,-0.7976952113217192
ACH-000856,-0.43699992702478413
ACH-000858,-0.5708981734189168
ACH-000859,-0.5031463327815787
ACH-000861,-0.5008766029693484
ACH-000862,-0.6322781649117379
ACH-000865,-0.4461306267350609
ACH-000866,-0.5888850907513234
ACH-000867,-0.4455158696412929
ACH-000869,-0.3745074750862236
ACH-000872,-0.6106452638584303
ACH-000873,-0.3839387051583756
ACH-000876,-0.5378586792094092
ACH-000878,-0.5812365629026239
ACH-000880,-0.5851094910989422
ACH-000881,-0.519506973740166
ACH-000882,-0.5148271024922174
ACH-000884,-0.4089983697005592
ACH-000885,-0.5323880499040792
ACH-000887,-0.5197764345750682
ACH-000889,-0.3418864850476253
ACH-000896,-0.5730334865596924
ACH-000898,-0.8347560515751365
ACH-000900,-0.3619259423142833
ACH-000901,-0.6391995107413442
ACH-000905,-0.6439002667155811
ACH-000906,-0.376138708641435
ACH-000907,-0.5766438302211718
ACH-000910,-0.4998362228583151
ACH-000911,-0.6055719213813311
ACH-000912,-0.599579266145293
ACH-000913,-0.438572172995837
ACH-000915,-0.34659762534113897
ACH-000916,-0.21088437787199216
ACH-000917,-0.5410703124742404
ACH-000920,-0.5578350900638316
ACH-000921,-0.479950723144677
ACH-000924,-0.6102860067470024
ACH-000926,-0.5128029300762921
ACH-000928,-0.4817284264756293
ACH-000929,-0.4658732864957394
ACH-000932,-0.3705799036473478
