,SRPRB (58477)
ACH-000935,-0.35742481933228065
ACH-000936,-0.5738966760522676
ACH-000937,-0.7004836173200556
ACH-000938,-0.4713773479347923
ACH-000939,-0.6106711651653548
ACH-000941,-0.4472196466241573
ACH-000943,-0.6787514498056244
ACH-000946,-0.7601674924735885
ACH-000947,-0.6296363582794834
ACH-000948,-0.7178058678517807
ACH-000950,-0.6819306612336721
ACH-000953,-0.2884571858262975
ACH-000954,-0.4159254379805668
ACH-000957,-0.5110500866484804
ACH-000958,-0.5882358630026984
ACH-000960,-0.5950497728217222
ACH-000963,-0.4166424006324175
ACH-000968,-0.6565575011448392
ACH-000969,-0.6230182984759868
ACH-000972,-0.4644751898059598
ACH-000973,-0.42648192644151495
ACH-000974,-0.4253040844318393
ACH-000978,-0.22568149828732856
ACH-000984,-0.9023297758119604
ACH-000986,-0.4586376346748235
ACH-000988,-0.6986240289358422
ACH-000993,-0.5695387844021689
ACH-000994,-0.5148584709153688
ACH-000996,-0.5168174309430892
ACH-001001,-0.3575508664120435
ACH-001020,-0.6324225042682131
ACH-001028,-0.4423663365782135
ACH-001031,-0.5297550062450979
ACH-001038,-0.5591690878601165
ACH-001048,-0.5760971578241144
ACH-001050,-0.5984550234248113
ACH-001053,-0.5876772335598374
ACH-001054,-0.39722096512614746
ACH-001061,-0.7087880416581759
ACH-001067,-0.430098075608089
ACH-001075,-0.7203143631571359
ACH-001096,-0.6153698137592203
ACH-001111,-0.4757547390397147
ACH-001119,-0.6528272957395292
ACH-001128,-0.3437356228439559
ACH-001134,-0.5312803454567626
ACH-001151,-0.5609651685903604
ACH-001163,-0.3816452012186745
ACH-001164,-0.0849155890407037
ACH-001183,-0.3472915910404666
ACH-001192,-0.6430908010244006
ACH-001193,-0.543345003964094
ACH-001196,-0.5613535511020111
ACH-001197,-0.337422806956557
ACH-001205,-0.5058965363329722
ACH-001211,-0.4733218146061464
ACH-001212,-0.4392775905225906
ACH-001228,-0.6374266989944184
ACH-001232,-0.6138923584672711
ACH-001239,-0.42542144481550653
ACH-001270,-0.6644749599943974
ACH-001274,-0.3744089372743037
ACH-001275,-0.35957055291059964
ACH-001277,-0.5038029717618628
ACH-001278,-0.5168545845115254
ACH-001280,-0.06573689766615914
ACH-001283,-0.5816685031667449
ACH-001289,-0.5745161206037038
ACH-001300,-0.6411038613200101
ACH-001301,-0.4956425685556278
ACH-001302,-0.3794469333958132
ACH-001306,-0.6287509863268104
ACH-001318,-0.7188279641569224
ACH-001322,-0.4090487848717066
ACH-001328,-0.4043072984643503
ACH-001332,-0.6104682313183198
ACH-001336,-0.535255150980747
ACH-001346,-0.3586038982594492
ACH-001353,-0.6721298091889784
ACH-001354,-0.5168140825397961
ACH-001367,-0.3922960984549631
ACH-001368,-0.5245067570951575
ACH-001374,-0.4096685823540819
ACH-001377,-0.6043873331476505
ACH-001380,-0.4528995630721773
ACH-001391,-0.6089985324461591
ACH-001408,-0.6486466336427918
ACH-001430,-0.5479011087221788
ACH-001431,-0.6658302834226121
ACH-001450,-0.6868664828011339
ACH-001496,-0.5192703614342741
ACH-001500,-0.3568959740928204
ACH-001523,-0.599172011599994
ACH-001532,-0.5689941814964301
ACH-001550,-0.4863335523894235
ACH-001552,-0.4017902819454577
ACH-001554,-0.5621246638593708
ACH-001654,-0.4561449154162106
ACH-001735,-0.4473506678091413
ACH-001736,-0.536694469462042
ACH-001737,-0.6001653171642052
ACH-001740,-0.5026660596420544
ACH-001745,-0.5218923703887206
ACH-001765,-0.3693063515616974
