,MSRB2 (22921)
ACH-000004,0.045336937990476715
ACH-000005,0.053137267438925634
ACH-000007,-0.1522443618492277
ACH-000009,-0.037860255603573055
ACH-000011,-0.10947355753131817
ACH-000012,-0.10835979769653628
ACH-000013,-0.01875949592958965
ACH-000014,-0.051754789765197984
ACH-000015,0.0031179488115646013
ACH-000017,0.038573214536564315
ACH-000018,-0.07614788412969085
ACH-000019,0.0979777325291098
ACH-000021,-0.1470101086102369
ACH-000022,-0.007270601994370831
ACH-000025,-0.11058051401212066
ACH-000028,-0.07773660832266609
ACH-000030,-0.0889306775216862
ACH-000035,0.106378148297147
ACH-000036,-0.03000497133242804
ACH-000037,-0.018344772608102997
ACH-000039,-0.0925084304144586
ACH-000040,-0.0125766348000589
ACH-000041,0.10141071941583908
ACH-000042,0.002985033160595471
ACH-000045,0.13296307409684696
ACH-000047,0.07204949531985018
ACH-000052,0.08909422798470326
ACH-000053,-0.39700809248867935
ACH-000054,-0.02054144671981757
ACH-000055,0.0499650236209498
ACH-000060,-0.1865457187524958
ACH-000067,-0.13763166686694964
ACH-000070,0.037564186932304656
ACH-000075,0.06679387367085722
ACH-000078,-0.10486617698416877
ACH-000082,0.0024881225466603114
ACH-000085,0.08976254390426426
ACH-000086,0.0901352801615886
ACH-000087,0.09729779293325988
ACH-000092,-0.08589340299901486
ACH-000095,0.010851959913802065
ACH-000097,-0.09595137156079138
ACH-000098,-0.13172409643695432
ACH-000099,-0.047078823193805054
ACH-000108,-0.020582719661885768
ACH-000113,-0.10899438872579197
ACH-000116,-0.06780681507635458
ACH-000118,-0.027873936938538155
ACH-000120,0.02140608856322199
ACH-000123,-0.03423650612027143
ACH-000127,-0.025943086871767985
ACH-000128,0.02292305708191053
ACH-000132,-0.0553289122664861
ACH-000133,0.08616043567415063
ACH-000137,0.08092965646728234
ACH-000138,-0.004139071019601167
ACH-000142,0.06048287440034221
ACH-000143,-0.17927156062866897
ACH-000146,-0.10802233757262444
ACH-000148,-0.16057002971884313
ACH-000150,-0.031241213078023567
ACH-000152,0.05385155004377505
ACH-000153,0.015570729693750191
ACH-000159,-0.09543778169677412
ACH-000160,-0.16894584417753913
ACH-000163,-0.10506244260003053
ACH-000167,-0.179665527801817
ACH-000168,0.02500185533528069
ACH-000169,0.07494262723959001
ACH-000178,0.004858579382485643
ACH-000183,-0.1275982602178267
ACH-000188,-0.0334665007419435
ACH-000189,0.1306713881251676
ACH-000190,-0.1549004890280199
ACH-000198,0.0020603854945849443
ACH-000203,-0.2089040639575318
ACH-000204,-0.2351532659179457
ACH-000206,-0.09618751488575332
ACH-000207,-0.06476172180012704
ACH-000208,-0.007569855042389761
ACH-000210,0.15168204369972735
ACH-000211,-0.0536426767275961
ACH-000215,0.030124290221097555
ACH-000221,-0.04058387303240249
ACH-000222,0.2016955469335615
ACH-000223,-0.156343986756072
ACH-000226,0.03446270024985376
ACH-000227,-0.12809117138278595
ACH-000228,-0.006151121531823561
ACH-000231,-0.018937945839868842
ACH-000232,-0.022762213834078882
ACH-000233,-0.04961649233110573
ACH-000234,-0.040434718282141284
ACH-000235,-0.038440277179178174
ACH-000237,0.013335005330398535
ACH-000238,-0.1229851827152966
ACH-000242,0.15561536830458472
ACH-000243,0.05603846083670005
ACH-000244,0.06968502908000218
ACH-000246,-0.07268129763835618
ACH-000248,0.19364581495661373
ACH-000250,-0.04571898094415116
ACH-000251,-0.06700641856557495
ACH-000252,-0.03361544315754949
ACH-000253,-0.0738501340146337
ACH-000255,0.05693720204042056
ACH-000256,0.046809249234044135
ACH-000257,-0.17090912734012986
ACH-000258,-0.0032333865764218525
ACH-000259,-0.0051551041349313645
ACH-000260,0.04138161887689388
ACH-000261,0.0030144050102152045
ACH-000262,-0.09303953686910997
ACH-000263,-0.03963785042610455
ACH-000264,-0.09355666094669264
ACH-000265,-0.0151817583433039
ACH-000266,-0.04291958126424121
ACH-000272,-0.07913027054914705
ACH-000274,-0.14708644555789396
ACH-000277,0.03945883061589084
ACH-000278,0.009848317290474027
ACH-000279,-0.01943799580531993
ACH-000280,-0.03785870807109421
ACH-000281,-0.11024761570419844
ACH-000288,-0.0992265882787079
ACH-000291,-0.0010484204745021641
ACH-000293,0.07327935591659694
ACH-000294,-0.0672987431405025
