,RORC (6097)
ACH-000004,0.0835166668236279
ACH-000005,-0.02877176546635186
ACH-000007,0.20724877409621656
ACH-000009,-0.2047496049135784
ACH-000011,0.08728678778772311
ACH-000012,-0.10526575876733958
ACH-000013,-0.028316139235890776
ACH-000014,0.048666945282754
ACH-000015,-0.0201289371409824
ACH-000017,0.07564934457322238
ACH-000018,-0.04503164555514708
ACH-000019,-0.05450375848294982
ACH-000021,-0.007028421059612267
ACH-000022,0.03707805450435528
ACH-000025,0.012372940956967728
ACH-000028,-0.14501032699800429
ACH-000030,0.002790188676945072
ACH-000035,-0.16548231377737785
ACH-000036,0.08818705635982091
ACH-000037,0.055271322490382906
ACH-000039,0.1394802814354298
ACH-000040,-0.152046050966456
ACH-000041,0.012499093163596722
ACH-000042,-0.0139845023510512
ACH-000045,-0.010737303122553526
ACH-000047,-0.05223202308847198
ACH-000052,0.09434408633994916
ACH-000053,-0.6017546457452085
ACH-000054,0.03561560168456227
ACH-000055,0.172577270753054
ACH-000060,-0.045553546434457734
ACH-000067,0.14653701040858588
ACH-000070,-0.039878773509553336
ACH-000075,0.14019376597007466
ACH-000078,0.023347636638938303
ACH-000082,0.06806589317984964
ACH-000085,0.08547654023975215
ACH-000086,-0.18516730211611274
ACH-000087,0.038498834799720494
ACH-000092,-0.005319666610467054
ACH-000095,-0.00624050846384456
ACH-000097,-0.060514683304753486
ACH-000098,0.04555112759978908
ACH-000099,0.025844523775874543
ACH-000108,0.08848409146710598
ACH-000113,-0.04456631804303974
ACH-000116,0.005437273322425596
ACH-000118,-0.02415154007925149
ACH-000120,-0.032778456058685505
ACH-000123,0.11339895647537465
ACH-000127,0.06700930245470907
ACH-000128,0.07966700299434952
ACH-000132,-0.043634382012349024
ACH-000133,-0.159920159505195
ACH-000137,0.015346901422106197
ACH-000138,-0.032323698401839886
ACH-000142,-0.1740095910986197
ACH-000143,-0.14226678348774793
ACH-000146,-0.012867567733732752
ACH-000148,0.00022087641328636542
ACH-000150,-0.10985097551350424
ACH-000152,-0.057033402588078624
ACH-000153,-0.0166419965829777
ACH-000159,0.0291181258659133
ACH-000160,0.05771264240354367
ACH-000163,0.0994300510600786
ACH-000167,0.14424399165629315
ACH-000168,0.07099201918863203
ACH-000169,-0.05681966976961005
ACH-000178,0.06411632938658643
ACH-000183,-0.03882173172916942
ACH-000188,-0.02642911514142036
ACH-000189,-0.1729730077343339
ACH-000190,0.057488181329319474
ACH-000198,0.088470276541724
ACH-000203,0.1472111905635253
ACH-000204,-0.33724032775017504
ACH-000206,0.020472891774547315
ACH-000207,0.020556802081367453
ACH-000208,-0.236885669723742
ACH-000210,-0.14041848652576902
ACH-000211,0.05118691223530933
ACH-000215,-0.004002912268036806
ACH-000221,0.051407546337875414
ACH-000222,0.13816680816809793
ACH-000223,0.08063331223246717
ACH-000226,-0.24906992038549924
ACH-000227,0.012290869036828064
ACH-000228,0.04749916091356416
ACH-000231,-0.0253121297374919
ACH-000232,-0.12119381410623654
ACH-000233,-0.6385443128795334
ACH-000234,-0.09319649698041113
ACH-000235,0.03635683620682771
ACH-000237,-0.015182755010546809
ACH-000238,0.002124886097087021
ACH-000242,0.25738415479924875
ACH-000243,0.014741786356249828
ACH-000244,0.006813223735095324
ACH-000246,0.04840238218775245
ACH-000248,-0.012492640110777213
ACH-000250,-0.010414767575964323
ACH-000251,-0.05218219870627081
ACH-000252,0.12292277884332875
ACH-000253,-0.014101999307342312
ACH-000255,-0.0159514542560349
ACH-000256,-0.015493081163208682
ACH-000257,0.1225333550622184
ACH-000258,-0.1166273015198548
ACH-000259,-0.029761936895035118
ACH-000260,-0.003565564269048518
ACH-000261,0.04914632204183207
ACH-000262,0.11464755910526035
ACH-000263,0.046887872259563416
ACH-000264,-0.0959505226043688
ACH-000265,0.08453332428991933
ACH-000266,0.0038132724748785314
ACH-000272,0.015679959271399084
ACH-000274,0.02449841655026873
ACH-000277,-0.08250586171867083
ACH-000278,-0.128274456542151
