,IRX5 (10265)
ACH-000004,0.002632519375808605
ACH-000005,0.13571200156891206
ACH-000007,0.1395337954022623
ACH-000009,0.1472550894647813
ACH-000011,-0.06112957166426417
ACH-000012,-0.026379494964120433
ACH-000013,-0.02670586483016573
ACH-000014,-0.2027327499561381
ACH-000015,0.17076900304721934
ACH-000017,0.16387951090274294
ACH-000018,0.10565362693749543
ACH-000019,0.05096402254154445
ACH-000021,0.03149803854232765
ACH-000022,0.1278212843112857
ACH-000025,-0.038448329344082
ACH-000028,0.12073653255895025
ACH-000030,0.0004885379194674448
ACH-000035,-0.3448241668520883
ACH-000036,-0.1459865305466805
ACH-000037,0.06845997860920547
ACH-000039,-0.014516579839662681
ACH-000040,-0.0388700902637294
ACH-000041,0.09412079870324593
ACH-000042,0.02549758752433177
ACH-000045,-0.018327439487610387
ACH-000047,0.1325576985067126
ACH-000052,0.051376669424492934
ACH-000053,0.08934577735722729
ACH-000054,0.09543125791805324
ACH-000055,0.2196177234997148
ACH-000060,0.003068789062487714
ACH-000067,0.03092373113903113
ACH-000070,-0.012035819261447587
ACH-000075,0.28819348761532343
ACH-000078,0.1665855476033142
ACH-000082,0.04570789477067405
ACH-000085,-0.1014899005377544
ACH-000086,-0.038684391055445896
ACH-000087,0.1533468926297143
ACH-000092,0.008185484023175791
ACH-000095,-0.025533738971839057
ACH-000097,-0.04649964592585823
ACH-000098,-0.08040368381336929
ACH-000099,0.04353231952799348
ACH-000108,0.028990261832824868
ACH-000113,-9.497358787168604e-05
ACH-000116,0.017353200384655834
ACH-000118,-0.006132085538925366
ACH-000120,-0.1117865951928622
ACH-000123,0.11493357524470875
ACH-000127,0.011996101733968888
ACH-000128,0.05378242401068254
ACH-000132,-0.17291674294977752
ACH-000133,-0.11867678904258668
ACH-000137,-0.07145499390402528
ACH-000138,0.09356534716532222
ACH-000142,0.05930744185706114
ACH-000143,0.09953817829642636
ACH-000146,0.03425239056286872
ACH-000148,-0.0787551902696364
ACH-000150,0.11656195186888885
ACH-000152,-0.0120065613089642
ACH-000153,0.08651709156301296
ACH-000159,0.01522582380023641
ACH-000160,0.1250204380386806
ACH-000163,0.16307306525550358
ACH-000167,0.11356855534275805
ACH-000168,-0.002879466293109712
ACH-000169,0.034093899320438534
ACH-000178,0.1186264272198124
ACH-000183,0.024914296882804013
ACH-000188,0.044335822027752464
ACH-000189,0.004623146048181382
ACH-000190,-0.1326027838690393
ACH-000198,-0.05364248564434794
ACH-000203,0.20952609991510407
ACH-000204,-0.12430214126777317
ACH-000206,0.05142134261232911
ACH-000207,-0.014365201291240541
ACH-000208,-0.0902484378765386
ACH-000210,0.016544155497580516
ACH-000211,-0.0026290662350141767
ACH-000215,0.05580047027419845
ACH-000221,-0.017326778762572898
