,BIK (638)
ACH-000004,0.13690815327123684
ACH-000005,-0.07088827346471609
ACH-000007,0.2717332287492146
ACH-000009,0.03003358861189892
ACH-000011,0.30654832820596273
ACH-000012,0.037504032192296116
ACH-000013,0.15145028330288826
ACH-000014,0.04990581538001969
ACH-000015,0.08779252313448238
ACH-000017,0.00954141527361288
ACH-000018,0.04954836599753616
ACH-000019,0.17933015582728348
ACH-000021,0.12099064470131518
ACH-000022,0.016632605498108386
ACH-000025,-0.005745013874559222
ACH-000028,0.12392088051433744
ACH-000030,0.0411671611025522
ACH-000035,0.02391051836605841
ACH-000036,0.10089149076194298
ACH-000037,0.13494209977653354
ACH-000039,0.10486541662884516
ACH-000040,0.10496353643580264
ACH-000041,-0.021565411223219345
ACH-000042,0.0501631580025671
ACH-000045,0.031502715906663224
ACH-000047,0.23849566701943595
ACH-000052,0.14328426403895336
ACH-000053,0.07116985347139064
ACH-000054,0.1506696608595301
ACH-000055,0.04622066155071227
ACH-000060,0.013320665680473137
ACH-000067,0.1524792732108
ACH-000070,0.1278637945308793
ACH-000075,0.03739934239002958
ACH-000078,-0.1868498181168427
ACH-000082,0.1080440435333356
ACH-000085,0.22013193087837768
ACH-000086,0.15363601042685696
ACH-000087,-0.05051211544806917
ACH-000092,0.02949025529453627
ACH-000095,0.03149126797126147
ACH-000097,0.08456542678918076
ACH-000098,0.13481048015600822
ACH-000099,0.05123590955059708
ACH-000108,0.13616245208774716
ACH-000113,0.15810449251852798
ACH-000116,0.15711383451353075
ACH-000118,0.16389748657402786
ACH-000120,0.09868284342532407
ACH-000123,0.051933067904927535
ACH-000127,0.18866463880645276
ACH-000128,-0.06109949661589548
ACH-000132,0.217141791435318
ACH-000133,-0.08100328693146071
ACH-000137,0.012655875255961685
ACH-000138,0.16185485282216586
ACH-000142,0.2047954418541578
ACH-000143,0.009515182621543284
ACH-000146,0.08393779640697989
ACH-000148,0.0552934893646896
ACH-000150,0.03684263633821618
ACH-000152,0.19232293409733808
ACH-000153,0.3095309229372366
ACH-000159,0.13530871476976786
ACH-000160,0.16050944005156947
ACH-000163,-0.03006729614302873
ACH-000167,-0.06565549988209582
ACH-000168,-0.13425612842639476
ACH-000169,0.01200558439484823
ACH-000178,0.18989172904678364
ACH-000183,0.06593480865462534
ACH-000188,0.1201247812104908
ACH-000189,0.0623170423247705
ACH-000190,0.052717807445126816
ACH-000198,0.15177479107045527
ACH-000203,-0.08181232159856736
ACH-000204,0.1084464061555166
ACH-000206,0.15551930944420636
ACH-000207,0.21161876356837456
ACH-000208,0.17465856570808255
ACH-000210,0.21577464851274686
ACH-000211,0.1412906422950422
ACH-000215,0.12880460076738612
ACH-000221,-0.027089886679402625
ACH-000222,0.051787622155399414
ACH-000223,0.06476296490523868
ACH-000226,0.14078997971118135
ACH-000227,-0.009594399776771049
ACH-000228,0.04397590283778509
ACH-000231,-0.05694030923183134
ACH-000232,0.03570089156944683
ACH-000233,0.09182936610199743
ACH-000234,0.0877153849943762
ACH-000235,0.0920578004332251
ACH-000237,0.03591348849511912
ACH-000238,0.07494303682225309
ACH-000242,0.029881703775497512
ACH-000243,0.1868583039004833
ACH-000244,0.043958653231887565
ACH-000246,0.1854012172888734
ACH-000248,-0.035449585017501645
ACH-000250,0.13235150298160472
ACH-000251,0.20820123236547253
ACH-000252,0.3828687286175031
ACH-000253,-0.01800877054174418
ACH-000255,0.059088353422733726
ACH-000256,0.07079033272605012
ACH-000257,-0.2042598990634814
ACH-000258,0.2908704875770308
ACH-000259,0.05387344831301461
ACH-000260,0.11639551940120302
ACH-000261,0.041120791434372236
ACH-000262,0.0035620060848155
ACH-000263,0.01275870302626539
ACH-000264,0.05044518889765446
ACH-000265,0.09383452042037922
ACH-000266,0.11098537858247844
ACH-000272,0.11425453660529822
ACH-000274,0.054525083517901335
ACH-000277,0.12313212317575792
ACH-000278,0.16964491986650992
ACH-000279,0.09123735908322296
ACH-000280,0.11225232369140907
ACH-000281,-0.010057649409487118
ACH-000288,0.04023792590054109
ACH-000291,0.05945988702945997
ACH-000293,0.07781901325993454
ACH-000294,0.2069724781049634
ACH-000295,0.078713028304024
ACH-000296,-0.067461072655778
ACH-000302,0.06408256057999331
ACH-000304,0.08481934601505739
ACH-000307,0.07604008468255226
ACH-000308,0.08457878546320091
ACH-000310,0.00892543635996834
ACH-000311,0.08020828669011823
ACH-000312,0.10684173714257196
ACH-000315,-0.024447170390288816
ACH-000316,0.041397664041327484
ACH-000317,0.09688467409458898
ACH-000318,-0.034160035941943064
ACH-000319,-0.01193391031321427
ACH-000320,0.17966688796463118
ACH-000322,0.06156792928369565
ACH-000323,-0.0075622553137078405
ACH-000324,0.1252752960030408
ACH-000329,0.027092217790781963
ACH-000330,0.06373536719849368
ACH-000331,0.1771771110651558
ACH-000332,0.10913404129066093
ACH-000334,0.13828357672454925
ACH-000335,0.0423938077483026
ACH-000336,0.23222376695569694
ACH-000337,0.0659984229526546
ACH-000338,0.15949887790280126
ACH-000339,0.1657013268917836
ACH-000341,0.009277878330246974
ACH-000348,0.09288296804853094
ACH-000350,0.054087126000522304
ACH-000352,0.21288349765371056
ACH-000356,-0.08868336155070093
ACH-000361,-0.09657269319258646
ACH-000362,-0.023641020266628114
ACH-000363,0.025464497756155755
ACH-000364,0.12919770860466165
ACH-000365,0.017315627003345664
ACH-000366,0.033235065380756885
ACH-000368,-0.05520569564211028
ACH-000374,0.23636236085527398
ACH-000375,0.08336289516141494
ACH-000376,0.17831055146145453
ACH-000381,0.15221767763133354
ACH-000383,0.08923784926803277
ACH-000387,0.1853237972821761
ACH-000389,-0.14417915818180493
ACH-000390,0.08971454442885571
ACH-000393,0.11416667863987327
ACH-000395,0.16539534673170922
ACH-000396,0.4180401867407052
ACH-000397,0.180962452953787
ACH-000401,0.1135871648295868
ACH-000402,0.11678254855510604
ACH-000403,0.16184391023354558
ACH-000404,-0.12124986055605562
ACH-000406,0.06700643863021964
ACH-000407,0.09281240670168847
ACH-000408,-0.08639653953588514
ACH-000410,0.05830109076710915
ACH-000411,0.2396337788411153
ACH-000414,-0.012171547559277223
ACH-000415,0.15582769263243418
ACH-000416,0.010149516733245195
ACH-000420,0.18289050405689194
ACH-000421,0.16998025476164538
ACH-000424,0.10935653600197276
ACH-000425,0.011712303423286084
ACH-000426,0.14607259719881605
ACH-000427,0.06569284554070537
ACH-000433,0.08090382513233021
ACH-000435,0.15112192491702478
ACH-000436,0.22580909302186966
ACH-000444,0.07025635492772475
ACH-000445,0.1485754267587228
ACH-000448,0.1457347392321259
ACH-000450,0.11272422289499633
ACH-000452,0.07780142517399635
ACH-000454,0.16476155363792205
ACH-000458,0.07459164037795715
ACH-000459,0.07774554799380468
ACH-000460,0.1264741893506445
ACH-000461,0.18482916642530844
ACH-000463,0.08772453014479438
