,C1QTNF6 (114904)
ACH-000004,-0.13527384272317305
ACH-000005,0.04878162566683165
ACH-000007,0.0688160755208478
ACH-000009,-0.05265449622747074
ACH-000011,-0.07373987059531974
ACH-000012,-0.035453098822402905
ACH-000013,-0.25357791873670177
ACH-000014,-0.21353156381647306
ACH-000015,-0.12074747848603648
ACH-000017,-0.05319187446967895
ACH-000018,-0.10280009092103437
ACH-000019,-0.1621335453428147
ACH-000021,-0.06282819334872547
ACH-000022,-0.11831032920736625
ACH-000025,-0.10545887591834896
ACH-000028,-0.11763808809652425
ACH-000030,-0.2148151007527233
ACH-000035,-0.06927853167425556
ACH-000036,-0.3285192229579331
ACH-000037,-0.16450023563459762
ACH-000039,-0.0885152765661435
ACH-000040,-0.2060831134724552
ACH-000041,-0.0887051112522485
ACH-000042,-0.17847057415819914
ACH-000045,-0.15773929805052045
ACH-000047,-0.05478066762758118
ACH-000052,-0.10906581490409106
ACH-000053,-0.1460732396856085
ACH-000054,-0.10465186432327654
ACH-000055,0.024996438079681757
ACH-000060,-0.25447858346893704
ACH-000067,-0.13173191073530846
ACH-000070,-0.126129985795646
ACH-000075,-0.03962154770572755
ACH-000078,-0.16833590247952068
ACH-000082,-0.11522946916212268
ACH-000085,-0.15624312320860834
ACH-000086,0.0049737478620034995
ACH-000087,-0.057269953864518226
ACH-000092,-0.11801529106669008
ACH-000095,-0.13459494906443198
ACH-000097,-0.1542983250117827
ACH-000098,-0.1671218727594965
ACH-000099,-0.2950631313075418
ACH-000108,-0.07301879116544306
ACH-000113,-0.1468658897364116
ACH-000116,-0.14925636026531788
ACH-000118,-0.07667222362505229
ACH-000120,-0.052366884926754016
ACH-000123,0.00585992303681304
ACH-000127,0.02514555725223801
ACH-000128,-0.15042554364359828
ACH-000132,-0.1697916012093196
ACH-000133,-0.1576397208829461
ACH-000137,-0.06832488280368589
ACH-000138,0.13567403017687155
ACH-000142,0.021336953932765718
ACH-000143,-0.08641377422678764
ACH-000146,-0.14503056724536587
ACH-000148,-0.0987990178017623
ACH-000150,-0.14542242390153545
ACH-000152,-0.09765496396641417
ACH-000153,0.0005975386154157076
ACH-000159,-0.03912651936751867
ACH-000160,-0.09818873741474032
ACH-000163,-0.12922480434566533
ACH-000167,0.057474956670977136
ACH-000168,-0.3059518045442521
ACH-000169,-0.051093406649242105
ACH-000178,-0.00761851107561952
ACH-000183,-0.15686765585143594
ACH-000188,-0.07249097530885984
ACH-000189,-0.0428456966133108
ACH-000190,-0.3747258169828924
ACH-000198,-0.08457790942568053
ACH-000203,0.17293758394170908
ACH-000204,-0.22279490910965652
ACH-000206,-0.22768245973120654
ACH-000207,-0.17396205542239931
ACH-000208,-0.04062933163658128
ACH-000210,0.03840402322002533
ACH-000211,-0.09401836215283027
ACH-000215,-0.06119233574453468
ACH-000221,-0.14371564750001442
ACH-000222,0.043233640990060884
ACH-000223,-0.08737192530024071
ACH-000226,-0.1820710016969784
ACH-000227,-0.3043380824628337
ACH-000228,-0.1865831845025865
ACH-000231,-0.02060612822805739
ACH-000232,-0.14968876098298836
ACH-000233,-0.0476619941304375
ACH-000234,-0.13702276682810727
ACH-000235,-0.026265629932506158
ACH-000237,-0.16528130707968164
ACH-000238,-0.15377694384118415
ACH-000242,-0.2741594526971123
ACH-000243,-0.07009472283431673
ACH-000244,-0.16856079795563952
ACH-000246,-0.018814371471749216
ACH-000248,-0.03958550481902798
ACH-000250,-0.1203110087570728
ACH-000251,-0.0048824509106201825
ACH-000252,-0.17149016525059435
ACH-000253,-0.14100248177964916
ACH-000255,-0.19031568790253744
ACH-000256,-0.25558887343561765
ACH-000257,0.06911425809334394
ACH-000258,-0.13691315023584996
ACH-000259,-0.08183186396257168
ACH-000260,-0.10404993286841116
ACH-000261,-0.12023086974295273
ACH-000262,-0.3275945325493393
ACH-000263,-0.18082234268684386
ACH-000264,-0.2000315911762332
ACH-000265,-0.06955414272999899
ACH-000266,-0.1259692744972401
ACH-000272,-0.01624926913167119
ACH-000274,-0.2445950312524597
ACH-000277,-0.2567771082776277
ACH-000278,-0.17787573243114452
ACH-000279,-0.17192802725990305
ACH-000280,-0.154264120033637
ACH-000281,0.004252787279358339
ACH-000288,-0.07959249445362906
ACH-000291,-0.17402295837065093
ACH-000293,-0.3001887374533197
ACH-000294,-0.115054026650103
ACH-000295,-0.13644308865231794
ACH-000296,-0.1001014717243748
ACH-000302,-0.2012736449506223
ACH-000304,-0.1590788236522514
ACH-000307,-0.06374584228447933
ACH-000308,-0.18209270218772114
ACH-000310,-0.23989834056318726
ACH-000311,-0.0486929467035636
ACH-000312,-0.20425890716991094
ACH-000315,-0.04647724740158055
ACH-000316,-0.14458799064265518
ACH-000317,-0.0420581877359061
ACH-000318,-0.058344218459224474
ACH-000319,-0.058635313731797485
ACH-000320,-0.009682490544550131
ACH-000322,0.034908746380265636
ACH-000323,-0.15448124354024728
ACH-000324,-0.09643455106031004
ACH-000329,-0.12923107420046506
ACH-000330,-0.09990557929069807
ACH-000331,-0.10018820809930616
ACH-000332,-0.1399068760377814
ACH-000334,-0.13202043192038068
ACH-000335,-0.040983750423848185
ACH-000336,-0.27038948839145743
ACH-000337,-0.2861241760604012
ACH-000338,-0.19234283489039208
ACH-000339,-0.09969598529744288
ACH-000341,0.015935075010661975
ACH-000348,-0.09376943541964763
ACH-000350,-0.16042934500700326
ACH-000352,-0.15448690277444155
ACH-000356,-0.19492964172377272
ACH-000361,-0.23905197007282575
ACH-000362,-0.08792068632767873
ACH-000363,-0.1466872364610642
ACH-000364,-0.02925699254328005
ACH-000365,-0.11715451613936495
ACH-000366,-0.07526037894450989
ACH-000368,-0.2384438124915911
ACH-000374,0.019542068756681026
ACH-000375,-0.025896755556089925
ACH-000376,-0.15063883365968692
ACH-000381,-0.262679529511327
ACH-000383,-0.10513838317388444
ACH-000387,-0.23512887611464195
ACH-000389,-0.24205848134282604
ACH-000390,-0.07018253909711296
ACH-000393,-0.24750185395189364
ACH-000395,-0.0998637941361477
ACH-000396,-0.09178037970328977
ACH-000397,-0.09557391914489263
ACH-000401,-0.1396622734681443
ACH-000402,-0.2649353299299175
ACH-000403,-0.16881914880502402
ACH-000404,0.05649122576360203
ACH-000406,-0.13292774256178505
ACH-000407,-0.0035671606081199812
ACH-000408,-0.18191099658456647
ACH-000410,-0.031953972693177166
ACH-000411,0.0102860454249639
ACH-000414,-0.048411106588514455
ACH-000415,-0.08166206572125906
ACH-000416,-0.02325621815828885
ACH-000420,-0.20224668471707447
ACH-000421,-0.1523964755693922
ACH-000424,-0.4328294223230564
ACH-000425,-0.26226566459916484
ACH-000426,-0.16570492076141413
ACH-000427,-0.1494198353100054
ACH-000433,-0.2267820900383244
ACH-000435,0.06603929041338792
ACH-000436,-0.24485374185938724
ACH-000444,-0.07307720642284624
ACH-000445,-0.0008564961100716872
ACH-000448,-0.10755552838354653
ACH-000450,-0.04998778022946427
ACH-000452,-0.10011001587656436
ACH-000454,-0.20657427567730946
ACH-000458,-0.17986711500905456
ACH-000459,-0.10167261776248278
ACH-000460,-0.1125151595951037
ACH-000461,-0.19035976066002724
ACH-000463,-0.01689194369750327
ACH-000464,0.002124099537563164
ACH-000466,-0.15641939025335688
ACH-000467,-0.19416189601656605
ACH-000468,-0.18981238798464875
ACH-000469,-0.050484614907194435
ACH-000470,-0.0918542799587332
ACH-000471,-0.13450495597789924
ACH-000472,-0.11983881514610045
ACH-000473,0.0002310009184526419
ACH-000475,-0.16907214491000455
ACH-000476,-0.11287818066504632
ACH-000477,-0.3322018029684448
ACH-000479,-0.2157218950650021
ACH-000480,-0.1622848409399805
ACH-000481,0.007610886408425757
ACH-000483,-0.0791871625369269
ACH-000484,-0.07828705226809694
ACH-000485,-0.03864981303322605
ACH-000486,-0.02256607894222691
ACH-000487,-0.04555228416264871
ACH-000488,-0.21387451432976512
ACH-000490,-0.0177733842953796
ACH-000491,-0.0479705349048393
ACH-000495,0.01369312720090842
ACH-000496,-0.018737296864725382
ACH-000499,-0.038997932615415835
ACH-000500,0.3674830697120213
ACH-000502,-0.05396256937570749
ACH-000503,0.10230741191039147
ACH-000505,-0.09829681340717494
ACH-000507,-0.0591837584771095
ACH-000510,-0.10933866507486878
ACH-000511,-0.14451611592368022
ACH-000512,-0.1878182568253385
ACH-000516,-0.24920405946567095
ACH-000517,-0.13084770962011513
ACH-000518,0.0210617869774112
ACH-000520,0.009939347051272621
ACH-000521,-0.009255830913775541
ACH-000522,-0.0019955388769119444
ACH-000524,-0.3410752942785656
ACH-000527,-0.13432842232838602
ACH-000528,-0.19366058740859585
ACH-000537,-0.08124643732682503
ACH-000541,-0.27989698697138504
ACH-000542,-0.11778950476054499
ACH-000544,-0.040352014067645166
ACH-000545,-0.011784906627065843
ACH-000547,-0.2813813667377924
ACH-000548,-0.030601124551598663
ACH-000549,-0.1212800307914976
ACH-000550,-0.12763755495262702
ACH-000552,-0.022069683986215487
ACH-000556,-0.12128393001559445
ACH-000557,-0.262428416468513
ACH-000569,-0.4096343434727796
ACH-000570,-0.14260773713020533
ACH-000571,-0.08597220859041052
ACH-000573,-0.05414882614155171
ACH-000576,-0.2737708133121796
ACH-000579,-0.3228379965158468
ACH-000580,-0.08711097305948208
ACH-000584,-0.08347181328050805
ACH-000585,-0.04956102505160187
ACH-000588,-0.15154110795807554
ACH-000589,-0.04308293219828107
ACH-000591,-0.33715630015922904
ACH-000593,-0.058385114636709486
ACH-000600,-0.1251043652576034
ACH-000601,-0.12238975986504412
ACH-000605,-0.25264855916993445
ACH-000606,-0.07603177672409303
ACH-000608,-0.12941859330975342
ACH-000614,-0.03480719824122303
ACH-000616,-0.121025348648467
ACH-000618,-0.21788003879423684
ACH-000619,-0.08912687311294536
ACH-000620,-0.03438747588853108
ACH-000621,-0.23205916779303865
ACH-000622,-0.16188599667783254
ACH-000623,-0.16533571940332706
ACH-000624,-0.14644954300124582
ACH-000627,-0.26371744212188963
ACH-000630,0.01567870466209767
ACH-000631,0.2788121578357915
ACH-000632,-0.13560386934717458
ACH-000633,-0.1928454660771718
ACH-000637,-0.07331520328442669
ACH-000638,-0.14486129776861514
ACH-000646,-0.11716576965777888
ACH-000647,-0.13206336654642511
ACH-000648,-0.14902853185413978
ACH-000649,-0.06532906281138642
ACH-000651,-0.17705301362310089
ACH-000652,-0.06318329040149416
ACH-000653,-0.0596244410765638
ACH-000657,-0.13902484323762282
ACH-000658,0.05120382665911731
ACH-000661,-0.0512043667364936
ACH-000662,-0.06219844391991465
ACH-000663,-0.07285069260046541
ACH-000665,-0.11640254895139122
ACH-000671,-0.03862061705435863
ACH-000672,-0.2809942181420337
ACH-000673,-0.1748316940447605
ACH-000676,-0.17684230923954422
ACH-000677,-0.07695767529296116
ACH-000681,-0.015531984670748344
ACH-000683,-0.05647119078433566
ACH-000684,-0.01734404737218389
ACH-000688,0.015772936439541113
ACH-000693,-0.10181355567129584
ACH-000694,-0.09995864556852498
ACH-000695,-0.1241230600895858
ACH-000696,-0.11832267621170145
ACH-000697,-0.14520539247527342
ACH-000699,-0.15359392672203634
ACH-000701,0.006087252630836133
ACH-000706,-0.07089055417402815
ACH-000711,-0.15012168847219615
ACH-000713,-0.025535689829295462
ACH-000714,-0.1534430298752708
ACH-000718,-0.2259179647356572
ACH-000720,-0.16540569128897767
ACH-000721,-0.14221970088274574
ACH-000724,-0.17988705574008398
ACH-000725,-0.27142293166747355
ACH-000732,-0.3506761327723705
ACH-000734,-0.04136003712066789
ACH-000735,-0.22478543151940628
ACH-000736,-0.2042057966495633
