,CRYGD (1421)
ACH-000004,-0.015462461302957553
ACH-000005,-0.1123943587139053
ACH-000007,-0.2085235967031331
ACH-000009,-0.1767385934776412
ACH-000011,0.04207065697040847
ACH-000012,0.01735652363054549
ACH-000013,-0.045691573334271714
ACH-000014,-0.28961869907352056
ACH-000015,-0.15252737412975925
ACH-000017,-0.08885876930693633
ACH-000018,-0.14969774874952446
ACH-000019,-0.19030015108942716
ACH-000021,-0.2120803889971268
ACH-000022,-0.15355604871918496
ACH-000025,0.0189640592104923
ACH-000028,-0.022758809685073038
ACH-000030,-0.14871518598019973
ACH-000035,0.20644880121484652
ACH-000036,-0.20920208350349834
ACH-000037,-0.3320140448111464
ACH-000039,-0.06649958849984193
ACH-000040,-0.09284852797175433
ACH-000041,-0.06626821628897765
ACH-000042,-0.13414902636982762
ACH-000045,-0.2730681495818594
ACH-000047,-0.22324797882807346
ACH-000052,-0.06716002170213625
ACH-000053,-0.0768589758346217
ACH-000054,-0.3230256885808404
ACH-000055,-0.16263487785751304
ACH-000060,-0.07885147224389276
ACH-000067,-0.10042139995040647
ACH-000070,-0.11052372120315536
ACH-000075,-0.3274264179184168
ACH-000078,-0.2929314218223705
ACH-000082,-0.25192247908328796
ACH-000085,-0.057277457532736276
ACH-000086,-0.2201639182600662
ACH-000087,0.15006058978474546
ACH-000092,-0.27192722232004257
ACH-000095,-0.1822967442904629
ACH-000097,-0.06236043787717305
ACH-000098,-0.1354204192508512
ACH-000099,-0.11763559619143656
ACH-000108,-0.2411998785410336
ACH-000113,-0.18571508366656628
ACH-000116,-0.1886537313697139
ACH-000118,-0.16891846436884725
ACH-000120,-0.2572347276085774
ACH-000123,-0.09666573816756373
ACH-000127,-0.04117702740361896
ACH-000128,0.013524060307219594
ACH-000132,-0.14594604747647474
ACH-000133,-0.2835541841313639
ACH-000137,-0.2378676472908161
ACH-000138,-0.02984779940869872
ACH-000142,-0.060640364779705476
ACH-000143,0.019012577478457256
ACH-000146,0.01375391913225174
