,PGRMC2 (10424)
ACH-000004,0.056489890530382
ACH-000005,-0.04101299907160607
ACH-000007,-0.2099636716860693
ACH-000009,-0.046562465218093575
ACH-000011,0.042247867159604886
ACH-000012,-0.17030351705944158
ACH-000013,-0.09099280396871397
ACH-000014,-0.06618072664348372
ACH-000015,-0.03830529102376959
ACH-000017,-0.1256327444600151
ACH-000018,-0.1855489544127931
ACH-000019,-0.3602372165791609
ACH-000021,-0.13848864035976452
ACH-000022,-0.18012659511971474
ACH-000025,-0.0998732773361895
ACH-000028,-0.15565291475608933
ACH-000030,-0.20753574640167766
ACH-000035,-0.0662191579826538
ACH-000036,-0.19359561312448315
ACH-000037,-0.17015995364600506
ACH-000039,0.024584782818239437
ACH-000040,-0.3006224325849847
ACH-000041,-0.3010439298464762
ACH-000042,-0.11975246160097387
ACH-000045,0.17035564539533002
ACH-000047,-0.3527364175335344
ACH-000052,-0.29960336868999043
ACH-000053,-0.10384363727579364
ACH-000054,-0.24265681446443935
ACH-000055,-0.05342722019172017
ACH-000060,-0.15555452695042318
ACH-000067,-0.06527883932004776
ACH-000070,-0.3591309473956361
ACH-000075,-0.4109220509889076
ACH-000078,-0.09047765764523692
ACH-000082,-0.09037800450431316
ACH-000085,-0.11393158012540665
ACH-000086,-0.11461761932251595
ACH-000087,-0.020879548854827092
ACH-000092,-0.2272517267242463
ACH-000095,-0.06068818289595526
ACH-000097,-0.09812518243821428
ACH-000098,-0.12050139560490593
ACH-000099,-0.16366501408450326
ACH-000108,-0.21791984650721336
ACH-000113,-0.2826774287907238
ACH-000116,-0.3143742986655028
ACH-000118,-0.13516678855580214
ACH-000120,0.03251293253993332
ACH-000123,-0.13321056849456672
ACH-000127,-0.2441325114683205
ACH-000128,-0.26981978800686285
ACH-000132,-0.2310643053622457
ACH-000133,-0.3112139287936361
ACH-000137,-0.09718968889759004
ACH-000138,-0.11756752988395425
ACH-000142,-0.1129666838096702
ACH-000143,-0.3012226736081446
ACH-000146,-0.04748192758578106
ACH-000148,-0.10948054323091824
ACH-000150,-0.17417300622699713
ACH-000152,-0.2531450105007169
ACH-000153,-0.4327794976139082
ACH-000159,-0.32484398616180665
ACH-000160,-0.3091781190361137
ACH-000163,-0.09350426845712782
ACH-000167,-0.4647385902277935
ACH-000168,-0.10096360630126383
ACH-000169,-0.2514324510925705
ACH-000178,-0.030907810958655656
ACH-000183,-0.2917617253672115
ACH-000188,-0.12821981277057434
ACH-000189,0.13489115967334062
ACH-000190,-0.2480948080246347
ACH-000198,-0.006467687301189699
ACH-000203,-0.5203406707575314
ACH-000204,-0.40858710616649774
ACH-000206,-0.26437906326790883
ACH-000207,-0.06764586214110815
ACH-000208,-0.2619959796954785
ACH-000210,-0.01979847591785955
ACH-000211,-0.2620488745180685
ACH-000215,-0.1468563310332821
ACH-000221,-0.13790908528666318
ACH-000222,-0.024313162770528533
ACH-000223,-0.16375106533160974
ACH-000226,-0.05699325445619121
ACH-000227,-0.2727637800419726
ACH-000228,-0.15129674695370587
ACH-000231,-0.038470054696848485
ACH-000232,-0.17146881945389975
ACH-000233,-0.2361219436519124
ACH-000234,-0.2048188521382634
ACH-000235,0.007961497512181242
ACH-000237,-0.21708413477053126
ACH-000238,-0.20708035977460704
ACH-000242,-0.12486819444561567
ACH-000243,-0.1743083310939037
ACH-000244,-0.12230221480189775
ACH-000246,-0.048313710884201146
ACH-000248,-0.17415990871723144
ACH-000250,-0.07317151510293718
ACH-000251,-0.18017887637173646
ACH-000252,0.01939044704328071
ACH-000253,-0.1880739598037238
ACH-000255,-0.14044605490716122
ACH-000256,-0.258959605241917
ACH-000257,0.07702917218904906
ACH-000258,-0.3831034400606753
ACH-000259,-0.21299631558963664
ACH-000260,-0.21120397173428626
ACH-000261,-0.22278744825831853
ACH-000262,-0.0932022409473042
ACH-000263,-0.319028000218844
ACH-000264,-0.1181227010235497
ACH-000265,-0.21502512399993806
ACH-000266,-0.16200858214172273
ACH-000272,-0.32869120853867745
ACH-000274,-0.16888006294034086
ACH-000277,-0.35689733692086434
ACH-000278,-0.1176222492323872
ACH-000279,-0.16890185923295195
ACH-000280,-0.06466112842288918
ACH-000281,-0.17167227467587956
ACH-000288,-0.146811125859858
ACH-000291,-0.10177236638061607
ACH-000293,-0.14753431328136588
ACH-000294,0.5602096045811852
ACH-000295,0.035475957950675485
ACH-000296,-0.2565117997714299
ACH-000302,0.06223348965842815
ACH-000304,-0.16577864101786538
ACH-000307,-0.20744269722348788
ACH-000308,-0.20582895090921088
ACH-000310,-0.12759799052225412
ACH-000311,-0.20470986686942935
ACH-000312,-0.11281393955603057
ACH-000315,-0.2205154420721408
ACH-000316,-0.04634326096593271
ACH-000317,-0.24559065045843806
ACH-000318,-0.17855499682335274
ACH-000319,0.02413695897436811
ACH-000320,0.013829751703044414
ACH-000322,-0.1051999569423287
ACH-000323,-0.14753716603450412
ACH-000324,-0.2271297210978137
ACH-000329,-0.2562952243765256
ACH-000330,-0.19830986946150175
