,AFAP1L2 (84632)
ACH-000004,0.026390611737085744
ACH-000005,0.6246952227602002
ACH-000007,-0.05595708249828959
ACH-000009,-0.04486828935848216
ACH-000011,-0.0732550515291492
ACH-000012,0.005850782240929873
ACH-000013,-0.07890890947189122
ACH-000014,-0.08252965121062117
ACH-000015,-0.05460453051208528
ACH-000017,-0.014826269139919452
ACH-000018,0.13448519226002012
ACH-000019,0.08564161568322948
ACH-000021,0.040492785990273436
ACH-000022,-0.08991034663145746
ACH-000025,-0.10508196698443154
ACH-000028,0.052959006758347166
ACH-000030,-0.04860231878608976
ACH-000035,-0.035175402461796984
ACH-000036,-0.04847675005015449
ACH-000037,0.07193486989266368
ACH-000039,-0.2080203562350129
ACH-000040,0.04809182879248464
ACH-000041,-0.3300312524053544
ACH-000042,-0.07263139318086728
ACH-000045,-0.12874386991817982
ACH-000047,0.05701639496346578
ACH-000052,-0.06996160451694826
ACH-000053,-0.07631214972624949
ACH-000054,-0.01689143148133014
ACH-000055,0.10135001384243544
ACH-000060,-0.058027885565533385
ACH-000067,-0.03797766056225962
ACH-000070,-0.15425385545874395
ACH-000075,0.11281487314502647
ACH-000078,-0.07114742493328388
ACH-000082,-0.08188208269067053
ACH-000085,-0.12220020873654727
ACH-000086,-0.08013680989664321
ACH-000087,-0.014577004246222996
ACH-000092,0.11390110637051434
ACH-000095,-0.06481293715055217
ACH-000097,-0.0058266982143355215
ACH-000098,-0.05679067375798904
ACH-000099,-0.08140483070849999
ACH-000108,-0.12802554720169596
ACH-000113,-0.07702642159612677
ACH-000116,-0.1261064624960993
ACH-000118,-0.1382250727602807
ACH-000120,-0.08547275758060878
ACH-000123,-0.06958443780051826
ACH-000127,-0.06370838987215638
ACH-000128,-0.2488064003135469
ACH-000132,-0.04688642692606476
ACH-000133,-0.07500742661145074
ACH-000137,-0.0159116095730424
ACH-000138,0.0005517318102499682
ACH-000142,-0.05485635083924032
ACH-000143,0.031308283931494235
ACH-000146,0.01962136121715497
ACH-000148,-0.10645824072046643
ACH-000150,0.07964856997782832
ACH-000152,-0.06425844888961305
ACH-000153,-0.16448966618605992
ACH-000159,-0.12819041232161624
ACH-000160,-0.04046479537114394
ACH-000163,-0.18053178312992954
ACH-000167,-0.14532707335685688
ACH-000168,-0.015762062564755354
ACH-000169,-0.24289042213138146
ACH-000178,-0.07168267012897749
ACH-000183,-0.14277464715180566
ACH-000188,0.0725347301477545
ACH-000189,-0.03615088940899256
ACH-000190,-0.10012764326878153
ACH-000198,0.043241540615025484
ACH-000203,-0.25084707875133244
ACH-000204,0.08852153928065168
ACH-000206,0.05794215731370884
ACH-000207,-0.053204878570502025
ACH-000208,0.14516615906011576
ACH-000210,0.11135462776836397
ACH-000211,-0.05121087307016986
ACH-000215,-0.1016211069875286
ACH-000221,0.046045366991250905
ACH-000222,-0.0180686499919687
ACH-000223,-0.09482269958749057
ACH-000226,-0.05383609173101872
ACH-000227,-0.09603081686894628
ACH-000228,-0.0880841909434482
ACH-000231,-0.11350125981636583
ACH-000232,-0.10907385357801856
ACH-000233,0.01968185507426404
ACH-000234,-0.14520534931600124
ACH-000235,-0.103985771455761
ACH-000237,-0.0872553157842744
ACH-000238,-0.02375300967493416
ACH-000242,-0.19417399367472046
ACH-000243,-0.07563418665096823
ACH-000244,0.1165542822237758
ACH-000246,-0.09670184223981718
ACH-000248,-0.1005014563452238
ACH-000250,-0.05340798099800167
ACH-000251,-0.2043712938070204
ACH-000252,-0.0047734612179989935
ACH-000253,-0.02578742590072242
ACH-000255,-0.02061145785916503
ACH-000256,0.06985462983288114
ACH-000257,-0.2188648062812324
ACH-000258,-0.0360295219028
ACH-000259,-0.08545085789548162
ACH-000260,-0.06947298510563336
ACH-000261,-0.0568208373153649
ACH-000262,-0.12777645836499876
ACH-000263,-0.15134225421359224
ACH-000264,-0.0036675946542376586
ACH-000265,-0.08127973807001433
ACH-000266,-0.02433342948630999
ACH-000272,0.006272658865052439
ACH-000274,-0.09264374906553967
ACH-000277,-0.10091752481825886
ACH-000278,-0.002483720944298553
ACH-000279,-0.11750222151415796
ACH-000280,-0.003159816087614972
ACH-000281,-0.10605378553599827
ACH-000288,-0.09602105760118652
ACH-000291,-0.039073214238153936
ACH-000293,-0.09591559040523237
ACH-000294,-0.115731558795426
ACH-000295,0.00583988746211745
ACH-000296,-0.1795537104540032
ACH-000302,-0.17819916708626438
ACH-000304,0.12316253599500585
ACH-000307,-0.16778939194759224
ACH-000308,-0.09740016741339637
ACH-000310,0.0019238519802009164
ACH-000311,-0.11447176275057674
ACH-000312,-0.12161140640825648
ACH-000315,-0.1341302202049622
ACH-000316,-0.047926673766176806
ACH-000317,-0.15164100700973016
ACH-000318,-0.10967169225353167
ACH-000319,-0.018326460478399236
ACH-000320,-0.19641032379715676
ACH-000322,-0.031555371662284684
ACH-000323,0.09156961839755907
ACH-000324,-0.08119852351219474
ACH-000329,0.02283945924808219
ACH-000330,-0.11973198495446374
ACH-000331,-0.18014046329267894
ACH-000332,-0.07353195163806929
ACH-000334,0.09408391401582744
ACH-000335,-0.0029918746646208105
ACH-000336,0.2209296150304212
ACH-000337,-0.14696119856052414
ACH-000338,0.396049275841656
ACH-000339,-0.03850425831067653
ACH-000341,0.06729734243342032
ACH-000348,0.01255861355604087
ACH-000350,-0.07144053978871533
ACH-000352,-0.10917746206598856
ACH-000356,0.11415155402532395
ACH-000361,0.09226739459112844
ACH-000362,0.024959649923014905
ACH-000363,-0.11071377350573858
ACH-000364,-0.14143286342163772
ACH-000365,-0.015993156409903668
ACH-000366,-0.20744836535327027
ACH-000368,-0.08073521169934553
ACH-000374,0.02375224020869093
ACH-000375,0.00967074460176443
ACH-000376,-0.07599411900301507
ACH-000381,-0.07248946360959004
ACH-000383,0.016182523150062175
ACH-000387,-0.021681531642194496
ACH-000389,-0.00880578945288573
ACH-000390,-0.02031755950018845
ACH-000393,-0.05538583999811012
ACH-000395,-0.3895350057430935
ACH-000396,-0.04545658691827418
ACH-000397,0.045313310478027766
ACH-000401,-0.2237358631492114
ACH-000402,-0.03040976306800265
ACH-000403,-0.07792604248072375
ACH-000404,0.15211000195903698
ACH-000406,-0.025139448841227284
ACH-000407,-0.050912811641003634
ACH-000408,-0.2047508456733736
ACH-000410,-0.10616500359310672
ACH-000411,-0.14611607491645326
ACH-000414,-0.010696364388172595
ACH-000415,-0.04963078844163515
ACH-000416,-0.06005477308409547
ACH-000420,-0.2161252991170992
ACH-000421,-0.17001102259947998
ACH-000424,-0.20681011045809816
ACH-000425,-0.020733057153378386
ACH-000426,0.14020063765456128
ACH-000427,0.0269647955749263
ACH-000433,0.04326187573616833
