,SSR3 (6747)
ACH-000004,-0.03255163128138595
ACH-000005,-0.3192722654779845
ACH-000007,-0.480132839953881
ACH-000009,-0.1822445935051232
ACH-000011,-0.2362396646451986
ACH-000012,-0.020341881158902085
ACH-000013,0.005979758917750368
ACH-000014,-0.3992322341292741
ACH-000015,-0.24374479545961836
ACH-000017,-0.1930369815153568
ACH-000018,-0.1913730661582477
ACH-000019,-0.0607881151937317
ACH-000021,-0.12670503579853892
ACH-000022,-0.1320377365351927
ACH-000025,-0.12375700238290965
ACH-000028,-0.11947740559032373
ACH-000030,-0.07643795766700963
ACH-000035,-0.08955363958968142
ACH-000036,-0.0565035652791615
ACH-000037,0.05455789731272411
ACH-000039,-0.2334514261625789
ACH-000040,-0.23508633406217685
ACH-000041,-0.05394230918924649
ACH-000042,-0.19624266107435093
ACH-000045,0.0955884902774196
ACH-000047,-0.13059979346850922
ACH-000052,-0.2003944627629436
ACH-000053,0.11161550178668454
ACH-000054,-0.1042233899198876
ACH-000055,0.036519796520710635
ACH-000060,-0.21480190126727566
ACH-000067,-0.2570050423931709
ACH-000070,-0.13774052011449098
ACH-000075,-0.2365119306951877
ACH-000078,-0.15227927125234803
ACH-000082,-0.06763562195693047
ACH-000085,-0.048746652105695634
ACH-000086,-0.08933620239409015
ACH-000087,-0.16383014570803206
ACH-000092,-0.2546023852150172
ACH-000095,0.006352721709431939
ACH-000097,-0.2228319151906308
ACH-000098,-0.06971547154975416
ACH-000099,-0.08201002079874979
ACH-000108,-0.2620239121709531
ACH-000113,-0.14633248318110173
ACH-000116,-0.002092306167366462
ACH-000118,-0.05890259798827074
ACH-000120,0.013610720076393098
ACH-000123,-0.2895131125703297
ACH-000127,0.04530598430679978
ACH-000128,-0.16644224037185834
ACH-000132,-0.035324126051411234
ACH-000133,-0.11130206018856276
ACH-000137,-0.16145611354195205
ACH-000138,-0.07823695266666371
ACH-000142,-0.2594146430825991
ACH-000143,-0.0778731577181424
ACH-000146,-0.015327827862800115
ACH-000148,-0.03201108948911771
ACH-000150,-0.14680984006530845
ACH-000152,-0.2179145810672414
ACH-000153,0.07686708816910306
ACH-000159,-0.052540837355901135
ACH-000160,-0.15104192929781826
ACH-000163,-0.09018092096248548
ACH-000167,0.14806290809049152
ACH-000168,-0.08347557150834056
