,UAP1L1 (91373)
ACH-000004,0.1834848055082919
ACH-000005,-0.1061513429651268
ACH-000007,-0.08807736131640614
ACH-000009,-0.042053838675507514
ACH-000011,0.054193491745916415
ACH-000012,-0.028293694498790545
ACH-000013,0.002808863125656097
ACH-000014,0.015300361791776287
ACH-000015,-0.11498970112422333
ACH-000017,0.09072437123419376
ACH-000018,0.04792130099463632
ACH-000019,-0.10229961271560432
ACH-000021,0.05707491393101266
ACH-000022,0.03196199314887815
ACH-000025,0.07721510611886691
ACH-000028,0.14632989640841562
ACH-000030,0.0490647883896931
ACH-000035,0.16588536985261218
ACH-000036,0.022286521866702828
ACH-000037,-0.03761188147583134
ACH-000039,-0.06557005080822613
ACH-000040,0.08390965499575583
ACH-000041,0.018254039353771213
ACH-000042,-0.040094596492239065
ACH-000045,0.04949777237726021
ACH-000047,0.11424323281736072
ACH-000052,0.12076805601458747
ACH-000053,0.10576664886692624
ACH-000054,-0.034492434203618784
ACH-000055,-0.11420210264300855
ACH-000060,-0.06859776612837842
ACH-000067,-0.08199396668983112
ACH-000070,0.12750269266898048
ACH-000075,-0.02992246010326693
ACH-000078,-0.013425982093553487
ACH-000082,0.04706405345152576
ACH-000085,-0.010721768607550784
ACH-000086,0.013688355057773766
ACH-000087,-0.059821640437039934
ACH-000092,-0.03134118017668231
ACH-000095,0.07387464377290337
ACH-000097,-0.020386151293014496
ACH-000098,0.09840334213183637
ACH-000099,-0.01438749507373014
ACH-000108,-0.04147128276218082
ACH-000113,0.0923277622723817
ACH-000116,0.062140637747228875
ACH-000118,0.09765930232993562
ACH-000120,0.1594821401623903
ACH-000123,0.06418592251554782
ACH-000127,0.014061785619790736
ACH-000128,0.014683429971795153
ACH-000132,0.04838271766995445
ACH-000133,0.01641693157129237
ACH-000137,-0.02574680340175374
ACH-000138,-0.12454565862267784
ACH-000142,0.050321485314124274
ACH-000143,-0.0606444426443704
ACH-000146,-0.06877300094154712
ACH-000148,0.1166807344312622
ACH-000150,0.005134589139847364
ACH-000152,0.06888228896980482
ACH-000153,-0.1700249244734229
ACH-000159,0.027861679857904442
ACH-000160,-0.019559379596576068
ACH-000163,0.022023804099449082
ACH-000167,0.43648424319413626
ACH-000168,-0.20499849572749007
ACH-000169,0.0675643775142486
ACH-000178,0.028205144027714457
ACH-000183,0.13768039409526353
ACH-000188,-0.027650551912566428
ACH-000189,0.004024964046923018
ACH-000190,0.032183319580244014
ACH-000198,-0.03885979560750561
ACH-000203,0.09593296479318858
ACH-000204,0.0896965078647448
ACH-000206,-0.034859212657367335
ACH-000207,0.007620414863581905
ACH-000208,-0.05059433232397477
ACH-000210,0.4484444868623483
ACH-000211,-0.00950897534649904
ACH-000215,0.025211792085902456
ACH-000221,0.06274997183331008
ACH-000222,-0.09886715377669893
ACH-000223,0.07310753190912604
ACH-000226,0.05559555120460558
ACH-000227,0.1431718081579864
ACH-000228,0.029514895854012714
ACH-000231,-0.004072395076671984
ACH-000232,0.12979667218392346
ACH-000233,0.07895270426638686
ACH-000234,0.09058644035584357
ACH-000235,0.03686079234802757
ACH-000237,0.011109130468845886
ACH-000238,0.12819357234823012
ACH-000242,-0.09464418123969744
ACH-000243,-0.027346737549048386
ACH-000244,-0.06802159843217212
ACH-000246,-0.03334107506924497
ACH-000248,0.061529937374402516
ACH-000250,-0.08042041175447136
ACH-000251,0.13321265143312586
ACH-000252,-0.011149782531638215
ACH-000253,-0.03977070722585869
ACH-000255,-0.1160531020552504
ACH-000256,-0.07151929053372529
ACH-000257,0.28844825281366604
ACH-000258,0.22001089577891966
ACH-000259,-0.08142554291313787
ACH-000260,0.05128417701305082
ACH-000261,-3.971129314485004e-05
ACH-000262,0.20477902013484067
ACH-000263,-0.33468455949397136
ACH-000264,-0.06383407540627485
ACH-000265,0.004045729927101622
ACH-000266,-0.009823749006382478
ACH-000272,-0.028737800194343063
ACH-000274,-0.027158392804427885
ACH-000277,-0.06387933238454636
ACH-000278,-0.1113742190110684
ACH-000279,-0.010504142544570109
ACH-000280,-0.038568494770928816
ACH-000281,-0.02889414399032836
ACH-000288,0.18743706600928914
ACH-000291,0.0511005770050926
ACH-000293,0.10365585237310013
ACH-000294,0.1580763753703824
ACH-000295,-0.045764071977696184
ACH-000296,0.2504451431398532
ACH-000302,0.022228957236905426
ACH-000304,-0.05432239219852519
ACH-000307,0.1676665046211195
ACH-000308,-0.046333966236241
ACH-000310,0.09612465287787778
ACH-000311,-0.08049614124055267
ACH-000312,0.07791671431044077
ACH-000315,-0.004565405999844087
ACH-000316,0.014420077970761532
ACH-000317,0.08405119201821426
ACH-000318,0.04867046492568771
ACH-000319,0.048093188083411495
ACH-000320,-0.13540816470026334
ACH-000322,0.0419591847668984
ACH-000323,0.032561044334023896
ACH-000324,-0.13131794748012712
ACH-000329,0.0628656786975066
ACH-000330,0.08697926882778315
ACH-000331,0.03921512606115531
ACH-000332,-0.08746273528502709
ACH-000334,-0.03017702946354025
ACH-000335,-0.046370052777188635
ACH-000336,0.11560726080761745
ACH-000337,0.08315960569317665
ACH-000338,-0.06986988228237594
ACH-000339,-0.031026640243162082
ACH-000341,-0.10822539940383047
ACH-000348,0.07350076101279693
ACH-000350,0.058096863777630674
ACH-000352,-0.04885669260767348
ACH-000356,0.11197667231449407
ACH-000361,0.058103805372587226
ACH-000362,0.05130727777149687
ACH-000363,-0.0846469687979032
ACH-000364,0.06743971047256721
ACH-000365,0.03675921663651433
ACH-000366,-0.007280472748947691
ACH-000368,0.3233483161802829
ACH-000374,-0.053530325052444726
ACH-000375,-0.013650741601748569
ACH-000376,0.1075490439207178
ACH-000381,-0.0398764281616598
ACH-000383,0.04403173199242137
ACH-000387,-0.006519565163577533
ACH-000389,0.06488642623176075
ACH-000390,0.0723900524253152
ACH-000393,0.04074437227691165
ACH-000395,-0.06438651102547366
ACH-000396,0.12602406602027366
ACH-000397,-0.06517096068948625
ACH-000401,-0.15412862487454998
ACH-000402,0.0660996172115841
ACH-000403,0.0089196936854034
ACH-000404,0.17535776069061546
ACH-000406,0.1402385572391244
