,NELL2 (4753)
ACH-000004,0.043125094385535884
ACH-000005,0.27207552226281045
ACH-000007,0.05623609985519954
ACH-000009,-0.13144568676901605
ACH-000011,-0.07056359324008793
ACH-000012,-0.10177383782617562
ACH-000013,-0.18365922983849745
ACH-000014,-0.11216023599572564
ACH-000015,-0.23424682304414104
ACH-000017,-0.1541102023095639
ACH-000018,0.02007254351799528
ACH-000019,-0.25846911479859386
ACH-000021,-0.12467077927996535
ACH-000022,-0.025384014715221125
ACH-000025,-0.2641911550211058
ACH-000028,-0.3067785786592505
ACH-000030,-0.1102732095204242
ACH-000035,-0.11599436843093915
ACH-000036,-0.1168674103570771
ACH-000037,-0.08975316545236066
ACH-000039,0.17795490830465313
ACH-000040,-0.038497455199094144
ACH-000041,-0.14495786719104028
ACH-000042,-0.1727827048554164
ACH-000045,-0.20952607131459267
ACH-000047,-0.11373934808499543
ACH-000052,-0.2674857945716429
ACH-000053,-0.07849636630573056
ACH-000054,-0.15138119026454322
ACH-000055,-0.12957556679643448
ACH-000060,0.039497225806820614
ACH-000067,-0.2477454805997968
ACH-000070,-0.14989658011411747
ACH-000075,-0.3063073393160681
ACH-000078,0.013083821153260091
ACH-000082,-0.17612071158079182
ACH-000085,-0.01904818650622757
ACH-000086,-0.1567424117716048
ACH-000087,-0.08410850267065965
ACH-000092,-0.18670294762295836
ACH-000095,0.023213476029406512
ACH-000097,-0.18550954052008292
ACH-000098,0.030275731106114093
ACH-000099,-0.1617828658684289
ACH-000108,-0.1095238999718858
ACH-000113,-0.11918649602022993
ACH-000116,-0.004335488267410024
ACH-000118,-0.0914463702681041
ACH-000120,-0.1440511703298556
ACH-000123,-0.15448283738778693
ACH-000127,-0.140631035346237
ACH-000128,-0.09934490079091823
ACH-000132,0.01454204777087711
ACH-000133,-0.15981498246533626
ACH-000137,-0.062117846265880385
ACH-000138,-0.12032167569150608
ACH-000142,-0.13710647925420194
ACH-000143,-0.14260683415941
ACH-000146,-0.14040369481184758
ACH-000148,-0.19925657246598708
ACH-000150,-0.241006632919984
ACH-000152,-0.3194555696521877
ACH-000153,-0.13804576243140584
ACH-000159,0.02246407098469048
ACH-000160,-0.09580190638008693
ACH-000163,-0.1521407370869446
ACH-000167,-0.7272840806588448
ACH-000168,-0.22909489507452865
ACH-000169,-0.013145613361426826
ACH-000178,-0.07731852179302723
ACH-000183,-0.08247618878219448
ACH-000188,-0.0985379511156586
ACH-000189,-0.2760862797063405
ACH-000190,-0.17449355971926808
ACH-000198,-0.13804978874636847
ACH-000203,0.12849758596845565
ACH-000204,-0.15831394150511108
ACH-000206,-0.098632525689819
ACH-000207,-0.1369479206587432
ACH-000208,-0.11880531040984466
ACH-000210,-0.08128162734906093
