,LEPRE1 (64175)
ACH-000004,-0.3121308697070066
ACH-000005,-0.20402095095519807
ACH-000007,-0.2159591093978057
ACH-000009,-0.3150232325065613
ACH-000011,-0.3630381995345508
ACH-000012,-0.41099783871940665
ACH-000013,-0.32702702881125445
ACH-000014,-0.1376539789021918
ACH-000015,-0.2337304605585625
ACH-000017,-0.37725246139394025
ACH-000018,-0.2953147605758448
ACH-000019,-0.229771986265572
ACH-000021,-0.2707064104184237
ACH-000022,-0.1807794933281372
ACH-000025,-0.4450373506036894
ACH-000028,-0.3193620083781916
ACH-000030,-0.2262189609459028
ACH-000035,-0.3653016250591135
ACH-000036,-0.3246368033297094
ACH-000037,-0.24955317410293476
ACH-000039,-0.2496227923723059
ACH-000040,-0.3003901527095859
ACH-000041,-0.18943581138267968
ACH-000042,-0.14946726813673678
ACH-000045,-0.37022796790110857
ACH-000047,-0.2216034551616522
ACH-000052,-0.2993966665009866
ACH-000053,-0.24309761285109924
ACH-000054,-0.17951244985013146
ACH-000055,-0.2525492844638563
ACH-000060,-0.2297356293954084
ACH-000067,-0.3646218079332354
ACH-000070,-0.2166304606045036
ACH-000075,-0.16943672806269458
ACH-000078,-0.4620912205093282
ACH-000082,-0.14104700573592274
ACH-000085,-0.37833609427747705
ACH-000086,-0.3647075606352447
ACH-000087,-0.33208315528746496
ACH-000092,-0.37619381474332575
ACH-000095,-0.28113448388902296
ACH-000097,-0.23022728426055494
ACH-000098,-0.16729247489536056
ACH-000099,-0.34101205627143244
ACH-000108,-0.21590871419971386
ACH-000113,-0.2159661651957312
ACH-000116,-0.3453362290202349
ACH-000118,-0.269339136277349
ACH-000120,-0.4294314830982364
ACH-000123,-0.2825059462373091
ACH-000127,-0.19266970359947047
ACH-000128,-0.3471612742631332
ACH-000132,-0.2464460625131025
ACH-000133,-0.16875494196396687
ACH-000137,-0.2797308426884348
ACH-000138,-0.17911206102717422
ACH-000142,-0.3393632858375529
ACH-000143,-0.25032138022314804
ACH-000146,-0.4486184226114919
ACH-000148,-0.15422618678559474
ACH-000150,-0.4365327074278826
ACH-000152,-0.3558804283399615
ACH-000153,-0.6130313740035159
ACH-000159,-0.24225035307232964
ACH-000160,0.030402169864529618
ACH-000163,-0.2799620700936501
ACH-000167,-0.09604564862107542
ACH-000168,-0.1611735086755608
ACH-000169,-0.3693303132878136
ACH-000178,-0.32631361338332115
ACH-000183,-0.2233229970514563
ACH-000188,-0.4005758575227297
ACH-000189,-0.16928428459028028
ACH-000190,-0.12426815583386977
ACH-000198,-0.2466826793191321
ACH-000203,-0.30069374883948097
ACH-000204,-0.2634787957886521
ACH-000206,-0.04771804973049261
ACH-000207,-0.3226030283517832
ACH-000208,-0.3435379653985348
ACH-000210,-0.466296717125849
ACH-000211,-0.08762097232103494
ACH-000215,-0.21775217914852807
ACH-000221,-0.1499471416354212
ACH-000222,-0.2954790309207851
ACH-000223,-0.2710039422807565
ACH-000226,-0.16554030520197704
ACH-000227,-0.16953180878375915
ACH-000228,-0.11383607498012553
ACH-000231,-0.2147651667678088
ACH-000232,-0.2718919839706625
ACH-000233,-0.05422944982049202
ACH-000234,-0.19446242589132545
ACH-000235,-0.1397983844521722
ACH-000237,-0.2599136289067784
ACH-000238,-0.2933708163739919
ACH-000242,-0.5243753574504972
ACH-000243,-0.2896196867461365
ACH-000244,-0.12770147237838306
ACH-000246,-0.3399818689270808
ACH-000248,-0.21772060172542929
ACH-000250,-0.2187122869993516
ACH-000251,-0.26542903866856754
ACH-000252,-0.23776826323671366
ACH-000253,-0.3053682706975326
ACH-000255,-0.32552499996994105
ACH-000256,-0.3048863367604724
ACH-000257,-0.2532158438186976
ACH-000258,-0.3783128008650168
ACH-000259,-0.2592201276993988
ACH-000260,-0.2418950965585952
ACH-000261,-0.2788856484401125
ACH-000262,-0.430055072748444
ACH-000263,0.02410163694998415
ACH-000264,-0.2205241744304257
ACH-000265,-0.2124735250678015
ACH-000266,-0.2180895348911854
ACH-000272,-0.35394514553158857
ACH-000274,-0.3081119986417307
ACH-000277,-0.29305236335418344
ACH-000278,-0.15734664543733698
ACH-000279,-0.31256709007877714
ACH-000280,-0.2142810602029405
ACH-000281,-0.22561408332823574
ACH-000288,-0.27815075464586403
ACH-000291,-0.19906491307585167
ACH-000293,-0.36393243643574
ACH-000294,-0.0896424520115505
ACH-000295,0.035247774409631755
ACH-000296,-0.4036660806610013
ACH-000302,-0.2983475813314619
ACH-000304,-0.2432310897756935
ACH-000307,-0.1503648212016612
ACH-000308,-0.227789697049332
ACH-000310,-0.14929707144085502
ACH-000311,-0.13652327808429532
ACH-000312,-0.35359794818776186
ACH-000315,-0.25826329524314706
ACH-000316,-0.14903461973865698
ACH-000317,-0.04464020487680465
ACH-000318,-0.18737523307038725
ACH-000319,-0.22397242833384345
ACH-000320,-0.4765537145808082
ACH-000322,-0.3501291039113049
ACH-000323,-0.4983271671659092
ACH-000324,-0.20669383644258246
ACH-000329,-0.3106469459496163
ACH-000330,-0.2277689030761363
ACH-000331,-0.18843979619459608
ACH-000332,-0.251107188797791
ACH-000334,-0.3207097926283446
ACH-000335,-0.1440341872826477
ACH-000336,-0.16680126198110326
ACH-000337,-0.27435976794960903
ACH-000338,-0.4386656022563258
ACH-000339,-0.09768075730344944
ACH-000341,-0.2698066519578714
ACH-000348,-0.2769998414937577
ACH-000350,-0.19124644470785312
ACH-000352,-0.2876349730642134
ACH-000356,-0.27262334610013395
ACH-000361,-0.1179947291467753
ACH-000362,-0.03717545749827938
ACH-000363,-0.10627114409270356
ACH-000364,-0.20552065908976355
ACH-000365,-0.11910551888117835
ACH-000366,-0.3210420472861758
ACH-000368,-0.4586400180312713
ACH-000374,-0.2271879642432341
ACH-000375,-0.10946987127548767
ACH-000376,-0.3954613435656297
ACH-000381,-0.11064359911011476
ACH-000383,-0.16932228769773425
ACH-000387,-0.2447420838805316
ACH-000389,-0.3807694964771939
ACH-000390,-0.21702298088009989
ACH-000393,-0.2373270566605835
ACH-000395,-0.13600836728562954
ACH-000396,-0.1154742771259864
ACH-000397,-0.2645623470042095
ACH-000401,-0.28717082457289506
ACH-000402,-0.5089667224356849
ACH-000403,-0.1081168149904884
ACH-000404,0.005717307025704276
ACH-000406,-0.12146489847598922
ACH-000407,-0.29583962968583466
ACH-000408,-0.32772104441701944
ACH-000410,-0.09587890212766917
ACH-000411,-0.3616422362091724
ACH-000414,-0.13736799539416025
ACH-000415,-0.2702221802564718
ACH-000416,-0.2344987150242364
ACH-000420,-0.2288163572646684
ACH-000421,-0.2114779164672581
ACH-000424,-0.17336827715463773
ACH-000425,-0.21048289740600065
ACH-000426,-0.0958976990716116
ACH-000427,-0.3219316307356334
ACH-000433,-0.26906640923162783
ACH-000435,0.08353116434753294
ACH-000436,-0.09934091343385427
ACH-000444,-0.1291612761075192
ACH-000445,-0.4116703586763662
