,TMEM87A (25963)
ACH-000004,-0.10863663600532583
ACH-000005,-0.11371724745516253
ACH-000007,-0.238403512892645
ACH-000009,-0.2783578547378719
ACH-000011,-0.28709964209291633
ACH-000012,-0.14443721730966758
ACH-000013,-0.18348197711433126
ACH-000014,-0.3189171574152945
ACH-000015,-0.1000641688969552
ACH-000017,-0.1776835891508995
ACH-000018,-0.06046007429443876
ACH-000019,-0.1271803899445953
ACH-000021,-0.16108791459925728
ACH-000022,-0.18625023790391196
ACH-000025,-0.16164871359566246
ACH-000028,-0.07723349312932988
ACH-000030,-0.22397598393734888
ACH-000035,-0.216858833228044
ACH-000036,-0.15511290801675298
ACH-000037,-0.2659136978875607
ACH-000039,-0.31385298595566136
ACH-000040,-0.27204941571159635
ACH-000041,-0.3058593662542436
ACH-000042,-0.16748236616923076
ACH-000045,-0.2844947021161087
ACH-000047,-0.1542597797815585
ACH-000052,-0.1388165061627375
ACH-000053,-0.18209606061337205
ACH-000054,-0.2060880676466872
ACH-000055,-0.2452922395770043
ACH-000060,-0.2851416719207063
ACH-000067,-0.16886042880359114
ACH-000070,-0.1859950530313142
ACH-000075,-0.3890038307118555
ACH-000078,-0.17460353262001047
ACH-000082,-0.29880327873264456
ACH-000085,-0.16522577961787854
ACH-000086,-0.09195008614331517
ACH-000087,-0.4166998101519792
ACH-000092,-0.2052760716592328
ACH-000095,-0.2554449568919855
ACH-000097,-0.19961275335572826
ACH-000098,-0.11653177886710415
ACH-000099,-0.18449319065595324
ACH-000108,-0.18133426312267284
ACH-000113,-0.2590765860526405
ACH-000116,-0.1092859765750959
ACH-000118,-0.11446612132910952
ACH-000120,-0.3654820201327763
ACH-000123,-0.28032213771059
ACH-000127,-0.21811985578685547
ACH-000128,-0.2715393814759116
ACH-000132,-0.2821376711321397
ACH-000133,-0.1071244085683224
ACH-000137,-0.3143375088180443
ACH-000138,-0.037186751688221616
ACH-000142,-0.0984399221133232
ACH-000143,-0.2806472399479692
ACH-000146,-0.2463248330894525
ACH-000148,-0.17109050923287974
ACH-000150,-0.06996816428678931
ACH-000152,-0.19013131822311227
ACH-000153,-0.07753008153802872
ACH-000159,-0.13804268872649186
ACH-000160,-0.17886264685147565
ACH-000163,-0.1862562452184896
ACH-000167,-0.34141654581147
ACH-000168,-0.26392211513357233
ACH-000169,-0.19978251307918635
ACH-000178,-0.2705171661188504
ACH-000183,-0.3815843209294793
ACH-000188,-0.30454304210610983
ACH-000189,-0.3350324129912876
ACH-000190,-0.3743030824114405
ACH-000198,-0.2476072368229767
ACH-000203,-0.2484660357197317
ACH-000204,-0.3586718490475079
ACH-000206,-0.3134220017575256
ACH-000207,-0.3107464792063618
ACH-000208,-0.25181954286456393
ACH-000210,-0.1635862222596973
