,DPP7 (29952)
ACH-000004,-0.055176517857584526
ACH-000005,-0.13313875676302458
ACH-000007,-0.30145866519908954
ACH-000009,-0.34361570594024793
ACH-000011,-0.2840976512650735
ACH-000012,-0.2934471287074752
ACH-000013,-0.3370533469000722
ACH-000014,-0.13149290833394384
ACH-000015,-0.2064172319768056
ACH-000017,-0.19011217030843613
ACH-000018,-0.11762929392012225
ACH-000019,-0.08523404048650571
ACH-000021,-0.14354576774553032
ACH-000022,-0.3023799855726586
ACH-000025,-0.15662192825840324
ACH-000028,-0.24038354823508826
ACH-000030,-0.1343770958528159
ACH-000035,0.003337559800387857
ACH-000036,-0.18360701938549634
ACH-000037,-0.21249657051713694
ACH-000039,-0.11348672283703565
ACH-000040,-0.2088687253805529
ACH-000041,-0.15606842689310352
ACH-000042,-0.3655951239648925
ACH-000045,-0.1845207715991584
ACH-000047,-0.10610409666486817
ACH-000052,-0.4327706543957432
ACH-000053,-0.1877803605206264
ACH-000054,-0.10945537162906208
ACH-000055,-0.2929302064873417
ACH-000060,-0.2728735156725116
ACH-000067,-0.21458162912326706
ACH-000070,-0.09940924755936102
ACH-000075,0.07672394307854145
ACH-000078,-0.12212278501674198
ACH-000082,-0.14863633702289047
ACH-000085,-0.2650938734281659
ACH-000086,-0.15869764351968635
ACH-000087,-0.24984622048490446
ACH-000092,-0.2815237496203993
ACH-000095,-0.14249448576869908
ACH-000097,-0.28005554434350555
ACH-000098,-0.1540623451721694
ACH-000099,-0.21886736100726728
ACH-000108,-0.22970853604157396
ACH-000113,-0.17986231023449106
ACH-000116,-0.3028372479910415
ACH-000118,-0.06796094907639426
ACH-000120,-0.3561282958112274
ACH-000123,-0.08628822095238357
ACH-000127,-0.3644059269397348
ACH-000128,-0.3466253721031082
ACH-000132,-0.27874040085256835
ACH-000133,-0.016325095613639234
ACH-000137,-0.29894665769150325
ACH-000138,-0.14231899674914633
ACH-000142,-0.212604490707144
ACH-000143,-0.05775042781984994
ACH-000146,-0.12228190061856765
ACH-000148,-0.2021597965332812
ACH-000150,-0.49968215842806707
ACH-000152,-0.1760317091429666
ACH-000153,-0.296761340003367
ACH-000159,-0.1085450473949286
ACH-000160,-0.3044622204722526
ACH-000163,-0.2585510891338866
ACH-000167,-0.7449530712055977
ACH-000168,-0.3539999857003441
ACH-000169,-0.2665540291146181
ACH-000178,-0.2461763461878089
ACH-000183,-0.11574316351819545
ACH-000188,-0.2642074453861573
ACH-000189,-0.4934618416726099
ACH-000190,-0.11570129677326806
ACH-000198,-0.21019771866216952
ACH-000203,-0.5248523780470021
ACH-000204,-0.17715293307024566
ACH-000206,-0.2158539385030134
ACH-000207,-0.2317662248760733
ACH-000208,-0.13515644441810248
ACH-000210,0.10543882489635707
ACH-000211,-0.1559744651531527
ACH-000215,-0.3756916434645237
ACH-000221,-0.09266683700923832
ACH-000222,-0.4352256717249473
ACH-000223,-0.12109656635639365
ACH-000226,-0.1451716757776563
ACH-000227,-0.16197754682924526
ACH-000228,-0.19448915208498416
ACH-000231,-0.22760221888916585
ACH-000232,-0.17734988455811154
ACH-000233,-0.1801526796801676
ACH-000234,-0.2615999577491298
ACH-000235,-0.21103800982003212
ACH-000237,-0.25062977260924896
ACH-000238,-0.15602531217540264
ACH-000242,-0.22597941296559698
ACH-000243,-0.21968010027223972
ACH-000244,-0.16201715313358495
ACH-000246,-0.1734943466740695
ACH-000248,-0.059719794304279115
ACH-000250,-0.2615603186738791
ACH-000251,-0.3639137005201216
ACH-000252,-0.19169226385917928
ACH-000253,-0.2668885530059996
ACH-000255,-0.25305580443391884
ACH-000256,-0.297866124871746
ACH-000257,-0.006560106642848803
ACH-000258,-0.040399012207652886
ACH-000259,-0.363711926791814
ACH-000260,-0.253198456628846
ACH-000261,-0.06204734257749415
ACH-000262,-0.3134153643953159
ACH-000263,-0.12199417166056753
ACH-000264,-0.3033109022747036
ACH-000265,-0.10038129221342444
ACH-000266,-0.32853066954138976
ACH-000272,-0.190759769788857
ACH-000274,-0.2484907197551503
ACH-000277,-0.3946684631085524
ACH-000278,-0.1700833740667339
ACH-000279,-0.19320079343143945
ACH-000280,-0.27206418176708275
ACH-000281,-0.3361072876461245
ACH-000288,-0.1523365337869635
ACH-000291,-0.27012457160497355
ACH-000293,-0.08914694671472742
ACH-000294,-0.0014657906513848634
ACH-000295,-0.15056092320965614
ACH-000296,-0.1257994687943285
ACH-000302,-0.15993143165309198
ACH-000304,-0.02162395005527743
ACH-000307,-0.18913165586108585
ACH-000308,-0.3000779747231274
ACH-000310,-0.05453611082160489
ACH-000311,-0.17280631278052966
ACH-000312,-0.2535099127680629
ACH-000315,-0.20312369137712646
ACH-000316,-0.250066523301271
ACH-000317,0.002871344794299661
ACH-000318,0.015640511815754304
ACH-000319,-0.06715464639532648
ACH-000320,-0.2560926562202462
ACH-000322,-0.04868125659566338
