,TNFRSF10A (8797)
ACH-000004,0.021426576318824823
ACH-000005,0.08744396355978519
ACH-000007,-0.06764908530298594
ACH-000009,0.11226504477945738
ACH-000011,0.12837515916749798
ACH-000012,-0.036363136063033576
ACH-000013,0.1619156020171627
ACH-000014,0.08882665855367483
ACH-000015,0.0822491185829332
ACH-000017,0.1272901204034067
ACH-000018,0.2137000973505145
ACH-000019,0.12080780496780892
ACH-000021,0.10369573184030706
ACH-000022,0.054125961468425486
ACH-000025,0.13879926062160766
ACH-000028,0.023760504577114427
ACH-000030,0.07400688345893584
ACH-000035,0.03455529437259655
ACH-000036,0.10680677682834973
ACH-000037,0.032255012830391554
ACH-000039,0.09817162390821076
ACH-000040,0.04960098455032736
ACH-000041,0.017787299964340468
ACH-000042,0.062138530607033435
ACH-000045,-0.062038049616144286
ACH-000047,0.03092587631049219
ACH-000052,0.09482837189260143
ACH-000053,0.11806450664451468
ACH-000054,0.10795134191319328
ACH-000055,0.10918337279037756
ACH-000060,0.055655898080167056
ACH-000067,0.14731750591740295
ACH-000070,0.025327232396039564
ACH-000075,0.13730980297039475
ACH-000078,0.029789157935237967
ACH-000082,0.02178208402124976
ACH-000085,0.10722880777753696
ACH-000086,0.09670242123936112
ACH-000087,0.2092394899628465
ACH-000092,0.11187517217810687
ACH-000095,0.07764088105190987
ACH-000097,0.02045308729149363
ACH-000098,0.15844982137939445
ACH-000099,0.05181846929469668
ACH-000108,0.06426854893001407
ACH-000113,0.06347687392573997
ACH-000116,0.1472101505586176
ACH-000118,0.1081953646704642
ACH-000120,-0.10250821208429506
ACH-000123,0.11402992222905775
ACH-000127,0.11314258194788905
ACH-000128,0.1346823072004758
ACH-000132,0.048530161238463126
ACH-000133,0.09315929449668676
ACH-000137,0.1832940901726922
ACH-000138,0.12823487684936782
ACH-000142,0.29752496885062163
ACH-000143,0.11579935174423987
ACH-000146,0.06290972680844009
ACH-000148,0.1092709645729475
ACH-000150,0.044570221469839626
ACH-000152,0.16130979718971272
ACH-000153,-0.01583396896434821
ACH-000159,0.019885257955780673
ACH-000160,-0.05079392117365192
ACH-000163,0.1076298077143105
ACH-000167,0.10680392786493254
ACH-000168,-0.1775181211602263
ACH-000169,0.13377886574476638
ACH-000178,0.13133202775095187
ACH-000183,0.11887990836086748
ACH-000188,0.08730539029151334
ACH-000189,0.2173156165213468
ACH-000190,0.07546416384977102
ACH-000198,0.021971797421796262
ACH-000203,-0.030817895491679133
ACH-000204,0.2397010365157224
ACH-000206,-0.09434938366081627
ACH-000207,0.14194066691681287
ACH-000208,0.17438487858018106
ACH-000210,0.04618442770536648
ACH-000211,0.06328007099330593
ACH-000215,0.05532179778827743
ACH-000221,0.1742985466566124
ACH-000222,0.07810127217966217
ACH-000223,0.15527250654847902
ACH-000226,0.20543025680877447
ACH-000227,0.0008266995340645598
ACH-000228,-0.13020310650490902
ACH-000231,0.08696839490731237
ACH-000232,0.07268833443095696
ACH-000233,0.06653349539414738
ACH-000234,0.09121325481775724
ACH-000235,0.06142704752828936
ACH-000237,0.048011257496289116
ACH-000238,0.09895191178557296
ACH-000242,0.14279677601488094
ACH-000243,0.04082727210841454
ACH-000244,-0.16776661747968302
ACH-000246,0.07082054740392776
ACH-000248,-0.12876917068880644
ACH-000250,0.035864270636883716
ACH-000251,0.2415348939309958
ACH-000252,0.037434322823521916
ACH-000253,0.16553580139199495
ACH-000255,0.072500420725193
ACH-000256,0.24111234420839656
ACH-000257,0.18518402797264066
ACH-000258,-0.09495419015178486
ACH-000259,0.09146502991389706
ACH-000260,-0.003409942559285492
ACH-000261,0.007427993530146686
ACH-000262,-0.0401712225594812
ACH-000263,-0.11690732242708572
ACH-000264,0.11106209250522267
ACH-000265,0.08430509141939938
ACH-000266,0.09717376288029014
ACH-000272,0.1920245883090082
ACH-000274,0.01311824057178519
ACH-000277,0.04426124879761111
ACH-000278,0.08724515507251202
ACH-000279,0.10224616287071712
ACH-000280,-0.002541395262545848
ACH-000281,0.07330087339378542
ACH-000288,0.14222620277893194
ACH-000291,0.0932416757938975
ACH-000293,-0.007628524389048428
ACH-000294,0.14113202254219245
ACH-000295,0.21991941730160056
ACH-000296,0.008285785948890316
ACH-000302,0.01200908447842608
ACH-000304,-0.08765795299948037
ACH-000307,0.09012736871284273
ACH-000308,0.19243236465654265
ACH-000310,0.07744775208305582
ACH-000311,0.10503403537023072
ACH-000312,0.03811206706656069
ACH-000315,0.1149993200056139
ACH-000316,0.1650447650443334
ACH-000317,0.09100893137948593
ACH-000318,0.03824157352868586
ACH-000319,0.12060071056324055
ACH-000320,0.13038800681941398
ACH-000322,0.22764901660086545
ACH-000323,0.10292665684470216
ACH-000324,0.1518797290828562
ACH-000329,0.02611365452154014
ACH-000330,-0.16144616830485994
ACH-000331,0.06538267833169292
ACH-000332,0.06293346380349446
ACH-000334,0.1546929185234975
ACH-000335,0.17285390608798118
ACH-000336,0.10798993964256454
ACH-000337,0.17852500803999136
ACH-000338,0.17662875552532553
ACH-000339,0.1005844321454511
ACH-000341,0.20014440423052046
ACH-000348,0.11558599924333225
ACH-000350,-0.0569477992763353
ACH-000352,-0.011972930684669751
ACH-000356,0.20344698022772065
ACH-000361,0.061219339955153426
ACH-000362,-0.0599971561546421
ACH-000363,0.039356555893669605
ACH-000364,0.16573406874462224
ACH-000365,0.05636713600960727
ACH-000366,0.10534838388088237
ACH-000368,0.08530366090212613
ACH-000374,0.028988622113694563
ACH-000375,0.02261790357976608
ACH-000376,0.12400012152616767
ACH-000381,0.20353846359983715
ACH-000383,0.04422345860138755
ACH-000387,0.11704435361615588
ACH-000389,0.006559480039278507
ACH-000390,0.005344748842848086
ACH-000393,0.038409107977855066
ACH-000395,-0.195870588755402
ACH-000396,0.047402708179702775
ACH-000397,0.11001035668991097
ACH-000401,0.038035948620747
ACH-000402,0.08790895017966706
ACH-000403,0.1194327170697311
ACH-000404,0.2000353105748928
ACH-000406,0.10212564503727767
ACH-000407,0.13315458923829973
ACH-000408,0.19235252309180814
ACH-000410,-0.05058835703926673
ACH-000411,0.08581070345113348
ACH-000414,0.03353646535836215
ACH-000415,0.023946412299453674
ACH-000416,0.1178117193492194
ACH-000420,0.08717921444732148
ACH-000421,0.042362992979891774
