,CCT6A (908)
ACH-000460,-0.7393528468991043
ACH-000461,-0.6967764190238848
ACH-000463,-0.8007912542247233
ACH-000464,-0.9433447001787668
ACH-000466,-0.7113165083150553
ACH-000467,-0.8249624765440163
ACH-000468,-0.6469125108300754
ACH-000469,-0.6766721984540904
ACH-000470,-0.728932241183202
ACH-000471,-0.6762530073377885
ACH-000472,-0.3096300381346181
ACH-000473,-0.6935205392411251
ACH-000475,-0.8670375858773098
ACH-000476,-0.5905807254269843
ACH-000477,-0.559994475442438
ACH-000479,-0.622235533584603
ACH-000480,-0.5021063497793404
ACH-000481,-0.6421304138268222
ACH-000483,-0.6766490827566972
ACH-000484,-0.6259166006106027
ACH-000485,-0.6325722407619891
ACH-000486,-0.8787906375828675
ACH-000487,-0.834367138355542
ACH-000488,-0.4361711562046807
ACH-000490,-0.80503699361942
ACH-000491,-0.7569952110813349
ACH-000495,-0.7232884684707966
ACH-000496,-0.6363635608085775
ACH-000499,-0.7760835528062889
ACH-000500,-0.1232482607524926
ACH-000502,-0.6127551332513584
ACH-000503,-0.7169545083259541
ACH-000505,-0.7016835189978652
ACH-000507,-0.5443980093233861
ACH-000510,-0.8424343156287231
ACH-000511,-0.7311584161631709
ACH-000512,-0.753880934730646
ACH-000516,-0.8402848197547009
ACH-000517,-0.5830402554297264
ACH-000518,-0.5283114231625181
ACH-000520,-0.6904414925132248
ACH-000521,-0.8381533579649765
ACH-000522,-0.75762797918099
ACH-000524,-0.6533493129900922
ACH-000527,-0.6283733527054054
ACH-000528,-0.6560181452787583
ACH-000537,-0.9308349678075332
ACH-000541,-0.7879063866815578
ACH-000542,-0.7560092764028217
ACH-000544,-0.4952686730573614
ACH-000545,-0.6931095641593342
ACH-000547,-0.8450056515099461
ACH-000548,-0.7384240296262738
ACH-000549,-0.6470491457511232
ACH-000550,-0.8682757464663547
ACH-000552,-0.5571375392678157
ACH-000556,-0.7544070970174998
ACH-000557,-0.8293462880973574
ACH-000569,-0.4064765729859645
ACH-000570,-0.6233838826285014
ACH-000571,-0.6609989272446302
ACH-000573,-0.7569783478584619
ACH-000576,-0.8595269398834844
ACH-000579,-0.7529407099093239
ACH-000580,-0.711385936968741
ACH-000584,-0.7367484157980353
ACH-000585,-0.9196969658089534
ACH-000588,-0.6270547707879218
ACH-000589,-0.6262901097889384
ACH-000591,-0.5879496369049547
ACH-000593,-0.7392506321375039
ACH-000600,-0.6686557041588962
ACH-000601,-0.6582440546670169
ACH-000605,-0.5539144200988659
ACH-000606,-0.6647964730660834
ACH-000608,-0.7799556208863146
ACH-000614,-0.8096446881251274
ACH-000616,-0.7193718446771105
ACH-000618,-0.6427651954555007
ACH-000619,-0.7450094183180693
ACH-000620,-0.7073464937244807
ACH-000621,-0.8498249732192061
ACH-000622,-0.7577878426849208
ACH-000623,-0.8517904817846983
ACH-000624,-0.7490325032674778
ACH-000627,-0.8936812653949744
ACH-000630,-0.7874554982335017
ACH-000631,-0.8294093012436978
ACH-000632,-0.7501820509383695
ACH-000633,-0.6802211089229571
ACH-000637,-0.2305956033664571
ACH-000638,-0.6232141030754996
ACH-000646,-0.39737273848484017
ACH-000647,-0.5345939646948115
ACH-000648,-0.6964905018328215
ACH-000649,-0.787774026850818
ACH-000651,-0.5943092482349355
ACH-000652,-0.6323295577513494
ACH-000653,-0.6197844242101002
ACH-000657,-0.7723355461801763
ACH-000658,-0.7109458026048974
ACH-000661,-0.5370254119952221
ACH-000662,-0.6400447579382672
ACH-000663,-0.5926543085155884
ACH-000665,-0.6301052430003657
ACH-000671,-0.7058636360416679
ACH-000672,-0.6535700525045164
ACH-000673,-1.0691036824676416
ACH-000676,-0.7088990024296972
ACH-000677,-0.5035319542539627
ACH-000681,-0.594052548754484
ACH-000683,-0.7031505791389888
ACH-000684,-0.7276027342269237
ACH-000688,-0.9179184614703249
ACH-000693,-0.5344345470987429
ACH-000694,-0.8328161707314639
ACH-000695,-1.0766987775180925
ACH-000696,-0.8026052427854926
ACH-000697,-0.5839654759069023
ACH-000699,-0.7669121126231685
ACH-000701,-0.7424538334849963
ACH-000706,-0.7078894153149485
ACH-000711,-0.8486687441852642
ACH-000713,-0.6513535736246154
ACH-000714,-0.7153095958858592
ACH-000718,-0.6917941344983097
ACH-000720,-0.6482484190845792
ACH-000721,-0.7828579548135023
ACH-000724,-0.9086692205309328
ACH-000725,-0.9609104146862124
ACH-000732,-0.7699725266094608
ACH-000734,-0.624795928833737
ACH-000735,-0.7987279046984529
ACH-000736,-0.5904802847651504
ACH-000738,-0.6578595924661476
ACH-000746,-0.4355980856819471
ACH-000747,-0.7048306905353208
ACH-000748,-0.7672920731969117
ACH-000753,-0.8615494070689005
ACH-000756,-0.5735526690358465
ACH-000757,-0.6475815321980554
ACH-000758,-0.6048726210492062
ACH-000760,-0.7591845107604288
ACH-000762,-0.4828033581356616
ACH-000763,-0.8465452676796456
ACH-000764,-0.8429754373169744
ACH-000765,-0.7034529197567038
ACH-000766,-0.7352174787677421
ACH-000767,-0.7240446195172731
ACH-000768,-0.7943085316424539
ACH-000769,-0.6003162072462503
ACH-000770,-0.7165212349780352
ACH-000771,-0.8496420375986465
ACH-000773,-0.7870021476644551
ACH-000776,-0.7199302180180589
ACH-000777,-0.18870717968375197
ACH-000778,-0.7512402536205517
ACH-000781,-0.7173340486348666
ACH-000782,-0.6776008328378906
ACH-000783,-0.790361680092746
ACH-000784,-0.6789551265287128
ACH-000785,-0.6510110974109385
ACH-000787,-0.5534996937379367
ACH-000788,-0.7125377875172959
ACH-000791,-0.7413087125618651
ACH-000792,-0.4706820776600519
ACH-000794,-0.7527591262934746
ACH-000796,-0.9963082843308474
ACH-000798,-0.7226996627813179
ACH-000799,-0.618572787833759
ACH-000800,-1.2795080286326523
ACH-000802,-0.7077300079314931
ACH-000804,-0.6014417658298362
ACH-000805,-0.5308718705368093
ACH-000809,-0.6684369277905314
ACH-000810,-0.8187856842423468
ACH-000811,-1.004806125069869
ACH-000817,-0.7114266675805184
ACH-000819,-0.7127792730388856
ACH-000820,-0.6943168606876617
ACH-000821,-0.8746132570159554
ACH-000822,-0.9256065248793212
ACH-000823,-0.6899203414932241
ACH-000824,-0.6385970047366124
ACH-000827,-0.5233242949559758
ACH-000829,-0.7123428521564054
ACH-000831,-0.5121523310183677
ACH-000832,-0.4892296826982322
ACH-000833,-0.6233543260403277
ACH-000834,-0.7498323029428984
ACH-000835,-0.7291061631659667
ACH-000836,-0.7457852307246726
ACH-000837,-0.7122041550002848
ACH-000838,-0.6478447458985362
ACH-000839,-0.4015304848460556
ACH-000840,-0.7255243986846783
ACH-000841,-0.5587250345938558
ACH-000843,-0.7859112511412847
ACH-000846,-0.558562939565841
ACH-000847,-0.6084043919436165
ACH-000848,-0.933769948478303
ACH-000849,-0.03237665123994348
ACH-000851,-0.6076244701248795
ACH-000855,-0.3853698468618316
ACH-000856,-0.5640373706599011
ACH-000858,-0.5972162882703389
ACH-000859,-0.6807275044856632
ACH-000861,-0.8025373021126866
ACH-000862,-0.6671459620750204
ACH-000865,-0.433848175996422
ACH-000866,-0.7682027954205708
ACH-000867,-0.7835010632318381
ACH-000869,-0.9199565086664868
ACH-000872,-0.6100009527192002
ACH-000873,-0.7093253100224303
ACH-000876,-0.6735116841768721
ACH-000878,-0.8506647509336815
ACH-000880,-0.7394002277500806
ACH-000881,-0.6212835353433729
ACH-000882,-0.7736140713155673
ACH-000884,-0.7526113467553809
ACH-000885,-0.621052891901915
ACH-000887,-0.8024529385101048
ACH-000889,-0.6533353546453083
ACH-000896,-0.5645785191868492
ACH-000898,-0.5402834222206747
ACH-000900,-0.8277062343711187
ACH-000901,-0.7507527573385817
ACH-000905,-0.6871427327733727
ACH-000906,-0.6709478307742746
ACH-000907,-0.8173265804590458
ACH-000910,-0.8640092484473295
ACH-000911,-0.6940107110845493
ACH-000912,-0.6970092612417833
ACH-000913,-0.7430877628745045
ACH-000915,-0.9680292866883125
ACH-000916,-0.4031280955632028
ACH-000917,-0.7203278436607344
ACH-000920,-0.9207053351740954
ACH-000921,-0.5843098458391637
ACH-000924,-0.8474164827536353
ACH-000926,-0.6773751353783356
ACH-000928,-0.8594795792945361
ACH-000929,-0.6302957336010511
ACH-000932,-0.989816439990594
ACH-000935,-0.4134761918693197
ACH-000936,-0.8705789717710679
ACH-000937,-0.6346754943120138
ACH-000938,-0.600755471304941
ACH-000939,-0.7094063409646746
ACH-000941,-0.8052898290071455
ACH-000943,-0.7558697934059695
ACH-000946,-0.861285808646773
ACH-000947,-0.8783455593623788
ACH-000948,-0.7226398425042359
ACH-000950,-0.8503660175980071
ACH-000953,-0.7088267210362719
ACH-000954,-0.8594108100965319
ACH-000957,-0.6105038369710356
ACH-000958,-0.62646161791242
ACH-000960,-0.7597875905993537
ACH-000963,-0.7142560484082173
ACH-000968,-0.7388413489239612
ACH-000969,-0.5828863665299646
ACH-000972,-0.9299768439686698
ACH-000973,-0.7191367697377359
ACH-000974,-0.7928335385205322
ACH-000978,-1.1518831944317622
ACH-000984,-0.9412913859304208
ACH-000986,-0.615771450286926
ACH-000988,-0.6639422999470516
ACH-000993,-1.0739228834815964
ACH-000994,-0.6361810013114185
ACH-000996,-0.7259285476154685
ACH-001001,-0.7291474730113477
ACH-001020,-0.7650309316454141
ACH-001028,-0.8563824328797465
ACH-001031,-0.8235959426217693
ACH-001038,-0.61804705070944
ACH-001048,-0.6860295264996851
ACH-001050,-0.8100877415157601
ACH-001053,-0.9450330087711332
ACH-001054,-0.7338466523817552
ACH-001061,-0.7812134817945945
ACH-001067,-0.8451244759506649
ACH-001075,-0.6113048302737736
ACH-001096,-0.8013859325418432
ACH-001111,-0.7002203060054476
ACH-001119,-0.8051617892230226
ACH-001128,-0.7759267319299997
ACH-001134,-0.6150218353352239
ACH-001151,-0.6831048780506606
ACH-001163,-0.7810980101717501
ACH-001164,-0.5246610554237688
ACH-001183,-0.6185695353670827
ACH-001192,-0.660510486248986
ACH-001193,-0.7418409127058782
ACH-001196,-0.6360768881268587
ACH-001197,-0.3012346910680657
ACH-001205,-0.8094564866992784
ACH-001211,-0.8412544916596925
ACH-001212,-0.6606055717207397
ACH-001228,-0.7707458589850568
ACH-001232,-0.7513711468271808
ACH-001239,-0.7360645481915333
ACH-001270,-0.9047458266306446
ACH-001274,-0.8673483909014698
ACH-001275,-0.7131538065036062
ACH-001277,-0.8208551130088273
ACH-001278,-0.6360003521531932
ACH-001280,-0.6376334411701873
ACH-001283,-0.7104592662408765
ACH-001289,-0.7117244446844009
ACH-001300,-0.6708583056012765
ACH-001301,-0.8137979956102149
ACH-001302,-0.6175241619886622
ACH-001306,-0.8490630915439282
ACH-001318,-0.7280766946955334
ACH-001322,-0.8332864425521983
ACH-001328,-0.5185546258689288
ACH-001332,-0.9512235319501124
ACH-001336,-0.7595398021399271
ACH-001346,-0.7492975511123244
ACH-001353,-0.6928246357043458
ACH-001354,-0.5524509321282738
ACH-001367,-0.8288406541692916
ACH-001368,-0.9108254038278024
ACH-001374,-0.6699230977254089
ACH-001377,-0.8203980378218894
ACH-001380,-0.7991229685505262
ACH-001391,-0.970392346738266
ACH-001408,-0.650907727173215
ACH-001430,-0.7105549499304743
ACH-001431,-0.5580027916496662
ACH-001450,-0.8654977103196418
ACH-001496,-0.7032721161824321
ACH-001500,-0.7233426077745861
ACH-001523,-0.5641679898558776
ACH-001532,-0.7497449419930944
ACH-001550,-0.9139719857787876
ACH-001552,-0.816008037321005
ACH-001554,-0.8140283152230633
ACH-001654,-0.8267155714518472
ACH-001735,-0.5490161950136339
ACH-001736,-0.6902252124756066
ACH-001737,-0.5815362933489578
ACH-001740,-0.9736137986172004
ACH-001745,-0.8893803075408233
ACH-001765,-0.7474182951254396
